,State,Organization Name,Capacity (kW),Prime Mover,Fuel Class - Primary Fuel,FIPS County,NAICS_2012
74,6,Misc. Manufacturing,330,Microturbine,NG - Natural Gas,6059,339999
75,6,Shoreline Landfill and Mountainview,3040,Reciprocating Engine,BIOMASS - Biomass,6085,325
76,6,Capstone California Oils,600,Microturbine,NG - Natural Gas,6013,311
77,6,PackageOne,70,Microturbine,BIOMASS - Biomass,6067,339999
78,6,Bonneville Pacific Corporation,3800,Reciprocating Engine,NG - Natural Gas,6073,335
79,6,Dynamis Inc. / Algonquin Power Sanger,54500,Combined Cycle,NG - Natural Gas,6019,311119
80,6,Cogenra Solar,241,Other,OTR - Other,6097,31213
81,6,Chevron Energy Solutions,140,Reciprocating Engine,NG - Natural Gas,0,311
82,6,Roche Pharmaceuticals,400,Fuel Cell,NG - Natural Gas,6081,325412
83,6,Roseburg Forest Products,10000,Boiler/Steam Turbine,BIOMASS - Biomass,6093,321113
84,6,Cogenra Solar Cogeneration System (may not meet FERC CHP definition),272,Other,OTR - Other,6097,31213
85,6,Woodbridge Winery,170,Reciprocating Engine,BIOMASS - Biomass,6077,31213
86,6,Nestle Purina,999,Reciprocating Engine,NG - Natural Gas,6029,31111
87,6,Staples Distribution,300,Fuel Cell,NG - Natural Gas,6037,339999
88,6,Calgren Renewable Fuels,5800,Combustion Turbine,NG - Natural Gas,NaN,325199
89,6,Food Processing Facility,660,Reciprocating Engine,NG - Natural Gas,6059,312
90,6,Nong Shim Foods Inc.,1600,Reciprocating Engine,NG - Natural Gas,6071,311824
91,6,Food Processing,60,Microturbine,NG - Natural Gas,6037,311
92,6,Food Processing,170,Reciprocating Engine,NG - Natural Gas,6037,311
93,6,Food Processor,180,Microturbine,NG - Natural Gas,6037,311
94,6,Del Monte Foods,715,Backpressure Steam Turbine,WASTE - Steam,6099,31142
95,6,FDS Manufacturing,390,Microturbine,NG - Natural Gas,6037,339999
96,6,Heinz Frozen Food,1000,Reciprocating Engine,NG - Natural Gas,6073,311
97,6,Electronics Manufacturer,80,Microturbine,NG - Natural Gas,6085,335
98,6,The J.M. Smucker Company,190,Microturbine,NG - Natural Gas,6007,311411
99,6,AE Biofuels,4055,Backpressure Steam Turbine,WASTE - Waste Heat,6099,325193
100,6,West Newport Oil Company,70,Microturbine,NG - Natural Gas,6059,32411
101,6,Southern California Gas Company,1000,Reciprocating Engine,NG - Natural Gas,6037,335
102,6,TST Inc.,620,Fuel Cell,NG - Natural Gas,6071,331314
103,6,Industrial Facility,180,Microturbine,NG - Natural Gas,6037,325
104,6,Manufacturing Facility,70,Reciprocating Engine,NG - Natural Gas,6073,331314
105,6,Entrev Leasing,120,Microturbine,NG - Natural Gas,6059,331
106,6,O'Brien California Cogen Ltd.,4500,Combustion Turbine,NG - Natural Gas,6037,311511
107,6,Sierra Pine,4500,Combustion Turbine,NG - Natural Gas,6005,32213
108,6,Qycell Corporation,270,Reciprocating Engine,NG - Natural Gas,6037,339999
109,6,Sierra Pacific Industries Inc.,17000,Boiler/Steam Turbine,WOOD - Wood Waste,6061,321113
110,6,Manufacturer - Long Beach,30,Microturbine,NG - Natural Gas,6037,339999
111,6,Star Milling Company / Cogentech,600,Reciprocating Engine,NG - Natural Gas,6065,311119
112,6,Roche Molecular Systems,385,Reciprocating Engine,NG - Natural Gas,6001,325
113,6,Iris USA / Cogentech,1500,Reciprocating Engine,NG - Natural Gas,NaN,321113
114,6,Northern Power Systems,1000,Reciprocating Engine,NG - Natural Gas,6055,312111
115,6,Cytec Engineered Materials,500,Other,NG - Natural Gas,6059,325520
116,6,Adams Specialty Oils / Cogentech,450,Reciprocating Engine,NG - Natural Gas,NaN,311225
117,6,Nestle Waters North America,4000,Reciprocating Engine,NG - Natural Gas,6065,312112
118,6,Langers Juice / Cogentech,900,Reciprocating Engine,NG - Natural Gas,6037,312111
119,6,City of Nashua,240,Microturbine,NG - Natural Gas,6037,332813
120,6,Medsep Corp,1000,Reciprocating Engine,NG - Natural Gas,6037,331314
121,6,Wawona Frozen Foods,4400,Reciprocating Engine,NG - Natural Gas,0,311411
122,6,Wilden Pump,1750,Reciprocating Engine,NG - Natural Gas,6071,339999
123,6,Pharmaceutical Manufacturer,120,Microturbine,NG - Natural Gas,6059,325412
124,6,Ready Pac Produce,3200,Boiler/Steam Turbine,OTR - Other,6037,311421
125,6,Encorp Inc,1350,Reciprocating Engine,NG - Natural Gas,6077,311
126,6,DTE Energy Technologies,1250,Reciprocating Engine,NG - Natural Gas,6037,325211
127,6,Western Milling,1250,Reciprocating Engine,NG - Natural Gas,6029,311221
128,6,Manufacturer - Pasadena,120,Microturbine,NG - Natural Gas,6037,339999
129,6,Ghirardelli Chocolates,1320,Reciprocating Engine,NG - Natural Gas,6075,31133
130,6,San Luis Obispo Oil Field / Plains Exploration & Production,1400,Combustion Turbine,WASTE - Waste Gas,6079,32411
131,6,Kern Oil and Refining,5000,Combustion Turbine,NG - Natural Gas,6029,32411
132,6,Valero Energy Corp.,51000,Combustion Turbine,WASTE - Waste Gas,6095,32411
133,6,Kimberly Clark,13400,Combustion Turbine,NG - Natural Gas,6059,322121
134,6,Miller Brewing Company,12500,Combustion Turbine,NG - Natural Gas,6037,31212
135,6,Pacific Clay Products Inc.,1000,Reciprocating Engine,NG - Natural Gas,6065,327331
136,6,Mission Plastics,1000,Reciprocating Engine,NG - Natural Gas,6037,325211
137,6,Alon Israel Oil Company / Paramount Petroleum Corp.,7500,Combustion Turbine,NG - Natural Gas,6037,32411
138,6,Aquamar,390,Reciprocating Engine,NG - Natural Gas,6071,311710
139,6,BD Biosciences,300,Reciprocating Engine,NG - Natural Gas,6073,325412
140,6,Calpine - Los Medanos Energy Center LLC,598000,Combined Cycle,NG - Natural Gas,6013,331110
141,6,Coast Intelligen Inc.,300,Reciprocating Engine,NG - Natural Gas,6037,313
142,6,Sierra Pacific Industries Inc.,27500,Boiler/Steam Turbine,WOOD - Wood Waste,6063,321113
143,6,Organic Milling Co./Coast Intelligen,300,Reciprocating Engine,NG - Natural Gas,6037,311211
144,6,Morning Star Company,2900,Backpressure Steam Turbine,WASTE - Steam,6011,311423
145,6,Siemens Power Corporation,149400,Combined Cycle,NG - Natural Gas,6067,311
146,6,Air Products & Chemicals Inc.,31900,Boiler/Steam Turbine,WASTE - Waste,6037,325120
147,6,International Power Technology,1350,Reciprocating Engine,NG - Natural Gas,6005,327331
148,6,McGraw Inc.,6100,Combustion Turbine,NG - Natural Gas,6059,325412
149,6,Cotija Cheese,120,Reciprocating Engine,OTR - Other,6037,311514
150,6,Royal Dutch / Shell,100000,Combined Cycle,NG - Natural Gas,6013,32411
151,6,Quaker City Plating & Silver Smith Inc,30,Reciprocating Engine,NG - Natural Gas,6037,332813
152,6,Collins Pine Company,12000,Boiler/Steam Turbine,WOOD - Wood Waste,6063,321113
153,6,Train Johnson Power Development Inc.,120,Reciprocating Engine,NG - Natural Gas,6059,332813
154,6,Train Johnson Power Development Inc.,200,Reciprocating Engine,NG - Natural Gas,6037,332813
155,6,Chevron USA. Inc.,99000,Combustion Turbine,NG - Natural Gas,6013,32411
156,6,Pacific Energy Corporation,300,Reciprocating Engine,NG - Natural Gas,6059,332813
157,6,Metal Surfaces Inc.,350,Reciprocating Engine,NG - Natural Gas,6037,332813
158,6,Microgas Corporation,65,Reciprocating Engine,NG - Natural Gas,6037,311
159,6,"Crockett Cogeneration, LP",260000,Combined Cycle,NG - Natural Gas,NaN,311314
160,6,Simplot Cogen,4067,Other Waste Heat to Power*,WASTE - Waste,6077,32532
161,6,Train Johnson Power Development Inc.,60,Reciprocating Engine,NG - Natural Gas,6037,331
162,6,BP West Product LLC Wilmington Calciner (ARCO) / Atlantic Richfield Company,34000,Boiler/Steam Turbine,WASTE - Petroleum Coke,6037,324199
163,6,Train Johnson Power Development Inc.,400,Reciprocating Engine,NG - Natural Gas,6059,332813
164,6,KES Kingsburg LP,36000,Combined Cycle,NG - Natural Gas,6019,311423
165,6,Vanguard Energy Systems,1050,Reciprocating Engine,NG - Natural Gas,6037,31411
166,6,Shell / Texaco Inc. / Equilon / Andeavor,83000,Combined Cycle,WASTE - Waste Gas,6037,32411
167,6,JRW Associates Ltd Partnership,9100,Reciprocating Engine,NG - Natural Gas,6047,311999
168,6,J.R. Wood Cogeneration,8500,Reciprocating Engine,NG - Natural Gas,6047,311411
169,6,Carson Cogeneration/Western Energy Engineering,50400,Combined Cycle,NG - Natural Gas,6037,312113
170,6,HF Enterprises,160,Reciprocating Engine,NG - Natural Gas,6001,331
171,6,Helm Concentrates Inc.,891,Boiler/Steam Turbine,NG - Natural Gas,6019,311421
172,6,"E.F. Oxnard, Inc.",49000,Combustion Turbine,NG - Natural Gas,NaN,311
173,6,Thermal Energy Development LP,23000,Boiler/Steam Turbine,BIOMASS - Agricultural Biomass,6077,311
174,6,Yuba City Cogeneration Project,49000,Combustion Turbine,NG - Natural Gas,6101,311423
175,6,Shell Oil / Equilon,4800,Combustion Turbine,NG - Natural Gas,6029,32411
176,6,Big Valley Lumber Company,31500,Boiler/Steam Turbine,WOOD - Wood,6089,321113
177,6,"Pacific Clay Products Inc. / Ces Energy, Ltd",550,Reciprocating Engine,NG - Natural Gas,6065,327331
178,6,"Pacific Clay Products Inc. / Ces Energy, Ltd",400,Reciprocating Engine,NG - Natural Gas,NaN,327331
179,6,Omni Metal Finishing,60,Reciprocating Engine,NG - Natural Gas,6059,331511
180,6,Procter & Gamble Co,68700,Combustion Turbine,NG - Natural Gas,NaN,322121
181,6,The Pictsweet Co.,9000,Combustion Turbine,NG - Natural Gas,6083,311411
182,6,ExxonMobil Corp,41800,Combined Cycle,NG - Natural Gas,6037,32411
183,6,Greenleaf Unit One Associates LP,50000,Combined Cycle,NG - Natural Gas,6101,321113
184,6,Greenleaf Unit Two Associates LP,49500,Combustion Turbine,NG - Natural Gas,6101,311423
185,6,BP Amoco / Watson Cogen Co. / Mission Energy,405000,Combined Cycle,NG - Natural Gas,6037,32411
186,6,Onsite Energy Inc.,230,Reciprocating Engine,NG - Natural Gas,6037,311812
187,6,Sterling Energy Systems Inc.,744,Reciprocating Engine,NG - Natural Gas,6037,311513
188,6,Ridgewood Power Management Corporation,100,Reciprocating Engine,NG - Natural Gas,6037,332813
189,6,Calpine - Gilroy Energy Company,135000,Combined Cycle,NG - Natural Gas,6085,311423
190,6,Sterling Energy Systems Inc.,1075,Reciprocating Engine,NG - Natural Gas,6069,333
191,6,American Tool and Engineering Corporation,650,Reciprocating Engine,NG - Natural Gas,6037,332216
192,6,Thompson Plating,52,Reciprocating Engine,NG - Natural Gas,6037,332813
193,6,Simpson Paper Company / Ripon Cogeneration Incorporated,49500,Combustion Turbine,NG - Natural Gas,6077,322121
194,6,Corona Cogen,47000,Combustion Turbine,NG - Natural Gas,6019,311513
195,6,Train Johnson Power Development Inc.,100,Reciprocating Engine,NG - Natural Gas,6037,332813
196,6,Train Johnson Power Development Inc.,60,Reciprocating Engine,NG - Natural Gas,6037,332813
197,6,Eel River Power,28000,Boiler/Steam Turbine,WOOD - Wood Waste,6023,321113
198,6,GWF Power Systems Company Inc,49300,Combustion Turbine,WASTE - Waste Heat,6037,339999
199,6,ConocoPhillips,48000,Combustion Turbine,WASTE - Waste Gas,6037,32411
200,6,Praxair Linde,28000,Combined Cycle,NG - Natural Gas,6037,32512
201,6,Sobel N.V.,180,Reciprocating Engine,NG - Natural Gas,6037,311999
202,6,Andeavor (Foster Wheeler Martinez / Phillips 66),103500,Combined Cycle,WASTE - Waste Gas,6013,32411
203,6,Transamerican Plastics Corporation,342,Reciprocating Engine,NG - Natural Gas,6037,325211
204,6,ConocoPhillips,51000,Combustion Turbine,WASTE - Waste Gas,6013,32411
205,6,Phillips 66,49850,Boiler/Steam Turbine,WASTE - Petroleum Coke,6013,325180
206,6,American Tool & Engineering Corporation,230,Reciprocating Engine,NG - Natural Gas,6073,339999
207,6,Lajet Energy Company,1900,Reciprocating Engine,OIL - Oil,6073,325998
208,6,Quaker City Plating & Silver Smith Inc,100,Reciprocating Engine,NG - Natural Gas,6037,332813
209,6,Sierra Pacific Industries Inc.,20000,Boiler/Steam Turbine,WOOD - Wood Waste,6089,321113
210,6,O'Brien Energy Systems Inc.,3200,Reciprocating Engine,NG - Natural Gas,6065,339999
211,6,New-Indy Containerboard,25000,Combustion Turbine,NG - Natural Gas,NaN,322211
212,6,Ripon Cogeneration,36000,Combustion Turbine,NG - Natural Gas,6037,322121
213,6,Land O'Lakes Inc.,1500,Reciprocating Engine,NG - Natural Gas,6107,311512
214,6,Auberry Energy Inc. /Yanke,7500,Boiler/Steam Turbine,WOOD - Wood,6019,321113
215,6,Tricor Refining LLC,40000,Combustion Turbine,NG - Natural Gas,6029,32411
216,6,Koch California Ltd,295,Reciprocating Engine,NG - Natural Gas,6079,339999
217,6,New-Indy Containerboard (Kraft and Schwarz Partners),36000,Combustion Turbine,NG - Natural Gas,6037,32213
218,6,General Dynamics,2400,Combustion Turbine,NG - Natural Gas,6073,336611
219,6,California Cedar Products,840,Boiler/Steam Turbine,WOOD - Wood,NaN,321113
220,6,Grass Valley Group,900,Reciprocating Engine,OIL - Oil,6057,335228
221,6,Sierra Pacific Industries Inc.,7500,Boiler/Steam Turbine,WOOD - Wood Waste,6109,321113
222,6,Solvay / Eco-Services Operations LLC,4000,Backpressure Steam Turbine,WASTE - Waste Heat,6013,325412
223,6,Rhodia Inc. / Rhone Poulenc Chemical Company,5000,Boiler/Steam Turbine,NG - Natural Gas,6037,325180
224,6,Satellite Center,9600,Combustion Turbine,NG - Natural Gas,6085,339999
225,6,Spreckels Sugar Company,8900,Boiler/Steam Turbine,NG - Natural Gas,6025,311313
226,8,Leprino Foods,480,Reciprocating Engine,BIOMASS - Digester Gas,8123,311513
227,8,Williams Companies / Harvest Midstream,6200,Boiler/Steam Turbine,WASTE - Waste Heat,8067,32411
229,8,Yuma Ethanol,2000,Backpressure Steam Turbine,WASTE - Waste Heat,8125,325193
230,8,Sterling Ethanol LLC,1000,Backpressure Steam Turbine,WASTE - Waste Heat,8075,325193
231,8,New Belgium Brewing Company,760,Reciprocating Engine,BIOMASS - Digester Gas,8069,31212
232,8,National Energy Systems Inc.,9600,Combustion Turbine,NG - Natural Gas,8037,32742
233,8,Suez Energy North America - Colorado Golden Energy Corporation,20000,Boiler/Steam Turbine,NG - Natural Gas,8059,31212
234,8,Western Sugar,3000,Boiler/Steam Turbine,COAL - Coal,8087,311314
235,9,Pfizer / FuelCell Energy,5600,Fuel Cell,NG - Natural Gas,9011,325412
236,9,Amgraph Packaging,400,Fuel Cell,NG - Natural Gas,NaN,323111
237,9,Pepperidge Farm,2900,Fuel Cell,NG - Natural Gas,9003,311812
238,9,Carla's Pasta,300,Fuel Cell,NG - Natural Gas,9011,311824
239,9,Algonquin Power Cogen Plant Reconfiguration Hamilton Sundstrand Windsor Locks Facility,71000,Combined Cycle,NG - Natural Gas,9003,322121
240,9,Coca-Cola Bottling Company,800,Fuel Cell,NG - Natural Gas,9003,312111
241,9,Sikorsky Aircraft,10700,Combustion Turbine,NG - Natural Gas,9001,336411
242,9,ASML,2055,Reciprocating Engine,NG - Natural Gas,9001,339999
243,9,Dunn Paper Inc.,2920,Combustion Turbine,NG - Natural Gas,9003,339999
244,9,Pfizer Inc.,40000,Boiler/Steam Turbine,NG - Natural Gas,9011,325411
245,9,Frito Lay,4500,Combustion Turbine,NG - Natural Gas,9015,311919
246,9,Honest Buildings / Medtronic,2000,Reciprocating Engine,NG - Natural Gas,9009,339113
247,9,Flanagan Industries,831,Combustion Turbine,NG - Natural Gas,9003,335
248,9,Rand Whitney,14250,Combustion Turbine,NG - Natural Gas,9011,32213
249,9,Honest Buildings / Medtronic,3000,Reciprocating Engine,NG - Natural Gas,9009,339119
250,9,Kimberly Clark,35168,Combustion Turbine,NG - Natural Gas,9005,322121
251,9,Kohler Mix Specialties,848,Reciprocating Engine,NG - Natural Gas,9003,31152
252,9,Component Technologies,325,Reciprocating Engine,NG - Natural Gas,9003,332322
253,9,Medtronic,4797,Combustion Turbine,NG - Natural Gas,9009,325414
254,9,Latex International,1500,Combustion Turbine,NG - Natural Gas,0,326
255,9,Nu Way Tobacco Company,375,Reciprocating Engine,NG - Natural Gas,9003,312230
256,9,Taylor & Fenn,2800,Combustion Turbine,NG - Natural Gas,9003,331511
257,9,Chromally,1066,Combustion Turbine,NG - Natural Gas,9003,335
258,9,United Technologies,7520,Combustion Turbine,NG - Natural Gas,9007,336412
259,9,Sargent Manufacturing,535,Reciprocating Engine,NG - Natural Gas,9009,332999
260,9,Sheffield Pharmaceuticals,754,Reciprocating Engine,NG - Natural Gas,9011,325
261,9,United Technologies,28260,Combustion Turbine,NG - Natural Gas,9003,333618
262,9,Tallon Lumber,350,Reciprocating Engine,WOOD - Wood,9005,321113
263,9,Bristol-Myers Squibb Company Inc,4700,Combustion Turbine,NG - Natural Gas,9009,325412
264,9,Texas-Ohio Power Inc.,1850,Reciprocating Engine,NG - Natural Gas,9003,339999
265,9,Yankee Gas,35,Reciprocating Engine,NG - Natural Gas,9009,332813
266,9,UTC Aerospace Systems,500,Reciprocating Engine,OIL - Oil,9003,339999
267,9,AES Thames Inc.,181000,Boiler/Steam Turbine,COAL - Coal,9011,322121
268,9,Fermont Division - Dynamics Corporation,440,Reciprocating Engine,OIL - Oil,9001,339999
269,9,Dresser Industries,825,Reciprocating Engine,NG - Natural Gas,9001,334512
270,9,Swift & Sons Inc,130,Boiler/Steam Turbine,NG - Natural Gas,9003,332119
271,9,Simkins Industries,3000,Boiler/Steam Turbine,NG - Natural Gas,9009,32213
272,10,Dogfish Head,500,Reciprocating Engine,NG - Natural Gas,10005,31212
273,10,Cummins Power Generation / Croda Manufacturing,2200,Combustion Turbine,BIOMASS - Landfill Gas,10003,325998
274,10,Motiva Enterprises LLC / Star Enterprise,258000,Combined Cycle,WASTE - Waste Gas,10003,32411
275,12,Haskell Company,8722,Reciprocating Engine,NG - Natural Gas,12105,322121
276,12,PepsiCo Tropicana Products,1600,Reciprocating Engine,BIOMASS - Landfill Gas,12111,311411
277,12,Rayonier Inc.,42000,Boiler/Steam Turbine,WOOD - Wood Waste,12089,322299
278,12,Ineos New Planet Bioenergy,6000,Reciprocating Engine,BIOMASS - Biomass,12061,325199
279,12,Georgia-Pacific,44010,Boiler/Steam Turbine,WASTE - Black Liquor,12123,32211
280,12,United States Sugar Corporation,49000,Boiler/Steam Turbine,BIOMASS - Agricultural Biomass,12051,311314
281,12,Okeelanta Power LP,128900,Boiler/Steam Turbine,BIOMASS - Agricultural Biomass,12099,311314
282,12,WestRock,36500,Boiler/Steam Turbine,OTR - Other,12005,32213
283,12,Calpine - Santa Rosa,250000,Combined Cycle,NG - Natural Gas,12113,325220
284,12,Citrus World / Florida Growers,10700,Combustion Turbine,NG - Natural Gas,12105,311411
285,12,Air Products & Chemicals Inc.,15600,Combustion Turbine,NG - Natural Gas,12113,325130
286,12,Gulf Power,15000,Combustion Turbine,NG - Natural Gas,12113,325211
287,12,Orange Cogeneration L.P.,110000,Combined Cycle,NG - Natural Gas,12105,311411
288,12,Cogentrix/ Indiantown Cogeneration LP,330000,Boiler/Steam Turbine,COAL - Coal,12085,311411
289,12,Mulberry Energy/Polk Power Partners,122000,Combined Cycle,NG - Natural Gas,12105,32512
290,12,Ascend Performance Materials,86000,Boiler/Steam Turbine,NG - Natural Gas,12033,325130
291,12,Orlando Cogen Ltd LP,122400,Combustion Turbine,NG - Natural Gas,12095,32512
292,12,Georgia-Pacific Corporation,79800,Boiler/Steam Turbine,WASTE - Black Liquor,12107,32211
293,12,Tropicana Products Inc.,45100,Combustion Turbine,BIOMASS - Landfill Gas,12081,311411
294,12,Siemens Healthcare Diagnostics,810,Reciprocating Engine,OIL - Oil,12086,339113
295,12,Mosaic Company / IMC Agrico Co,13281,Steam Rankine Cycle,WASTE - Waste Heat,12105,325998
296,12,Mosaic Company,40000,Boiler/Steam Turbine,OTR - Other,12057,325312
297,12,Florida Crushed Stone Company,125000,Boiler/Steam Turbine,COAL - Coal,12053,32732
298,12,WestRock,80000,Boiler/Steam Turbine,COAL - Coal,12089,322121
299,12,Mosaic Company / Cargill,77900,Steam Rankine Cycle,WASTE - Waste Heat,12031,325998
300,12,Anheuser-Busch,8600,Combustion Turbine,NG - Natural Gas,NaN,31212
301,12,Mosaic Company / Cargill Inc.,81900,Steam Rankine Cycle,WASTE - Waste,12105,325998
302,12,Nitram Inc.,2000,Boiler/Steam Turbine,NG - Natural Gas,12057,325998
303,12,Mosaic,88000,Steam Rankine Cycle,WASTE - Waste Heat,12105,325998
304,12,Mosaic Co.,32000,Boiler/Steam Turbine,OTR - Other,12105,325312
305,12,International Paper Co,82800,Boiler/Steam Turbine,WASTE - Black Liquor,12033,322121
306,12,Potash Corp White Springs Agricultural Chemicals,21000,Boiler/Steam Turbine,OTR - Other,12077,325180
307,12,Mosaic Company / Agrico Chemical Company,10000,Steam Rankine Cycle,WASTE - Waste,12105,32532
