ORISPL,SUBRGN,SRNAME,PLPRMFL,PLFUELCT,NBFACTOR,RMBMFLAG,CHPFLAG,PLHTIAN,PLHTIOZ,PLHTIANT,PLHTIOZT,PLNGENAN,PLNGENOZ,PLHTRT
57861,NWPP,WECC Northwest,LFG,BIOMASS,0.175545408,Yes,,196290,82894,196290,82894,18256,7710,10752.08151
58019,NWPP,WECC Northwest,WND,WIND,,,,0,0,929564,332831,97746,34998,
57890,NWPP,WECC Northwest,WND,WIND,,,,0,0,1563835,529184,164441,55645,
54524,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,425992,207741,44794,21844,
56636,NWPP,WECC Northwest,WND,WIND,,,,0,0,394218,134629,41453,14157,
58967,NWPP,WECC Northwest,OBG,BIOMASS,,,,,,,,,,
58968,NWPP,WECC Northwest,OBG,BIOMASS,0,Yes,,5030742,2124518.001,5030742,2124518.001,34047.999,14379,147754.4099
58969,NWPP,WECC Northwest,OBG,BIOMASS,0.04575723,Yes,,1599966,675677,1599966,675677,10828,4573,147761.9136
58970,NWPP,WECC Northwest,OBG,BIOMASS,,,,,,,,,,
4204,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,148994,72659,15667,7640,
55007,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,33228.002,16204.002,3493.998,1704,
10781,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,28254,13777.999,2971,1449,
57028,NWPP,WECC Northwest,NG,GAS,0.706180751,,,7219624.287,3676656.874,7219624.287,3676656.874,1049876,533642,6876.644753
987,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,29423,14348,3094,1509,
54753,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,71242,34743,7491,3653,
10049,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,,,,,
54386,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,19629,9573,2064,1007,
10808,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,72790,35497,7654,3733,
815,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,377679,184181,39714,19367,
7012,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,399697,194918,42029,20496,
843,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,,,,,
816,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,1874087,913928,197065,96102,
10014,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,2930146.999,2314563,308112,243381.999,
10740,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,55217.001,26927.001,5805.999,2831.001,
57429,NWPP,WECC Northwest,WND,WIND,,,,0,0,562840,192216,59184,20212,
50323,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,18696,9117,1966,959,
50972,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,34817,16979,3661,1785,
58106,NWPP,WECC Northwest,WND,WIND,,,,0,0,3560886,1249652,374436,131404,
54812,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,45221,22052,4755,2319,
56437,NWPP,WECC Northwest,WND,WIND,,,,0,0,561234,191667,59015,20154,
7190,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,508918.999,248183,53514,26097,
6398,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,915975.999,446690.001,96317,46970,
10325,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,73780,35980,7758,3783,
56498,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,46741,22794,4915,2397,
59695,NWPP,WECC Northwest,SUN,SOLAR,,,,0,0,,,,,
6506,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,259852,126721,27324.001,13325.001,
60009,NWPP,WECC Northwest,SUN,SOLAR,,,,0,0,,,,,
50718,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,29225,14252,3073,1499,
829,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,206280.999,100596,21690.999,10578,
60010,NWPP,WECC Northwest,SUN,SOLAR,,,,0,0,,,,,
56439,NWPP,WECC Northwest,WND,WIND,,,,0,0,365212,124723,38403,13115,
850,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,4884745,2382122,513643,250486,
57124,NWPP,WECC Northwest,WND,WIND,,,,0,0,607888,207600,63921,21830,
56440,NWPP,WECC Northwest,WND,WIND,,,,0,0,335903,114714,35321,12062,
55090,NWPP,WECC Northwest,WDS,BIOMASS,0.403182845,Yes,Yes,208264.9656,82183.93537,208264.966,82183.935,30311,12241,6870.936809
59696,NWPP,WECC Northwest,SUN,SOLAR,,,,0,0,,,,,
835,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,797621.998,388971.998,83872.001,40901,
57761,NWPP,WECC Northwest,WND,WIND,,,,0,0,689733,223086,72527,23458,
57760,NWPP,WECC Northwest,WND,WIND,,,,0,0,627611,197855,65995,20805,
56317,NWPP,WECC Northwest,GEO,GEOTHERMAL,,,,0,0,749379,291525,78799,30655,
7456,NWPP,WECC Northwest,NG,GAS,1,,,140122.917,65035.86,140122.917,65035.86,12789,5952,10956.51865
55179,NWPP,WECC Northwest,NG,GAS,0.575203006,,,8528691.718,3503801.843,8528691.718,3503801.843,1201397,489335,7098.978704
58142,NWPP,WECC Northwest,OBG,BIOMASS,0.538586853,Yes,,159751,67464,159751,67464,13367,5645,11951.14835
50987,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,86597,42231,9106,4441,
10809,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,64944,31671,6829,3330,
57766,NWPP,WECC Northwest,WND,WIND,,,,0,0,2502777,780828,263173,82106,
54579,NWPP,WECC Northwest,NG,GAS,0,,Yes,456630.0726,187559.8686,456630.073,187559.869,74717.16,30275.64,6111.448462
57427,NWPP,WECC Northwest,WND,WIND,,,,0,0,536288,183148,56392,19258,
50896,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,253746.999,123744,26682,13011.999,
817,NWPP,WECC Northwest,DFO,OIL,1,,,617,247,617,247,1,0,617000
56441,NWPP,WECC Northwest,WND,WIND,,,,0,0,618995,211393,65089,22229,
57749,NWPP,WECC Northwest,WND,WIND,,,,0,0,567660,193861,59691,20385,
818,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,408255,199091,42929,20935,
50274,NWPP,WECC Northwest,OTH,OTHF,0.437346237,,Yes,712090,272083,712090,272083,74878,28610,9510.002938
54249,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,770754.999,375870.999,81046.999,39524,
831,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,137989,67293,14510,7076,
10296,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,278662,135895,29302,14290,
819,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,1054165,514080,110848,54057,
50099,NWPP,WECC Northwest,WDS,BIOMASS,0.44899838,Yes,Yes,311083.3993,137322.8711,311083.399,137322.871,28818,13340,10794.7602
820,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,527330.001,257159.999,55449.999,27041,
56442,NWPP,WECC Northwest,WND,WIND,,,,0,0,311804,106485,32787,11197,
56443,NWPP,WECC Northwest,WND,WIND,,,,0,0,285833,97615,30056,10264,
57136,NWPP,WECC Northwest,WND,WIND,,,,0,0,322940,110287,33958,11597,
821,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,568347,277163,59763,29144,
57444,NWPP,WECC Northwest,WND,WIND,,,,0,0,592997,202514,62355,21295,
823,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,528643,257801,55588,27108,
844,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,435131,212198,45755,22313,
822,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,953396,464938,100252,48889,
7079,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,865143,421900,90972,44364,
54306,NWPP,WECC Northwest,WAT,HYDRO,,,,0,0,255514,124606,26868,13103,
56301,NWPP,WECC Northwest,WND,WIND,,,,0,0,1747872,583248,183793,61330,
57126,NWPP,WECC Northwest,WND,WIND,,,,0,0,618455,211208,65032,22209,
7770,RFCW,RFC West,NG,GAS,1,,,2379,1206,2379,1206,178,90,13365.16854
58136,RFCW,RFC West,NG,GAS,0.338165906,,Yes,246590.4968,125079.5996,246590.497,125079.6,26153,13266,9428.765219
56408,SRMW,SERC Midwest,WND,WIND,,,,0,0,59638,16579,6271,1743,
7818,SRMW,SERC Midwest,NG,GAS,1,,,30370.372,14362.943,30370.372,14362.943,2417,1225,12565.31734
7990,SRMW,SERC Midwest,DFO,OIL,1,,,1081,433,1081,433,98,40,11030.61224
10865,SRMW,SERC Midwest,BIT,COAL,0.669561439,,Yes,9273446.049,3840233.054,9273446.049,3840233.054,1168743,507018,7934.546816
10866,SRMW,SERC Midwest,NG,GAS,0.771454647,,Yes,533405.3687,533405.3687,533405.369,533405.369,189007,95871,2822.146104
54312,SRMW,SERC Midwest,NG,GAS,,,,,,,,,,
55279,RFCW,RFC West,NG,GAS,1,,,616896.928,539632.221,616896.928,539632.221,49707.002,48130.999,12410.66456
7854,RFCW,RFC West,DFO,OIL,1,,,1208,489,1208,489,117,47,10324.78632
55768,RFCW,RFC West,LFG,BIOMASS,,,,,,,,,,
889,SRMW,SERC Midwest,SUB,COAL,0.157931017,,,119159388,48289424.99,119159388,48289424.99,11701588,4689955,10183.18095
56419,RFCW,RFC West,LFG,BIOMASS,1,Yes,,46004.001,21293.001,46004.001,21293.001,4347,2012.001,10582.93099
57135,RFCW,RFC West,WND,WIND,,,,0,0,5107070,1405654,537021,147808,
55056,RFCW,RFC West,LFG,BIOMASS,,,,,,,,,,
55058,RFCW,RFC West,,,,,,,,,,,,
55060,RFCW,RFC West,LFG,BIOMASS,,,,,,,,,,
55057,SRMW,SERC Midwest,LFG,BIOMASS,,,,,,,,,,
55059,SRMW,SERC Midwest,LFG,BIOMASS,,,,,,,,,,
57463,RFCW,RFC West,WND,WIND,,,,0,0,6154396,1823048,647150,191698,
58111,SRMW,SERC Midwest,WND,WIND,,,,0,0,2855540,804403,300267,84585,
57113,RFCW,RFC West,WND,WIND,,,,0,0,5036040,1321263,529552,138934,
57618,RFCW,RFC West,WND,WIND,,,,0,0,,,,,
57619,RFCW,RFC West,WND,WIND,,,,0,0,,,,,
57110,RFCW,RFC West,WND,WIND,,,,0,0,2587995,683513,272134,71873,
865,RFCW,RFC West,DFO,OIL,,,,,,,,,,
56176,SRMW,SERC Midwest,DFO,OIL,1,,,19,0,19,0,1,0,19000
50722,RFCW,RFC West,NG,GAS,0.4779254,,Yes,427791.1889,216990.9603,427791.189,216990.96,37317,18929,11463.70793
6022,RFCW,RFC West,NUC,NUCLEAR,,,,0,0,211939923,84447375,20263665,8074049,
934,SRMW,SERC Midwest,DFO,OIL,1,,,3386.002,1376.999,3386.002,1376.999,207.999,83.999,16278.93403
55762,SRMW,SERC Midwest,LFG,BIOMASS,0.741455652,Yes,,177002,81920,177002,81920,13688,6335,12931.1806
57767,SRMW,SERC Midwest,WND,WIND,,,,0,0,32476,9028,3415,949,
52034,RFCW,RFC West,NG,GAS,0.252826701,,Yes,118181.6801,59945.91489,118181.68,59945.915,19877,10082,5945.649752
935,SRMW,SERC Midwest,DFO,OIL,1,,,5408.999,2187,5408.999,2187,501.001,202,10796.38364
6023,RFCW,RFC West,NUC,NUCLEAR,,,,0,0,201362790,89121969,19252381,8520989,
58008,SRMW,SERC Midwest,WND,WIND,,,,0,0,7521060,2223162,790858,233771,
866,RFCW,RFC West,NG,GAS,,,,,,,,,,
55296,RFCW,RFC West,NG,GAS,1,,,1271806.197,979027.416,1271806.197,979027.416,124426,95620,10221.38618
56640,RFCW,RFC West,WND,WIND,,,,0,0,3985071,1164091,419040,122407,
936,SRMW,SERC Midwest,DFO,OIL,1,,,2518,1016,2518,1016,12.74,5.145,197645.2119
937,SRMW,SERC Midwest,DFO,OIL,1,,,2217.999,894.001,2217.999,894.001,214.001,85.999,10364.43288
56053,SRMW,SERC Midwest,DFO,OIL,1,,,927.999,371.001,927.999,371.001,90,36,10311.1
54540,RFCW,RFC West,NG,GAS,1,,Yes,123006,62392.998,123006,62392.998,6085.998,3087,20211.31128
59794,RFCW,RFC West,NG,GAS,0.313818221,,,308741,156604,308741,156604,18755,9513,16461.79685
50573,RFCW,RFC West,LFG,BIOMASS,0.673008625,Yes,,364576,168732,364576,168732,20824,9638,17507.49136
59635,SRMW,SERC Midwest,LFG,BIOMASS,,,,,,,,,,
204,SRMW,SERC Midwest,NUC,NUCLEAR,,,,0,0,94882032,40508848,9071711,3873068,
861,SRMW,SERC Midwest,SUB,COAL,0.339747782,,,56129000.07,23878065.67,56129000.07,23878065.67,5250486,2244219,10690.2485
6025,RFCW,RFC West,NG,GAS,,,,,,,,,,
58887,RFCW,RFC West,WND,WIND,,,,0,0,145343,40403,15283,4248,
55188,MROW,MRO West,NG,GAS,1,,,451923.742,88548.054,451923.742,88548.054,58537,10733,7720.30924
55773,RFCW,RFC West,LFG,BIOMASS,0.895648459,Yes,,1041238,481907,1041238,481907,48770,22572,21349.96924
867,RFCW,RFC West,,,,,,,,,,,,
56297,RFCW,RFC West,WND,WIND,,,,0,0,1406185,381645,147864,40131,
56653,SRMW,SERC Midwest,WND,WIND,,,,0,0,,,,,
55253,RFCW,RFC West,NG,GAS,1,,,396921.023,268712.812,396921.023,268712.812,30621,20610,12962.37951
54790,RFCW,RFC West,NG,GAS,0.59295499,,Yes,86384.21299,43817.16538,86384.213,43817.165,16344,8290,5285.377692
963,SRMW,SERC Midwest,BIT,COAL,0.610633093,,,27685808.77,11280024.76,27685808.77,11280024.76,2346721,940400,11797.65672
10520,SRMW,SERC Midwest,WAT,HYDRO,,,,0,0,189734,93312,19950.999,9812.001,
56418,RFCW,RFC West,LFG,BIOMASS,1,Yes,,11969,5540,11969,5540,1013,469,11815.3998
55761,RFCW,RFC West,LFG,BIOMASS,,,,,,,,,,
54969,RFCW,RFC West,WAT,HYDRO,,,,0,0,129660,61420,13634,6458,
55763,RFCW,RFC West,LFG,BIOMASS,0.200904594,Yes,,422306,195452,422306,195452,26189,12121,16125.31979
869,RFCW,RFC West,NUC,NUCLEAR,,,,0,0,158235263,68923753,15128940,6589829,
55245,SRMW,SERC Midwest,BIT,COAL,0.904257568,,Yes,179621.0903,70355.79232,179621.09,70355.792,40594,16837,4424.818701
6016,SRMW,SERC Midwest,SUB,COAL,0.367802956,,,22385697.95,9310628.587,22385697.95,9310628.587,2237999,865361,10002.55047
55236,RFCW,RFC West,NG,GAS,1,,,416257.324,295373.116,416257.324,295373.116,31771,23114,13101.80114
856,SRMW,SERC Midwest,SUB,COAL,0.427827733,,,39374995.16,15659336.43,39374995.16,15659336.43,3713711,1453785,10602.60078
56805,RFCW,RFC West,WND,WIND,,,,0,0,2598275,733564,273215,77136,
59902,SRMW,SERC Midwest,WND,WIND,,,,0,0,,,,,
56663,SRMW,SERC Midwest,WND,WIND,,,,0,0,,,,,
870,RFCW,RFC West,NG,GAS,,,,,,,,,,
55438,RFCW,RFC West,NG,GAS,1,,Yes,700392.858,569198.759,700392.858,569198.759,60050,48919,11663.49472
55199,RFCW,RFC West,NG,GAS,1,,,3226847.419,2001268.883,3226847.419,2001268.883,287213.004,176200.002,11235.03245
59959,RFCW,RFC West,MWH,OTHF,,,,,,,,,,
54788,RFCW,RFC West,NG,GAS,,,Yes,,,,,,,
57191,RFCW,RFC West,SUN,SOLAR,,,,0,0,138151,71944,14527,7565,
50627,RFCW,RFC West,PRG,OTHF,0.457625734,,Yes,835777.1033,325216.0131,835777.103,325216.013,182727.95,90618.248,4573.887592
8016,SRMW,SERC Midwest,DFO,OIL,1,,,6132.8,226,6132.8,226,286,115,21443.35664
940,SRMW,SERC Midwest,DFO,OIL,1,,,671,266,671,266,63,25,10650.79365
941,SRMW,SERC Midwest,NG,GAS,1,,,518.999,208.002,518.999,208.002,49,20.001,10591.81633
886,RFCW,RFC West,DFO,OIL,1,,,32215.132,17062.174,32215.132,17062.174,1010.998,604.998,31864.6842
56529,SRMW,SERC Midwest,LFG,BIOMASS,0,Yes,,316224,146355,316224,146355,26041,12052,12143.31247
56117,SRMW,SERC Midwest,DFO,OIL,1,,,441.999,174.999,441.999,174.999,39.999,15.999,11050.25126
56118,SRMW,SERC Midwest,DFO,OIL,1,,,306,127,306,127,28,11,10928.57143
50904,RFCW,RFC West,NG,GAS,1,,Yes,219.3912152,111.4230975,219.391,111.423,38.22,19.386,5740.220178
57325,RFCW,RFC West,WND,WIND,,,,0,0,6515435,1865711,685114,196184,
943,SRMW,SERC Midwest,DFO,OIL,1,,,956,386.001,956,386.001,41.002,17,23315.93581
7842,SRMW,SERC Midwest,NG,GAS,1,,,7034.647,776.452,7034.647,776.452,739,375,9519.143437
54310,SRMW,SERC Midwest,NG,GAS,,,,,,,,,,
54924,RFCW,RFC West,NG,GAS,1,,Yes,18887.26591,9580.509716,18887.266,9580.51,1884,956,10025.08806
944,MROW,MRO West,WND,WIND,,,,14496,7132,80705,25537,7604.001,2251,10613.4915
56462,RFCW,RFC West,NG,GAS,1,,,18963,9618,18963,9618,2157,1094,8791.376912
55201,SRMW,SERC Midwest,NG,GAS,1,,,166971.082,97414.742,166971.082,97414.742,13350,8185,12507.19715
7891,SRMW,SERC Midwest,DFO,OIL,,,,0,0,0,0,,,
55496,SRMW,SERC Midwest,NG,GAS,1,,,1137.807,1137.807,1137.807,1137.807,-928.998,-240,-1224.767976
59957,RFCW,RFC West,MWH,OTHF,,,,,,,,,,
57912,RFCW,RFC West,SUN,SOLAR,,,,0,0,297768,155068,31311,16306,
56941,RFCW,RFC West,WND,WIND,,,,0,0,5425967,1469666,570554,154539,
862,SRMW,SERC Midwest,NG,GAS,1,,,872806.869,702604.486,872806.869,702604.486,84335,71738,10349.28403
57072,SRMW,SERC Midwest,BFG,OFSL,0.178213909,,Yes,2333800.432,1015262.894,2333800.432,1015262.894,473562,216041,4928.183495
59884,RFCW,RFC West,NG,GAS,0.844286801,,Yes,271781.9976,64433.29401,271781.998,64433.294,35986,17575.39,7552.436993
55014,RFCW,RFC West,LFG,BIOMASS,0.511780668,Yes,,781927,361893,781927,361893,42749,19785,18291.11792
56450,RFCW,RFC West,WND,WIND,,,,0,0,1394650,361875,146651,38052,
891,SRMW,SERC Midwest,SUB,COAL,0.664881202,,,31583549.07,11294687.37,31583549.07,11294687.37,2522610,910342,12520.18706
59776,SRMW,SERC Midwest,WND,WIND,,,,0,0,36879,10252,3878,1078,
892,SRMW,SERC Midwest,SUB,COAL,0.285697089,,,18729022.13,7132823.058,18729022.13,7132823.058,1686603,632914,11104.58249
56338,SRMW,SERC Midwest,WND,WIND,,,,0,0,5539804,1508029,582524,158573,
946,SRMW,SERC Midwest,DFO,OIL,1,,,2493.999,1004.001,2493.999,1004.001,269.001,108.999,9271.337281
54523,RFCW,RFC West,NG,GAS,1,,,16089.003,8161.002,16089.003,8161.002,1272.996,646.002,12638.69093
55334,SRMW,SERC Midwest,NG,GAS,1,,,2407303.57,1933900.943,2407303.57,1933900.943,296933,244445,8107.228129
59021,SRMW,SERC Midwest,WND,WIND,,,,0,0,,,,,
56116,SRMW,SERC Midwest,DFO,OIL,1,,,529,209,529,209,45,18,11755.55556
56114,SRMW,SERC Midwest,DFO,OIL,,,,,,,,,,
7934,RFCW,RFC West,DFO,OIL,1,,,2717,1105.001,2717,1105.001,276.001,110.998,9844.167231
50989,RFCW,RFC West,NG,GAS,,,Yes,,,,,,,
54556,RFCW,RFC West,BIT,COAL,0.297956356,,Yes,1707057.529,771295.2332,1707057.529,771295.233,297130,125218,5745.153733
7425,SRMW,SERC Midwest,NG,GAS,1,,,106833.433,87460.511,106833.433,87460.511,8825,4306,12105.77144
52021,RFCW,RFC West,NG,GAS,1,,Yes,186.4893669,94.14997161,186.489,94.15,19,10,9815.229834
59960,RFCW,RFC West,MWH,OTHF,,,,,,,,,,
10039,MROW,MRO West,BIT,COAL,1,,Yes,15576.25134,0,15576.251,0,2710.18,0,5747.312481
384,RFCW,RFC West,SUB,COAL,0.603802581,,Yes,53711230.88,25646289.85,53711230.88,25646289.85,5061426,2352040,10611.87714
874,RFCW,RFC West,SUB,COAL,0.911162431,,,12703833.25,6107202.425,12703833.25,6107202.425,1126329,543455,11278.972
887,SRMW,SERC Midwest,SUB,COAL,0.092737977,,,75405102.03,30845218.64,75405102.03,30845218.64,7171322,2899665,10514.81192
54659,RFCW,RFC West,LFG,BIOMASS,0.278705289,Yes,,112022,51845,112022,51845,8869,4105,12630.73627
54525,RFCW,RFC West,WAT,HYDRO,,,,0,0,27036.999,12807.999,2843.001,1347,
55131,RFCW,RFC West,NG,GAS,0.993576192,,,16965218.88,7328376.383,16965218.88,7328376.383,2242919,956281,7563.901718
876,SRMW,SERC Midwest,SUB,COAL,0.439606622,,,65281618.37,25109952.22,65281618.37,25109952.22,6195907,2329289,10536.24891
55204,SRMW,SERC Midwest,NG,GAS,1,,,36016.95,36016.95,36016.95,36016.95,1262,2773,28539.58003
58177,RFCW,RFC West,OBG,BIOMASS,0.959728501,Yes,Yes,56791.20933,26576.48104,56791.209,26576.481,5891.001,2757,9640.332657
50575,RFCW,RFC West,LFG,BIOMASS,0.848490614,Yes,,419889,194333,419889,194333,22935,10615,18307.78286
964,SRMW,SERC Midwest,DFO,OIL,1,,,276,108.999,276,108.999,21,8.001,13142.85714
56657,RFCW,RFC West,WND,WIND,,,,0,0,,,,,
6026,RFCW,RFC West,NUC,NUCLEAR,,,,0,0,196157479,82273072,18754699,7866163,
55222,RFCW,RFC West,NG,GAS,1,,,610262.632,409445.648,610262.632,409445.648,45383,29390,13446.94339
55054,RFCW,RFC West,LFG,BIOMASS,,,,,,,,,,
10903,RFCW,RFC West,WAT,HYDRO,,,,0,0,395101,183619,41546,19308,
877,RFCW,RFC West,,,,,,,,,,,,
58181,RFCW,RFC West,NG,GAS,0.011914506,,,5413973,2746166,5413973,2746166,73621,37343,73538.43333
55640,RFCW,RFC West,NG,GAS,1,,,1659311.378,1129618.261,1659311.378,1129618.261,171465.996,117413.004,9677.203741
55592,RFCW,RFC West,LFG,BIOMASS,0.892777778,Yes,,788490.125,357695.96,788490.125,357695.96,57889,26828,13620.72458
976,SRMW,SERC Midwest,BIT,COAL,0.554840507,,,23665636.22,9861429.035,23665636.22,9861429.035,1726722,709757,13705.52771
54855,RFCW,RFC West,NG,GAS,0,,Yes,163179.6237,82770.58553,163179.624,82770.586,27664,14032,5898.62723
58903,SRMW,SERC Midwest,WAT,HYDRO,,,,0,0,,,,,
949,SRMW,SERC Midwest,DFO,OIL,1,,,2197,886.001,2197,886.001,237.003,96.001,9269.924853
948,SRMW,SERC Midwest,DFO,OIL,1,,,132.002,59.999,132.002,59.999,17.002,7.001,7763.910128
56160,RFCW,RFC West,WND,WIND,,,,0,0,730159,207717,76778,21842,
7858,SRMW,SERC Midwest,NG,GAS,,,,,,,,,,
50566,SRMW,SERC Midwest,LFG,BIOMASS,0,Yes,,221549.001,102537.999,221549.001,102537.999,18473.001,8550,11993.12451
57284,RFCW,RFC West,WND,WIND,,,,0,0,6167673,1774348,648546,186577,
899,MROW,MRO West,NG,GAS,1,,,17473,8864,34200,16787,1936,923,17665.28926
54933,RFCW,RFC West,NG,GAS,1,,Yes,7805.681292,3959.053319,7805.681,3959.053,1335,677,5846.952279
50337,RFCW,RFC West,NG,GAS,,,Yes,,,,,,,
55216,RFCW,RFC West,NG,GAS,0.733394346,,Yes,1421350.94,1421350.94,1421350.94,1421350.94,564436.998,240907.001,2518.17465
55774,RFCW,RFC West,LFG,BIOMASS,0.914734351,Yes,,171784,79505,171784,79505,14081,6517,12199.70173
55067,RFCW,RFC West,DFO,OIL,,,Yes,,,,,,,
58825,RFCW,RFC West,NG,GAS,,,Yes,,,,,,,
58635,RFCW,RFC West,NG,GAS,,,Yes,,,,,,,
50326,RFCW,RFC West,NG,GAS,0.794640775,,Yes,76375.67512,159.7059679,76375.675,159.706,13307.43,6750.015,5739.325709
55183,RFCW,RFC West,NG,GAS,,,,,,,,,,
6017,SRMW,SERC Midwest,SUB,COAL,0.296852096,,,65754869.25,28478017.12,65754869.25,28478017.12,6726876,2906483,9774.948914
58328,RFCW,RFC West,NG,GAS,0.786646291,,Yes,385816.5489,195699.8387,385816.549,195699.839,35630,18073,10828.41844
960,RFCW,RFC West,NG,GAS,1,,,15201.999,7472.998,15201.999,7472.998,1536.999,754.998,9890.701946
58245,RFCW,RFC West,NG,GAS,1,,Yes,201,102,201,102,22,11,9136.363636
59847,RFCW,RFC West,NG,GAS,1,,Yes,282.8309411,143.4930729,282.831,143.493,39,20,7252.075412
55238,RFCW,RFC West,NG,GAS,1,,,415385.05,141739.856,415385.05,141739.856,35479,11442,11707.91313
55936,RFCW,RFC West,NG,GAS,1,,,484787.113,101423.33,484787.113,101423.33,48840,24773,9926.026065
894,SRMW,SERC Midwest,NG,GAS,,,,,,,,,,
56614,RFCW,RFC West,WND,WIND,,,,0,0,5571569,1466481,585864,154204,
59792,RFCW,RFC West,LFG,BIOMASS,,,,,,,,,,
54932,RFCW,RFC West,NG,GAS,1,,Yes,4319,2191,4319,2191,1,1,4319000
7888,SRMW,SERC Midwest,DFO,OIL,,,,0,0,0,0,,,
6238,SRMW,SERC Midwest,DFO,OIL,1,,,1800,728,1800,728,83,34,21686.74699
955,SRMW,SERC Midwest,WAT,HYDRO,,,,2255,909,344614,163085,35730,16943.981,9644.948223
56376,SRMW,SERC Midwest,WND,WIND,,,,0,0,29425,8180,3094,860,
58898,RFCW,RFC West,WND,WIND,,,,0,0,,,,,
55202,SRMW,SERC Midwest,NG,GAS,1,,,198382.045,191086.666,198382.045,191086.666,15814,17683,12544.71007
57675,SRMW,SERC Midwest,WND,WIND,,,,0,0,4398774,1151622,462542,121096,
6237,SRMW,SERC Midwest,DFO,OIL,,,,,,,,,,
879,SRMW,SERC Midwest,SUB,COAL,0.426426463,,,99939300.03,35954789.43,99939300.03,35954789.43,8511424,3061131,11741.78375
54360,SRMW,SERC Midwest,DFO,OIL,1,,,1372,554.001,1372,554.001,5.88,2.375,233333.3333
8003,SRMW,SERC Midwest,BIT,COAL,,,,,,,,,,
55856,SRMW,SERC Midwest,BIT,COAL,0.29210396,,,95524109.95,41593469.92,95524109.95,41593469.92,9664791,4127991,9883.72226
57406,RFCW,RFC West,LFG,BIOMASS,0,Yes,,414909.999,192030,414909.999,192030,39272.001,18176.001,10565.03332
54886,RFCW,RFC West,NG,GAS,,,Yes,,,,,,,
957,SRMW,SERC Midwest,NG,GAS,1,,,5089,2383.999,5089,2383.999,439.999,205.999,11565.93538
56622,RFCW,RFC West,WND,WIND,,,,0,0,1602969,430366,168556,45254,
55593,MROW,MRO West,LFG,BIOMASS,,,,,,,,,,
880,RFCW,RFC West,NUC,NUCLEAR,,,,0,0,160955575,69140143,15386504,6610518,
55417,SRMW,SERC Midwest,NG,GAS,1,,,40596.539,16626.085,40596.539,16626.085,1522,427,26673.15309
56856,SRMW,SERC Midwest,WND,WIND,,,,0,0,2814628,770500,295965,81020,
958,SRMW,SERC Midwest,DFO,OIL,1,,,2766.999,1118.997,2766.999,1118.997,284.999,114.999,9708.802487
959,SRMW,SERC Midwest,DFO,OIL,1,,,1825,737,1825,737,183,74,9972.677596
965,SRMW,SERC Midwest,DFO,OIL,1,,,1449,580,1449,580,78,31,18576.92308
55767,RFCW,RFC West,LFG,BIOMASS,,,,,,,,,,
58377,RFCW,RFC West,LFG,BIOMASS,0.815671019,Yes,,172718.001,79938,172718.001,79938,13059.999,6044.001,13224.9628
55591,RFCW,RFC West,LFG,BIOMASS,,,,,,,,,,
58643,RFCW,RFC West,SUN,SOLAR,,,,0,0,,,,,
54513,RFCW,RFC West,NG,GAS,1,,,348,177,348,177,29,15.001,12000
