,MECS_NAICS,MECS_Region,MECS_FT_byp,MECS_FT,End_use,Byp_fraction
787,325,South,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.00044250363901018923
788,325,South,Waste_oils_tars_waste_materials,Other,Process Heating,0.0007965065502183407
789,325,US,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.005079207920792079
790,325,US,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0005643564356435643
791,325,US,Waste_oils_tars_waste_materials,Other,Process Heating,0.0010158415841584158
792,325,West,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0067722773276384105
793,325,West,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.00075247525862649
794,325,West,Waste_oils_tars_waste_materials,Other,Process Heating,0.001354455465527682
795,325,Midwest,Biomass,Other,CHP and/or Cogeneration Process,0.0
796,325,Midwest,Biomass,Other,Conventional Boiler Use,0.0
797,325,Midwest,Biomass,Other,Process Heating,0.0
798,325,Northeast,Biomass,Other,CHP and/or Cogeneration Process,0.0
799,325,Northeast,Biomass,Other,Conventional Boiler Use,0.0
800,325,Northeast,Biomass,Other,Process Heating,0.0
801,325,South,Biomass,Other,CHP and/or Cogeneration Process,0.0
802,325,South,Biomass,Other,Conventional Boiler Use,0.0
803,325,South,Biomass,Other,Process Heating,0.0
804,325,US,Biomass,Other,CHP and/or Cogeneration Process,0.0
805,325,US,Biomass,Other,Conventional Boiler Use,0.0
806,325,US,Biomass,Other,Process Heating,0.0
807,325,West,Biomass,Other,CHP and/or Cogeneration Process,0.0
808,325,West,Biomass,Other,Conventional Boiler Use,0.0
809,325,West,Biomass,Other,Process Heating,0.0
810,325,Midwest,Steam,Other,CHP and/or Cogeneration Process,0.6275804480008579
811,325,Midwest,Steam,Other,Conventional Boiler Use,0.0697311608889842
812,325,Midwest,Steam,Other,Process Heating,0.12551608960017158
813,325,Northeast,Steam,Other,CHP and/or Cogeneration Process,0.627
814,325,Northeast,Steam,Other,Conventional Boiler Use,0.06966666666666667
815,325,Northeast,Steam,Other,Process Heating,0.1254
816,325,South,Steam,Other,CHP and/or Cogeneration Process,0.32706550218340613
817,325,South,Steam,Other,Conventional Boiler Use,0.03634061135371179
818,325,South,Steam,Other,Process Heating,0.06541310043668122
819,325,US,Steam,Other,CHP and/or Cogeneration Process,0.37078217821782183
820,325,US,Steam,Other,Conventional Boiler Use,0.0411980198019802
821,325,US,Steam,Other,Process Heating,0.07415643564356436
822,325,West,Steam,Other,CHP and/or Cogeneration Process,0.27089108906894466
823,325,West,Steam,Other,Conventional Boiler Use,0.030099009896549404
824,325,West,Steam,Other,Process Heating,0.05417821781378893
825,326,Midwest,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
826,326,Midwest,Waste_gas,Other,Conventional Boiler Use,0.0
827,326,Midwest,Waste_gas,Other,Process Heating,0.0
828,326,Northeast,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
829,326,Northeast,Waste_gas,Other,Conventional Boiler Use,0.0
830,326,Northeast,Waste_gas,Other,Process Heating,0.0
831,326,South,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
832,326,South,Waste_gas,Other,Conventional Boiler Use,0.0
833,326,South,Waste_gas,Other,Process Heating,0.0
834,326,US,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
835,326,US,Waste_gas,Other,Conventional Boiler Use,0.0
836,326,US,Waste_gas,Other,Process Heating,0.0
837,326,West,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
838,326,West,Waste_gas,Other,Conventional Boiler Use,0.0
839,326,West,Waste_gas,Other,Process Heating,0.0
840,326,Midwest,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
841,326,Midwest,Petroleum_coke,Other,Conventional Boiler Use,0.0
842,326,Midwest,Petroleum_coke,Other,Process Heating,0.0
843,326,Northeast,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
844,326,Northeast,Petroleum_coke,Other,Conventional Boiler Use,0.0
845,326,Northeast,Petroleum_coke,Other,Process Heating,0.0
846,326,South,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
847,326,South,Petroleum_coke,Other,Conventional Boiler Use,0.0
848,326,South,Petroleum_coke,Other,Process Heating,0.0
849,326,US,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
850,326,US,Petroleum_coke,Other,Conventional Boiler Use,0.0
851,326,US,Petroleum_coke,Other,Process Heating,0.0
852,326,West,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
853,326,West,Petroleum_coke,Other,Conventional Boiler Use,0.0
854,326,West,Petroleum_coke,Other,Process Heating,0.0
855,326,Midwest,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
856,326,Midwest,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
857,326,Midwest,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
858,326,Northeast,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
859,326,Northeast,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
860,326,Northeast,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
861,326,South,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.037500006495975985
862,326,South,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.004166667388441777
863,326,South,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
864,326,US,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.9
865,326,US,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.1
866,326,US,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
867,326,West,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
868,326,West,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
869,326,West,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
870,326,Midwest,Biomass,Other,CHP and/or Cogeneration Process,0.0
871,326,Midwest,Biomass,Other,Conventional Boiler Use,0.0
872,326,Midwest,Biomass,Other,Process Heating,0.0
873,326,Northeast,Biomass,Other,CHP and/or Cogeneration Process,0.0
874,326,Northeast,Biomass,Other,Conventional Boiler Use,0.0
875,326,Northeast,Biomass,Other,Process Heating,0.0
876,326,South,Biomass,Other,CHP and/or Cogeneration Process,0.0
877,326,South,Biomass,Other,Conventional Boiler Use,0.0
878,326,South,Biomass,Other,Process Heating,0.0
879,326,US,Biomass,Other,CHP and/or Cogeneration Process,0.0
880,326,US,Biomass,Other,Conventional Boiler Use,0.0
881,326,US,Biomass,Other,Process Heating,0.0
882,326,West,Biomass,Other,CHP and/or Cogeneration Process,0.0
883,326,West,Biomass,Other,Conventional Boiler Use,0.0
884,326,West,Biomass,Other,Process Heating,0.0
885,326,Midwest,Steam,Other,CHP and/or Cogeneration Process,0.9
886,326,Midwest,Steam,Other,Conventional Boiler Use,0.1
887,326,Midwest,Steam,Other,Process Heating,0.0
888,326,Northeast,Steam,Other,CHP and/or Cogeneration Process,0.9
889,326,Northeast,Steam,Other,Conventional Boiler Use,0.1
890,326,Northeast,Steam,Other,Process Heating,0.0
891,326,South,Steam,Other,CHP and/or Cogeneration Process,0.862499993504024
892,326,South,Steam,Other,Conventional Boiler Use,0.09583333261155823
893,326,South,Steam,Other,Process Heating,0.0
894,326,US,Steam,Other,CHP and/or Cogeneration Process,0.0
895,326,US,Steam,Other,Conventional Boiler Use,0.0
896,326,US,Steam,Other,Process Heating,0.0
897,326,West,Steam,Other,CHP and/or Cogeneration Process,0.9
898,326,West,Steam,Other,Conventional Boiler Use,0.1
899,326,West,Steam,Other,Process Heating,0.0
900,327,Midwest,Waste_gas,Other,CHP and/or Cogeneration Process,0.0037500001152511704
901,327,Midwest,Waste_gas,Other,Conventional Boiler Use,0.0004166666794723523
902,327,Midwest,Waste_gas,Other,Process Heating,0.0
903,327,Northeast,Waste_gas,Other,CHP and/or Cogeneration Process,0.005960264988888942
904,327,Northeast,Waste_gas,Other,Conventional Boiler Use,0.0006622516654321047
905,327,Northeast,Waste_gas,Other,Process Heating,0.0
906,327,South,Waste_gas,Other,CHP and/or Cogeneration Process,0.002719033273022744
907,327,South,Waste_gas,Other,Conventional Boiler Use,0.00030211480811363826
908,327,South,Waste_gas,Other,Process Heating,0.0
909,327,US,Waste_gas,Other,CHP and/or Cogeneration Process,0.0009564293447362307
910,327,US,Waste_gas,Other,Conventional Boiler Use,0.00010626992719291454
911,327,US,Waste_gas,Other,Process Heating,0.0
912,327,West,Waste_gas,Other,CHP and/or Cogeneration Process,0.0038793104021354855
913,327,West,Waste_gas,Other,Conventional Boiler Use,0.00043103448912616503
914,327,West,Waste_gas,Other,Process Heating,0.0
915,327,Midwest,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.6000000094994905
916,327,Midwest,Petroleum_coke,Other,Conventional Boiler Use,0.0666666677221656
917,327,Midwest,Petroleum_coke,Other,Process Heating,0.0
918,327,Northeast,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.17880794700222222
919,327,Northeast,Petroleum_coke,Other,Conventional Boiler Use,0.019867549666913578
920,327,Northeast,Petroleum_coke,Other,Process Heating,0.0
921,327,South,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.4078549848758988
922,327,South,Petroleum_coke,Other,Conventional Boiler Use,0.04531722054176653
923,327,South,Petroleum_coke,Other,Process Heating,0.0
924,327,US,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.47821466524216155
925,327,US,Petroleum_coke,Other,Conventional Boiler Use,0.05313496280468462
926,327,US,Petroleum_coke,Other,Process Heating,0.0
927,327,West,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.620689655092681
928,327,West,Petroleum_coke,Other,Conventional Boiler Use,0.06896551723252012
929,327,West,Petroleum_coke,Other,Process Heating,0.0
930,327,Midwest,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.15000000237487263
931,327,Midwest,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0166666669305414
932,327,Midwest,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
933,327,Northeast,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
934,327,Northeast,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
935,327,Northeast,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
936,327,South,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.08157099697517975
937,327,South,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.009063444108353306
938,327,South,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
939,327,US,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.06695005313390262
940,327,US,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.007438894792655847
941,327,US,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
942,327,West,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0038793104021354855
943,327,West,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.00043103448912616503
944,327,West,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
945,327,Midwest,Biomass,Other,CHP and/or Cogeneration Process,0.0
946,327,Midwest,Biomass,Other,Conventional Boiler Use,0.0
947,327,Midwest,Biomass,Other,Process Heating,0.0
948,327,Northeast,Biomass,Other,CHP and/or Cogeneration Process,0.0
949,327,Northeast,Biomass,Other,Conventional Boiler Use,0.0
950,327,Northeast,Biomass,Other,Process Heating,0.0
951,327,South,Biomass,Other,CHP and/or Cogeneration Process,0.0
952,327,South,Biomass,Other,Conventional Boiler Use,0.0
953,327,South,Biomass,Other,Process Heating,0.0
954,327,US,Biomass,Other,CHP and/or Cogeneration Process,0.0
955,327,US,Biomass,Other,Conventional Boiler Use,0.0
956,327,US,Biomass,Other,Process Heating,0.0
957,327,West,Biomass,Other,CHP and/or Cogeneration Process,0.0
958,327,West,Biomass,Other,Conventional Boiler Use,0.0
959,327,West,Biomass,Other,Process Heating,0.0
960,327,Midwest,Steam,Other,CHP and/or Cogeneration Process,0.1462499880103858
961,327,Midwest,Steam,Other,Conventional Boiler Use,0.016249998667820644
962,327,Midwest,Steam,Other,Process Heating,0.0
963,327,Northeast,Steam,Other,CHP and/or Cogeneration Process,0.7152317880088889
964,327,Northeast,Steam,Other,Conventional Boiler Use,0.07947019866765431
965,327,Northeast,Steam,Other,Process Heating,0.0
966,327,South,Steam,Other,CHP and/or Cogeneration Process,0.4078549848758988
967,327,South,Steam,Other,Conventional Boiler Use,0.04531722054176653
968,327,South,Steam,Other,Process Heating,0.0
969,327,US,Steam,Other,CHP and/or Cogeneration Process,0.3538788522791996
970,327,US,Steam,Other,Conventional Boiler Use,0.039319872475466616
971,327,US,Steam,Other,Process Heating,0.0
972,327,West,Steam,Other,CHP and/or Cogeneration Process,0.271551724103048
973,327,West,Steam,Other,Conventional Boiler Use,0.030172413789227553
974,327,West,Steam,Other,Process Heating,0.0
975,331,Midwest,Waste_gas,Other,CHP and/or Cogeneration Process,0.17924523140126572
976,331,Midwest,Waste_gas,Other,Conventional Boiler Use,0.0
977,331,Midwest,Waste_gas,Other,Process Heating,0.009433959547435039
978,331,Northeast,Waste_gas,Other,CHP and/or Cogeneration Process,0.028787892502016254
979,331,Northeast,Waste_gas,Other,Conventional Boiler Use,0.0
980,331,Northeast,Waste_gas,Other,Process Heating,0.001515152236948224
981,331,South,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
982,331,South,Waste_gas,Other,Conventional Boiler Use,0.0
983,331,South,Waste_gas,Other,Process Heating,0.0
984,331,US,Waste_gas,Other,CHP and/or Cogeneration Process,0.10242587600666775
985,331,US,Waste_gas,Other,Conventional Boiler Use,0.0
986,331,US,Waste_gas,Other,Process Heating,0.005390835579298303
987,331,West,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
988,331,West,Waste_gas,Other,Conventional Boiler Use,0.0
989,331,West,Waste_gas,Other,Process Heating,0.0
990,331,Midwest,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.17924523140126572
991,331,Midwest,Petroleum_coke,Other,Conventional Boiler Use,0.0
992,331,Midwest,Petroleum_coke,Other,Process Heating,0.009433959547435039
993,331,Northeast,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
994,331,Northeast,Petroleum_coke,Other,Conventional Boiler Use,0.0
995,331,Northeast,Petroleum_coke,Other,Process Heating,0.0
996,331,South,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.007786885360033081
997,331,South,Petroleum_coke,Other,Conventional Boiler Use,0.0
998,331,South,Petroleum_coke,Other,Process Heating,0.0004098360715806885
999,331,US,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.12803234500833469
1000,331,US,Petroleum_coke,Other,Conventional Boiler Use,0.0
1001,331,US,Petroleum_coke,Other,Process Heating,0.006738544474122879
1002,331,West,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.475
1003,331,West,Petroleum_coke,Other,Conventional Boiler Use,0.0
1004,331,West,Petroleum_coke,Other,Process Heating,0.025
1005,331,Midwest,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.004481130851805695
1006,331,Midwest,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
1007,331,Midwest,Waste_oils_tars_waste_materials,Other,Process Heating,0.00023584899220029977
1008,331,Northeast,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.028787892502016254
1009,331,Northeast,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
1010,331,Northeast,Waste_oils_tars_waste_materials,Other,Process Heating,0.001515152236948224
1011,331,South,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.007786885360033081
1012,331,South,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
1013,331,South,Waste_oils_tars_waste_materials,Other,Process Heating,0.0004098360715806885
1014,331,US,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.002560646938323306
1015,331,US,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
1016,331,US,Waste_oils_tars_waste_materials,Other,Process Heating,0.00013477089149070034
1017,331,West,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
1018,331,West,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
1019,331,West,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
1020,331,Midwest,Biomass,Other,CHP and/or Cogeneration Process,0.0
1021,331,Midwest,Biomass,Other,Conventional Boiler Use,0.0
1022,331,Midwest,Biomass,Other,Process Heating,0.0
1023,331,Northeast,Biomass,Other,CHP and/or Cogeneration Process,0.0
1024,331,Northeast,Biomass,Other,Conventional Boiler Use,0.0
1025,331,Northeast,Biomass,Other,Process Heating,0.0
1026,331,South,Biomass,Other,CHP and/or Cogeneration Process,0.0
1027,331,South,Biomass,Other,Conventional Boiler Use,0.0
1028,331,South,Biomass,Other,Process Heating,0.0
1029,331,US,Biomass,Other,CHP and/or Cogeneration Process,0.0
1030,331,US,Biomass,Other,Conventional Boiler Use,0.0
1031,331,US,Biomass,Other,Process Heating,0.0
1032,331,West,Biomass,Other,CHP and/or Cogeneration Process,0.0
1033,331,West,Biomass,Other,Conventional Boiler Use,0.0
1034,331,West,Biomass,Other,Process Heating,0.0
1035,331,Midwest,Steam,Other,CHP and/or Cogeneration Process,0.5870284063456628
1036,331,Midwest,Steam,Other,Conventional Boiler Use,0.0
1037,331,Midwest,Steam,Other,Process Heating,0.030896231912929624
1038,331,Northeast,Steam,Other,CHP and/or Cogeneration Process,0.8924242149959674
1039,331,Northeast,Steam,Other,Conventional Boiler Use,0.0
1040,331,Northeast,Steam,Other,Process Heating,0.046969695526103555
1041,331,South,Steam,Other,CHP and/or Cogeneration Process,0.9344262292799338
1042,331,South,Steam,Other,Conventional Boiler Use,0.0
1043,331,South,Steam,Other,Process Heating,0.049180327856838624
1044,331,US,Steam,Other,CHP and/or Cogeneration Process,0.7169811320466741
1045,331,US,Steam,Other,Conventional Boiler Use,0.0
1046,331,US,Steam,Other,Process Heating,0.037735849055088116
1047,331,West,Steam,Other,CHP and/or Cogeneration Process,0.475
1048,331,West,Steam,Other,Conventional Boiler Use,0.0
1049,331,West,Steam,Other,Process Heating,0.025
1050,332,Midwest,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
1051,332,Midwest,Waste_gas,Other,Conventional Boiler Use,0.0
1052,332,Midwest,Waste_gas,Other,Process Heating,0.0
1053,332,Northeast,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
1054,332,Northeast,Waste_gas,Other,Conventional Boiler Use,0.0
1055,332,Northeast,Waste_gas,Other,Process Heating,0.0
1056,332,South,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
1057,332,South,Waste_gas,Other,Conventional Boiler Use,0.0
1058,332,South,Waste_gas,Other,Process Heating,0.0
1059,332,US,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
1060,332,US,Waste_gas,Other,Conventional Boiler Use,0.0
1061,332,US,Waste_gas,Other,Process Heating,0.0
1062,332,West,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
1063,332,West,Waste_gas,Other,Conventional Boiler Use,0.0
1064,332,West,Waste_gas,Other,Process Heating,0.0
1065,332,Midwest,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
1066,332,Midwest,Petroleum_coke,Other,Conventional Boiler Use,0.0
1067,332,Midwest,Petroleum_coke,Other,Process Heating,0.0
1068,332,Northeast,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
1069,332,Northeast,Petroleum_coke,Other,Conventional Boiler Use,0.0
1070,332,Northeast,Petroleum_coke,Other,Process Heating,0.0
1071,332,South,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.9
1072,332,South,Petroleum_coke,Other,Conventional Boiler Use,0.1
1073,332,South,Petroleum_coke,Other,Process Heating,0.0
1074,332,US,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.09000000134110452
1075,332,US,Petroleum_coke,Other,Conventional Boiler Use,0.010000000149011612
1076,332,US,Petroleum_coke,Other,Process Heating,0.0
1077,332,West,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
1078,332,West,Petroleum_coke,Other,Conventional Boiler Use,0.0
1079,332,West,Petroleum_coke,Other,Process Heating,0.0
1080,332,Midwest,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
1081,332,Midwest,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
1082,332,Midwest,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
1083,332,Northeast,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
1084,332,Northeast,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
1085,332,Northeast,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
1086,332,South,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
1087,332,South,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
1088,332,South,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
1089,332,US,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
1090,332,US,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
1091,332,US,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
1092,332,West,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
1093,332,West,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
1094,332,West,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
1095,332,Midwest,Biomass,Other,CHP and/or Cogeneration Process,0.0
1096,332,Midwest,Biomass,Other,Conventional Boiler Use,0.0
1097,332,Midwest,Biomass,Other,Process Heating,0.0
1098,332,Northeast,Biomass,Other,CHP and/or Cogeneration Process,0.0
1099,332,Northeast,Biomass,Other,Conventional Boiler Use,0.0
1100,332,Northeast,Biomass,Other,Process Heating,0.0
1101,332,South,Biomass,Other,CHP and/or Cogeneration Process,0.0
1102,332,South,Biomass,Other,Conventional Boiler Use,0.0
1103,332,South,Biomass,Other,Process Heating,0.0
1104,332,US,Biomass,Other,CHP and/or Cogeneration Process,0.0
1105,332,US,Biomass,Other,Conventional Boiler Use,0.0
1106,332,US,Biomass,Other,Process Heating,0.0
1107,332,West,Biomass,Other,CHP and/or Cogeneration Process,0.0
1108,332,West,Biomass,Other,Conventional Boiler Use,0.0
1109,332,West,Biomass,Other,Process Heating,0.0
1110,332,Midwest,Steam,Other,CHP and/or Cogeneration Process,0.9
1111,332,Midwest,Steam,Other,Conventional Boiler Use,0.1
1112,332,Midwest,Steam,Other,Process Heating,0.0
1113,332,Northeast,Steam,Other,CHP and/or Cogeneration Process,0.9
1114,332,Northeast,Steam,Other,Conventional Boiler Use,0.1
1115,332,Northeast,Steam,Other,Process Heating,0.0
1116,332,South,Steam,Other,CHP and/or Cogeneration Process,0.0
1117,332,South,Steam,Other,Conventional Boiler Use,0.0
1118,332,South,Steam,Other,Process Heating,0.0
1119,332,US,Steam,Other,CHP and/or Cogeneration Process,0.8099999986588955
1120,332,US,Steam,Other,Conventional Boiler Use,0.08999999985098839
1121,332,US,Steam,Other,Process Heating,0.0
1122,332,West,Steam,Other,CHP and/or Cogeneration Process,0.9
1123,332,West,Steam,Other,Conventional Boiler Use,0.1
1124,332,West,Steam,Other,Process Heating,0.0
1125,333,Midwest,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
1126,333,Midwest,Waste_gas,Other,Conventional Boiler Use,0.0
1127,333,Midwest,Waste_gas,Other,Process Heating,0.0
1128,333,Northeast,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
1129,333,Northeast,Waste_gas,Other,Conventional Boiler Use,0.0
1130,333,Northeast,Waste_gas,Other,Process Heating,0.0
1131,333,South,Waste_gas,Other,CHP and/or Cogeneration Process,0.0
1132,333,South,Waste_gas,Other,Conventional Boiler Use,0.0
1133,333,South,Waste_gas,Other,Process Heating,0.0
1134,333,US,Waste_gas,Other,CHP and/or Cogeneration Process,0.450000005029142
1135,333,US,Waste_gas,Other,Conventional Boiler Use,0.050000000558793556
1136,333,US,Waste_gas,Other,Process Heating,0.0
1137,333,West,Waste_gas,Other,CHP and/or Cogeneration Process,0.9
1138,333,West,Waste_gas,Other,Conventional Boiler Use,0.1
1139,333,West,Waste_gas,Other,Process Heating,0.0
1140,333,Midwest,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
1141,333,Midwest,Petroleum_coke,Other,Conventional Boiler Use,0.0
1142,333,Midwest,Petroleum_coke,Other,Process Heating,0.0
1143,333,Northeast,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
1144,333,Northeast,Petroleum_coke,Other,Conventional Boiler Use,0.0
1145,333,Northeast,Petroleum_coke,Other,Process Heating,0.0
1146,333,South,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
1147,333,South,Petroleum_coke,Other,Conventional Boiler Use,0.0
1148,333,South,Petroleum_coke,Other,Process Heating,0.0
1149,333,US,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
1150,333,US,Petroleum_coke,Other,Conventional Boiler Use,0.0
1151,333,US,Petroleum_coke,Other,Process Heating,0.0
1152,333,West,Petroleum_coke,Other,CHP and/or Cogeneration Process,0.0
1153,333,West,Petroleum_coke,Other,Conventional Boiler Use,0.0
1154,333,West,Petroleum_coke,Other,Process Heating,0.0
1155,333,Midwest,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.09000000134110452
1156,333,Midwest,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.010000000149011612
1157,333,Midwest,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
1158,333,Northeast,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.9
1159,333,Northeast,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.1
1160,333,Northeast,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
1161,333,South,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
1162,333,South,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
1163,333,South,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
1164,333,US,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.04500000117346646
1165,333,US,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.005000000130385162
1166,333,US,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
1167,333,West,Waste_oils_tars_waste_materials,Other,CHP and/or Cogeneration Process,0.0
1168,333,West,Waste_oils_tars_waste_materials,Other,Conventional Boiler Use,0.0
1169,333,West,Waste_oils_tars_waste_materials,Other,Process Heating,0.0
1170,333,Midwest,Biomass,Other,CHP and/or Cogeneration Process,0.0
1171,333,Midwest,Biomass,Other,Conventional Boiler Use,0.0
1172,333,Midwest,Biomass,Other,Process Heating,0.0
1173,333,Northeast,Biomass,Other,CHP and/or Cogeneration Process,0.0
1174,333,Northeast,Biomass,Other,Conventional Boiler Use,0.0
1175,333,Northeast,Biomass,Other,Process Heating,0.0
1176,333,South,Biomass,Other,CHP and/or Cogeneration Process,0.0
1177,333,South,Biomass,Other,Conventional Boiler Use,0.0
1178,333,South,Biomass,Other,Process Heating,0.0
1179,333,US,Biomass,Other,CHP and/or Cogeneration Process,0.0
1180,333,US,Biomass,Other,Conventional Boiler Use,0.0
1181,333,US,Biomass,Other,Process Heating,0.0
1182,333,West,Biomass,Other,CHP and/or Cogeneration Process,0.0
1183,333,West,Biomass,Other,Conventional Boiler Use,0.0
1184,333,West,Biomass,Other,Process Heating,0.0
1185,333,Midwest,Steam,Other,CHP and/or Cogeneration Process,0.8099999986588955
1186,333,Midwest,Steam,Other,Conventional Boiler Use,0.08999999985098839
