County,Price Per Acre
12057,174200
12059,9300
12061,179900
12063,11400
12065,19600
12069,61900
12071,188500
12073,85900
12075,28000
12081,225500
12083,38100
12085,276200
12086,502600
12087,974100
12089,107500
12091,165800
12093,23000
12095,204100
12097,108500
12099,298000
12101,87400
12103,284100
12105,68500
12107,32000
12109,219800
12111,57900
12113,78500
12115,274500
12117,134700
12119,246100
12121,14500
12123,23900
12127,102300
12129,27500
12131,322000
12133,19000
13001,8100
13009,43100
13011,11600
13013,20300
13015,30100
13017,17000
13019,16600
13021,30000
13025,7500
13029,68700
13031,28800
13033,25500
13035,27100
13039,41300
13045,20200
13047,36500
13051,173400
13055,13100
13057,63600
13059,72400
13063,21400
13067,131700
13069,15600
13071,21100
13073,92500
13075,11800
13077,31000
13081,70300
13083,27400
13085,64500
13087,24900
13089,155300
13095,33500
13097,22600
13103,32300
13107,8700
13111,35900
13113,49700
13115,24200
13117,105100
13119,16400
13121,190400
13123,17200
13127,189700
13129,18200
13131,25400
13133,226800
13135,74800
13137,13300
13139,54200
13141,118700
13143,11800
13145,30300
13147,83900
13151,20500
13153,37000
13157,19800
13159,57600
13161,7500
13163,13700
13169,17900
13171,11700
13175,14300
13177,28800
13179,42900
13181,69400
13183,15100
13185,50800
13187,15100
13189,20400
13191,50700
13195,14100
13199,11400
13207,18600
13211,56700
13213,19400
13215,63900
13217,17900
13219,47000
13221,6500
13223,28700
13225,22900
13227,30100
13229,14300
13231,9700
13233,17400
13237,121800
13241,70700
13245,67300
13247,25300
13255,23300
13257,31400
13261,32100
13267,10900
13275,39300
13277,30400
13279,19500
13281,51500
13285,21300
13291,28800
13293,12700
13295,23000
13297,24100
13299,26200
13305,17300
13311,14900
13313,26900
13321,22500
15001,247200
15003,2560900
15007,638700
15009,776800
16001,208600
16005,80100
16007,54400
16009,101900
16011,33400
16013,416000
16015,39500
16017,199500
16019,71900
16021,37000
16027,68000
16031,27000
16039,59300
16041,44300
16043,63000
16045,42900
16047,43600
16049,67700
16051,28600
16053,44200
16055,165000
16057,149600
16065,54400
16067,31500
16069,108100
16071,29400
16073,30900
16075,57800
16079,72600
16081,53000
16083,79400
16085,149400
16087,49800
17001,48400
17005,31400
17007,51600
17011,33400
17015,53400
17017,23900
17019,102600
17021,33300
17023,22400
17027,45300
17029,37700
17031,441900
17033,20400
17035,23300
17037,73300
17039,30400
17041,37700
17043,382800
17049,49200
17051,23100
17053,41800
17055,17600
17057,30300
17061,23900
17063,80700
17073,47900
17075,33700
17077,31200
17081,23900
17083,33800
17085,46600
17087,32700
17089,145600
17091,72000
17093,97800
17095,26400
17097,235600
17099,49800
17103,41600
17105,38400
17107,45600
17109,23800
17111,102800
17113,102500
17115,50400
17117,31300
17119,56400
17121,23300
17123,47200
17127,19500
17129,39500
17131,27800
17133,73400
17135,30300
17137,37700
17139,30100
17141,41000
17143,66100
17145,16900
17147,52400
17149,23700
17157,32000
17159,23600
17161,68700
17163,57900
17165,13200
17167,81000
17171,29400
17173,27000
17177,37600
17179,67400
17181,20400
17183,28200
17185,27800
17187,15800
17189,33000
17193,24300
17195,37100
17197,143800
17199,31400
17201,46100
17203,50800
18001,39100
18003,65300
18005,76600
18011,89300
18013,55200
18015,45500
18017,31300
18019,58200
18021,14500
18023,31300
18027,21000
18029,32800
18031,44900
18033,42000
18035,33400
18037,32400
18039,46700
18043,58000
18047,26200
18049,42500
18051,24200
18053,29700
18055,20600
18057,142000
18059,48100
18061,21300
18063,71800
18065,26000
18067,42000
18069,32900
18071,42000
18073,38700
18075,12800
18077,41800
18079,18000
18081,81000
18083,22900
18085,131900
18087,86000
18089,97200
18091,73700
18093,22500
18095,36100
18097,79000
18099,69500
18105,82900
18107,33800
18109,42600
18111,28100
18113,52700
18117,19100
18119,18000
18121,22100
18123,24500
18125,17300
18127,85600
18129,30200
18131,21700
18133,42100
18135,10800
18137,32700
18139,27400
18141,49300
18143,26600
18145,33000
18147,23100
18149,38000
18151,188100
18157,86800
18163,60100
18165,12000
18167,24400
18169,30200
18173,62200
18175,19200
18177,31300
18179,32500
18181,63300
18183,42900
19001,31700
19011,49000
19013,80600
19015,46500
19017,66900
19019,39800
19021,78000
19023,47800
19025,62900
19027,72500
19031,55000
19033,123900
19041,40100
19045,62100
19047,38000
19049,124800
19055,52900
19057,54600
19059,345200
19061,80600
19067,52100
19075,62600
19077,82200
19079,47100
19081,63000
19085,30300
19087,38300
19091,49500
19095,49300
19097,50500
19099,47800
19101,47100
19103,146600
19105,29200
19111,33400
19113,87300
19119,41700
19121,61800
19123,39600
19125,53700
19127,50900
19129,42600
19131,42700
19139,63500
19147,48100
19149,59300
19153,111900
19155,70900
19157,58200
19159,151800
19163,105200
19165,41300
19167,61400
19169,118100
19171,40900
19175,28100
19179,32500
19181,82100
19183,47300
19187,42100
19191,50700
19193,67400
19197,118600
20005,44200
20009,29100
20015,43100
20021,13800
20031,17500
20035,14900
20037,23700
20045,140400
20051,54700
20055,50000
20057,40400
20059,31600
20061,47900
20067,25900
20069,23800
20079,40100
20085,30500
20087,20900
20091,186800
20103,66800
20111,43900
20113,49200
20121,82600
20125,12200
20139,19800
20149,38600
20151,20000
20155,18400
20161,49200
20169,66900
20173,55500
20175,64300
20177,40400
20191,19100
20193,38900
20209,54700
21001,8700
21003,18600
21005,47600
21009,20400
21013,28900
21015,77600
21017,65700
21019,42600
21021,45400
21027,42500
21029,52200
21035,31400
21037,89100
21043,24700
21045,10800
21047,35300
21049,83300
21059,53600
21061,19900
21065,17000
21067,198500
21071,39700
21073,70500
21077,27100
21079,22400
21081,38100
21083,14700
21085,24800
21089,50100
21093,41500
21097,32800
21099,20100
21101,50500
21103,29700
21107,23500
21109,8900
21111,159500
21113,78100
21115,41000
21117,89300
21121,28700
21123,21400
21125,22900
21127,25400
21135,18700
21137,19700
21141,18000
21143,53500
21145,28800
21147,10300
21151,37400
21155,20100
21157,43500
21161,38800
21163,23700
21167,36300
21171,10500
21173,37700
21177,17800
21179,37700
21183,16500
21185,76900
21187,23800
21191,20700
21193,49000
21195,54000
21197,16300
21199,18300
21203,16600
21205,29300
21207,19800
21209,96500
21211,72000
21213,25500
21215,28700
21217,18600
21219,15000
21221,38500
21223,21700
21225,21700
21227,47300
21231,16200
21235,18300
21239,96500
22001,28400
22003,13600
22005,104200
22007,71400
22009,19200
22011,22600
22015,77200
22017,56200
22019,61600
22023,48900
22027,27100
22029,70600
22031,23300
22033,162800
22037,27900
22039,16900
22041,7100
22043,18100
22045,46800
22047,59800
22049,23200
22051,407300
22053,25600
22055,133600
22057,84500
22059,14800
22061,37800
22063,66400
22067,17200
22069,53500
22071,722500
22073,35000
22075,191600
22077,95200
22079,30600
22081,15700
22083,10500
22085,48100
22087,82700
22089,181900
22093,80600
22095,129100
22097,30500
22099,35700
22101,87500
22103,84000
22105,33400
22109,94500
22111,25500
22113,30100
22115,19500
22117,15800
22119,25500
22121,75200
22125,86900
22127,19600
23001,47900
23003,28000
23005,156500
23007,40000
23009,118200
23011,52100
23013,74500
23015,68300
23017,41000
23019,45100
23023,72100
23025,27600
23027,63600
23029,42500
23031,205500
24001,53600
24003,465100
24005,303500
24009,163400
24011,63200
24013,159300
24015,118400
24017,185500
24019,69300
24021,197000
24023,103100
24025,213200
24027,452900
24029,148000
24031,949400
24033,280000
24035,195300
24037,140000
24039,47500
24041,221500
24043,99500
24045,67600
24047,301800
24510,577700
25001,412700
25003,113500
25005,205400
25007,581800
25009,427800
25011,74500
25013,144800
25015,130300
25017,576100
25019,1611400
25021,537500
25023,248000
25025,1927400
25027,136500
26001,103000
26003,43400
26005,64600
26007,36500
26009,160700
26011,51900
26015,75200
26017,29600
26019,189600
26021,136500
26023,69900
26025,44000
26027,146500
26029,138800
26031,139000
26033,48600
26035,35600
26037,38800
26039,35200
26041,37200
26043,34300
26045,55500
26047,154100
26049,31800
26051,103000
26053,29300
26055,81100
26059,45300
26061,72300
26063,64900
26065,69600
26067,28800
26069,59900
26071,68200
26073,45400
26075,38300
26077,78600
26079,58600
26081,87400
26085,79100
26087,34400
26089,213100
26091,41500
26093,66000
26097,102300
26099,102600
26101,111000
26103,54200
26105,76300
26107,58200
26109,35800
26111,61100
26113,59200
26115,65200
26117,48400
26119,45800
26121,49200
26123,47100
26125,145000
26127,219300
26129,51900
26133,18800
26135,33100
26137,30400
26139,97100
26141,78000
26143,112000
26145,25700
26147,63000
26149,71100
26151,62200
26153,72000
26155,21100
26157,17500
26159,110300
26161,199100
26163,92900
26165,31700
27001,123400
27003,104300
27005,201500
27007,51600
27009,52700
27013,106500
27015,94400
27017,51700
27019,193300
27021,206100
27023,34500
27025,64900
27027,102200
27033,40500
27035,123400
27037,188600
27039,78500
27041,97300
27045,53300
27047,60500
27049,67800
27051,56000
27053,326500
27055,74900
27057,127300
27059,57000
27061,76800
27065,49000
27067,116300
27071,52400
27079,98100
27083,76100
27085,76000
27089,24000
27093,97000
27095,88800
27097,89700
27099,67400
27101,76400
27103,136400
27105,85100
27109,123000
27111,128200
27113,42000
27115,44900
27119,90800
27121,125400
27123,267500
27129,35000
27131,100400
27133,39200
27135,31700
27137,72200
27139,210100
27141,74300
27143,49400
27145,74700
27147,90800
27151,56800
27153,88200
27157,113600
27159,29700
27161,80800
27163,176100
27167,34100
27169,100000
27171,91500
27173,32000
28001,31400
28003,16800
28007,18200
28011,42800
28017,10900
28023,14000
28025,36300
28027,56700
28029,10600
28031,7400
28033,46500
28035,21600
28039,8600
28043,27700
28045,59500
28047,52700
28049,52200
28057,11200
28059,49200
28061,31300
28067,17300
28071,88900
28073,39100
28075,21500
28077,7600
28079,9600
28081,23200
28083,52800
28085,15700
28087,27300
28089,77100
28091,12500
28093,11600
28095,18000
28097,13000
28099,14800
28101,10200
28105,63700
28107,18800
28109,18800
28113,13200
28115,12800
28117,11000
28121,43300
28127,10900
28129,6700
28131,16000
28133,15500
28137,15000
28139,14100
28141,32200
28145,14500
28147,7000
28149,35700
28151,44300
28159,11900
28161,13700
28163,15900
29001,57700
29003,42400
29007,42700
29009,39800
29011,18200
29013,29700
29015,28400
29019,90600
29021,64000
29023,24700
29027,27100
29029,177900
29031,57600
29037,76400
29039,23700
29043,48600
29047,91900
29049,33600
29051,50000
29053,35900
29055,41800
29059,12000
29061,129300
29063,30100
29069,27600
29071,45500
29073,41500
29077,67400
29083,29500
29091,19400
29095,91300
29097,32200
29099,52100
29101,51600
29105,20200
29107,35700
29109,24200
29113,37600
29117,38400
29119,13400
29127,42100
29131,105100
29133,20900
29139,27800
29141,153600
29143,30700
29145,25600
29147,55700
29155,20700
29157,34100
29159,36600
29161,33400
29163,23700
29165,106700
29167,34900
29169,29800
29171,137200
29173,18400
29175,25000
29177,28000
29183,134800
29186,34100
29187,29200
29189,174700
29195,42300
29201,33200
29207,20300
29209,70100
29213,38000
29215,12200
29217,16400
29219,65700
29225,26200
29229,18200
29510,157400
30001,77300
30003,64800
30007,44800
30009,96700
30013,120500
30017,103500
30021,102200
30027,78200
30029,101600
30031,154200
30041,47300
30043,48000
30047,180300
30049,112400
30057,164600
30061,57700
30063,217500
30067,99700
30071,43700
30073,51900
30081,52800
30083,103800
30087,83400
30089,65500
30091,60200
30093,119200
30095,80900
30097,83400
30099,64100
30101,49200
30105,51700
30111,138900
31001,56900
31019,88600
31021,29700
31025,84500
31027,33700
31033,53000
31039,38400
31043,45600
31047,44800
31053,90400
31055,104900
31059,13800
31067,63300
31079,69500
31081,43700
31089,28200
31099,24500
31101,33600
31107,38600
31109,182100
31111,41600
31119,61400
31121,25200
31131,58700
31137,44400
31139,44900
31141,89000
31145,29700
31151,59000
31153,104200
31155,63500
31157,61700
31159,82900
31167,36700
31177,56300
31179,46600
31185,55300
32001,33600
32003,182900
32005,189100
32007,75100
32013,75000
32019,53200
32023,19900
32029,44300
32031,173300
32033,95600
32510,130000
33001,158600
33003,118200
33005,62200
33007,33600
33009,96700
33011,131500
33013,92400
33015,148600
33017,104400
33019,91500
34001,366000
34003,863600
34005,188500
34007,214500
34009,1450200
34011,68300
34013,769000
34015,121300
34017,2199400
34019,136000
34021,361400
34023,490700
34025,518600
34027,400100
34029,529700
34031,494600
34033,85900
34035,305100
34037,133400
34039,768500
34041,112200
35001,242300
35005,59400
35006,62700
35007,52500
35009,79500
35013,92400
35015,65600
35017,51600
35025,46900
35027,71000
35028,270700
35029,52800
35031,141400
35035,55600
35039,59200
35041,41800
35043,131800
35045,86700
35047,69400
35049,169700
35051,84100
35053,73100
35055,77400
35061,57400
36001,121000
36005,2313700
36007,44000
36009,28700
36011,52700
36013,48200
36015,47800
36017,19200
36019,35000
36021,55000
36023,32800
36025,19500
36027,85700
36029,83500
36031,85400
36033,42100
36035,47100
36037,28800
36039,39800
36041,112900
36043,38400
36045,57500
36047,7655500
36051,44000
36053,51700
36055,79000
36057,25700
36059,1180700
36061,52882800
36063,48000
36065,42200
36067,69600
36069,57000
36071,93800
36073,24200
36075,31600
36077,41700
36079,134900
36081,3429700
36083,55400
36085,2085900
36087,364700
36089,30700
36091,99700
36093,88900
36095,22700
36099,55700
36101,46700
36103,525900
36105,35200
36107,23200
36109,48300
36111,53200
36113,122100
36115,53300
36117,40900
36119,669100
36121,29400
36123,108800
37001,51400
37003,27100
37005,25400
37009,28900
37011,54500
37013,90100
37015,39900
37017,31700
37019,140100
37021,78900
37023,29200
37025,65700
37027,26800
37029,60700
37031,230000
37033,45100
37035,46100
37037,78300
37039,22500
37041,88400
37043,49500
37045,26100
37047,31100
37049,75200
37051,52000
37053,170800
37055,403700
37057,41400
37059,42800
37061,24600
37063,123700
37067,75200
37069,32200
37071,49800
37073,26900
37075,40200
37077,31200
37079,21400
37081,78600
37083,91100
37085,43000
37087,44800
37089,53500
37091,27200
37093,40400
37095,518900
37097,75000
37099,47600
37101,38600
37103,23500
37105,40500
37107,32600
37109,60000
37111,24000
37113,54200
37115,29600
37117,20100
37119,189100
37121,29100
37123,204300
37125,53200
37127,30100
37129,235000
37131,134900
37133,87300
37135,134900
37137,86500
37139,64800
37141,94000
37143,109400
37145,40200
37147,54400
37149,27400
37151,27700
37153,16600
37155,21700
37157,20900
37159,41300
37161,24200
37163,25500
37165,22000
37167,44600
37169,17900
37171,19100
37173,48500
37175,59400
37179,72200
37181,39900
37183,176200
37185,184300
37189,62200
37191,40000
37193,22600
37195,55600
37197,15700
37199,38800
38003,47200
38009,112800
38015,88400
38017,141100
38035,151600
38053,72800
38055,46400
38057,48700
38059,107500
38061,109100
38069,58100
38071,50900
38073,15800
38077,32600
38081,7100
38089,127300
38093,61000
38097,27900
38101,153000
38105,158700
39003,42200
39005,40200
39007,34100
39009,49900
39011,44500
39013,42700
39015,22700
39017,86700
39019,43600
39021,25900
39023,45800
39025,59100
39027,32600
39029,30400
39031,32200
39033,26800
39035,115200
39037,28800
39039,43100
39041,126900
39043,88600
39045,63900
39047,38300
39049,167300
39051,30700
39053,32900
39055,50700
39057,80700
39059,30500
39061,123300
39063,62400
39065,21600
39069,30700
39071,22800
39073,41900
39075,35100
39077,35200
39079,32300
39081,46000
39083,42700
39085,84500
39087,42400
39089,63300
39091,69700
39093,87800
39095,77800
39097,61700
39099,45200
39101,29200
39103,83100
39107,45300
39109,63100
39113,81900
39117,23800
39119,33200
39123,121700
39125,20000
39127,50900
39129,51100
39131,37200
39133,49800
39135,27500
39137,25300
39139,34800
39141,36400
39143,44300
39145,35600
39147,28500
39149,33600
39151,63700
39153,81100
39155,42100
39157,48700
39159,76700
39161,24900
39165,79400
39167,39800
39169,42600
39171,35900
39173,66000
39175,24800
40009,36000
40013,27600
40015,23600
40017,70800
40019,29900
40021,23100
40027,102800
40031,28400
40035,20200
40037,30000
40039,43400
40041,80400
40047,40700
40049,26100
40051,23000
40065,26900
40071,38300
40073,41500
40079,16900
40081,15600
40083,26700
40085,15000
40087,23400
40089,10100
40091,30900
40095,29900
40097,36100
40099,15300
40101,36300
40103,21900
40109,100600
40111,21700
40113,30800
40115,18200
40117,20000
40119,57700
40121,29300
40123,19400
40125,26300
40131,36300
40135,18500
40137,26200
40139,43600
40143,128100
40145,44100
40147,46800
40151,38800
40153,43900
41001,99400
41003,273200
41005,316000
41007,304100
41009,113600
41011,112000
41013,45700
41015,174300
41017,173300
41019,105300
41027,316700
41029,209400
41031,43300
41033,108700
41035,57300
41039,218300
41041,253100
41043,121800
41045,59500
41047,184600
41051,680700
41053,160200
41057,318600
41059,97300
41061,104900
41065,182800
41067,501500
41071,216800
42001,70300
42003,139000
42005,32700
42007,50600
42009,25200
42011,95700
42013,46000
42015,35400
42017,209600
42019,86800
42021,41700
42025,40500
42027,95300
42029,143500
42031,32900
42033,30800
42035,45600
42037,46600
42039,32100
42041,118100
42043,115400
42045,249200
42047,29800
42049,73400
42051,35000
42055,76800
42057,24100
42059,36400
42061,30000
42063,46400
42065,25300
42067,30100
42069,76300
42071,127400
42073,39700
42075,96000
42077,115200
42079,59900
42081,60400
42083,24000
42085,35700
42087,39100
42089,32700
42091,214800
42093,61800
42095,108300
42097,48300
42099,40000
42101,753900
42103,37400
42107,41300
42109,51200
42111,46300
42115,35000
42117,31100
42119,64700
42121,27600
42123,21300
42125,69900
42127,44700
42129,62800
42131,34300
42133,88600
44001,392600
44003,200500
44005,403800
44007,222100
44009,283500
45001,22700
45003,40600
45007,34100
45009,9100
45011,15000
45013,197400
45015,85000
45017,25700
45019,365000
45021,13300
45025,20400
45027,61400
45029,54200
45031,25200
45033,26300
45035,92300
45037,22200
45039,37500
45041,44100
45043,174100
45045,87200
45047,43900
45049,15700
45051,125000
45053,80100
45055,37000
45057,86900
45059,31200
45063,57700
45065,161700
45067,15800
45069,17200
45071,44200
45073,93300
45075,24700
45077,48400
45079,84900
45081,24200
45083,36400
45085,36200
45087,7000
45089,10400
45091,98200
46011,88200
46013,75900
46019,63400
46027,55500
46029,106100
46033,57000
46035,58300
46051,56200
46057,81700
46065,89600
46079,96600
46081,111900
46083,116800
46093,82900
46099,115600
46103,111900
46127,85700
46135,66800
47001,45700
47003,24200
47005,25800
47009,51800
47011,35600
47013,56200
47015,20100
47017,15300
47019,34000
47021,28600
47023,13600
47025,30100
47029,25000
47031,26800
47033,13200
47035,33200
47037,175300
47039,22600
47041,34900
47043,23000
47045,24200
47047,40700
47049,10600
47051,44200
47053,21000
47055,18200
47057,41100
47059,26000
47063,42500
47065,76900
47069,14400
47071,34100
47073,30100
47075,16000
47077,12700
47079,21000
47081,14700
47085,18600
47089,45100
47091,30400
47093,69000
47097,13000
47099,17800
47101,13700
47103,21900
47105,75100
47107,20900
47109,9300
47111,13300
47113,32600
47115,25300
47117,23400
47119,40300
47121,36200
47123,27600
47125,54100
47129,11600
47131,24200
47133,16000
47139,23900
47141,33400
47143,36800
47145,36700
47147,34800
47149,77800
47151,12700
47153,18300
47155,45300
47157,109300
47159,20800
47161,27100
47163,43600
47165,73400
47167,28400
47171,36800
47173,35400
47177,16500
47179,51200
47181,13300
47183,15600
47185,17500
47187,188600
47189,76900
48001,19800
48003,40700
48005,24000
48007,192700
48013,34300
48015,38000
48019,38800
48021,29700
48025,29600
48027,52000
48029,133700
48031,32100
48035,19500
48037,27100
48039,74800
48041,115900
48043,34300
48049,26700
48051,18800
48053,85800
48055,38000
48057,78100
48059,16100
48061,92200
48063,15400
48067,15200
48071,44700
48073,25700
48077,12500
48085,173600
48089,34400
48091,74200
48093,9200
48097,50600
48099,33800
48113,276000
48121,188900
48123,24700
48133,18000
48135,70100
48139,46300
48141,133000
48143,34100
48147,16400
48149,30300
48157,183800
48159,40500
48161,35000
48165,25700
48167,148500
48171,127600
48177,35400
48181,35500
48183,40300
48185,22600
48187,73300
48189,33500
48199,29000
48201,299300
48203,26000
48205,64900
48209,54400
48213,56700
48215,96500
48217,26600
48219,26000
48221,61100
48223,18400
48225,20100
48227,24500
48231,24100
48233,31100
48239,27500
48241,26700
48245,60500
48249,22700
48251,39900
48257,37500
48259,128000
48265,55500
48273,46800
48277,21200
48281,30400
48285,26300
48287,16700
48289,16600
48291,22900
48293,31100
48297,26300
48299,196300
48303,68700
48307,24100
48309,45700
48317,14900
48321,92900
48323,97500
48325,38800
48329,92700
48337,20400
48339,86900
48341,69100
48347,20000
48349,42400
48355,135600
48361,26400
48363,94000
48365,22700
48367,32900
48373,50700
48375,39400
48379,33500
48381,68500
48395,31000
48397,106000
48401,19500
48403,38200
48407,59300
48409,83900
48415,16700
48419,15200
48423,52000
48425,27300
48427,52900
48429,22200
48439,139000
48441,47400
48449,15800
48451,52400
48453,394500
48455,38500
48459,17500
48463,65000
48465,68700
48467,19300
48469,50100
48471,24500
48473,36400
48475,37300
48477,37700
48479,224200
48481,31800
48485,51600
48489,48600
48491,132800
48493,28300
48497,33200
48499,30800
48501,22900
48503,29700
48505,58600
49001,55300
49003,100900
49005,118500
49007,49200
49011,254700
49013,62200
49019,195000
49021,72000
49023,79200
49025,76700
49027,40100
49029,142500
49033,72400
49035,411700
49037,62000
49039,49700
49041,54700
49043,441500
49045,128500
49047,79200
49049,249300
49051,187500
49053,187800
49057,160200
50001,95800
50003,61600
50005,39600
50007,261700
50011,87700
50013,158100
50015,64800
50017,46200
50019,53300
50021,67500
50023,79000
50025,63800
50027,81800
51001,98500
51003,160400
51005,30000
51007,20000
51009,35000
51011,20200
51013,2656600
51015,56900
51019,58600
51023,44900
51025,95400
51031,34400
51033,42400
51035,19400
51041,100300
51043,104700
51047,62700
51053,29800
51057,91300
51059,838200
51061,117200
51065,49100
51067,95600
51069,110400
51071,27700
51073,64200
51075,66200
51079,61500
51083,17500
51085,99300
51087,159000
51089,15200
51093,85000
51095,207800
51099,60300
51101,36900
51103,135100
51107,665700
51109,64700
51115,78000
51117,102300
51119,139500
51121,82200
51125,78600
51127,65800
51131,118400
51133,109200
51135,20900
51137,57500
51139,45000
51141,12100
51143,22300
51145,44900
51147,38200
51149,49300
51153,341900
51155,54700
51161,71500
51163,48600
51165,78500
51167,26500
51171,71000
51173,25700
51175,22000
51177,115400
51179,162800
51185,27100
51187,54500
51191,37400
51193,163700
51197,36500
51199,224500
51510,3226500
51520,52200
51530,56900
51540,392600
51550,257700
51570,142700
51590,37100
51600,1016300
51610,1902500
51630,476000
51650,210800
51660,196400
51670,106900
51680,65500
51683,470800
51685,551600
51690,32800
51700,229200
51710,386600
51730,42700
51735,242800
51740,166900
51750,80500
51760,233400
51770,86700
51775,105200
51790,98000
51800,128200
51810,488300
51820,128300
51830,381400
51840,264900
53001,60700
53003,95600
53005,120600
53007,212300
53009,105200
53011,257800
53015,69100
53017,181600
53021,116400
53025,98500
53027,81500
53029,239200
53031,180800
53033,843300
53035,196000
53037,124100
53039,170900
53041,74400
53043,81800
53045,118500
53047,72100
53049,92500
53051,164200
53053,210900
53055,265400
53057,228000
53059,110100
53061,368000
53063,138500
53065,78300
53067,162100
53071,138900
53073,314300
53075,120500
53077,92400
54003,53800
54009,32000
54011,74700
54019,28000
54025,51100
54033,48500
54035,22700
54037,50500
54039,70500
54041,28300
54045,57800
54049,38200
54051,32800
54055,22900
54057,28200
54061,69900
54065,30800
54067,17100
54069,46000
54077,20100
54079,58800
54081,37900
54083,39000
54091,29500
54097,27200
54099,31000
54107,53300
55001,62900
55003,42300
55005,60500
55007,100300
55009,85100
55011,40300
55013,86100
55015,92600
55017,56400
55019,25100
55021,107400
55023,45100
55025,285400
55027,67500
55029,100200
55031,80200
55033,33800
55035,89100
55037,88000
55039,63300
55041,102400
55043,46000
55045,41700
55047,156800
55049,53400
55051,79800
55055,90100
55057,39200
55059,122100
55061,40600
55063,87400
55065,35300
55067,46300
55069,55600
55071,75000
55073,49000
55075,27000
55077,59000
55078,150300
55079,126200
55081,28000
55083,41600
55085,76300
55087,95800
55089,128300
55091,38000
55093,56300
55095,68700
55097,47700
55099,30400
55101,91800
55103,28500
55105,72500
55107,40200
55109,56100
55111,89900
55113,111900
55115,52100
55117,85100
55121,29100
55123,34100
55125,112900
55127,174900
55129,77900
55131,119100
55133,152800
55135,73100
55137,94100
55139,102000
55141,38400
56001,224000
56005,121600
56007,80500
56009,124300
56011,83500
56013,97700
56015,53100
56019,138100
56021,193600
56023,42900
56025,175500
56029,93400
56033,134500
56035,69200
56037,232500
56039,813600
56041,75100
56045,54100
