DATE,WPU061
2/1/1965,27.6
3/1/1965,27.5
4/1/1965,27.6
5/1/1965,27.6
6/1/1965,27.6
7/1/1965,27.7
8/1/1965,27.7
9/1/1965,27.7
10/1/1965,27.8
11/1/1965,27.8
12/1/1965,27.8
1/1/1966,27.7
2/1/1966,27.7
3/1/1966,27.7
4/1/1966,27.9
5/1/1966,28
6/1/1966,27.9
7/1/1966,27.9
8/1/1966,27.9
9/1/1966,27.9
10/1/1966,27.9
11/1/1966,28
12/1/1966,28.1
1/1/1967,28.1
2/1/1967,28.2
3/1/1967,28.3
4/1/1967,28.4
5/1/1967,28.4
6/1/1967,28.3
7/1/1967,28.3
8/1/1967,28.3
9/1/1967,28.3
10/1/1967,28.6
11/1/1967,28.6
12/1/1967,28.6
1/1/1968,28.7
2/1/1968,28.7
3/1/1968,28.7
4/1/1968,28.8
5/1/1968,28.8
6/1/1968,28.7
7/1/1968,28.6
8/1/1968,28.6
9/1/1968,28.5
10/1/1968,28.5
11/1/1968,28.5
12/1/1968,28.5
1/1/1969,28.6
2/1/1969,28.6
3/1/1969,28.5
4/1/1969,28.2
5/1/1969,28.2
6/1/1969,28.3
7/1/1969,28.4
8/1/1969,28.6
9/1/1969,28.6
10/1/1969,28.4
11/1/1969,28.5
12/1/1969,28.5
1/1/1970,28.5
2/1/1970,28.4
3/1/1970,28.3
4/1/1970,28.5
5/1/1970,28.6
6/1/1970,28.6
7/1/1970,28.8
8/1/1970,28.7
9/1/1970,28.7
10/1/1970,28.8
11/1/1970,28.8
12/1/1970,28.7
1/1/1971,28.9
2/1/1971,28.9
3/1/1971,29
4/1/1971,28.9
5/1/1971,28.9
6/1/1971,29
7/1/1971,29.1
8/1/1971,29
9/1/1971,29.1
10/1/1971,29.1
11/1/1971,28.8
12/1/1971,28.7
1/1/1972,28.8
2/1/1972,28.8
3/1/1972,28.6
4/1/1972,28.8
5/1/1972,28.8
6/1/1972,28.8
7/1/1972,28.8
8/1/1972,28.7
9/1/1972,28.7
10/1/1972,28.6
11/1/1972,28.6
12/1/1972,28.6
1/1/1973,28.7
2/1/1973,28.9
3/1/1973,28.9
4/1/1973,29.1
5/1/1973,29.1
6/1/1973,29.2
7/1/1973,29.3
8/1/1973,29.4
9/1/1973,29.6
10/1/1973,29.9
11/1/1973,29.9
12/1/1973,30
1/1/1974,30.7
2/1/1974,31.3
3/1/1974,34.6
4/1/1974,37.1
5/1/1974,39.2
6/1/1974,41.7
7/1/1974,44.1
8/1/1974,47.6
9/1/1974,49.5
10/1/1974,51.6
11/1/1974,53.9
12/1/1974,55.2
1/1/1975,55.8
2/1/1975,57.3
3/1/1975,58.9
4/1/1975,58.8
5/1/1975,59.2
6/1/1975,58.7
7/1/1975,58.5
8/1/1975,58.8
9/1/1975,59.1
10/1/1975,59.3
11/1/1975,59.7
12/1/1975,59.9
1/1/1976,60.6
2/1/1976,61.4
3/1/1976,61.8
4/1/1976,61.9
5/1/1976,62
6/1/1976,62
7/1/1976,62.2
8/1/1976,62.7
9/1/1976,62.9
10/1/1976,63
11/1/1976,63.1
12/1/1976,62.8
1/1/1977,62.9
2/1/1977,63.2
3/1/1977,63.1
4/1/1977,63.4
5/1/1977,63.6
6/1/1977,63.6
7/1/1977,63.7
8/1/1977,63.7
9/1/1977,63.6
10/1/1977,63.8
11/1/1977,63.8
12/1/1977,63.9
1/1/1978,63.6
2/1/1978,63.6
3/1/1978,63.6
4/1/1978,63.6
5/1/1978,63.5
6/1/1978,63.5
7/1/1978,63.8
8/1/1978,64.2
9/1/1978,64.2
10/1/1978,64.7
11/1/1978,64.5
12/1/1978,65
1/1/1979,66.4
2/1/1979,67.3
3/1/1979,68
4/1/1979,70.4
5/1/1979,72.5
6/1/1979,73.5
7/1/1979,76.7
8/1/1979,78.6
9/1/1979,79.4
10/1/1979,81
11/1/1979,81.8
12/1/1979,82.9
1/1/1980,85.9
2/1/1980,87.3
3/1/1980,88.9
4/1/1980,91.4
5/1/1980,93.2
6/1/1980,93.5
7/1/1980,93.2
8/1/1980,93.6
9/1/1980,92.9
10/1/1980,93.6
11/1/1980,94.4
12/1/1980,94.9
1/1/1981,97.7
2/1/1981,99.9
3/1/1981,100.5
4/1/1981,102.8
5/1/1981,104.5
6/1/1981,104.9
7/1/1981,105.1
8/1/1981,105.4
9/1/1981,105.5
10/1/1981,104.3
11/1/1981,103.1
12/1/1981,102.9
1/1/1982,102.9
2/1/1982,102.7
3/1/1982,102.5
4/1/1982,101.5
5/1/1982,101.3
6/1/1982,99.6
7/1/1982,99
8/1/1982,99
9/1/1982,98.3
10/1/1982,98.1
11/1/1982,97.9
12/1/1982,97.1
1/1/1983,96.2
2/1/1983,96.5
3/1/1983,96.1
4/1/1983,96.1
5/1/1983,96.1
6/1/1983,96
7/1/1983,98.4
8/1/1983,98.6
9/1/1983,98
10/1/1983,97.8
11/1/1983,98.2
12/1/1983,99.1
1/1/1984,98.5
2/1/1984,95.8
3/1/1984,97.8
4/1/1984,98
5/1/1984,97.9
6/1/1984,98
7/1/1984,98
8/1/1984,96.7
9/1/1984,95.8
10/1/1984,95.3
11/1/1984,94.9
12/1/1984,95
1/1/1985,95.5
2/1/1985,95.5
3/1/1985,95.5
4/1/1985,95.3
5/1/1985,95.5
6/1/1985,96.3
7/1/1985,96.4
8/1/1985,97.5
9/1/1985,97.1
10/1/1985,95.9
11/1/1985,95.4
12/1/1985,95.6
1/1/1986,96.9
2/1/1986,95
3/1/1986,95.4
4/1/1986,91.8
5/1/1986,90.2
6/1/1986,89.8
7/1/1986,89.7
8/1/1986,89.5
9/1/1986,89.9
10/1/1986,90.2
11/1/1986,89.8
12/1/1986,90.2
1/1/1987,92
2/1/1987,92.8
3/1/1987,93.7
4/1/1987,94.1
5/1/1987,95.2
6/1/1987,97.8
7/1/1987,96.3
8/1/1987,95.6
9/1/1987,95.5
10/1/1987,96.8
11/1/1987,97.6
12/1/1987,98.2
1/1/1988,99.4
2/1/1988,100.3
3/1/1988,102.1
4/1/1988,103.3
5/1/1988,104.3
6/1/1988,105.8
7/1/1988,108.6
8/1/1988,109.4
9/1/1988,110
10/1/1988,111.4
11/1/1988,112.8
12/1/1988,114.2
1/1/1989,117.2
2/1/1989,117.6
3/1/1989,116.7
4/1/1989,117.5
5/1/1989,117.8
6/1/1989,115.6
7/1/1989,114.1
8/1/1989,113.4
9/1/1989,112.4
10/1/1989,112.5
11/1/1989,111.7
12/1/1989,111.6
1/1/1990,111.4
2/1/1990,111.3
3/1/1990,110.7
4/1/1990,110.4
5/1/1990,110.8
6/1/1990,111.1
7/1/1990,111.1
8/1/1990,110.7
9/1/1990,114.9
10/1/1990,118.4
11/1/1990,120.1
12/1/1990,117.8
1/1/1991,117.5
2/1/1991,116.7
3/1/1991,113.2
4/1/1991,112.9
5/1/1991,111.9
6/1/1991,111.7
7/1/1991,109.7
8/1/1991,109.1
9/1/1991,109.7
10/1/1991,109.7
11/1/1991,109.7
12/1/1991,109.9
1/1/1992,108.4
2/1/1992,107.3
3/1/1992,107.2
4/1/1992,107.5
5/1/1992,107.7
6/1/1992,109.9
7/1/1992,110.2
8/1/1992,110.5
9/1/1992,111
10/1/1992,110.7
11/1/1992,111.4
12/1/1992,109.4
1/1/1993,109.8
2/1/1993,110.7
3/1/1993,110
4/1/1993,111.9
5/1/1993,111.1
6/1/1993,111.3
7/1/1993,110.6
8/1/1993,110.4
9/1/1993,110.3
10/1/1993,110.2
11/1/1993,110.5
12/1/1993,108.7
1/1/1994,108.6
2/1/1994,108.1
3/1/1994,108.4
4/1/1994,109.6
5/1/1994,110.8
6/1/1994,111.7
7/1/1994,112.9
8/1/1994,115.2
9/1/1994,119.8
10/1/1994,121.2
11/1/1994,122
12/1/1994,123
1/1/1995,125.6
2/1/1995,127.9
3/1/1995,128.5
4/1/1995,131.5
5/1/1995,132
6/1/1995,130.3
7/1/1995,130.4
8/1/1995,129.6
9/1/1995,128.8
10/1/1995,127.3
11/1/1995,124.6
12/1/1995,124.4
1/1/1996,124.7
2/1/1996,125.1
3/1/1996,125.1
4/1/1996,126.9
5/1/1996,127.7
6/1/1996,127.6
7/1/1996,126.8
8/1/1996,127.2
9/1/1996,127.9
10/1/1996,126.9
11/1/1996,127.1
12/1/1996,127.5
1/1/1997,127.9
2/1/1997,127.7
3/1/1997,126.7
4/1/1997,126.2
5/1/1997,125.8
6/1/1997,125.2
7/1/1997,125.8
8/1/1997,126.7
9/1/1997,126.8
10/1/1997,126.2
11/1/1997,126.2
12/1/1997,126.1
1/1/1998,125.8
2/1/1998,124.1
3/1/1998,123.1
4/1/1998,122.3
5/1/1998,121.9
6/1/1998,121.4
7/1/1998,121.1
8/1/1998,120.4
9/1/1998,119.5
10/1/1998,119.2
11/1/1998,119.4
12/1/1998,118.9
1/1/1999,118.3
2/1/1999,117.1
3/1/1999,116.4
4/1/1999,116.2
5/1/1999,117
6/1/1999,117.6
7/1/1999,118.1
8/1/1999,118.2
9/1/1999,119.6
10/1/1999,121.8
11/1/1999,122.8
12/1/1999,123.8
1/1/2000,124.6
2/1/2000,126.3
3/1/2000,128
4/1/2000,128.4
5/1/2000,128.7
6/1/2000,129.8
7/1/2000,132.7
8/1/2000,130.4
9/1/2000,130.4
10/1/2000,130.5
11/1/2000,129.3
12/1/2000,129.7
1/1/2001,132.9
2/1/2001,134.7
3/1/2001,134.6
4/1/2001,132.3
5/1/2001,131.9
6/1/2001,131
7/1/2001,126.9
8/1/2001,124.5
9/1/2001,127.1
10/1/2001,123.8
11/1/2001,122.2
12/1/2001,119.5
1/1/2002,119.6
2/1/2002,119.9
3/1/2002,123.1
4/1/2002,126.1
5/1/2002,125.9
6/1/2002,126
7/1/2002,128.4
8/1/2002,129.7
9/1/2002,130.3
10/1/2002,132.6
11/1/2002,133.6
12/1/2002,132.4
1/1/2003,137.9
2/1/2003,146.9
3/1/2003,149.1
4/1/2003,140.6
5/1/2003,140.6
6/1/2003,142
7/1/2003,139.4
8/1/2003,140.5
9/1/2003,139.8
10/1/2003,140.5
11/1/2003,140.3
12/1/2003,143.1
1/1/2004,150.1
2/1/2004,150.3
3/1/2004,150
4/1/2004,154.1
5/1/2004,155
6/1/2004,158.1
7/1/2004,161.4
8/1/2004,168.1
9/1/2004,173.6
10/1/2004,175.8
11/1/2004,178.5
12/1/2004,178.3
1/1/2005,177.8
2/1/2005,179.2
3/1/2005,185.1
4/1/2005,184.2
5/1/2005,181
6/1/2005,177.9
7/1/2005,182.1
8/1/2005,183.8
9/1/2005,196.6
10/1/2005,209.7
11/1/2005,202.5
12/1/2005,202.6
1/1/2006,206.4
2/1/2006,206.1
3/1/2006,206.1
4/1/2006,207.4
5/1/2006,212.7
6/1/2006,218.7
7/1/2006,219.5
8/1/2006,222.3
9/1/2006,216.4
10/1/2006,213.6
11/1/2006,208.3
12/1/2006,210.8
1/1/2007,211.8
2/1/2007,212.1
3/1/2007,215.3
4/1/2007,217.1
5/1/2007,225.1
6/1/2007,227.2
7/1/2007,231.4
8/1/2007,222.6
9/1/2007,227.5
10/1/2007,233.6
11/1/2007,248.2
12/1/2007,245.1
1/1/2008,251.6
2/1/2008,252.1
3/1/2008,261.3
4/1/2008,270.7
5/1/2008,285.6
6/1/2008,295.3
7/1/2008,315.6
8/1/2008,309.1
9/1/2008,312.3
10/1/2008,275.7
11/1/2008,246.2
12/1/2008,219.3
1/1/2009,220.6
2/1/2009,224.1
3/1/2009,222.6
4/1/2009,220.1
5/1/2009,223.4
6/1/2009,232.8
7/1/2009,236.1
8/1/2009,241
9/1/2009,243.5
10/1/2009,243.2
11/1/2009,247
12/1/2009,254.6
1/1/2010,261.7
2/1/2010,269.4
3/1/2010,273.1
4/1/2010,275.1
5/1/2010,271.9
6/1/2010,264.1
7/1/2010,257.8
8/1/2010,260.7
9/1/2010,264
10/1/2010,268.6
11/1/2010,278.2
12/1/2010,285.5
1/1/2011,297.4
2/1/2011,311.5
3/1/2011,317.5
4/1/2011,332
5/1/2011,341.8
6/1/2011,339.6
7/1/2011,338.6
8/1/2011,337
9/1/2011,336
10/1/2011,325.2
11/1/2011,315.6
12/1/2011,304.4
1/1/2012,308.3
2/1/2012,314.9
3/1/2012,327.3
4/1/2012,328.9
5/1/2012,321.2
6/1/2012,299.4
7/1/2012,294.8
8/1/2012,295.2
9/1/2012,299.4
10/1/2012,300.2
11/1/2012,296.5
12/1/2012,297.1
1/1/2013,305.4
2/1/2013,315.8
3/1/2013,309.6
4/1/2013,303.4
5/1/2013,303
6/1/2013,303.1
7/1/2013,299.8
8/1/2013,299.3
9/1/2013,298.7
10/1/2013,294.5
11/1/2013,290
12/1/2013,292
1/1/2014,295.8
2/1/2014,298.6
3/1/2014,291.1
4/1/2014,294.8
5/1/2014,289.1
6/1/2014,289.8
7/1/2014,295.7
8/1/2014,296.4
9/1/2014,293.1
10/1/2014,284.6
11/1/2014,275.1
12/1/2014,263.4
1/1/2015,242
2/1/2015,242.4
3/1/2015,244.7
4/1/2015,245.5
5/1/2015,248.5
6/1/2015,251.2
7/1/2015,251.5
8/1/2015,245.2
9/1/2015,236.4
10/1/2015,235.2
11/1/2015,234.2
12/1/2015,230.1
1/1/2016,223.6
2/1/2016,219.2
3/1/2016,221.4
4/1/2016,224.7
5/1/2016,226.9
6/1/2016,227
7/1/2016,225.2
8/1/2016,226.7
9/1/2016,229.7
10/1/2016,232.7
11/1/2016,238.9
12/1/2016,241.5
1/1/2017,241.5
2/1/2017,248.4
3/1/2017,253.7
4/1/2017,255.4
5/1/2017,253.5
6/1/2017,251.5
7/1/2017,247.3
8/1/2017,252.8
9/1/2017,254.2
10/1/2017,258.5
11/1/2017,265.8
12/1/2017,266
1/1/2018,268.1
2/1/2018,270.3
3/1/2018,272.1
4/1/2018,269.9
5/1/2018,270.9
6/1/2018,272.5
7/1/2018,274.2
8/1/2018,279.7
9/1/2018,283.9
10/1/2018,286.3
11/1/2018,277.6
12/1/2018,262.4
1/1/2019,259.9
2/1/2019,257.4
3/1/2019,258.3
4/1/2019,259
5/1/2019,254.4
6/1/2019,253.8
7/1/2019,249.3
8/1/2019,245.8
9/1/2019,242.5
10/1/2019,252.3
11/1/2019,245.7
12/1/2019,242.9
1/1/2020,245.8
2/1/2020,241.9
