,naics_sub,WHR HP
0,311,4037596.7544074077
1,312,462779.95604243455
2,313,77095.435673033
3,321,1487900.5494135574
4,322,9620076.25848747
5,324,5348249.43240166
6,325,4616295.853705673
7,327,215960.91768985573
8,332,83044.56919697308
