,naics_sub,PTC w/o TES
0,311,70714142.83230858
1,312,5168116.312864151
2,313,2955430.2359895245
3,314,1088764.264369133
4,315,152997.95391369733
5,321,23852802.99335744
6,322,142732133.7125752
7,324,113357314.05792508
8,325,135455687.1458728
9,326,5385367.203842235
10,327,7415659.710067265
11,331,23019160.064508755
12,332,1211492.577960496
13,333,1695444.7692813552
14,336,6617618.506497198
15,337,867692.1895220291
