,NAICS,Description,Utilization Rate,UR_Standard Error,Weekly_op_hours,Hours_Standard Error,Q,Year
1028,33993,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",60.787973102,4.950383601,45.434643,3.32756371,q1,2011
1029,33993,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",63.725278326,4.3824193731,47.145702,4.1241675791,q2,2011
1030,33993,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",60.007457978,4.0733545657,44.837883000000005,2.6360367852,q3,2011
1031,33993,"Jewelry, silverware, sporting and athletic goods, and doll, toy and game mfg.",62.142375326,5.076932291,45.918009999999995,4.8700923035,q4,2011
1032,33994,Office supplies (except paper) and sign mfg.,64.334757749,4.2187442665,44.145336,1.8324425457,q1,2011
1033,33994,Office supplies (except paper) and sign mfg.,65.887910075,3.3247613666,44.61042,2.059854533,q2,2011
1034,33994,Office supplies (except paper) and sign mfg.,68.643614716,3.3666436734,43.843014000000004,1.8173010835,q3,2011
1035,33994,Office supplies (except paper) and sign mfg.,66.112311037,3.8645451235,42.789608,1.4265144338,q4,2011
1036,33995,Office supplies (except paper) and sign mfg.,64.334757749,4.2187442665,44.145336,1.8324425457,q1,2011
1037,33995,Office supplies (except paper) and sign mfg.,65.887910075,3.3247613666,44.61042,2.059854533,q2,2011
1038,33995,Office supplies (except paper) and sign mfg.,68.643614716,3.3666436734,43.843014000000004,1.8173010835,q3,2011
1039,33995,Office supplies (except paper) and sign mfg.,66.112311037,3.8645451235,42.789608,1.4265144338,q4,2011
1040,51111,Newspaper and book publishers,50.487848237,7.8910709569,53.229533999999994,3.7698281389,q1,2011
1041,51111,Newspaper and book publishers,55.818010964,7.8515779924,53.094475,4.102355281,q2,2011
1042,51111,Newspaper and book publishers,57.765902062,7.9218060358,51.689064,3.7439235439,q3,2011
1043,51111,Newspaper and book publishers,55.491261478,7.9674390821,53.53845,4.2836289112,q4,2011
1044,51113,Newspaper and book publishers,50.487848237,7.8910709569,53.229533999999994,3.7698281389,q1,2011
1045,51113,Newspaper and book publishers,55.818010964,7.8515779924,53.094475,4.102355281,q2,2011
1046,51113,Newspaper and book publishers,57.765902062,7.9218060358,51.689064,3.7439235439,q3,2011
1047,51113,Newspaper and book publishers,55.491261478,7.9674390821,53.53845,4.2836289112,q4,2011
1048,51114,All other publishers,52.970219272,12.918445133,67.79113000000001,9.1818132817,q1,2011
1049,51114,All other publishers,82.256230055,8.7956235437,122.33147,26.994646369,q2,2011
1050,51114,All other publishers,77.696178357,8.2811251159,66.44419,8.9484329569,q3,2011
1051,51114,All other publishers,68.097083638,9.6322313416,57.317753,8.4186510052,q4,2011
1052,51119,All other publishers,52.970219272,12.918445133,67.79113000000001,9.1818132817,q1,2011
1053,51119,All other publishers,82.256230055,8.7956235437,122.33147,26.994646369,q2,2011
1054,51119,All other publishers,77.696178357,8.2811251159,66.44419,8.9484329569,q3,2011
1055,51119,All other publishers,68.097083638,9.6322313416,57.317753,8.4186510052,q4,2011
1056,31-33,All manufacturing 1/,71.816303609,0.7279216652,65.35701,0.9457436831,q1,2012
1057,31191,Snack food mfg.,76.219443756,2.3463865641,78.362785,15.209827264,q1,2012
1058,31192,Coffee and tea mfg.,73.215993163,2.2488985119,117.07179,9.4467107993,q1,2012
1059,3121,Beverage mfg.,70.033936598,1.6717274639,70.03113,9.9674090836,q1,2012
1060,3122,Tobacco mfg.,62.688984672,1.9968747645,61.521763,15.759867796,q1,2012
1061,3131,"Fiber, yarn, and thread mills",74.853807327,5.2603244361,98.03184,16.330692373,q1,2012
1062,3132,Fabric mills,74.112902845,5.4608378251,95.65879,8.1534144978,q1,2012
1063,3133,"Textile and fabric finishing, and fabric coating mills",66.895354766,5.916898019,73.06089,9.2893662225,q1,2012
1064,3141,Textile furnishings mills,59.570121803,6.0004291176,44.172709999999995,3.1329324911,q1,2012
1065,3149,Other textile product mills,70.950594736,7.8984565786,53.15659300000001,5.4546342883,q1,2012
1066,31511,Hosiery and sock mills,50.528734623,2.4477782489,89.55606999999999,8.5431831078,q1,2012
1067,31519,Other apparel knitting mills,69.199247187,11.111776799,35.10389,2.9728699032,q1,2012
1068,31521,Cut and sew apparel contractors,62.355831158,2.8349414143,33.22163,4.2085273128,q1,2012
1069,31522,Men's and boy's cut and sew apparel mfg.,57.292072596,9.0170297137,42.891895,1.0935497422,q1,2012
1070,31523,Women's and girl's cut and sew apparel mfg.,67.726188522,8.7445876971,19.648626,4.0262216718,q1,2012
1071,31529,Other cut and sew apparel mfg.,78.528871601,5.3842793493,42.082609999999995,1.6807568301,q1,2012
1072,3159,Apparel accessories and other apparel mfg.,69.287722758,5.327237388,40.30571,0.4258279906,q1,2012
1073,3161,Leather and hide tanning and finishing,74.176816466,1.3048036883,49.04852,5.2438181909,q1,2012
1074,3162,Footwear mfg.,71.258255493,3.9341856687,41.100547999999996,0.4834621296,q1,2012
1075,3169,Other leather and allied product mfg.,38.980174921,9.7400429866,41.47679,2.0420102592,q1,2012
1076,3211,Sawmills and wood preservation,55.967224729,5.444102673,46.827625,2.4977956891,q1,2012
1077,3212,"Veneer, plywood, and engineered wood product mfg.",59.084705592,5.83243749,57.300746999999994,5.0040301132,q1,2012
1078,3219,Other wood product mfg.,54.737234398,3.1905130739,44.909240000000004,1.7807284237,q1,2012
1079,32211,Pulp mills,79.95369881,4.9353420504,136.96025,12.211840266,q1,2012
1080,32212,Paper mills,81.002573162,3.953272207,159.00666999999999,7.4500792787,q1,2012
1081,32213,Paperboard mills,85.44212372,7.6889599163,162.05135,1.9653796414,q1,2012
1082,3222,Converted paper product mfg.,71.899466697,2.4882124371,97.68239,6.7585354778,q1,2012
1083,3231,Printing and related support activities,58.981448838,2.771856283,60.156130000000005,3.6990399061,q1,2012
1084,32411,Petroleum refineries,85.386317545,1.8208308201,163.39552,1.4307282187,q1,2012
1085,32511,Petrochemical mfg.,73.42417115,4.6159450386,168.0,0.0,q1,2012
1086,325193,Ethyl alcohol mfg.,95.803111884,1.963936743,167.8709,0.1195887197,q1,2012
1087,325211,Plastics material and resin mfg.,69.269399457,5.7596706215,61.698902000000004,10.455281596,q1,2012
1088,325212,Synthetic rubber mfg.,71.502719282,2.6979556715,88.90624,4.601430378,q1,2012
1089,32522,Artificial and synthetic fibers and filaments mfg.,76.315509552,8.8232610355,133.65489,8.8481046392,q1,2012
1090,32531,Fertilizer mfg.,81.615887174,3.0752366611,93.562416,12.012953641,q1,2012
1091,32532,Pesticide and other agricultural chemical mfg.,62.935546035,4.6911731733,58.62226999999999,12.747148044,q1,2012
1092,3254,Pharmaceutical and medicine mfg.,63.378172094,3.1851515025,68.34268,13.161243126,q1,2012
1093,3255,"Paint, coating, and adhesive mfg.",68.266039075,3.6113479456,55.954388,5.9677770634,q1,2012
1094,3256,"Soap, cleaning compound, and toilet preparation mfg.",66.486168397,3.0498966463,66.57502,8.1342624762,q1,2012
1095,3259,Other chemical product and preparation mfg.,70.069459174,3.2823761287,87.85023000000001,13.301078517,q1,2012
1096,3261,Plastics product mfg.,64.973639403,4.0443018626,81.092354,5.699119752,q1,2012
1097,32621,Tire mfg.,92.538108733,1.5809371666,60.893733999999995,12.800408582,q1,2012
1098,3271,Clay product and refractory mfg.,51.540622822,5.6817135268,96.48305500000001,16.843154432,q1,2012
1099,3272,Glass and glass product mfg.,79.938941229,3.5701182997,109.77966,16.635769563,q1,2012
1100,32731,Cement mfg.,45.827407023,5.3548316057,152.47281999999998,5.6755374902,q1,2012
1101,3274,Lime and gypsum product mfg.,45.928791831,9.6075568084,64.13922,14.264566693,q1,2012
1102,3279,Other nonmetallic mineral product mfg,66.548400388,3.7371374939,45.122902,2.1555925616,q1,2012
1103,3313,Alumina and aluminum production and processing,66.905330676,16.243612867,109.53631000000001,30.459335117,q1,2012
1104,3314,Nonferrous metal (except aluminum) production and processing,56.44102691,2.9323899633,88.1889,13.852290966,q1,2012
1105,3315,Foundries,77.398803687,1.8700763466,66.31497,8.7390363273,q1,2012
1106,3331,"Agriculture, construction, and mining machinery mfg.",79.381979002,1.9730532851,76.954704,11.401862553,q1,2012
1107,3332,Industrial machinery mfg.,60.907993943,4.321473295,52.274467,4.6598053627,q1,2012
1108,3333,Commercial and service industry machinery mfg.,73.901822242,2.5438254964,65.17141,10.302135343,q1,2012
1109,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment mfg.",50.230127788,3.4079315654,56.455185,5.7762502577,q1,2012
1110,3335,Metalworking machinery mfg.,72.726692031,4.3482630237,65.366035,4.9014651467,q1,2012
1111,3336,"Engine, turbine, and power transmission equipment mfg.",80.045698382,2.3403448582,89.056,12.954627424,q1,2012
1112,3339,Other general purpose machinery mfg.,69.176111794,4.2897873086,56.556490000000004,4.5764052791,q1,2012
1113,3341,Computer and peripheral equipment mfg.,59.595632271,5.809283953,57.294140000000006,9.9885451244,q1,2012
1114,3342,Communications equipment mfg.,68.577122642,3.2340293518,65.76548000000001,11.447611907,q1,2012
1115,334411,Electron tube mfg.,56.17173782,1.9553942295,90.742615,5.4952031602,q1,2012
1116,334413,Semiconductor and related device mfg.,60.342086176,1.8200667523,57.03767,9.6541932279,q1,2012
1117,3345,"Navigational, measuring, electromedical, and control instruments mfg.",71.565245128,2.8990295103,58.097030000000004,5.6676392094,q1,2012
1118,3351,Electric lighting equipment mfg.,52.997619284,2.8536897827,41.145846999999996,4.5317073871,q1,2012
1119,3352,Household appliance mfg.,68.13901945,3.7543287559,63.71986,14.761059814,q1,2012
1120,336111,Automobile mfg.,71.273645321,2.3549541702,88.26616999999999,9.9611396771,q1,2012
1121,336112,Light truck and utility vehicle mfg.,94.189223252,1.1215318266,96.9427,3.9057958704,q1,2012
1122,33612,Heavy duty truck mfg.,63.204462562,3.8231014486,70.91605,5.4062944066,q1,2012
1123,3362,Motor vehicle body and trailer mfg.,62.976193793,3.6313507821,48.576190000000004,3.7501968056,q1,2012
1124,3363,Motor vehicle parts mfg.,71.737589984,4.1282053299,84.23143,7.4482128305,q1,2012
1125,3364,Aerospace product and parts mfg.,80.776291388,2.3204563998,73.72095999999999,15.489499758,q1,2012
1126,3371,Household and institutional furniture and kitchen cabinet mfg.,61.343268106,2.5026865827,40.863377,1.484215956,q1,2012
1127,3372,Office furniture (incl. fixtures) mfg.,58.110149334,3.956985428,49.017520000000005,7.077183449,q1,2012
1128,3379,Other furniture related product mfg.,73.725482249,5.9426950326,54.218224,6.9022824771,q1,2012
1129,3391,Medical equipment and supplies mfg.,73.373001647,3.0481292204,53.823209999999996,5.3212535557,q1,2012
1130,33999,All other miscellaneous mfg.,81.629706326,9.6417170821,58.238243000000004,7.8998399807,q1,2012
1131,51112,Periodical publishers,80.436451382,0.5977409793,50.031178000000004,8.4229580983,q1,2012
1132,31-33,All manufacturing 1/,73.131755402,0.7676066369,66.28990999999999,0.9630085251,q2,2012
1133,31191,Snack food mfg.,78.308639209,2.4237092204,78.52946999999999,16.093274123,q2,2012
1134,31192,Coffee and tea mfg.,61.358926225,2.9730848763,115.40933000000001,7.6528214044,q2,2012
1135,3121,Beverage mfg.,80.934888363,1.6276240925,79.916916,9.8820567268,q2,2012
1136,3122,Tobacco mfg.,62.312449866,1.857202197,60.117245,15.448300311,q2,2012
1137,3131,"Fiber, yarn, and thread mills",71.882803259,6.1766722782,100.10518,16.611815419,q2,2012
1138,3132,Fabric mills,72.788885194,5.2873309664,93.896416,9.4369071618,q2,2012
1139,3133,"Textile and fabric finishing, and fabric coating mills",67.327041374,5.9485584344,71.53388000000001,9.3044794716,q2,2012
1140,3141,Textile furnishings mills,60.531019094,5.4081782666,44.603798,4.4669419926,q2,2012
1141,3149,Other textile product mills,52.470950012,13.182897806,59.495438,6.7592234561,q2,2012
1142,31511,Hosiery and sock mills,48.188191176,2.9428545436,77.49795,7.0550904348,q2,2012
1143,31519,Other apparel knitting mills,79.031946123,3.0965200352,51.972282,4.3733272785,q2,2012
1144,31521,Cut and sew apparel contractors,69.00324209,4.0882382023,34.206520000000005,4.3873798684,q2,2012
1145,31522,Men's and boy's cut and sew apparel mfg.,58.492485099,6.7172161989,42.824135,1.0614061684,q2,2012
1146,31523,Women's and girl's cut and sew apparel mfg.,71.203380901,6.7209859045,26.637732,2.7586712482,q2,2012
1147,31529,Other cut and sew apparel mfg.,67.213046433,4.2774045483,69.5943,20.652394357,q2,2012
1148,3159,Apparel accessories and other apparel mfg.,76.084761063,3.9732102045,44.013927,3.5013319924,q2,2012
1149,3161,Leather and hide tanning and finishing,81.90209823000001,0.8568021205,48.85539,5.1448986912,q2,2012
1150,3162,Footwear mfg.,79.625817227,4.954129707,42.727383,1.2309014204,q2,2012
1151,3169,Other leather and allied product mfg.,41.289403027,8.5216850937,42.685047,1.4407565812,q2,2012
1152,3211,Sawmills and wood preservation,59.580898143,6.0726970075,50.086665999999994,3.1252911942,q2,2012
1153,3212,"Veneer, plywood, and engineered wood product mfg.",62.106906554,6.1591424178,68.56034,7.1806901202,q2,2012
1154,3219,Other wood product mfg.,61.126678302,2.606900719,45.505386,1.8730493621,q2,2012
1155,32211,Pulp mills,86.020844301,7.6175286711,134.86346,16.027511799,q2,2012
1156,32212,Paper mills,82.928211357,3.885992706,146.96973,8.7400110426,q2,2012
1157,32213,Paperboard mills,87.205754572,5.6945055064,155.25815,5.6470758388,q2,2012
1158,3222,Converted paper product mfg.,71.499369763,2.4319661237,91.89466999999999,6.9537064106,q2,2012
1159,3231,Printing and related support activities,59.025782405,2.9020682911,60.64664499999999,3.9967362466,q2,2012
1160,32411,Petroleum refineries,89.112839752,1.2162636782,158.74241999999998,4.0021464137,q2,2012
1161,32511,Petrochemical mfg.,73.238520662,4.6978183279,168.0,0.0,q2,2012
1162,325193,Ethyl alcohol mfg.,92.780944168,2.2296398271,167.92833000000002,0.0659143294,q2,2012
1163,325211,Plastics material and resin mfg.,70.532480849,5.7798460385,63.016422,10.181052299,q2,2012
1164,325212,Synthetic rubber mfg.,64.560126103,5.4188594766,88.37136,4.3656544779,q2,2012
1165,32522,Artificial and synthetic fibers and filaments mfg.,71.417024734,10.933098995,59.506866,17.7193321,q2,2012
1166,32531,Fertilizer mfg.,75.015420115,5.3560463665,95.09387,13.919322535,q2,2012
1167,32532,Pesticide and other agricultural chemical mfg.,55.058915687,11.198404362,58.58838000000001,12.344255719,q2,2012
1168,3254,Pharmaceutical and medicine mfg.,64.111350065,2.3695502324,72.30659,14.908116628,q2,2012
1169,3255,"Paint, coating, and adhesive mfg.",69.244857099,3.6899543982,56.562523,5.8843874963,q2,2012
1170,3256,"Soap, cleaning compound, and toilet preparation mfg.",59.498244565,2.8174669654,79.51751,11.208863998,q2,2012
1171,3259,Other chemical product and preparation mfg.,67.692107115,2.9117222986,87.94126999999999,13.625339573,q2,2012
1172,3261,Plastics product mfg.,66.177390555,3.6816360091,81.48951,5.7766134733,q2,2012
1173,32621,Tire mfg.,90.058895575,1.3830818184,64.721855,13.792062442,q2,2012
1174,3271,Clay product and refractory mfg.,55.063190205,5.8037658211,89.6711,15.847998756,q2,2012
1175,3272,Glass and glass product mfg.,76.569698248,3.7288203691,100.285255,16.543311423,q2,2012
1176,32731,Cement mfg.,70.868142795,3.2134844914,153.18416000000002,7.6848162169,q2,2012
1177,3274,Lime and gypsum product mfg.,49.772344284,7.2809494024,65.41485,14.970562508,q2,2012
1178,3279,Other nonmetallic mineral product mfg,67.915753712,3.873399279,47.127136,2.2563155902,q2,2012
1179,3313,Alumina and aluminum production and processing,78.130349098,2.9959656065,142.49918,9.6668230519,q2,2012
1180,3314,Nonferrous metal (except aluminum) production and processing,53.276298527,2.9053060287,85.61106,14.121440805,q2,2012
1181,3315,Foundries,77.397202709,1.8278699268,70.42361,9.1164495329,q2,2012
1182,3331,"Agriculture, construction, and mining machinery mfg.",75.515663047,2.7281392714,79.6872,10.731067254,q2,2012
1183,3332,Industrial machinery mfg.,61.464466039,4.4744324506,61.01469399999999,8.5011193381,q2,2012
1184,3333,Commercial and service industry machinery mfg.,76.590366771,2.3331228949,65.14871,10.470893878,q2,2012
1185,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment mfg.",59.863579094,3.5880911556,53.643364,5.2366826743,q2,2012
1186,3335,Metalworking machinery mfg.,73.153678275,3.988859111,66.03437,4.7837171982,q2,2012
1187,3336,"Engine, turbine, and power transmission equipment mfg.",81.459451696,1.5128853584,88.06864,12.779257153,q2,2012
1188,3339,Other general purpose machinery mfg.,69.885752147,4.5450162507,55.508026,4.2972195996,q2,2012
1189,3341,Computer and peripheral equipment mfg.,67.515015432,7.5411947907,57.049369999999996,10.589936781,q2,2012
1190,3342,Communications equipment mfg.,71.57698725,3.3848769015,68.92256,12.250045554,q2,2012
1191,334411,Electron tube mfg.,53.659200617,2.0600692555,52.382626,6.260684955,q2,2012
1192,334413,Semiconductor and related device mfg.,66.911046923,2.3632549244,53.46416,7.1904930893,q2,2012
1193,3345,"Navigational, measuring, electromedical, and control instruments mfg.",65.476090866,4.9847258117,52.689457,4.2458188936,q2,2012
1194,3351,Electric lighting equipment mfg.,54.931371624,4.1099917345,44.87023,5.3587074803,q2,2012
1195,3352,Household appliance mfg.,73.274543437,4.3547067279,70.31908,14.721487155,q2,2012
1196,336111,Automobile mfg.,72.697119363,2.8812794878,74.08759,8.3441909885,q2,2012
1197,336112,Light truck and utility vehicle mfg.,94.021539994,1.2345634664,96.58564,3.9037599529,q2,2012
1198,33612,Heavy duty truck mfg.,61.93825777,3.8031326601,66.56438399999999,4.0549917952,q2,2012
1199,3362,Motor vehicle body and trailer mfg.,67.038840765,3.4177263895,49.64772,4.3873903998,q2,2012
1200,3363,Motor vehicle parts mfg.,73.217601256,5.6505625652,85.64613,7.2792587474,q2,2012
1201,3364,Aerospace product and parts mfg.,83.037169271,1.8554045499,73.25307,16.132076393,q2,2012
1202,3371,Household and institutional furniture and kitchen cabinet mfg.,62.699907366,2.8562022115,42.52794,1.1652999992,q2,2012
1203,3372,Office furniture (incl. fixtures) mfg.,66.394810831,3.9370799689,51.317345,6.9413949738,q2,2012
1204,3379,Other furniture related product mfg.,69.393184292,5.9054228174,59.39565699999999,5.6334819966,q2,2012
1205,3391,Medical equipment and supplies mfg.,72.56211711,2.6341115784,52.73831,4.9243138831,q2,2012
1206,33999,All other miscellaneous mfg.,81.683324013,9.7667372264,57.755790000000005,8.0378711066,q2,2012
1207,51112,Periodical publishers,82.318495003,2.8159399441,51.532963,9.1867353907,q2,2012
1208,31-33,All manufacturing 1/,70.821371636,0.7048582816,65.25648000000001,0.9596794609,q3,2012
1209,31191,Snack food mfg.,75.612006787,2.2406224943,78.33791,15.273387574,q3,2012
1210,31192,Coffee and tea mfg.,63.468909431,2.0196994589,115.4249,7.9428685332,q3,2012
1211,3121,Beverage mfg.,77.68634576,1.7366918486,77.96371500000001,10.444592998,q3,2012
1212,3122,Tobacco mfg.,59.731571987,1.8241172138,57.262485999999996,12.062122856,q3,2012
1213,3131,"Fiber, yarn, and thread mills",71.527910159,4.6381451036,100.90518,16.308165324,q3,2012
1214,3132,Fabric mills,69.9256768,4.9389042102,101.45232,9.6683371213,q3,2012
1215,3133,"Textile and fabric finishing, and fabric coating mills",64.97698052,5.5740020535,69.93859,9.0253271252,q3,2012
1216,3141,Textile furnishings mills,50.296965724,8.1873606888,45.261528000000006,4.0487094955,q3,2012
1217,3149,Other textile product mills,63.989235059,6.1742137514,50.965435,4.669199238,q3,2012
1218,31511,Hosiery and sock mills,50.703677615,4.2698367635,88.50734,16.223454991,q3,2012
1219,31519,Other apparel knitting mills,88.699616226,3.121281847,44.831398,5.000268924,q3,2012
1220,31521,Cut and sew apparel contractors,54.586573115,6.6087789935,33.137363,5.6536197554,q3,2012
1221,31522,Men's and boy's cut and sew apparel mfg.,55.167505016,10.250767684,41.320187,0.5180053001,q3,2012
1222,31523,Women's and girl's cut and sew apparel mfg.,70.884589495,7.0100565384,31.04474,13.527182103,q3,2012
1223,31529,Other cut and sew apparel mfg.,73.588679286,5.1194069379,68.58389,20.165617395,q3,2012
1224,3159,Apparel accessories and other apparel mfg.,73.731705426,6.463672339,45.401759999999996,4.6865656202,q3,2012
1225,3161,Leather and hide tanning and finishing,79.594252223,2.1744900728,57.095425,6.7557760692,q3,2012
1226,3162,Footwear mfg.,70.835402282,4.0964521963,42.777359999999994,1.8140641484,q3,2012
1227,3169,Other leather and allied product mfg.,37.106865187,4.6625459089,41.46219,2.0337283578,q3,2012
1228,3211,Sawmills and wood preservation,56.650125878,5.6212705617,49.627823,2.9845161272,q3,2012
1229,3212,"Veneer, plywood, and engineered wood product mfg.",64.45288606,6.7658094976,70.491196,8.9425511807,q3,2012
1230,3219,Other wood product mfg.,61.421694795,2.4534835566,45.120483,1.8710034433,q3,2012
1231,32211,Pulp mills,83.91579566,6.5738208115,138.05626999999998,16.543656143,q3,2012
1232,32212,Paper mills,81.729642374,3.8390966888,144.74358999999998,8.5428808156,q3,2012
1233,32213,Paperboard mills,80.651628846,10.347547377,145.33495,10.931721554,q3,2012
1234,3222,Converted paper product mfg.,70.963031915,2.6922245567,94.58809000000001,7.6439841365,q3,2012
1235,3231,Printing and related support activities,58.776954584,3.1952486856,61.134907,4.0556606349,q3,2012
1236,32411,Petroleum refineries,86.962447124,1.5913545006,158.18237,4.2594341098,q3,2012
1237,32511,Petrochemical mfg.,82.189108654,3.7996116911,168.0,0.0,q3,2012
1238,325193,Ethyl alcohol mfg.,83.371036641,3.2895233909,167.92253,0.0717532318,q3,2012
1239,325211,Plastics material and resin mfg.,71.66518919,5.5278912229,63.87981800000001,10.628269351,q3,2012
1240,325212,Synthetic rubber mfg.,60.337107276,6.3875690192,87.33203,3.9551659258,q3,2012
1241,32522,Artificial and synthetic fibers and filaments mfg.,70.461800756,10.141391816,62.213359999999994,19.303916743,q3,2012
1242,32531,Fertilizer mfg.,65.239201908,7.5690974218,97.0242,15.762260545,q3,2012
1243,32532,Pesticide and other agricultural chemical mfg.,39.372751581,9.5051926807,56.469578000000006,10.832164482,q3,2012
1244,3254,Pharmaceutical and medicine mfg.,54.970357256,2.3090928467,61.514626,9.3096574138,q3,2012
1245,3255,"Paint, coating, and adhesive mfg.",67.796502648,3.2149572616,55.05080400000001,5.3611752938,q3,2012
1246,3256,"Soap, cleaning compound, and toilet preparation mfg.",60.189978961,4.5398574347,77.021194,10.918936271,q3,2012
1247,3259,Other chemical product and preparation mfg.,65.455803713,3.5850193211,93.0932,15.137002015,q3,2012
1248,3261,Plastics product mfg.,63.696666035,3.6210781189,75.7553,5.3163924895,q3,2012
1249,32621,Tire mfg.,84.508192556,2.3555670145,52.950935,5.0598817842,q3,2012
1250,3271,Clay product and refractory mfg.,56.951102552,5.2711068843,92.863945,16.727967947,q3,2012
1251,3272,Glass and glass product mfg.,81.191881434,3.8557575356,107.51925,19.748360656,q3,2012
1252,32731,Cement mfg.,70.913627808,4.9364508398,136.56694,16.727160966,q3,2012
1253,3274,Lime and gypsum product mfg.,53.660649279,9.9787302156,65.29333000000001,17.795119914,q3,2012
1254,3279,Other nonmetallic mineral product mfg,58.128529013,8.8833769173,45.682384000000006,2.2734705083,q3,2012
1255,3313,Alumina and aluminum production and processing,79.71122392,2.863107818,139.28717,6.9708755401,q3,2012
1256,3314,Nonferrous metal (except aluminum) production and processing,56.680493666,2.7609536946,94.74826999999999,14.915128162,q3,2012
1257,3315,Foundries,72.948742084,1.7709572703,65.80355,8.3970866173,q3,2012
1258,3331,"Agriculture, construction, and mining machinery mfg.",70.956444797,2.8259741578,72.41849,10.679290173,q3,2012
1259,3332,Industrial machinery mfg.,57.723975565,5.081276615,55.114998,4.8518760588,q3,2012
1260,3333,Commercial and service industry machinery mfg.,77.945476921,2.2049805147,60.616172999999996,9.1862067259,q3,2012
1261,3334,"Ventilation, heating, air-conditioning, and commercial refrigeration equipment mfg.",54.087000253,2.3827555404,52.75058000000001,4.6128334313,q3,2012
1262,3335,Metalworking machinery mfg.,72.13307416,4.1130791807,65.423294,4.7698693976,q3,2012
1263,3336,"Engine, turbine, and power transmission equipment mfg.",76.618426695,1.3249355703,89.82723,12.623833861,q3,2012
1264,3339,Other general purpose machinery mfg.,67.721032665,4.4943379933,55.080875,4.2323673469,q3,2012
1265,3341,Computer and peripheral equipment mfg.,61.169906996,4.8895574468,59.412918000000005,11.232253077,q3,2012
1266,3342,Communications equipment mfg.,71.627780865,3.3903244518,70.063965,13.186564234,q3,2012
1267,334411,Electron tube mfg.,59.062903993,2.0942413419,52.382626,6.260684955,q3,2012
1268,334413,Semiconductor and related device mfg.,65.297811367,1.7713122751,60.09626,12.902502561,q3,2012
1269,3345,"Navigational, measuring, electromedical, and control instruments mfg.",68.449492163,2.3853445,53.123955,4.498155279,q3,2012
1270,3351,Electric lighting equipment mfg.,52.917272303,3.6930117186,45.314743,6.5448253801,q3,2012
1271,3352,Household appliance mfg.,61.760227809,3.9397820875,49.210033,5.5548134782,q3,2012
1272,336111,Automobile mfg.,71.94070874,2.7487460874,81.71010600000001,9.9577921893,q3,2012
1273,336112,Light truck and utility vehicle mfg.,81.552554054,1.9408616706,102.4257,4.4026991627,q3,2012
1274,33612,Heavy duty truck mfg.,49.002519306,2.9427684462,66.56438399999999,4.0549917952,q3,2012
1275,3362,Motor vehicle body and trailer mfg.,60.347274617,4.6541621855,48.908497,4.3015701698,q3,2012
1276,3363,Motor vehicle parts mfg.,67.560781482,4.3447074269,84.05906,6.7455649613,q3,2012
1277,3364,Aerospace product and parts mfg.,83.613150425,1.5794629035,60.565895,8.5642475126,q3,2012
1278,3371,Household and institutional furniture and kitchen cabinet mfg.,59.730913829,2.8392299656,42.89206,1.2756585089,q3,2012
1279,3372,Office furniture (incl. fixtures) mfg.,65.920584866,3.7206189607,45.162113,2.7844541716,q3,2012
1280,3379,Other furniture related product mfg.,71.147948676,4.986258658,56.8955,6.9710616427,q3,2012
1281,3391,Medical equipment and supplies mfg.,70.774925345,2.6223480022,51.251059999999995,4.831713581,q3,2012
1282,33999,All other miscellaneous mfg.,84.813155957,8.5892335172,59.461327000000004,8.5167828862,q3,2012
1283,51112,Periodical publishers,81.140345951,2.5681372614,54.890316000000006,12.2147717,q3,2012
1284,31-33,All manufacturing 1/,70.286266218,0.834467266,65.31661,0.9678425221,q4,2012
1285,31191,Snack food mfg.,76.898514285,3.0220528415,100.12498000000001,7.9145439048,q4,2012
1286,31192,Coffee and tea mfg.,71.490531791,2.387600481,107.614655,10.510046154,q4,2012
1287,3121,Beverage mfg.,67.417072818,3.8057765919,69.6663,9.9738435285,q4,2012
1288,3122,Tobacco mfg.,59.281969109,0.1,87.54439,7.4242789352,q4,2012
1289,3131,"Fiber, yarn, and thread mills",69.936494846,4.4782244292,99.4187,15.953768876,q4,2012
1290,3132,Fabric mills,70.007609339,5.277141044,97.87611,13.826956589,q4,2012
1291,3133,"Textile and fabric finishing, and fabric coating mills",69.809382725,4.2353651752,69.74406,9.0592932528,q4,2012
1292,3141,Textile furnishings mills,48.933506563,8.4384635839,45.15849,4.0696656324,q4,2012
1293,3149,Other textile product mills,65.339907434,6.2018886846,50.296875,4.5694593533,q4,2012
1294,31511,Hosiery and sock mills,56.74217145,1.9729344853,72.65634,7.5987671984,q4,2012
1295,31519,Other apparel knitting mills,87.727685894,1.3627257403,44.92703,5.1690543568,q4,2012
1296,31521,Cut and sew apparel contractors,67.539072351,10.185269621,30.334259000000003,7.4125713145,q4,2012
1297,31522,Men's and boy's cut and sew apparel mfg.,65.250046116,3.1856535574,37.58996,3.4780073696,q4,2012
1298,31523,Women's and girl's cut and sew apparel mfg.,80.389000096,4.9695372567,30.327409999999997,5.7292417509,q4,2012
1299,31529,Other cut and sew apparel mfg.,65.513295404,4.4638500633,68.65136,20.60956941,q4,2012
