,PRIMARY_NAICS_CODE,month,HEAT_INPUT_MMBtu
121,325120.0,11,0.7652828
122,325120.0,12,0.7609427
123,325181.0,1,0.826233
124,325181.0,2,0.82790804
125,325181.0,3,0.60454875
126,325181.0,4,0.74271584
127,325181.0,5,0.8022168
128,325181.0,6,0.8499435
129,325181.0,7,0.8586627
130,325181.0,8,0.8310451
131,325181.0,9,0.8319228
132,325181.0,10,0.72774076
133,325181.0,11,0.8399901
134,325181.0,12,0.8312015
135,325192.0,5,0.4268513
136,325192.0,6,0.42770165
137,325192.0,7,0.45378315
138,325192.0,8,0.44568622
139,325192.0,9,0.5037755
140,325193.0,1,0.71739024
141,325193.0,2,0.6790374
142,325193.0,3,0.70304
143,325193.0,4,0.46100354
144,325193.0,5,0.65894777
145,325193.0,6,0.66959137
146,325193.0,7,0.6864067
147,325193.0,8,0.67542535
148,325193.0,9,0.6604252
149,325193.0,10,0.6208042
150,325193.0,11,0.64567804
151,325193.0,12,0.67621994
152,325199.0,1,0.6926431
153,325199.0,2,0.35973895
154,325199.0,3,0.5882213
155,325199.0,4,0.71779186
156,325199.0,5,0.69717103
157,325199.0,6,0.7044417
158,325199.0,7,0.67731476
159,325199.0,8,0.73336196
160,325199.0,9,0.67549527
161,325199.0,10,0.5449578
162,325199.0,11,0.5763303
163,325199.0,12,0.35430214
164,325211.0,1,0.8223528
165,325211.0,2,0.8251619
166,325211.0,3,0.79050416
167,325211.0,4,0.68702704
168,325211.0,5,0.6877204
169,325211.0,6,0.7893575
170,325211.0,7,0.83315235
171,325211.0,8,0.80905294
172,325211.0,9,0.79063
173,325211.0,10,0.83194596
174,325211.0,11,0.83221024
175,325211.0,12,0.834779
176,325221.0,5,0.7044098
177,325221.0,6,0.7146662
178,325221.0,7,0.6892126
179,325221.0,8,0.67271405
180,325221.0,9,0.66586983
181,325320.0,5,0.58736026
182,325320.0,6,0.50398546
183,325320.0,7,0.73639554
184,325320.0,8,0.5532623
185,325320.0,9,0.5496321
186,325611.0,5,0.5233354
187,325611.0,6,0.7419557
188,325611.0,7,0.7723766
189,325611.0,8,0.7207818
190,325611.0,9,0.5947676
191,325992.0,1,0.6489117
192,325992.0,2,0.61823946
193,325992.0,3,0.616794
194,325992.0,4,0.6842971
195,325992.0,5,0.635031
196,325992.0,6,0.63436586
197,325992.0,7,0.69493294
198,325992.0,8,0.7444461
199,325992.0,9,0.61412627
200,325992.0,10,0.5728358
201,325992.0,11,0.5944534
202,325992.0,12,0.61201787
203,331111.0,1,0.4861053
204,331111.0,2,0.7551456
205,331111.0,3,0.48142102
206,331111.0,4,0.70595115
207,331111.0,5,0.27980453
208,331111.0,6,0.31402323
209,331111.0,7,0.31952962
210,331111.0,8,0.31222025
211,331111.0,9,0.3644381
212,331312.0,1,0.80023026
213,331312.0,2,0.7803546
214,331312.0,3,0.6763831
215,331312.0,4,0.63134754
216,331312.0,5,0.6706662
217,331312.0,6,0.6886075
218,331312.0,7,0.7635482
219,331312.0,8,0.77932906
220,331312.0,9,0.74020535
221,331312.0,10,0.7559943
222,331312.0,11,0.7252589
223,331312.0,12,0.78171694
224,336412.0,1,0.5690552
225,336412.0,2,0.76149875
226,336412.0,3,0.7021115
227,336412.0,4,0.66087806
228,336412.0,5,0.53810376
229,336412.0,6,0.51592565
230,336412.0,7,0.56413186
231,336412.0,8,0.5687477
232,336412.0,9,0.37586457
233,336412.0,10,0.44623834
234,336412.0,11,0.59928393
235,336412.0,12,0.7438836
