,Weekly_op_hours,Weekly_op_hours,Weekly_op_hours,Weekly_op_hours,Weekly_op_hours_high,Weekly_op_hours_high,Weekly_op_hours_high,Weekly_op_hours_high,Weekly_op_hours_low,Weekly_op_hours_low,Weekly_op_hours_low,Weekly_op_hours_low
Q,q1,q2,q3,q4,q1,q2,q3,q4,q1,q2,q3,q4
NAICS,,,,,,,,,,,,
3111,93.71955,89.40029166666666,89.40029166666666,89.40029166666666,105.47473035888672,100.83772681681315,100.83772681681315,100.83772681681315,81.96436964111328,77.96285651652018,77.96285651652018,77.96285651652018
3112,86.522285,94.38819166666667,94.38819166666667,94.38819166666667,102.58079864135742,111.94697551574707,111.94697551574707,111.94697551574707,70.46377135864257,76.82940781758626,76.82940781758626,76.82940781758626
3113,84.8982,87.24638166666666,87.24638166666666,87.24638166666666,108.01945205993653,109.04514430603028,109.04514430603028,109.04514430603028,61.77694794006348,65.44761902730306,65.44761902730306,65.44761902730306
3114,84.8982,87.24638166666666,87.24638166666666,87.24638166666666,108.01945205993653,109.04514430603028,109.04514430603028,109.04514430603028,61.77694794006348,65.44761902730306,65.44761902730306,65.44761902730306
3115,86.522285,94.38819166666667,94.38819166666667,94.38819166666667,102.58079864135742,111.94697551574707,111.94697551574707,111.94697551574707,70.46377135864257,76.82940781758626,76.82940781758626,76.82940781758626
3116,86.522285,94.38819166666667,94.38819166666667,94.38819166666667,102.58079864135742,111.94697551574707,111.94697551574707,111.94697551574707,70.46377135864257,76.82940781758626,76.82940781758626,76.82940781758626
3117,93.71955,89.40029166666666,89.40029166666666,89.40029166666666,105.47473035888672,100.83772681681315,100.83772681681315,100.83772681681315,81.96436964111328,77.96285651652018,77.96285651652018,77.96285651652018
3118,93.71955,89.40029166666666,89.40029166666666,89.40029166666666,105.47473035888672,100.83772681681315,100.83772681681315,100.83772681681315,81.96436964111328,77.96285651652018,77.96285651652018,77.96285651652018
31191,98.51218874999999,98.51218874999999,98.51218874999999,98.51218874999999,116.26320775100707,116.26320775100707,116.26320775100707,116.26320775100707,80.76116974899293,80.76116974899293,80.76116974899293,80.76116974899293
31192,119.37212,124.93356833333333,124.93356833333333,124.93356833333333,135.76234827148437,144.6172231184896,144.6172231184896,144.6172231184896,102.98189172851562,105.24991354817708,105.24991354817708,105.24991354817708
31193,67.65698,61.11801866666667,61.11801866666667,61.11801866666667,83.59600111053467,77.35908083097331,77.35908083097331,77.35908083097331,51.717958889465336,44.87695650236003,44.87695650236003,44.87695650236003
31194,67.65698,61.11801866666667,61.11801866666667,61.11801866666667,83.59600111053467,77.35908083097331,77.35908083097331,77.35908083097331,51.717958889465336,44.87695650236003,44.87695650236003,44.87695650236003
31199,67.65698,61.11801866666667,61.11801866666667,61.11801866666667,83.59600111053467,77.35908083097331,77.35908083097331,77.35908083097331,51.717958889465336,44.87695650236003,44.87695650236003,44.87695650236003
3121,89.39153,85.14332999999999,85.14332999999999,85.14332999999999,107.43847938659668,100.70709457214355,100.70709457214355,100.70709457214355,71.34458061340332,69.57956542785644,69.57956542785644,69.57956542785644
3122,56.532734,53.616683333333334,53.616683333333334,53.616683333333334,73.40570076635743,89.08563805541992,89.08563805541992,89.08563805541992,39.659767233642576,18.147728611246745,18.147728611246745,18.147728611246745
