,carbon_content,carbon_content_uom,facility_id,facility_name,fuel_combusted,fuel_combusted_uom,fuel_type,high_heat_value,high_heat_value_uom,molecular_weight,molecular_weight_uom,month,reporting_year,unit_name
467,3.17,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,839772.2,gallons/month,Residual Fuel Oil No. 6,,,,,July,2016,K2
468,3.21,kg C per gallon,1005504,PREPA AGUIRRE POWER GENERATION COMPLEX,0.0,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,AG2
469,3.21,kg C per gallon,1005504,PREPA AGUIRRE POWER GENERATION COMPLEX,12460157.22,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,AG1
470,3.25,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,0,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,SC3
471,3.25,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,0,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,SC4
472,3.25,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,4931178.42,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,SC5
473,3.25,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,3365781.72,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,SC6
474,3.29,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,3001947.06,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,SJ8
475,0,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,0,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,SJ10
476,3.29,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,3751067.04,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,SJ9
477,3.29,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,4154570.28,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,SJ7
478,0.5990,kg C per gallon,1007985,NATIONAL CEMENT COMPANY INC.,1295,gallons/month,Other Oil (>401 deg F),,,,,June,2016,Kiln #1
479,3.234,kg C per gallon,1001906,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,12264,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,No 6 Power Boiler
480,3.16,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,1000396.9,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,K1
481,3.16,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2102473.6,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,K2
482,3.16,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2051051.4,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,K3
483,3.16,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2506259.60,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,K4
484,3.16,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2585231.5,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,K5
485,3.16,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,4743460.3,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,K6
486,2.56,kg C per gallon,1006366,ND Paper Inc - Rumford Division,0,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,Power Boiler No. 3
487,3.11,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,127466.00,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,W3
488,3.11,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,165631.90,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,W4
489,3.110,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,1208716.40,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,W5
490,3.11,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,775155.7,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,W6
491,3.11,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,955.90,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,W7
492,3.11,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,2422882.20,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,W8
493,3.16,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,7723908.78,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,PS3
494,3.16,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,2613043.86,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,PS1
495,3.17,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,3500857.92,gallons/month,Residual Fuel Oil No. 6,,,,,June,2016,PS2
496,3.23,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,263654.16,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,SJ10
497,3.23,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,3845785.02,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,SJ8
498,3.23,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,4446281.28,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,SJ7
499,0.5990,kg C per gallon,1007985,NATIONAL CEMENT COMPANY INC.,1512,gallons/month,Other Oil (>401 deg F),,,,,March,2016,Kiln #1
500,3.344,kg C per gallon,1001906,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,16170,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,No 6 Power Boiler
501,3.17,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2028790.6,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,K1
502,3.17,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2066592.6,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,K2
503,3.17,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,550397.6,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,K3
504,3.17,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,625032.30,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,K4
505,3.17,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,3547596.4,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,K5
506,3.17,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,3885398.5,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,K6
507,2.97,kg C per gallon,1006366,ND Paper Inc - Rumford Division,41036,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,Power Boiler No. 3
508,3.16,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,41070.70,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,W3
509,3.16,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,233299.40,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,W4
510,3.160,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,156921.40,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,W5
511,3.16,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,534676.0,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,W6
512,3.16,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,2073336.90,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,W7
513,3.16,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,2340445.50,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,W8
514,3.21,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,4094472.48,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,PS3
515,3.21,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,0,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,PS1
516,3.23,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,0,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,PS2
517,3.20,kg C per gallon,1005504,PREPA AGUIRRE POWER GENERATION COMPLEX,0.0,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,AG2
518,3.20,kg C per gallon,1005504,PREPA AGUIRRE POWER GENERATION COMPLEX,14781052.86,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,AG1
519,3.22,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,0,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,SC3
520,3.22,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,0,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,SC4
521,3.22,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,5680248.84,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,SC5
522,3.22,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,4743989.04,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,SC6
523,3.23,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,331299.78,gallons/month,Residual Fuel Oil No. 6,,,,,March,2016,SJ9
524,0,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,0,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,SJ10
525,3.26,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,3773659.26,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,SJ9
526,3.26,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,1041380.34,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,SJ7
527,0.5990,kg C per gallon,1007985,NATIONAL CEMENT COMPANY INC.,1249,gallons/month,Other Oil (>401 deg F),,,,,May,2016,Kiln #1
528,3.265,kg C per gallon,1001906,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,6552,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,No 6 Power Boiler
529,3.10,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2153118.8,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,K1
530,3.10,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2395226.0,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,K2
531,3.10,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2239771.2,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,K3
532,3.10,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,3029824.00,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,K4
533,3.10,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,4828467.9,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,K5
534,3.10,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,637550.0,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,K6
535,3.08,kg C per gallon,1006366,ND Paper Inc - Rumford Division,32336,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,Power Boiler No. 3
536,3.12,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,305389.70,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,W3
537,3.12,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,117343.30,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,W4
538,3.120,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,1426460.90,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,W5
539,3.12,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,670140.3,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,W6
540,3.12,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,0.00,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,W7
541,3.12,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,2492093.70,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,W8
542,3.23,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,3028058.04,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,PS3
543,3.23,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,3281075.7,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,PS1
544,3.19,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,3662180.34,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,PS2
545,3.20,kg C per gallon,1005504,PREPA AGUIRRE POWER GENERATION COMPLEX,0.0,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,AG2
546,3.20,kg C per gallon,1005504,PREPA AGUIRRE POWER GENERATION COMPLEX,12804296.82,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,AG1
547,3.22,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,0,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,SC3
548,3.22,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,0,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,SC4
549,3.22,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,5015857.14,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,SC5
550,3.22,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,3710610.54,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,SC6
551,3.26,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,2565498.6,gallons/month,Residual Fuel Oil No. 6,,,,,May,2016,SJ8
552,0,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,0,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,SJ10
553,3.17,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,1351596.12,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,SJ8
554,3.17,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,3578793.96,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,SJ7
555,0.5990,kg C per gallon,1007985,NATIONAL CEMENT COMPANY INC.,788,gallons/month,Other Oil (>401 deg F),,,,,November,2016,Kiln #1
556,3.352,kg C per gallon,1001906,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,3738,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,No 6 Power Boiler
557,3.12,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2220437.2,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,K1
558,3.12,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2139898.2,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,K2
559,3.12,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,355585.2,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,K3
560,3.12,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2409552.20,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,K4
561,3.12,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,4444692.6,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,K5
562,3.12,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,1146938.5,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,K6
563,2.91,kg C per gallon,1006366,ND Paper Inc - Rumford Division,0,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,Power Boiler No. 3
564,3.16,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,281006.80,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,W3
565,3.16,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,0.00,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,W4
566,3.160,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,695728.10,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,W5
567,3.16,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,991356.1,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,W6
568,3.16,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,1614707.60,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,W7
569,3.16,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,2371237.40,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,W8
570,3.21,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,5452277.88,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,PS3
571,3.21,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,2183037.78,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,PS1
572,3.21,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,2371587.96,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,PS2
573,3.22,kg C per gallon,1005504,PREPA AGUIRRE POWER GENERATION COMPLEX,0.0,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,AG2
574,3.22,kg C per gallon,1005504,PREPA AGUIRRE POWER GENERATION COMPLEX,13479304.86,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,AG1
575,3.14,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,0,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,SC3
576,3.14,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,0,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,SC4
577,3.14,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,2792742.96,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,SC5
578,3.14,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,3094222.74,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,SC6
579,3.17,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,3582106.08,gallons/month,Residual Fuel Oil No. 6,,,,,November,2016,SJ9
580,0,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,0,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,SJ10
581,3.23,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,3289231.68,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,SJ8
582,3.23,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,1177269.66,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,SJ7
583,0.5990,kg C per gallon,1007985,NATIONAL CEMENT COMPANY INC.,1036,gallons/month,Other Oil (>401 deg F),,,,,October,2016,Kiln #1
584,3.348,kg C per gallon,1001906,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,2016,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,No 6 Power Boiler
585,3.10,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2370619.9,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,K1
586,3.10,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,1758001.3,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,K2
587,3.10,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,1673284.0,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,K3
588,3.10,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2636948.30,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,K4
589,3.10,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,1314939.7,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,K5
590,3.10,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,4670616.7,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,K6
591,3,kg C per gallon,1006366,ND Paper Inc - Rumford Division,0,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,Power Boiler No. 3
592,3.17,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,181149.10,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,W3
593,3.17,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,228734.30,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,W4
594,3.170,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,429771.70,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,W5
595,3.17,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,899960.8,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,W6
596,3.17,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,2669539.40,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,W7
597,3.17,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,1740175.80,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,W8
598,3.16,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,4333346.64,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,PS3
599,3.16,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,3181187.1,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,PS1
600,3.16,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,3305428.98,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,PS2
601,3.23,kg C per gallon,1005504,PREPA AGUIRRE POWER GENERATION COMPLEX,0.0,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,AG2
602,3.23,kg C per gallon,1005504,PREPA AGUIRRE POWER GENERATION COMPLEX,14069476.26,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,AG1
603,3.15,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,0,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,SC3
604,3.15,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,0,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,SC4
605,3.15,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,3549343.14,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,SC5
606,3.15,kg C per gallon,1007452,PR ELEC POWER AUTH SOUTH COAST STATION,3069140.76,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,SC6
607,3.23,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,3945256.14,gallons/month,Residual Fuel Oil No. 6,,,,,October,2016,SJ9
608,0,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,0,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,SJ10
609,3.12,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,3839172.12,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,SJ8
610,3.12,kg C per gallon,1003649,PREPA San Juan Steam Power Plant,0,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,SJ7
611,0.5990,kg C per gallon,1007985,NATIONAL CEMENT COMPANY INC.,1049,gallons/month,Other Oil (>401 deg F),,,,,September,2016,Kiln #1
612,3.357,kg C per gallon,1001906,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,16464,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,No 6 Power Boiler
613,3.15,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2262567.6,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,K1
614,3.15,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,1661423.2,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,K2
615,3.15,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2025686.8,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,K3
616,3.15,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,2488476.90,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,K4
617,3.15,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,1470406.1,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,K5
618,3.15,kg C per gallon,1007740,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,4117635.4,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,K6
619,2.84,kg C per gallon,1006366,ND Paper Inc - Rumford Division,0,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,Power Boiler No. 3
620,3.20,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,237152.80,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,W3
621,3.2,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,384852.80,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,W4
622,3.200,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,693636.80,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,W5
623,3.20,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,753665.6,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,W6
624,3.20,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,2672972.30,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,W7
625,3.20,kg C per gallon,1007845,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,2345279.70,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,W8
626,3.25,kg C per gallon,1003650,PREPA Palo Seco Steam Power Plant,5847534.42,gallons/month,Residual Fuel Oil No. 6,,,,,September,2016,PS3
