,FACILITY_ID,FACILITY_NAME,ADDRESS1,ADDRESS2,CITY,STATE,STATE_NAME,ZIP,COUNTY_FIPS,COUNTY,LATITUDE,LONGITUDE,YEAR,CEMS_USED,PARENT_COMPANY,ADDITIONAL_NAICS_CODES,COGENERATION_UNIT_EMISS_IND,PLANT_CODE_INDICATOR,PRIMARY_NAICS_CODE,SECONDARY_NAICS_CODE,EPA_VERIFIED
18,1000025,PLACID REFINING CO LLC - PORT ALLEN REFINERY,"1940 LA HWY 1, NORTH",,PORT ALLEN,LA,LOUISIANA,70767,22121,WEST BATON ROUGE PARISH,30.475803,-91.208107,2014,,PLACID REFINING CO LLC (100%),,Y,N,324110,,
19,1000026,Ardagh Glass Inc. (Wilson),2201 FIRESTONE PARKWAY,,WILSON,NC,NORTH CAROLINA,27893,37195,WILSON COUNTY,35.7602,-77.8826,2014,,ARDAGH HOLDINGS USA INC (100%),,N,N,327213,,
20,1000027,The Children\s Hospital of Philadelphia,34th Street and Civic Center Boulevard,,Philadelphia,PA,PENNSYLVANIA,19104,42101,PHILADELPHIA,39.94776,-75.19391,2014,,THE CHILDREN'S HOSPITAL OF PHILADELPHIA (100%),,N,N,622110,,
21,1000028,Ardagh Glass Inc. (Pevely),1500 Ardagh Group Drive,,PEVELY,MO,MISSOURI,63070,29099,JEFFERSON COUNTY,38.295167,-90.400944,2014,,ARDAGH HOLDINGS USA INC (100%),,N,N,327213,,
22,1000029,NUCOR STEEL SEATTLE INC,2424 SOUTHWEST ANDOVER STREET,,SEATTLE,WA,WASHINGTON,98106,53033,KING,47.569331,-122.367332,2014,,NUCOR CORPORATION (100%),,N,N,331111,,
23,1000030,US MAGNESIUM LLC,12819 North Skull Valley Rd,,Grantsville,UT,UTAH,84029,49045,TOOELE COUNTY,40.915581,-112.734253,2014,,THE RENCO GROUP INC (100%),,N,N,331419,,
24,1000031,Northwest Regional Landfill,19401 W. Deer Valley Rd,,Surprise,AZ,ARIZONA,85387,04013,MARICOPA COUNTY,33.68202,-112.4701,2014,,WASTE MANAGEMENT INC (100%),,N,Y,562212,,
25,1000032,KRATON POLYMERS U S LLC,2419 State Route 618,,BELPRE,OH,OHIO,45714,39167,WASHINGTON COUNTY,39.281072,-81.637901,2014,,"KRATON POLYMERS U.S., LLC (100%)",325991,N,N,325212,,
26,1000033,San Gabriel Cogeneration Facility,1507 Mount Vernon Ave.,,Pomona,CA,CALIFORNIA,91768,06037,LOS ANGELES,34.05845,-117.775114,2014,,"VERESEN, INC (100%)",,Y,Y,221112,,
27,1000034,ADM SOYBEAN PROCESSING - DES MOINES,1935 EAST EUCLID AVENUE,,DES MOINES,IA,IOWA,50313,19153,POLK COUNTY,41.626329,-93.583205,2014,,ARCHER DANIELS MIDLAND CO (100%),,Y,Y,311222,311225,
28,1000035,ANDERSONS MARATHON ETHANOL LLC,5728 E SEBRING WARNER RD,,GREENVILLE,OH,OHIO,45331,39037,DARKE,40.081111,-84.591667,2014,,"THE ANDERSONS, INC (50%); MARATHON RENEWABLE FUELS CORPORATION (25%); MARATHON RENEWABLE FUELS LLC (25%)",,N,N,325193,,
29,1000036,UNIVERSITY OF CINCINNATI,3000 Glendora Ave.,,CINCINNATI,OH,OHIO,45219,39061,HAMILTON COUNTY,39.13457,-84.50982,2014,,UNIVERSITY OF CINCINNATI (100%),,Y,Y,611310,,
30,1000037,TYSON FRESH MEATS INC,28424 38th Avenue North,,Hillsdale,IL,ILLINOIS,61257,17161,ROCK ISLAND COUNTY,41.551434,-90.225723,2014,,"TYSON FOODS, INC. (100%)","311613,316110",N,N,311611,311612,
31,1000038,TYSON FRESH MEATS,13983 DODD ROAD,,WALLULA,WA,WASHINGTON,99363,53071,WALLA WALLA COUNTY,46.136899,-118.914299,2014,,"TYSON FOODS, INC (100%)",,N,N,311611,,
32,1000039,GE's Grid Solutions,One Power Lane,,Charleroi,PA,PENNSYLVANIA,15022,42125,WASHINGTON,40.124713,-79.930463,2014,,ALSTOM INC (100%),,N,Y,335313,,
33,1000040,"Tyson Fresh Meats, Inc.- Dakota City, NE",5200 Highway 35 & IBP Avenue,,DAKOTA CITY,NE,NEBRASKA,68731,31043,DAKOTA,42.425506,-96.416315,2014,,"TYSON FOODS, INC. (100%)","311613,316110",N,N,311611,311612,
34,1000041,WISCONSIN PAPERBOARD CORP,1514 E THOMAS AVE,,MILWAUKEE,WI,WISCONSIN,53211,55079,MILWAUKEE COUNTY,43.06139,-87.89162,2014,,THE NEWARK GROUP INC (100%),,N,N,322130,,
35,1000043,PRAXAIR Texas City Hydrogen Complex,"1720 GRANT AVE, GATE 16",,TEXAS CITY,TX,TEXAS,77590,48167,GALVESTON COUNTY,29.365859,-94.936113,2014,,"PRAXAIR, INC. (100%)",,N,N,325120,,
36,1000045,TYSON POULTRY INC.-SEDALIA,19571 WHITFIELD RD,,SEDALIA,MO,MISSOURI,65301,29159,PETTIS,38.75087,-93.326088,2014,,"TYSON FOODS, INC (100%)",,N,N,311615,,
37,1000046,BADLANDS SANITARY LANDFILL,31125 IRONWOOD AVENUE,,MORENO VALLEY,CA,CALIFORNIA,92555,06065,RIVERSIDE COUNTY,33.9541,-117.1168,2014,,COUNTY OF RIVERSIDE (100%),,N,Y,562212,,
38,1000047,PENOBSCOT ENERGY RECOVERY CO.,29 INDUSTRIAL WAY,,ORRINGTON,ME,MAINE,04474,23019,PENOBSCOT COUNTY,44.738333,-68.825833,2014,,SET PERC INVESTMENT LLC (52.7%); PERC HOLDINGS LLC (24.3%); EQUITY CHARTER MUNICIPALITIES (23%),,N,N,562213,,
39,1000048,"ALLISON TRANSMISSION, Inc.",One Allison Way,,INDIANAPOLIS,IN,INDIANA,46222,18097,MARION,39.78039,-86.238893,2014,,"ALLISON TRANSMISSION, INC (100%)",,N,Y,336350,,
40,1000049,Lange,2900 LANGE ROAD,,RAPID CITY,SD,SOUTH DAKOTA,57702,46103,Pennington,44.1212,-103.2608,2014,,BLACK HILLS CORP (100%),,NA,Y,221112,,
41,1000050,Wygen I,13151 HIGHWAY 51,,GILLETTE,WY,WYOMING,82718,56005,Campbell,44.2862,-105.3843,2014,,BLACK HILLS CORP (76.5%); MUNICIPAL ENERGY AGENCY OF NEBRASKA (23.5%),,NA,Y,221112,,
42,1000051,"Mariposa Energy, LLC",4887 Bruns Road,,Byron,CA,CALIFORNIA,94514,06001,ALAMEDA,37.7965,-121.6049,2014,,DIAMOND GENERATING CORP (100%),,N,Y,221112,,
43,1000052,Mesquite Generating Station,37625 W ELLIOT RD,,ARLINGTON,AZ,ARIZONA,85322,04013,Maricopa,33.3451,-112.8638,2014,,SALT RIVER PROJECT (50%); SEMPRA U.S GAS & POWER (50%),,N,Y,221112,,
44,1000053,TEXAS MEDICAL CENTER CENTRAL HEATING AND COOLING SERVICES CORPORATION,1615 BRAESWOOD,,HOUSTON,TX,TEXAS,77030,48201,HARRIS,29.703682,-95.396186,2014,,TEXAS MEDICAL CENTER CENTRAL HEATING & COOLING SERVICES CORP (100%),221330,Y,N,221310,,
45,1000054,City of Tallahassee Natural Gas Utility,2602 Jackson Bluff Road,,Tallahassee,FL,FLORIDA,32304,12073,LEON COUNTY,30.438696,-84.332473,2014,,CITY OF TALLAHASSEE (100%),,N,N,221210,,
46,1000056,SPECIALTY MINERALS,260 COLUMBIA STREET,,ADAMS,MA,MASSACHUSETTS,01220,25003,BERKSHIRE COUNTY,42.6432,-73.1135,2014,,MINERALS TECHNOLOGIES INC (100%),,N,N,327410,,
47,1000057,Tri-Center Naniwa Energy,225 AMSTERDAM CT,,MCCARRAN,NV,NEVADA,89434,32029,Storey,39.5617,-119.5175,2014,,MORGAN STANLEY (100%),,N,Y,221112,,
48,1000059,Tenaska Kiamichi Generating Station,4386 Old 69 Road,,KIOWA,OK,OKLAHOMA,74553,40121,Pittsburg,34.6831,-95.9349,2014,,"TENASKA ENERGY, INC. AND TENASKA ENERGY HOLDINGS, LLC (65%); TYR ENERGY, INC. AND CHUBU ELECTRIC POWER CO., INC. (35%)",,N,Y,221112,,
49,1000060,Limon Generating Station,48303 STATE ROAD 71,,LIMON,CO,COLORADO,80828,08073,Lincoln,39.2038,-103.7005,2014,,TRI-STATE GENERATION & TRANSMISSION (100%),,N,Y,221112,,
50,1000061,Frank Knutson Station,13501 POWHATEN ROAD,,COMMERCE CITY,CO,COLORADO,80022,08001,Adams,39.9414,-104.6817,2014,,TRI-STATE GENERATION & TRANSMISSION (100%),,N,Y,221112,,
51,1000062,MT JEWETT COMPLEX,149 Temple Drive,,KANE,PA,PENNSYLVANIA,16735,42083,MCKEAN,41.7,-78.48,2014,,KOCH INDUSTRIES INC (100%),,N,N,321219,,
52,1000063,CHIEF ETHANOL FUELS INC,4225 E SOUTH ST,,HASTINGS,NE,NEBRASKA,68901,31001,ADAMS COUNTY,40.585,-98.318889,2014,,CHIEF INDUSTRIES INC (100%),,N,Y,325193,,
53,1000064,LONE STAR GAS LIQUIDS,19430 BEECH AVENUE,,SHAFTER,CA,CALIFORNIA,93263,06029,KERN,35.447778,-119.26,2014,,PLAINS LPG SERVICES (100%),,N,N,211112,,
54,1000065,CalPeak Power - Border LLC,2060 SANYO AVE,,SAN DIEGO,CA,CALIFORNIA,92154,06073,San Diego,32.5622,-116.9433,2014,,"COGENTRIX POWER HOLDINGS III, LLC (100%)",,N,Y,221112,,
55,1000066,"INGOMAR PACKING COMPANY, LLC",9950 SOUTH INGOMAR GRADE,,LOS BANOS,CA,CALIFORNIA,93635,06047,MERCED COUNTY,37.07479,-120.877445,2014,,"INGOMAR PACKING CO, LLC (100%)",,N,N,311421,,
56,1000067,Cuyamaca Energy Facility,200 NORTH JOHNSON AVE,,EL CAJON,CA,CALIFORNIA,92020,06073,San Diego,32.7971,-116.972,2014,,SEMPRA ENERGY INC (100%),,N,Y,221112,,
57,1000068,Apex Generating Station,15555 APEX POWER PARKWAY,,LAS VEGAS,NV,NEVADA,89165,32003,Clark,36.4178,-114.9622,2014,,SOUTHERN CALIFORNIA PUBLIC POWER AUTHORITY (100%),,N,Y,221112,,
58,1000069,"Wallingford Energy, LLC",115 John St,,Wallingford,CT,CONNECTICUT,06460,09009,New Haven,41.4486,-72.8358,2014,,"LS POWER DEVELOPMENT, LLC (100%)",,N,Y,221112,,
59,1000070,High Desert Power Project,19000 PERIMETER RD/STE 102,,VICTORVILLE,CA,CALIFORNIA,92394,06071,San Bernardino,34.5953,-117.3647,2014,,"TENASKA POWER FUND, L.P. (63.9%); TPF GENCO CO-INVESTMENT FUND, LP (36.1%)",,N,Y,221112,,
60,1000071,York Energy Center,1055 Pikes Peak Road,,Delta,PA,PENNSYLVANIA,17314,42133,York,39.738,-76.3072,2014,,CALPINE CORP (100%),,N,Y,221112,,
61,1000072,LOCKHEED MARTIN MISSILES & SPACE,1111 LOCKHEED MARTIN WAY,,SUNNYVALE,CA,CALIFORNIA,94089,06085,SANTA CLARA COUNTY,37.4166,-122.03599,2014,,LOCKHEED MARTIN CORP (100%),,N,N,336414,,
62,1000074,"Escondido Energy Center, LLC",1968 DON LEE PLACE,,ESCONDIDO,CA,CALIFORNIA,92029,06073,San Diego,33.1261,-117.1172,2014,,"ESCONDIDO ENERGY CENTER, LLC (100%)",,N,Y,221112,,
63,1000075,Chula Vista Energy Center,3497 MAIN ST CHULA VISTA,,CHULA VISTA,CA,CALIFORNIA,91911,06073,San Diego,32.5914,-117.0586,2014,,"CHULA VISTA ENERGY CENTER, LLC (100%)",,N,Y,221112,,
64,1000076,Klamath Energy LLC,4940 Hwy 97 South,,Klamath Falls,OR,OREGON,97603,41035,Klamath,42.1727,-121.8144,2014,,IBERDROLA RENEWABLES LLC (100%),,N,Y,221112,,
65,1000077,"REPUBLIC STEEL, LACKAWANNA",S3049 LAKESHORE RD.,,BLASDELL,NY,NEW YORK,14219,36029,ERIE COUNTY,42.80227,-78.84639,2014,,REPUBLIC STEEL (100%),,N,Y,331111,,
66,1000079,SOUTHERN ILLINOIS UNIVERSITY,210 PHYSICAL PLANT DR,,CARBONDALE,IL,ILLINOIS,62901,17077,JACKSON,37.71083,-89.21754,2014,,SOUTHERN ILLINOIS UNIVERSITY (100%),,Y,N,611310,,
67,1000080,Creed Energy Center,6150 CREED ROAD,,SUISUN CITY,CA,CALIFORNIA,94585,06095,Solano,38.2419,-121.8551,2014,,CALPINE CORP (100%),,N,Y,221112,,
68,1000081,Lambie Energy Center,5975 LAMBIE ROAD,,SUISUN CITY,CA,CALIFORNIA,94585,06095,Solano,38.2216,-121.8683,2014,,CALPINE CORP (100%),,N,Y,221112,,
69,1000082,Goose Haven Energy Center,3853 GOOSE HAVEN ROAD,,SUISUN CITY,CA,CALIFORNIA,94585,06095,Solano,38.2271,-121.844,2014,,CALPINE CORP (100%),,N,Y,221112,,
70,1000084,Seminole (136),STATE HIGHWAY 17,,PALATKA,FL,FLORIDA,32708,12107,Putnam,29.7333,-81.6339,2014,,"SEMINOLE ELECTRIC COOPERATIVE, INC (100%)",,N,Y,221112,,
71,1000085,Hartwell Energy Facility,415 SMITH MCGEE HWY,,HARTWELL,GA,GEORGIA,30643,13147,Hart,34.3387,-82.8207,2014,,OGLETHORPE POWER CORP (100%),,N,Y,221112,,
72,1000086,Chemours Johnsonville Site,1 DUPONT ROAD,,NEW JOHNSONVILLE,TN,TENNESSEE,37134,47085,Humphreys,36.0419,-87.9753,2014,,E. I. DUPONT DE NEMOURS AND COMPANY (100%),,N,N,325131,,
73,1000087,NRG Energy Center Dover,1280 W NORTH ST,,DOVER,DE,DELAWARE,19904,10001,Kent,39.1467,-75.5461,2014,,"NRG ENERGY, INC (100%)",,N,Y,221112,,
74,1000088,GSA Central Heating,325 13th STREETS SOUTHWEST,,WASHINGTON,DC,DISTRICT OF COLUMBIA,20407,,,38.8856,-77.0244,2014,,,,N,Y,221330,,
75,1000089,AdvanSix Resins & Chemicals LLC,2501 MARGARET STREET,,PHILADELPHIA,PA,PENNSYLVANIA,19137,42101,Philadelphia,40.0067,-75.0686,2014,,HONEYWELL RESINS & CHEMICALS LLC (100%),,N,Y,325192,,
76,1000090,CITY OF GRAND PRAIRIE LANDFILL,1102 MACARTHUR BLVD,,GRAND PRAIRIE,TX,TEXAS,75050,48113,DALLAS COUNTY,32.771292,-96.96002,2014,,CITY OF GRAND PRAIRIE (100%),,N,N,562212,,
77,1000091,Norwich,16 S GOLDEN ST,,NORWICH,CT,CONNECTICUT,06360,09011,New London,41.5269,-72.0631,2014,,"CITY OF NORWICH, CT (100%)",,N,N,221210,,
78,1000092,Kneeland Station,165 KNEELAND ST,,BOSTON,MA,MASSACHUSETTS,02111,25025,Suffolk,42.35,-71.0583,2014,,"VEOLIA ENVIRONNEMENT NORTH AMERICA OPERATIONS, INC (100%)",,N,Y,221330,,
79,1000093,Momentive Performance Materials,260 HUDSON RIVER ROAD,,WATERFORD,NY,NEW YORK,12188,36091,Saratoga,42.8158,-73.6728,2014,,MOMENTIVE PERFORMANCE MATERIALS HOLDINGS LLC (100%),,N,N,325211,,
80,1000095,Red Oak Power LLC,832 RED OAK LANE,,SAYREVILLE,NJ,NEW JERSEY,08872,34023,Middlesex,40.4481,-74.3497,2014,,"RED OAK POWER HOLDINGS, LLC (100%)",,N,Y,221112,,
81,1000096,Southeast Chicago Energy Project,3141 EAST 96TH ST,,CHICAGO,IL,ILLINOIS,60617,17031,Cook,41.7181,-87.5449,2014,,EXELON CORP (100%),,N,Y,221112,,
82,1000097,Gila River Power Station,1250 E. Watermelon Road,,Gila Bend,AZ,ARIZONA,85337,04013,Maricopa,32.9761,-112.694,2014,,"SUNDEVIL POWER HOLDINGS, LLC (50%); ENTEGRA POWER GROUP (25%); TUCSON ELECTRIC POWER (25%)",,N,Y,221112,,
83,1000098,"Wise County Power Company, LLC",800 BOONS CREEK LANE,,POOLVILLE,TX,TEXAS,76487,48497,Wise,33.0583,-97.9103,2014,,"GDF SUEZ NORTH AMERICA, INC. (100%)",,NA,Y,221112,,
84,1000099,Robinson Refinery,400 S. Marathon Avenue,,Robinson,IL,ILLINOIS,62454,17033,Crawford,39,-87.7222,2014,,MARATHON PETROLEUM CO LP (100%),,N,Y,324110,,
85,1000100,"New Harquahala Generating Company, LLC",2530 NORTH 491 AVE,,TONOPAH,AZ,ARIZONA,85354,04013,Maricopa,33.4759,-113.1133,2014,,MACHGEN LLC (100%),,N,Y,221112,,
86,1000101,Athens Generating Company,9300 U S HIGHWAY 9W,,ATHENS,NY,NEW YORK,12015,36039,Greene,42.2728,-73.8492,2014,,MACH GEN (100%),,N,Y,221112,,
87,1000102,Sunrise Power Company,12857 SUNRISE ROAD,,FELLOWS,CA,CALIFORNIA,93224,06029,Kern,35.2097,-119.585,2014,,NRG ENERGY INC (100%),,N,Y,221112,,
88,1000103,Trunk L Compressor Station,,,Blanco,NM,NEW MEXICO,87412,35039,Rio Arriba,36.6432,-107.3553,2014,,"WILLIAMS PARTNERS, LP (100%)",,N,N,213112,,
89,1000104,FORD MOTOR COMPANY - FORD OHIO ASSEMBLY PLANT,650 MILLER ROAD,,AVON LAKE,OH,OHIO,44012,39093,LORAIN COUNTY,41.48346,-82.06112,2014,,FORD MOTOR COMPANY (100%),,N,N,336111,,
90,1000105,Ardagh Glass Inc. (Dolton),13850 COTTAGE GROVE AVENUE,,DOLTON,IL,ILLINOIS,60419,17031,COOK,41.64212,-87.59966,2014,,ARDAGH HOLDINGS USA INC (100%),,N,N,327213,,
91,1000106,Waterford Plant,201 RIGHTEOUS RIDGE ROAD,,WATERFORD,OH,OHIO,45786,39167,Washington,39.5314,-81.7172,2014,,AMERICAN ELECTRIC POWER (100%),,N,Y,221112,,
92,1000107,Osprey Energy Center,1651 W DERBY AVE,,AUBURNDALE,FL,FLORIDA,33823,12105,Polk,28.0525,-81.8083,2014,,CALPINE CORPORATION (100%),,N,N,221112,,
93,1000108,North 1st,NORTH 1ST & 47-79 RIVER ST,,BROOKLYN,NY,NEW YORK,11211,36047,Kings,40.7168,-73.9665,2014,,NEW YORK POWER AUTHORITY (100%),,N,Y,221112,,
94,1000109,West Lorain,7101 WEST ERIE AVE,,LORAIN,OH,OHIO,44053,39093,Lorain,41.4297,-82.2633,2014,,FIRSTENERGY GENERATION CORP (100%),,N,Y,221112,,
95,1000110,Midulla Generating Station,6697 COUNTY ROAD 663,,BOWLING GREEN,FL,FLORIDA,33834,12049,Hardee,27.6417,-81.9625,2014,,"SEMINOLE ELECTRIC COOPERATIVE, INC (100%)",,N,Y,221112,,
96,1000111,Vernon Boulevard,42 30 VERNON BLVD,,LONG ISLAND CITY,NY,NEW YORK,11427,36081,Queens,40.7539,-73.9506,2014,,NEW YORK POWEER AUTHORITY (100%),,N,Y,221112,,
97,1000112,23rd and 3rd,730 3rd Avenue,,BROOKLYN,NY,NEW YORK,11232,36047,Kings,40.663,-74,2014,,NEW YORK POWER AUTHORITY (100%),,N,Y,221112,,
98,1000113,Pouch Terminal,143 EDGEWATER STREET,,STATEN ISLAND,NY,NEW YORK,10305,36085,Richmond,40.6188,-74.069,2014,,NEW YORK POWER AUTHORITY (100%),,N,Y,221112,,
99,1000114,Brentwood,PILGRIM STATE HOSPITAL/1650 ISLIP AVE,,BRENTWOOD,NY,NEW YORK,11717,36103,Suffolk,40.787,-73.2933,2014,,NEW YORK POWER AUTHORITY (100%),,N,Y,221112,,
100,1000115,Osceola,5200 HOLOPAW ROAD,,SAINT CLOUD,FL,FLORIDA,34773,12097,Osceola,28.1289,-81.0978,2014,,NRG ENERGY INC (100%),,N,N,221112,,
101,1000116,Harlem River Yard,680 780E 132ND ST,,BRONX,NY,NEW YORK,10454,36005,Bronx,40.7989,-73.9147,2014,,NEW YORK POWER AUTHORITY (100%),,N,Y,221112,,
102,1000117,"West Valley Power, LLC",5935 WEST 4700 SOUTH,,WEST VALLEY CITY,UT,UTAH,84170,49035,Salt Lake,40.6663,-112.031,2014,,WAYZATA INVESTMENT PARTNERS (100%),,N,Y,221112,,
103,1000118,Solway Plant,7707 CENTERLINE ROAD NW,,SOLWAY,MN,MINNESOTA,56678,27007,Beltrami,47.5444,-95.1297,2014,,OTTER TAIL CORP (100%),,N,Y,221112,,
104,1000119,Hoosier Energy Lawrence Co Station,1000 S OLD PALESTINE ROAD,,MITCHELL,IN,INDIANA,47446,18093,Lawrence,38.8003,-86.4511,2014,,HOOSIER ENERGY REC INC (100%),,N,Y,221112,,
105,1000120,Evander Andrews Power Complex,1862 NW Mashburn Road,,Mountain Home,ID,IDAHO,83647,16039,Elmore,43.1794,-115.7328,2014,,IDACORP (100%),,N,Y,221112,,
106,1000121,Warren F. Sam Beasley Pwr Station,217 ARTISAN DRIVE,,SMYRNA,DE,DELAWARE,19977,10001,Kent,39.2798,-75.6246,2014,,DELAWARE MUNICIPAL ELECTRIC COORPORATION (100%),,N,Y,221112,,
107,1000122,"Gilroy Energy Center, LLC for King City",51 DON BATES WAY,,KING CITY,CA,CALIFORNIA,93930,06053,Monterey,36.225,-121.1278,2014,,CALPINE CORP (100%),,N,Y,221112,,
108,1000123,Yuba City Energy Center,875 NORTH WALTON AVE,,YUBA CITY,CA,CALIFORNIA,95993,06101,Sutter,39.1365,-121.6397,2014,,CALPINE CORP (100%),,N,Y,221112,,
109,1000124,US Steel (Clairton Coke),400 STATE ST,,CLAIRTON,PA,PENNSYLVANIA,15025,42003,Allegheny,40.3097,-79.8819,2014,,UNITED STATES STEEL CORPORATION (100%),,Y,N,324199,,
110,1000125,Ackerman Combined Cycle,2510 PENSACOLA ROAD,,ACKERMAN,MS,MISSISSIPPI,39735,28019,Choctaw,33.3806,-89.2039,2014,,QUANTUM UTILITY GENERATION (100%),,N,Y,221112,,
111,1000127,Bethlehem Power Plant,2254 APPLEBUTTER ROAD,,BETHLEHEM,PA,PENNSYLVANIA,18015,42095,Northampton,40.6175,-75.3147,2014,,CALPINE CORP (100%),,N,Y,221112,,
112,1000128,Indigo Generation Facility,63500 19TH AVE,,NORTH PALM SPRINGS,CA,CALIFORNIA,92258,06065,Riverside,33.9114,-116.5533,2014,,DIAMOND GENERATING CORP (100%),,N,Y,221112,,
113,1000129,AL Sandersville,1600 MILLS LINDSEY SCHOOL ROAD,,WARTHEN,GA,GEORGIA,31094,13303,Washington,33.1189,-82.8608,2014,,"AL SANDERSVILLE, LLC (100%)",,N,Y,221112,,
114,1000130,Hanford Energy Park Peaker,10550 IDAHO AVE,,HANFORD,CA,CALIFORNIA,93230,06031,Kings,36.2689,-119.6469,2014,,"HIGHSTAR IV SWG HOLDINGS, LLC (100%)",,N,Y,221112,,
115,1000131,Bayswater Peaking Facility,14-25 BAY 24TH ST,,FAR ROCKAWAY,NY,NEW YORK,11691,36081,Queens,40.6106,-73.7614,2014,,NEXTERA ENERGY RESOURCES (100%),,N,Y,221112,,
116,1000132,Astoria Gas Turbine Power,31 01 20TH AVE,,ASTORIA,NY,NEW YORK,11105,36081,Queens,40.7864,-73.9133,2014,,"NRG ENERGY, INC (100%)",,N,Y,221112,,
