,FACILITY_ID,REPORTING_YEAR,N2O_EMISSIONS_CO2E,TOTAL_ANNUAL_HEAT_INPUT,FACILITY_NAME,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,CH4_EMISSIONS_CO2E,OTHER_OR_BLEND_FUEL_TYPE
0,1000049,2011,1.5,49627,Lange,CT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
1,1000050,2011,4431.1,8933744,Wygen I,001,Electricity Generator,Subbituminous,,,187.5,
2,1000052,2011,379.9,12253876,Mesquite Generating Station,6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,257.3,
3,1000052,2011,339.7,10957328,Mesquite Generating Station,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,230.1,
4,1000052,2011,335,10805965,Mesquite Generating Station,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,226.9,
5,1000052,2011,358.1,11551237,Mesquite Generating Station,5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,242.6,
6,1000057,2011,0,,Tri-Center Naniwa Energy,CT3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
7,1000057,2011,0,,Tri-Center Naniwa Energy,CT6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
8,1000057,2011,0,,Tri-Center Naniwa Energy,CT5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
9,1000057,2011,0,,Tri-Center Naniwa Energy,CT4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
10,1000058,2011,4.7,152411,CalPeak Power - Vaca Dixon LLC,GT-1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,3.2,
11,1000059,2011,183.1,5904840,Tenaska Kiamichi Generating Station,CTGDB3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,124,
12,1000059,2011,177.9,5739094,Tenaska Kiamichi Generating Station,CTGDB2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,120.5,
13,1000059,2011,184.4,5948091,Tenaska Kiamichi Generating Station,CTGDB1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,124.9,
14,1000059,2011,179.6,5793302,Tenaska Kiamichi Generating Station,CTGDB4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,121.7,
15,1000060,2011,2,65990,Limon Generating Station,L2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.4,
16,1000060,2011,4.2,22503,Limon Generating Station,L2,Electricity Generator,Distillate Fuel Oil No. 2,,,1.4,
17,1000060,2011,3.1,101374,Limon Generating Station,L1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.1,
18,1000060,2011,3.2,17404,Limon Generating Station,L1,Electricity Generator,Distillate Fuel Oil No. 2,,,1.1,
19,1000061,2011,1.5,48108,Frank Knutson Station,BR1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
20,1000061,2011,.6,3485,Frank Knutson Station,BR2,Electricity Generator,Distillate Fuel Oil No. 2,,,.2,
21,1000061,2011,1.7,53903,Frank Knutson Station,BR2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.1,
22,1000061,2011,1.8,9750,Frank Knutson Station,BR1,Electricity Generator,Distillate Fuel Oil No. 2,,,.6,
23,1000065,2011,9.9,318965,CalPeak Power - Border LLC,GT-1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.7,
24,1000067,2011,6.9,223164,Cuyamaca Energy Facility,GT-1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,4.7,
25,1000068,2011,110.8,3574956,Apex Generating Station,CTG02,Electricity Generator,Natural Gas (Weighted U.S. Average),,,75.1,
26,1000068,2011,117.1,3776610,Apex Generating Station,CTG01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,79.3,
27,1000069,2011,9.3,298428.0,"Wallingford Energy, LLC",CT01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.3,
28,1000069,2011,11.4,367491.3,"Wallingford Energy, LLC",CT02,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.7,
29,1000069,2011,10.7,345804.6,"Wallingford Energy, LLC",CT05,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.3,
30,1000069,2011,11.4,366288.9,"Wallingford Energy, LLC",CT04,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.7,
31,1000069,2011,12.1,391678.6,"Wallingford Energy, LLC",CT03,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.2,
32,1000070,2011,137.2,4426777,High Desert Power Project,CTG1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,93,
33,1000070,2011,144.7,4667846,High Desert Power Project,CTG3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,98,
34,1000070,2011,143.9,4641962,High Desert Power Project,CTG2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,97.5,
35,1000071,2011,77.8,2509361,York Energy Center,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,52.7,
36,1000071,2011,3,15994.5,York Energy Center,1,Electricity Generator,Distillate Fuel Oil No. 2,,,1,
37,1000071,2011,3.5,18624,York Energy Center,3,Electricity Generator,Distillate Fuel Oil No. 2,,,1.2,
38,1000071,2011,3.5,18624.6,York Energy Center,2,Electricity Generator,Distillate Fuel Oil No. 2,,,1.2,
39,1000071,2011,75.3,2430010,York Energy Center,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,51,
40,1000071,2011,73.2,2360309,York Energy Center,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,49.6,
41,1000074,2011,.5,15645,"Escondido Energy Center, LLC",CT1A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.3,
42,1000074,2011,.4,13679,"Escondido Energy Center, LLC",CT1B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.3,
43,1000075,2011,.4,11879,Chula Vista Energy Center,1B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.2,
44,1000075,2011,.4,12107,Chula Vista Energy Center,1A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.3,
45,1000076,2011,2.5,76347,Klamath Energy LLC,GT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.7,
46,1000076,2011,1.9,62133,Klamath Energy LLC,GT4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.3,
47,1000076,2011,2.5,75944,Klamath Energy LLC,GT3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.7,
48,1000076,2011,2.2,68754,Klamath Energy LLC,GT2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.5,
49,1000078,2011,6.7,215715.9,"Combined Locks Energy Center, LLC",B06,Electricity Generator,Natural Gas (Weighted U.S. Average),,,4.5,
50,1000080,2011,1.8,58161,Creed Energy Center,UNIT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.2,
51,1000081,2011,2,65958,Lambie Energy Center,UNIT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.4,
52,1000082,2011,2.2,69702,Goose Haven Energy Center,UNIT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.5,
53,1000084,2011,20585,41502046,Seminole (136),1,Electricity Generator,Mixed (Electric Power sector),,,9587,
54,1000084,2011,29.4,157964,Seminole (136),2,Electricity Generator,Distillate Fuel Oil No. 2,,,10,
55,1000084,2011,21299.3,42942057,Seminole (136),2,Electricity Generator,Mixed (Electric Power sector),,,9919.6,
56,1000084,2011,27.8,149626,Seminole (136),1,Electricity Generator,Distillate Fuel Oil No. 2,,,9.4,
57,1000085,2011,25.8,833700,Hartwell Energy Facility,MAG1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,17.5,
58,1000085,2011,0,0,Hartwell Energy Facility,MAG2,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
59,1000085,2011,65.2,2104622,Hartwell Energy Facility,MAG2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,44.2,
60,1000085,2011,0,0,Hartwell Energy Facility,MAG1,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
61,1000087,2011,4.458,143792.4,NRG Energy Center Dover,2,"SCCT (CT (Turbine, simple cycle combustion))",Natural Gas (Weighted U.S. Average),,,3.02,
62,1000087,2011,1.474,7926.8,NRG Energy Center Dover,3,"SCCT (CT (Turbine, simple cycle combustion))",Distillate Fuel Oil No. 2,,,.499,
63,1000087,2011,4.117,132818.1,NRG Energy Center Dover,3,"SCCT (CT (Turbine, simple cycle combustion))",Natural Gas (Weighted U.S. Average),,,2.789,
64,1000087,2011,.694,3732.2,NRG Energy Center Dover,2,"SCCT (CT (Turbine, simple cycle combustion))",Distillate Fuel Oil No. 2,,,.235,
65,1000095,2011,368.2,11876851,Red Oak Power LLC,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,249.4,
66,1000095,2011,393.7,12701347,Red Oak Power LLC,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,266.7,
67,1000095,2011,364.3,11752195,Red Oak Power LLC,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,246.8,
68,1000096,2011,.4,12319,Southeast Chicago Energy Project,CTG8,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.3,
69,1000096,2011,.5,17105,Southeast Chicago Energy Project,CTG10,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.4,
70,1000096,2011,.6,19026,Southeast Chicago Energy Project,CTG5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.4,
71,1000096,2011,.5,17604,Southeast Chicago Energy Project,CTG12,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.4,
72,1000096,2011,.5,15816,Southeast Chicago Energy Project,CTG7,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.3,
73,1000096,2011,.7,21051,Southeast Chicago Energy Project,CTG9,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.4,
74,1000096,2011,.6,18920,Southeast Chicago Energy Project,CTG11,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.4,
75,1000096,2011,.6,18459,Southeast Chicago Energy Project,CTG6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.4,
76,1000097,2011,40.3,1304988,Gila River Power Station,1CTGA,Electricity Generator,Natural Gas (Weighted U.S. Average),,,27.3,
77,1000097,2011,34.7,1121826,Gila River Power Station,1CTGB,Electricity Generator,Natural Gas (Weighted U.S. Average),,,23.5,
78,1000097,2011,34.1,1099852,Gila River Power Station,2CTGA,Electricity Generator,Natural Gas (Weighted U.S. Average),,,23.1,
79,1000097,2011,204.6,6596056,Gila River Power Station,4CTGB,Electricity Generator,Natural Gas (Weighted U.S. Average),,,138.6,
80,1000097,2011,165.2,5328791,Gila River Power Station,3CTGA,Electricity Generator,Natural Gas (Weighted U.S. Average),,,111.9,
81,1000097,2011,164.3,5295522,Gila River Power Station,3CTGB,Electricity Generator,Natural Gas (Weighted U.S. Average),,,111.3,
82,1000097,2011,189.1,6102474,Gila River Power Station,4CTGA,Electricity Generator,Natural Gas (Weighted U.S. Average),,,128.1,
83,1000097,2011,27,870706,Gila River Power Station,2CTGB,Electricity Generator,Natural Gas (Weighted U.S. Average),,,18.3,
84,1000098,2011,423.2,13651886,"Wise County Power Company, LLC",GT-1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,286.7,
85,1000098,2011,418.6,13503459,"Wise County Power Company, LLC",GT-2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,283.6,
86,1000100,2011,45.7,1474166,"New Harquahala Generating Company, LLC",CTG1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,31,
87,1000100,2011,47.1,1517961,"New Harquahala Generating Company, LLC",CTG2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,31.9,
88,1000100,2011,24.3,782565,"New Harquahala Generating Company, LLC",CTG3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,16.4,
89,1000101,2011,99.5,3208590,Athens Generating Company,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,67.4,
90,1000101,2011,439.6,14181754,Athens Generating Company,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,297.8,
91,1000101,2011,420,13547731,Athens Generating Company,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,284.5,
92,1000102,2011,155.7,5022268,Sunrise Power Company,CTG1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,105.5,
