,FACILITY_ID,REPORTING_YEAR,N2O_EMISSIONS_CO2E,TOTAL_ANNUAL_HEAT_INPUT,FACILITY_NAME,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,CH4_EMISSIONS_CO2E,OTHER_OR_BLEND_FUEL_TYPE
0,1000001,2015,.1,373.11352,PSE Ferndale Generating Station,CT-1A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
1,1000001,2015,.1,412.52692,PSE Ferndale Generating Station,CT-1B,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
2,1000001,2015,113.1,3795998.075,PSE Ferndale Generating Station,CT-1A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,94.9,
3,1000001,2015,110.1,3693509.725,PSE Ferndale Generating Station,CT-1B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,92.3,
4,1000049,2015,4,133348,Lange,CT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,3.3,
5,1000050,2015,4347.1,9117331,Wygen I,001,Electricity Generator,Subbituminous,,,227.9,
6,1000051,2015,6.4,216268.5,"Mariposa Energy, LLC",GT-2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.4,
7,1000051,2015,6.5,218654.5,"Mariposa Energy, LLC",GT-3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.5,
8,1000051,2015,6.6,221793.2,"Mariposa Energy, LLC",GT-4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.5,
9,1000051,2015,6.6,222471,"Mariposa Energy, LLC",GT-1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.6,
10,1000052,2015,260.7,8747273,Mesquite Generating Station,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,218.7,
11,1000052,2015,270.3,9069654,Mesquite Generating Station,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,226.7,
12,1000052,2015,364.8,12240917,Mesquite Generating Station,6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,306,
13,1000052,2015,359.3,12057391,Mesquite Generating Station,5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,301.4,
14,1000057,2015,0,0,Tri-Center Naniwa Energy,CT3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
15,1000057,2015,0,0,Tri-Center Naniwa Energy,CT6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
16,1000057,2015,0,0,Tri-Center Naniwa Energy,CT5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
17,1000057,2015,0,0,Tri-Center Naniwa Energy,CT4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
18,1000059,2015,162.3,5447855,Tenaska Kiamichi Generating Station,CTGDB1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,136.2,
19,1000059,2015,155.3,5211453.6,Tenaska Kiamichi Generating Station,CTGDB4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,130.3,
20,1000059,2015,154.4,5181011.6,Tenaska Kiamichi Generating Station,CTGDB3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,129.5,
21,1000059,2015,164.2,5509977.60,Tenaska Kiamichi Generating Station,CTGDB2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,137.7,
22,1000060,2015,10.2,343829,Limon Generating Station,L2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.6,
23,1000060,2015,.4,1990,Limon Generating Station,L1,Electricity Generator,Distillate Fuel Oil No. 2,,,.1,
24,1000060,2015,.7,25153,Limon Generating Station,L1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.6,
25,1000060,2015,.1,818,Limon Generating Station,L2,Electricity Generator,Distillate Fuel Oil No. 2,,,.1,
26,1000061,2015,1.4,46593,Frank Knutson Station,BR2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.2,
27,1000061,2015,1.3,42339,Frank Knutson Station,BR1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.1,
28,1000067,2015,3.5,115852,Cuyamaca Energy Facility,GT-1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.9,
29,1000068,2015,274.4,9206910,Apex Generating Station,CTG02,Electricity Generator,Natural Gas (Weighted U.S. Average),,,230.2,
30,1000068,2015,271,9092482,Apex Generating Station,CTG01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,227.3,
31,1000069,2015,7.8,260444,"Wallingford Energy, LLC",CT01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.5,
32,1000069,2015,7.6,255103,"Wallingford Energy, LLC",CT02,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.4,
33,1000069,2015,8.3,280059,"Wallingford Energy, LLC",CT05,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7,
34,1000069,2015,7.8,262711,"Wallingford Energy, LLC",CT04,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.6,
35,1000069,2015,8.3,278156,"Wallingford Energy, LLC",CT03,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7,
36,1000070,2015,264.1,8863816.00,High Desert Power Project,CTG1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,221.6,
37,1000070,2015,279.1,9365425.00,High Desert Power Project,CTG3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,234.1,
