,facility_id,facility_name,fuel_combusted,fuel_combusted_uom,fuel_type,high_heat_value,high_heat_value_uom,month,reporting_year,unit_name
0,1004700,TRIUMPH JEFFERSON STREET FACILITY,0,scf/month,Natural Gas (Weighted U.S. Average),0.0,mmBtu/scf,August,2014,Autoclave #3
1,1004700,TRIUMPH JEFFERSON STREET FACILITY,0,scf/month,Natural Gas (Weighted U.S. Average),0.0,mmBtu/scf,September,2014,Autoclave #3
2,1004700,TRIUMPH JEFFERSON STREET FACILITY,0,scf/month,Natural Gas (Weighted U.S. Average),0.0,mmBtu/scf,October,2014,Autoclave #3
3,1004700,TRIUMPH JEFFERSON STREET FACILITY,0,scf/month,Natural Gas (Weighted U.S. Average),0.0,mmBtu/scf,November,2014,Autoclave #3
4,1004700,TRIUMPH JEFFERSON STREET FACILITY,0,scf/month,Natural Gas (Weighted U.S. Average),0.0,mmBtu/scf,December,2014,Autoclave #3
5,1004700,TRIUMPH JEFFERSON STREET FACILITY,0,scf/month,Natural Gas (Weighted U.S. Average),0.0,mmBtu/scf,April,2014,Autoclave #4
6,1004700,TRIUMPH JEFFERSON STREET FACILITY,0,scf/month,Natural Gas (Weighted U.S. Average),0.0,mmBtu/scf,May,2014,Autoclave #4
7,1004700,TRIUMPH JEFFERSON STREET FACILITY,0,scf/month,Natural Gas (Weighted U.S. Average),0.0,mmBtu/scf,June,2014,Autoclave #4
8,1004700,TRIUMPH JEFFERSON STREET FACILITY,0,scf/month,Natural Gas (Weighted U.S. Average),0.0,mmBtu/scf,July,2014,Autoclave #4
9,1004700,TRIUMPH JEFFERSON STREET FACILITY,0,scf/month,Natural Gas (Weighted U.S. Average),0.0,mmBtu/scf,August,2014,Autoclave #4
10,1004700,TRIUMPH JEFFERSON STREET FACILITY,0,scf/month,Natural Gas (Weighted U.S. Average),0.0,mmBtu/scf,September,2014,Autoclave #4
11,1004700,TRIUMPH JEFFERSON STREET FACILITY,0,scf/month,Natural Gas (Weighted U.S. Average),0.0,mmBtu/scf,October,2014,Autoclave #4
12,1004700,TRIUMPH JEFFERSON STREET FACILITY,0,scf/month,Natural Gas (Weighted U.S. Average),0.0,mmBtu/scf,November,2014,Autoclave #4
13,1004700,TRIUMPH JEFFERSON STREET FACILITY,0,scf/month,Natural Gas (Weighted U.S. Average),0.0,mmBtu/scf,December,2014,Autoclave #4
14,1006703,International Paper - Columbus Mill,0,gallons/month,Distillate Fuel Oil No. 2,0.1369,mmBtu/gallon,May,2014,MFPB
15,1006703,International Paper - Columbus Mill,0,gallons/month,Distillate Fuel Oil No. 2,0.137,mmBtu/gallon,June,2014,MFPB
16,1006703,International Paper - Columbus Mill,0,gallons/month,Distillate Fuel Oil No. 2,0.1389,mmBtu/gallon,July,2014,MFPB
17,1006703,International Paper - Columbus Mill,0,gallons/month,Distillate Fuel Oil No. 2,0.1295,mmBtu/gallon,August,2014,MFPB
18,1006703,International Paper - Columbus Mill,0,gallons/month,Distillate Fuel Oil No. 2,0.1342,mmBtu/gallon,November,2014,MFPB
19,1006703,International Paper - Columbus Mill,0,gallons/month,Distillate Fuel Oil No. 2,0.1355,mmBtu/gallon,December,2014,MFPB
20,1006703,International Paper - Columbus Mill,0,scf/month,Natural Gas (Weighted U.S. Average),0.00101,mmBtu/scf,March,2014,CP-5 Utilities Comfort Heaters
21,1006703,International Paper - Columbus Mill,0,scf/month,Natural Gas (Weighted U.S. Average),0.00101,mmBtu/scf,April,2014,CP-5 Utilities Comfort Heaters
22,1006703,International Paper - Columbus Mill,0,scf/month,Natural Gas (Weighted U.S. Average),0.00101,mmBtu/scf,May,2014,CP-5 Utilities Comfort Heaters
23,1006703,International Paper - Columbus Mill,0,scf/month,Natural Gas (Weighted U.S. Average),0.00101,mmBtu/scf,June,2014,CP-5 Utilities Comfort Heaters
24,1006703,International Paper - Columbus Mill,0,scf/month,Natural Gas (Weighted U.S. Average),0.00101,mmBtu/scf,July,2014,CP-5 Utilities Comfort Heaters
25,1006703,International Paper - Columbus Mill,0,scf/month,Natural Gas (Weighted U.S. Average),0.00101,mmBtu/scf,August,2014,CP-5 Utilities Comfort Heaters
26,1006703,International Paper - Columbus Mill,0,scf/month,Natural Gas (Weighted U.S. Average),0.00101,mmBtu/scf,September,2014,CP-5 Utilities Comfort Heaters
27,1006703,International Paper - Columbus Mill,0,scf/month,Natural Gas (Weighted U.S. Average),0.00101,mmBtu/scf,October,2014,CP-5 Utilities Comfort Heaters
28,1005784,Port Jefferson Energy Center,0,scf/month,Natural Gas (Weighted U.S. Average),0.001029,mmBtu/scf,June,2014,UHB001
29,1005784,Port Jefferson Energy Center,0,scf/month,Natural Gas (Weighted U.S. Average),0.001028,mmBtu/scf,July,2014,UHB001
30,1005784,Port Jefferson Energy Center,0,scf/month,Natural Gas (Weighted U.S. Average),0.001029,mmBtu/scf,August,2014,UHB001
31,1005784,Port Jefferson Energy Center,0,scf/month,Natural Gas (Weighted U.S. Average),0.001027,mmBtu/scf,September,2014,UHB001
32,1005784,Port Jefferson Energy Center,0,scf/month,Natural Gas (Weighted U.S. Average),0.001027,mmBtu/scf,October,2014,UHB001
33,1000892,"Martins Creek, LLC",0,scf/month,Natural Gas (Weighted U.S. Average),0.00105,mmBtu/scf,February,2014,Combustion turbine 1
34,1007434,Ray Olinger,0,scf/month,Natural Gas (Weighted U.S. Average),0.00099,mmBtu/scf,March,2014,GP- Comfort Heaters
