,boiler_heat_uom,boiler_ratio_b,facility_id,facility_name,fuel_type,mass_of_steam,mass_of_steam_uom,month,reporting_year,unit_name
31,mmBtu/pounds steam,0.00211,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,186130640,pounds steam,April,2017,EU 014 - Boiler No. 7
32,mmBtu/pounds steam,0.00221,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,166580160,pounds steam,April,2017,EU 009 - Boiler No. 4
33,mmBtu/pounds steam,0.00187,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,373214455,pounds steam,April,2017,EU 028 - Boiler No. 8
34,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,103424000,pounds steam,April,2017,GP-Combustors
35,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,58194720,pounds steam,April,2017,GP-Facility Stack
36,mmBtu/pounds steam,0.00176,1001869,COVANTA WARREN ENERGY RESOURCE CO,Municipal Solid Waste,81907000,pounds steam,April,2017,GP-Stack
37,mmBtu/pounds steam,0.00147,1010897,Sierra Pacific Industries - Centralia,Wood and Wood Residuals (dry basis),29942000,pounds steam,April,2017,Boiler - Nebraska
38,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,38527200,pounds steam,April,2017,A Boiler
39,mmBtu/pounds steam,0.00147,1000362,CAMDEN CNTY RESOURCE RECOVERY ASSOC,Municipal Solid Waste,200817757,pounds steam,April,2017,GP-Facility Emissions
40,mmBtu/pounds steam,0.001938,1010895,Sierra Pacific Industries - Aberdeen,Wood and Wood Residuals (dry basis),115341183,pounds steam,August,2017,McBurney Boiler
41,mmBtu/pounds steam,0.00147,1000362,CAMDEN CNTY RESOURCE RECOVERY ASSOC,Municipal Solid Waste,176963121,pounds steam,August,2017,GP-Facility Emissions
42,mmBtu/pounds steam,0.00172,1010898,Sierra Pacific Industries - Burlington,Wood and Wood Residuals (dry basis),165858000,pounds steam,August,2017,McBurney Boiler
43,mmBtu/pounds steam,0.001729,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,127967416.67,pounds steam,August,2017,GP-Boilers 1 and 2
44,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,41441196,pounds steam,August,2017,GP-Facility Stack
45,mmBtu/pounds steam,0.001324,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,15596800,pounds steam,August,2017,North Unit
46,mmBtu/pounds steam,0.001309,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,12226875,pounds steam,August,2017,South Unit
47,mmBtu/pounds steam,0.001449,1003244,HUNTSVILLE SOLID WASTE DISPOSAL AUTHORIT,Municipal Solid Waste,118958250,pounds steam,August,2017,"GP-MWC 1 & 2, PB 1, 2, 3, & 4"
48,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,48941083,pounds steam,August,2017,MWC Unit 1
49,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,45667666,pounds steam,August,2017,MWC Unit 2
50,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,44954166,pounds steam,August,2017,MWC Unit 3
51,mmBtu/pounds steam,0.00164,1000219,French Island,Wood and Wood Residuals (dry basis),30382554,pounds steam,August,2017,1
52,mmBtu/pounds steam,0.00164,1000219,French Island,Municipal Solid Waste,20864766,pounds steam,August,2017,1
53,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),16050247,pounds steam,August,2017,2
54,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,11023178,pounds steam,August,2017,2
55,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),60569,pounds steam,August,2017,EU 001
56,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,74943281,pounds steam,August,2017,EU 001
57,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),29161,pounds steam,August,2017,EU 002
58,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,63857964,pounds steam,August,2017,EU 002
59,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,0,pounds steam,August,2017,EU 002 - Boiler No. 2
60,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,36935800,pounds steam,August,2017,MWC Unit No. 1
61,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,43782000,pounds steam,August,2017,MWC Unit No. 2
62,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21376374.0,pounds steam,August,2017,Unit 3
63,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10003521.2,pounds steam,August,2017,Unit 1
64,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10368175.7,pounds steam,August,2017,Unit 2
65,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,,,August,2017,Boiler A
66,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,,,August,2017,Boiler B
67,mmBtu/pounds steam,0.00172,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,127822600,pounds steam,August,2017,GP-1
68,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,56318501,pounds steam,August,2017,1
69,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,62451755,pounds steam,August,2017,2
70,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,0,pounds steam,August,2017,EU 001 - Boiler No. 1
71,mmBtu/pounds steam,0.00211,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,0,pounds steam,August,2017,EU 014 - Boiler No. 7
72,mmBtu/pounds steam,0.00221,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,0,pounds steam,August,2017,EU 009 - Boiler No. 4
73,mmBtu/pounds steam,0.00187,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,232459384,pounds steam,August,2017,EU 028 - Boiler No. 8
74,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,103424000,pounds steam,August,2017,GP-Combustors
75,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,52126080,pounds steam,August,2017,GP-Facility Stack
76,mmBtu/pounds steam,0.00176,1001869,COVANTA WARREN ENERGY RESOURCE CO,Municipal Solid Waste,81907000,pounds steam,August,2017,GP-Stack
77,mmBtu/pounds steam,0.00147,1010897,Sierra Pacific Industries - Centralia,Wood and Wood Residuals (dry basis),22864000,pounds steam,August,2017,Boiler - Nebraska
78,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,53390400,pounds steam,August,2017,A Boiler
79,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,51098400,pounds steam,August,2017,B Boiler
80,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,48941083,pounds steam,December,2017,MWC Unit 1
81,mmBtu/pounds steam,0.001449,1003244,HUNTSVILLE SOLID WASTE DISPOSAL AUTHORIT,Municipal Solid Waste,118958250,pounds steam,December,2017,"GP-MWC 1 & 2, PB 1, 2, 3, & 4"
82,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,44954166,pounds steam,December,2017,MWC Unit 3
83,mmBtu/pounds steam,0.00164,1000219,French Island,Wood and Wood Residuals (dry basis),26081641,pounds steam,December,2017,1
84,mmBtu/pounds steam,0.00164,1000219,French Island,Municipal Solid Waste,12932906,pounds steam,December,2017,1
85,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),21645194,pounds steam,December,2017,2
86,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,10731814,pounds steam,December,2017,2
87,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),62540,pounds steam,December,2017,EU 001
88,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,70676229,pounds steam,December,2017,EU 001
89,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),,,December,2017,EU 002
90,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,,,December,2017,EU 002
91,mmBtu/pounds steam,0.00187,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,368523041,pounds steam,December,2017,EU 028 - Boiler No. 8
92,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,103807000,pounds steam,December,2017,EU 002 - Boiler No. 2
93,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,32535200,pounds steam,December,2017,MWC Unit No. 1
94,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,38249900,pounds steam,December,2017,MWC Unit No. 2
95,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21376374.0,pounds steam,December,2017,Unit 3
96,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10003521.2,pounds steam,December,2017,Unit 1
97,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10368175.7,pounds steam,December,2017,Unit 2
98,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,,,December,2017,Boiler A
99,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,,,December,2017,Boiler B
100,mmBtu/pounds steam,0.00172,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,136648500,pounds steam,December,2017,GP-1
101,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,53550146,pounds steam,December,2017,1
102,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,55778417,pounds steam,December,2017,2
103,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,103915910,pounds steam,December,2017,EU 001 - Boiler No. 1
104,mmBtu/pounds steam,0.00211,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,219577400,pounds steam,December,2017,EU 014 - Boiler No. 7
105,mmBtu/pounds steam,0.00221,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,160515990,pounds steam,December,2017,EU 009 - Boiler No. 4
106,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,103424000,pounds steam,December,2017,GP-Combustors
107,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,64480200,pounds steam,December,2017,GP-Facility Stack
108,mmBtu/pounds steam,0.00176,1001869,COVANTA WARREN ENERGY RESOURCE CO,Municipal Solid Waste,81907000,pounds steam,December,2017,GP-Stack
109,mmBtu/pounds steam,0.00147,1010897,Sierra Pacific Industries - Centralia,Wood and Wood Residuals (dry basis),26903000,pounds steam,December,2017,Boiler - Nebraska
110,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,37468200,pounds steam,December,2017,A Boiler
111,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,45772000,pounds steam,December,2017,B Boiler
112,mmBtu/pounds steam,0.001938,1010895,Sierra Pacific Industries - Aberdeen,Wood and Wood Residuals (dry basis),117657306,pounds steam,December,2017,McBurney Boiler
113,mmBtu/pounds steam,0.00147,1000362,CAMDEN CNTY RESOURCE RECOVERY ASSOC,Municipal Solid Waste,204183710,pounds steam,December,2017,GP-Facility Emissions
114,mmBtu/pounds steam,0.00172,1010898,Sierra Pacific Industries - Burlington,Wood and Wood Residuals (dry basis),160688000,pounds steam,December,2017,McBurney Boiler
115,mmBtu/pounds steam,0.001729,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,127967416.67,pounds steam,December,2017,GP-Boilers 1 and 2
116,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,43962350,pounds steam,December,2017,GP-Facility Stack
117,mmBtu/pounds steam,0.001324,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,15596800,pounds steam,December,2017,North Unit
118,mmBtu/pounds steam,0.001309,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,12226875,pounds steam,December,2017,South Unit
119,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,45667666,pounds steam,December,2017,MWC Unit 2
120,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,45667666,pounds steam,February,2017,MWC Unit 2
121,mmBtu/pounds steam,0.001449,1003244,HUNTSVILLE SOLID WASTE DISPOSAL AUTHORIT,Municipal Solid Waste,118958250,pounds steam,February,2017,"GP-MWC 1 & 2, PB 1, 2, 3, & 4"
122,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,38517000,pounds steam,February,2017,MWC Unit No. 1
123,mmBtu/pounds steam,0.00164,1000219,French Island,Wood and Wood Residuals (dry basis),24940777,pounds steam,February,2017,1
124,mmBtu/pounds steam,0.00164,1000219,French Island,Municipal Solid Waste,13539285,pounds steam,February,2017,1
125,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),22138769,pounds steam,February,2017,2
126,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,12012700,pounds steam,February,2017,2
127,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),73784,pounds steam,February,2017,EU 001
128,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,13753066,pounds steam,February,2017,EU 001
129,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),,,February,2017,EU 002
130,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,12690213,pounds steam,February,2017,EU 002
131,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,48941083,pounds steam,February,2017,MWC Unit 1
132,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,101471070,pounds steam,February,2017,EU 002 - Boiler No. 2
133,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,39738000,pounds steam,February,2017,MWC Unit No. 2
134,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21376374.0,pounds steam,February,2017,Unit 3
135,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10003521.2,pounds steam,February,2017,Unit 1
136,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10368175.7,pounds steam,February,2017,Unit 2
137,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,29022000,pounds steam,February,2017,Boiler A
138,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,26031000,pounds steam,February,2017,Boiler B
139,mmBtu/pounds steam,0.00172,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,128131100,pounds steam,February,2017,GP-1
140,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,26454288,pounds steam,February,2017,1
141,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,34395937,pounds steam,February,2017,2
142,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,100404460,pounds steam,February,2017,EU 001 - Boiler No. 1
143,mmBtu/pounds steam,0.00211,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,184070700,pounds steam,February,2017,EU 014 - Boiler No. 7
144,mmBtu/pounds steam,0.00221,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,154206660,pounds steam,February,2017,EU 009 - Boiler No. 4
145,mmBtu/pounds steam,0.00187,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,338043322,pounds steam,February,2017,EU 028 - Boiler No. 8
146,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,103424000,pounds steam,February,2017,GP-Combustors
147,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,52103760,pounds steam,February,2017,GP-Facility Stack
148,mmBtu/pounds steam,0.00176,1001869,COVANTA WARREN ENERGY RESOURCE CO,Municipal Solid Waste,81907000,pounds steam,February,2017,GP-Stack
149,mmBtu/pounds steam,0.00147,1010897,Sierra Pacific Industries - Centralia,Wood and Wood Residuals (dry basis),28517000,pounds steam,February,2017,Boiler - Nebraska
150,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,41997600,pounds steam,February,2017,A Boiler
151,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,41234400,pounds steam,February,2017,B Boiler
152,mmBtu/pounds steam,0.001938,1010895,Sierra Pacific Industries - Aberdeen,Wood and Wood Residuals (dry basis),106558208,pounds steam,February,2017,McBurney Boiler
153,mmBtu/pounds steam,0.00147,1000362,CAMDEN CNTY RESOURCE RECOVERY ASSOC,Municipal Solid Waste,179984603,pounds steam,February,2017,GP-Facility Emissions
154,mmBtu/pounds steam,0.00172,1010898,Sierra Pacific Industries - Burlington,Wood and Wood Residuals (dry basis),156333000,pounds steam,February,2017,McBurney Boiler
155,mmBtu/pounds steam,0.001729,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,127967416.67,pounds steam,February,2017,GP-Boilers 1 and 2
156,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,36662848,pounds steam,February,2017,GP-Facility Stack
157,mmBtu/pounds steam,0.001324,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,15596800,pounds steam,February,2017,North Unit
158,mmBtu/pounds steam,0.001309,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,12226875,pounds steam,February,2017,South Unit
159,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,44954166,pounds steam,February,2017,MWC Unit 3
160,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,45667666,pounds steam,January,2017,MWC Unit 2
161,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,44954166,pounds steam,January,2017,MWC Unit 3
162,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,42844300,pounds steam,January,2017,MWC Unit No. 1
163,mmBtu/pounds steam,0.00164,1000219,French Island,Wood and Wood Residuals (dry basis),23241946,pounds steam,January,2017,1
164,mmBtu/pounds steam,0.00164,1000219,French Island,Municipal Solid Waste,14767909,pounds steam,January,2017,1
165,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),21497668,pounds steam,January,2017,2
166,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,13658584,pounds steam,January,2017,2
167,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),17494,pounds steam,January,2017,EU 001
168,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,70064855,pounds steam,January,2017,EU 001
169,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),21096,pounds steam,January,2017,EU 002
170,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,63678733,pounds steam,January,2017,EU 002
171,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,48941083,pounds steam,January,2017,MWC Unit 1
172,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,109213350,pounds steam,January,2017,EU 002 - Boiler No. 2
173,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,29702100,pounds steam,January,2017,MWC Unit No. 2
174,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21376374.0,pounds steam,January,2017,Unit 3
175,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10003521.2,pounds steam,January,2017,Unit 1
176,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10368175.7,pounds steam,January,2017,Unit 2
177,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,35324000,pounds steam,January,2017,Boiler A
