,boiler_heat_uom,boiler_ratio_b,facility_id,facility_name,fuel_type,mass_of_steam,mass_of_steam_uom,month,reporting_year,unit_name
178,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,28010000,pounds steam,January,2017,Boiler B
179,mmBtu/pounds steam,0.00172,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,93781100,pounds steam,January,2017,GP-1
180,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,,,January,2017,1
181,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,,,January,2017,2
182,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,108667390,pounds steam,January,2017,EU 001 - Boiler No. 1
183,mmBtu/pounds steam,0.00211,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,204336220,pounds steam,January,2017,EU 014 - Boiler No. 7
184,mmBtu/pounds steam,0.00221,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,160895660,pounds steam,January,2017,EU 009 - Boiler No. 4
185,mmBtu/pounds steam,0.00187,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,371466112,pounds steam,January,2017,EU 028 - Boiler No. 8
186,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,103424000,pounds steam,January,2017,GP-Combustors
187,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,60169680,pounds steam,January,2017,GP-Facility Stack
188,mmBtu/pounds steam,0.00176,1001869,COVANTA WARREN ENERGY RESOURCE CO,Municipal Solid Waste,81907000,pounds steam,January,2017,GP-Stack
189,mmBtu/pounds steam,0.00147,1010897,Sierra Pacific Industries - Centralia,Wood and Wood Residuals (dry basis),31068000,pounds steam,January,2017,Boiler - Nebraska
190,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,45532800,pounds steam,January,2017,A Boiler
191,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,47683200,pounds steam,January,2017,B Boiler
192,mmBtu/pounds steam,0.001938,1010895,Sierra Pacific Industries - Aberdeen,Wood and Wood Residuals (dry basis),107883654,pounds steam,January,2017,McBurney Boiler
193,mmBtu/pounds steam,0.00147,1000362,CAMDEN CNTY RESOURCE RECOVERY ASSOC,Municipal Solid Waste,178355000,pounds steam,January,2017,GP-Facility Emissions
194,mmBtu/pounds steam,0.00172,1010898,Sierra Pacific Industries - Burlington,Wood and Wood Residuals (dry basis),171340000,pounds steam,January,2017,McBurney Boiler
195,mmBtu/pounds steam,0.001729,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,127967416.67,pounds steam,January,2017,GP-Boilers 1 and 2
196,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,37082503,pounds steam,January,2017,GP-Facility Stack
197,mmBtu/pounds steam,0.001324,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,15596800,pounds steam,January,2017,North Unit
198,mmBtu/pounds steam,0.001309,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,12226875,pounds steam,January,2017,South Unit
199,mmBtu/pounds steam,0.001449,1003244,HUNTSVILLE SOLID WASTE DISPOSAL AUTHORIT,Municipal Solid Waste,118958250,pounds steam,January,2017,"GP-MWC 1 & 2, PB 1, 2, 3, & 4"
200,mmBtu/pounds steam,0.001938,1010895,Sierra Pacific Industries - Aberdeen,Wood and Wood Residuals (dry basis),114258292,pounds steam,July,2017,McBurney Boiler
201,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,46258000,pounds steam,July,2017,B Boiler
202,mmBtu/pounds steam,0.00172,1010898,Sierra Pacific Industries - Burlington,Wood and Wood Residuals (dry basis),168645000,pounds steam,July,2017,McBurney Boiler
203,mmBtu/pounds steam,0.001729,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,127967416.67,pounds steam,July,2017,GP-Boilers 1 and 2
204,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,44078643,pounds steam,July,2017,GP-Facility Stack
205,mmBtu/pounds steam,0.001324,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,15596800,pounds steam,July,2017,North Unit
206,mmBtu/pounds steam,0.001309,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,12226875,pounds steam,July,2017,South Unit
207,mmBtu/pounds steam,0.001449,1003244,HUNTSVILLE SOLID WASTE DISPOSAL AUTHORIT,Municipal Solid Waste,118958250,pounds steam,July,2017,"GP-MWC 1 & 2, PB 1, 2, 3, & 4"
208,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,45667666,pounds steam,July,2017,MWC Unit 2
209,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,44954166,pounds steam,July,2017,MWC Unit 3
210,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,41410300,pounds steam,July,2017,MWC Unit No. 1
211,mmBtu/pounds steam,0.00164,1000219,French Island,Wood and Wood Residuals (dry basis),22814047,pounds steam,July,2017,1
212,mmBtu/pounds steam,0.00164,1000219,French Island,Municipal Solid Waste,16782985,pounds steam,July,2017,1
213,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),16699861,pounds steam,July,2017,2
214,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,12288302,pounds steam,July,2017,2
215,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),17399,pounds steam,July,2017,EU 001
216,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,72316702,pounds steam,July,2017,EU 001
217,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),17902,pounds steam,July,2017,EU 002
218,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,61555200,pounds steam,July,2017,EU 002
219,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,48941083,pounds steam,July,2017,MWC Unit 1
220,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,0,pounds steam,July,2017,EU 002 - Boiler No. 2
221,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,39828200,pounds steam,July,2017,MWC Unit No. 2
222,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21376374.0,pounds steam,July,2017,Unit 3
223,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10003521.2,pounds steam,July,2017,Unit 1
224,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10368175.7,pounds steam,July,2017,Unit 2
225,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,,,July,2017,Boiler A
226,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,,,July,2017,Boiler B
227,mmBtu/pounds steam,0.00172,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,139740300,pounds steam,July,2017,GP-1
228,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,61577212,pounds steam,July,2017,1
229,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,68219130,pounds steam,July,2017,2
230,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,25578130,pounds steam,July,2017,EU 001 - Boiler No. 1
231,mmBtu/pounds steam,0.00211,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,59951390,pounds steam,July,2017,EU 014 - Boiler No. 7
232,mmBtu/pounds steam,0.00221,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,0,pounds steam,July,2017,EU 009 - Boiler No. 4
233,mmBtu/pounds steam,0.00187,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,153239299,pounds steam,July,2017,EU 028 - Boiler No. 8
234,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,103424000,pounds steam,July,2017,GP-Combustors
235,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,56082960,pounds steam,July,2017,GP-Facility Stack
236,mmBtu/pounds steam,0.00176,1001869,COVANTA WARREN ENERGY RESOURCE CO,Municipal Solid Waste,81907000,pounds steam,July,2017,GP-Stack
237,mmBtu/pounds steam,0.00147,1010897,Sierra Pacific Industries - Centralia,Wood and Wood Residuals (dry basis),25095000,pounds steam,July,2017,Boiler - Nebraska
238,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,51578000,pounds steam,July,2017,A Boiler
239,mmBtu/pounds steam,0.00147,1000362,CAMDEN CNTY RESOURCE RECOVERY ASSOC,Municipal Solid Waste,202766655,pounds steam,July,2017,GP-Facility Emissions
240,mmBtu/pounds steam,0.001938,1010895,Sierra Pacific Industries - Aberdeen,Wood and Wood Residuals (dry basis),112872741,pounds steam,June,2017,McBurney Boiler
241,mmBtu/pounds steam,0.00147,1000362,CAMDEN CNTY RESOURCE RECOVERY ASSOC,Municipal Solid Waste,196550142,pounds steam,June,2017,GP-Facility Emissions
242,mmBtu/pounds steam,0.00172,1010898,Sierra Pacific Industries - Burlington,Wood and Wood Residuals (dry basis),166471000,pounds steam,June,2017,McBurney Boiler
243,mmBtu/pounds steam,0.001729,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,127967416.67,pounds steam,June,2017,GP-Boilers 1 and 2
244,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,46320626,pounds steam,June,2017,GP-Facility Stack
245,mmBtu/pounds steam,0.001324,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,15596800,pounds steam,June,2017,North Unit
246,mmBtu/pounds steam,0.001309,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,12226875,pounds steam,June,2017,South Unit
247,mmBtu/pounds steam,0.001449,1003244,HUNTSVILLE SOLID WASTE DISPOSAL AUTHORIT,Municipal Solid Waste,118958250,pounds steam,June,2017,"GP-MWC 1 & 2, PB 1, 2, 3, & 4"
248,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,45667666,pounds steam,June,2017,MWC Unit 2
249,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,44954166,pounds steam,June,2017,MWC Unit 3
250,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,27272400,pounds steam,June,2017,MWC Unit No. 1
251,mmBtu/pounds steam,0.00164,1000219,French Island,Wood and Wood Residuals (dry basis),21475220,pounds steam,June,2017,1
252,mmBtu/pounds steam,0.00164,1000219,French Island,Municipal Solid Waste,17641457,pounds steam,June,2017,1
253,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),22398575,pounds steam,June,2017,2
254,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,18399122,pounds steam,June,2017,2
255,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),46026,pounds steam,June,2017,EU 001
256,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,72418359,pounds steam,June,2017,EU 001
257,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),24439,pounds steam,June,2017,EU 002
258,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,66418615,pounds steam,June,2017,EU 002
259,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,48941083,pounds steam,June,2017,MWC Unit 1
260,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,9531600,pounds steam,June,2017,EU 002 - Boiler No. 2
261,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,40694700,pounds steam,June,2017,MWC Unit No. 2
262,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21376374.0,pounds steam,June,2017,Unit 3
263,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10003521.2,pounds steam,June,2017,Unit 1
264,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10368175.7,pounds steam,June,2017,Unit 2
265,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,,,June,2017,Boiler A
266,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,,,June,2017,Boiler B
267,mmBtu/pounds steam,0.00172,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,145747100,pounds steam,June,2017,GP-1
268,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,38634825,pounds steam,June,2017,1
269,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,63649110,pounds steam,June,2017,2
270,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,34236940,pounds steam,June,2017,EU 001 - Boiler No. 1
271,mmBtu/pounds steam,0.00211,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,150607000,pounds steam,June,2017,EU 014 - Boiler No. 7
272,mmBtu/pounds steam,0.00221,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,0,pounds steam,June,2017,EU 009 - Boiler No. 4
273,mmBtu/pounds steam,0.00187,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,0,pounds steam,June,2017,EU 028 - Boiler No. 8
274,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,103424000,pounds steam,June,2017,GP-Combustors
275,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,53995200,pounds steam,June,2017,GP-Facility Stack
276,mmBtu/pounds steam,0.00176,1001869,COVANTA WARREN ENERGY RESOURCE CO,Municipal Solid Waste,81907000,pounds steam,June,2017,GP-Stack
277,mmBtu/pounds steam,0.00147,1010897,Sierra Pacific Industries - Centralia,Wood and Wood Residuals (dry basis),23543000,pounds steam,June,2017,Boiler - Nebraska
278,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,50873000,pounds steam,June,2017,A Boiler
279,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,44299000,pounds steam,June,2017,B Boiler
280,mmBtu/pounds steam,0.001938,1010895,Sierra Pacific Industries - Aberdeen,Wood and Wood Residuals (dry basis),116777931,pounds steam,March,2017,McBurney Boiler
281,mmBtu/pounds steam,0.00147,1000362,CAMDEN CNTY RESOURCE RECOVERY ASSOC,Municipal Solid Waste,173925020,pounds steam,March,2017,GP-Facility Emissions
282,mmBtu/pounds steam,0.00172,1010898,Sierra Pacific Industries - Burlington,Wood and Wood Residuals (dry basis),172513000,pounds steam,March,2017,McBurney Boiler
283,mmBtu/pounds steam,0.001729,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,127967416.67,pounds steam,March,2017,GP-Boilers 1 and 2
284,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,43614192,pounds steam,March,2017,GP-Facility Stack
285,mmBtu/pounds steam,0.001324,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,15596800,pounds steam,March,2017,North Unit
286,mmBtu/pounds steam,0.001309,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,12226875,pounds steam,March,2017,South Unit
287,mmBtu/pounds steam,0.001449,1003244,HUNTSVILLE SOLID WASTE DISPOSAL AUTHORIT,Municipal Solid Waste,118958250,pounds steam,March,2017,"GP-MWC 1 & 2, PB 1, 2, 3, & 4"
288,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,45667666,pounds steam,March,2017,MWC Unit 2
289,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,44954166,pounds steam,March,2017,MWC Unit 3
290,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,44392700,pounds steam,March,2017,MWC Unit No. 1
291,mmBtu/pounds steam,0.00164,1000219,French Island,Wood and Wood Residuals (dry basis),26536792,pounds steam,March,2017,1
292,mmBtu/pounds steam,0.00164,1000219,French Island,Municipal Solid Waste,16528728,pounds steam,March,2017,1
293,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),23382344,pounds steam,March,2017,2
294,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,14564490,pounds steam,March,2017,2
295,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),,,March,2017,EU 001
296,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,,,March,2017,EU 001
297,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),378664,pounds steam,March,2017,EU 002
298,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,70390964,pounds steam,March,2017,EU 002
299,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,48941083,pounds steam,March,2017,MWC Unit 1
300,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,103770500,pounds steam,March,2017,EU 002 - Boiler No. 2
301,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,40231000,pounds steam,March,2017,MWC Unit No. 2
302,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21376374.0,pounds steam,March,2017,Unit 3
303,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10003521.2,pounds steam,March,2017,Unit 1
304,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10368175.7,pounds steam,March,2017,Unit 2
305,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,35914000,pounds steam,March,2017,Boiler A
306,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,27272000,pounds steam,March,2017,Boiler B
307,mmBtu/pounds steam,0.00172,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,136689550,pounds steam,March,2017,GP-1
308,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,,,March,2017,1
309,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,54820455,pounds steam,March,2017,2
310,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,111033290,pounds steam,March,2017,EU 001 - Boiler No. 1
311,mmBtu/pounds steam,0.00211,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,199056520,pounds steam,March,2017,EU 014 - Boiler No. 7
312,mmBtu/pounds steam,0.00221,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,169264780,pounds steam,March,2017,EU 009 - Boiler No. 4
313,mmBtu/pounds steam,0.00187,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,385263924,pounds steam,March,2017,EU 028 - Boiler No. 8
314,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,103424000,pounds steam,March,2017,GP-Combustors
315,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,51688920,pounds steam,March,2017,GP-Facility Stack
316,mmBtu/pounds steam,0.00176,1001869,COVANTA WARREN ENERGY RESOURCE CO,Municipal Solid Waste,81907000,pounds steam,March,2017,GP-Stack
317,mmBtu/pounds steam,0.00147,1010897,Sierra Pacific Industries - Centralia,Wood and Wood Residuals (dry basis),30280000,pounds steam,March,2017,Boiler - Nebraska
318,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,42840000,pounds steam,March,2017,A Boiler
319,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,52689600,pounds steam,March,2017,B Boiler
320,mmBtu/pounds steam,0.001938,1010895,Sierra Pacific Industries - Aberdeen,Wood and Wood Residuals (dry basis),93065439,pounds steam,May,2017,McBurney Boiler
321,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,47248800,pounds steam,May,2017,B Boiler
322,mmBtu/pounds steam,0.00172,1010898,Sierra Pacific Industries - Burlington,Wood and Wood Residuals (dry basis),116618000,pounds steam,May,2017,McBurney Boiler
323,mmBtu/pounds steam,0.001729,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,127967416.67,pounds steam,May,2017,GP-Boilers 1 and 2
324,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,22656283,pounds steam,May,2017,GP-Facility Stack
325,mmBtu/pounds steam,0.001324,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,15596800,pounds steam,May,2017,North Unit
326,mmBtu/pounds steam,0.001309,1006340,PERHAM RESOURCE RECOVERY FACILITY,Municipal Solid Waste,12226875,pounds steam,May,2017,South Unit
327,mmBtu/pounds steam,0.001449,1003244,HUNTSVILLE SOLID WASTE DISPOSAL AUTHORIT,Municipal Solid Waste,118958250,pounds steam,May,2017,"GP-MWC 1 & 2, PB 1, 2, 3, & 4"
328,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,45667666,pounds steam,May,2017,MWC Unit 2
329,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,44954166,pounds steam,May,2017,MWC Unit 3
330,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,44707400,pounds steam,May,2017,MWC Unit No. 1
331,mmBtu/pounds steam,0.00164,1000219,French Island,Wood and Wood Residuals (dry basis),20821058,pounds steam,May,2017,1
332,mmBtu/pounds steam,0.00164,1000219,French Island,Municipal Solid Waste,16788864,pounds steam,May,2017,1
333,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),21304111,pounds steam,May,2017,2
334,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,17177743,pounds steam,May,2017,2
335,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),,,May,2017,EU 001
336,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,75081176,pounds steam,May,2017,EU 001
337,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),,,May,2017,EU 002
338,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,65860965,pounds steam,May,2017,EU 002
339,mmBtu/pounds steam,0.001685,1002561,SUSQUEHANNA RESOURCE MGMT COMPLEX,Municipal Solid Waste,48941083,pounds steam,May,2017,MWC Unit 1
340,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,92461880,pounds steam,May,2017,EU 002 - Boiler No. 2
341,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,43823000,pounds steam,May,2017,MWC Unit No. 2
342,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21376374.0,pounds steam,May,2017,Unit 3
343,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10003521.2,pounds steam,May,2017,Unit 1
344,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10368175.7,pounds steam,May,2017,Unit 2
345,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,26299000,pounds steam,May,2017,Boiler A
346,mmBtu/pounds steam,0.00122,1007282,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Municipal Solid Waste,27953000,pounds steam,May,2017,Boiler B
347,mmBtu/pounds steam,0.00172,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,151246050,pounds steam,May,2017,GP-1
348,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,,,May,2017,1
349,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,40743437,pounds steam,May,2017,2
350,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,84382450,pounds steam,May,2017,EU 001 - Boiler No. 1
351,mmBtu/pounds steam,0.00211,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,161421810,pounds steam,May,2017,EU 014 - Boiler No. 7
352,mmBtu/pounds steam,0.00221,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,52483960,pounds steam,May,2017,EU 009 - Boiler No. 4
353,mmBtu/pounds steam,0.00187,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,143061875,pounds steam,May,2017,EU 028 - Boiler No. 8
354,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,103424000,pounds steam,May,2017,GP-Combustors
355,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,62207880,pounds steam,May,2017,GP-Facility Stack
