,FACILITY_ID,REPORTING_YEAR,N2O_EMISSIONS_CO2E,TOTAL_ANNUAL_HEAT_INPUT,FACILITY_NAME,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,CH4_EMISSIONS_CO2E,OTHER_OR_BLEND_FUEL_TYPE
101,1000110,2016,2.3,78268,Midulla Generating Station,5A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2,
102,1000110,2016,5.6,189307.7,Midulla Generating Station,8A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,4.7,
103,1000110,2016,0,43.35,Midulla Generating Station,8A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
104,1000110,2016,5.6,189029,Midulla Generating Station,8B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,4.7,
105,1000110,2016,0,12.08,Midulla Generating Station,8B,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
106,1000110,2016,354.2,11887184,Midulla Generating Station,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,297.2,
107,1000110,2016,.2,843,Midulla Generating Station,1,Electricity Generator,Distillate Fuel Oil No. 2,,,.1,
108,1000110,2016,334.8,11235958.7,Midulla Generating Station,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,280.9,
109,1000110,2016,.2,902.8,Midulla Generating Station,2,Electricity Generator,Distillate Fuel Oil No. 2,,,.1,
110,1000110,2016,2.8,93992.1,Midulla Generating Station,5B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.3,
111,1000110,2016,0,61.92,Midulla Generating Station,5B,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
112,1000110,2016,6.5,219209.7,Midulla Generating Station,6A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.5,
113,1000110,2016,0,8.18,Midulla Generating Station,6A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
114,1000110,2016,6.5,219194,Midulla Generating Station,6B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.5,
115,1000110,2016,0,8.65,Midulla Generating Station,6B,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
116,1000110,2016,6.8,229207,Midulla Generating Station,7A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.7,
117,1000110,2016,0,22.45,Midulla Generating Station,7A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
118,1000110,2016,6.7,224644,Midulla Generating Station,7B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.6,
119,1000110,2016,0,11.47,Midulla Generating Station,4A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
120,1000111,2016,7.1,238875,Vernon Boulevard,VB01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6,
121,1000111,2016,8.5,283868,Vernon Boulevard,VB02,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.1,
122,1000112,2016,17.5,588401,23rd and 3rd,2302,Electricity Generator,Natural Gas (Weighted U.S. Average),,,14.7,
123,1000112,2016,19.3,648266,23rd and 3rd,2301,Electricity Generator,Natural Gas (Weighted U.S. Average),,,16.2,
124,1000113,2016,20.7,694765,Pouch Terminal,PT01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,17.4,
125,1000114,2016,15.6,523264,Brentwood,BW01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,13.1,
126,1000115,2016,0,0,Osceola,OSC1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
127,1000115,2016,0,0,Osceola,OSC3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
128,1000115,2016,0,0,Osceola,OSC2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
129,1000116,2016,7.4,247905,Harlem River Yard,HR01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.2,
130,1000116,2016,7.5,252921,Harlem River Yard,HR02,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.3,
131,1000117,2016,5.4,180884,"West Valley Power, LLC",U2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,4.5,
132,1000117,2016,7.6,253704,"West Valley Power, LLC",U3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.3,
133,1000117,2016,8.2,276205,"West Valley Power, LLC",U1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.9,
134,1000117,2016,6.1,203872,"West Valley Power, LLC",U5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.1,
135,1000117,2016,6.5,219232,"West Valley Power, LLC",U4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.5,
136,1000118,2016,12,402854,Solway Plant,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,10.1,
137,1000119,2016,1.9,62455,Hoosier Energy Lawrence Co Station,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.6,
138,1000119,2016,1.6,52752,Hoosier Energy Lawrence Co Station,5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.3,
139,1000119,2016,1.8,60676,Hoosier Energy Lawrence Co Station,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.5,
140,1000119,2016,1.8,59895,Hoosier Energy Lawrence Co Station,4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.5,
141,1000119,2016,2.1,70798,Hoosier Energy Lawrence Co Station,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.8,
142,1000119,2016,2.5,85118,Hoosier Energy Lawrence Co Station,6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.1,
143,1000120,2016,2.6,88911,Evander Andrews Power Complex,CT2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.2,
144,1000120,2016,2.8,93016,Evander Andrews Power Complex,CT3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.3,
145,1000120,2016,57.7,1936589,Evander Andrews Power Complex,CT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,48.4,
146,1000121,2016,10.4,347603,Warren F. Sam Beasley Pwr Station,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.7,
147,1000121,2016,8.8,48941,Warren F. Sam Beasley Pwr Station,2,Electricity Generator,Distillate Fuel Oil No. 2,,,3.7,
148,1000121,2016,10,336646,Warren F. Sam Beasley Pwr Station,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.4,
149,1000121,2016,8.4,46987,Warren F. Sam Beasley Pwr Station,1,Electricity Generator,Distillate Fuel Oil No. 2,,,3.5,
150,1000122,2016,1.5,50885,"Gilroy Energy Center, LLC for King City",2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.3,
151,1000123,2016,10.9,364605,Yuba City Energy Center,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,9.1,
152,1000125,2016,387.996,13023850.8,Ackerman Combined Cycle,AA-002,Electricity Generator,Natural Gas (Weighted U.S. Average),,,325.6,
153,1000125,2016,354.918,11914937.0,Ackerman Combined Cycle,AA-001,Electricity Generator,Natural Gas (Weighted U.S. Average),,,297.875,
154,1000127,2016,214,7181287,Bethlehem Power Plant,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,179.5,
155,1000127,2016,3.9,22039,Bethlehem Power Plant,1,Electricity Generator,Distillate Fuel Oil No. 2,,,1.7,
156,1000127,2016,213.9,7176721,Bethlehem Power Plant,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,179.4,
157,1000127,2016,2.8,15396,Bethlehem Power Plant,2,Electricity Generator,Distillate Fuel Oil No. 2,,,1.2,
158,1000127,2016,212.3,7125539.3,Bethlehem Power Plant,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,178.1,
159,1000127,2016,2,11226,Bethlehem Power Plant,7,Electricity Generator,Distillate Fuel Oil No. 2,,,.8,
160,1000127,2016,214.1,7183357.2,Bethlehem Power Plant,5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,179.6,
161,1000127,2016,6.3,35320.7,Bethlehem Power Plant,5,Electricity Generator,Distillate Fuel Oil No. 2,,,2.6,
162,1000127,2016,224,7515500,Bethlehem Power Plant,6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,187.9,
163,1000127,2016,4.7,26228,Bethlehem Power Plant,6,Electricity Generator,Distillate Fuel Oil No. 2,,,2,
164,1000127,2016,207.9,6975591.4,Bethlehem Power Plant,7,Electricity Generator,Natural Gas (Weighted U.S. Average),,,174.4,
165,1000127,2016,8.2,45985.7,Bethlehem Power Plant,3,Electricity Generator,Distillate Fuel Oil No. 2,,,3.4,
166,1000128,2016,3.2,108980,Indigo Generation Facility,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.7,
167,1000128,2016,3.8,126437,Indigo Generation Facility,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,3.2,
168,1000128,2016,3.8,129055,Indigo Generation Facility,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,3.2,
169,1000129,2016,.3,8765,AL Sandersville,CT2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.2,
170,1000129,2016,.3,9805,AL Sandersville,CT3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.2,
171,1000129,2016,.3,11099,AL Sandersville,CT4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.3,
172,1000129,2016,.3,11410,AL Sandersville,CT6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.3,
173,1000129,2016,.3,10775,AL Sandersville,CT8,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.3,
174,1000129,2016,.3,8946,AL Sandersville,CT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.2,
175,1000129,2016,.3,9515,AL Sandersville,CT5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.2,
176,1000129,2016,.3,11080,AL Sandersville,CT7,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.3,
177,1000130,2016,4.3,143933,Hanford Energy Park Peaker,HEP2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,3.6,
178,1000130,2016,4.1,136114,Hanford Energy Park Peaker,HEP1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,3.4,
179,1000131,2016,71.3,2393578,Bayswater Peaking Facility,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,59.8,
180,1000131,2016,18.7,104628,Bayswater Peaking Facility,2,Electricity Generator,Distillate Fuel Oil No. 2,,,7.8,
181,1000132,2016,0,0.0,Astoria Gas Turbine Power,CT2-3B,Electricity Generator,Kerosene,,,0,
182,1000132,2016,.894,26251.4,Astoria Gas Turbine Power,CT2-4A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.65,
183,1000132,2016,0,656.4,Astoria Gas Turbine Power,CT2-4A,Electricity Generator,Kerosene,,,.05,
184,1000132,2016,.894,26251.4,Astoria Gas Turbine Power,CT2-4B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.65,
185,1000132,2016,0,656.4,Astoria Gas Turbine Power,CT2-4B,Electricity Generator,Kerosene,,,.05,
186,1000132,2016,1.192,40202.4,Astoria Gas Turbine Power,CT3-1A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
187,1000132,2016,.298,1674.8,Astoria Gas Turbine Power,CT3-1A,Electricity Generator,Kerosene,,,.125,
188,1000132,2016,1.192,40202.4,Astoria Gas Turbine Power,CT3-1B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
189,1000132,2016,.298,1674.8,Astoria Gas Turbine Power,CT3-1B,Electricity Generator,Kerosene,,,.125,
190,1000132,2016,.894,32011.9,Astoria Gas Turbine Power,CT3-2A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.8,
191,1000132,2016,0,115.5,Astoria Gas Turbine Power,CT3-2A,Electricity Generator,Kerosene,,,0,
192,1000132,2016,.894,32011.9,Astoria Gas Turbine Power,CT3-2B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.8,
193,1000132,2016,0,115.5,Astoria Gas Turbine Power,CT3-2B,Electricity Generator,Kerosene,,,0,
194,1000132,2016,.596,22065.5,Astoria Gas Turbine Power,CT3-3A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.55,
195,1000132,2016,.298,1311.6,Astoria Gas Turbine Power,CT3-3A,Electricity Generator,Kerosene,,,.1,
196,1000132,2016,.596,22065.5,Astoria Gas Turbine Power,CT3-3B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.55,
197,1000132,2016,.298,1311.6,Astoria Gas Turbine Power,CT3-3B,Electricity Generator,Kerosene,,,.1,
198,1000132,2016,.596,15692.7,Astoria Gas Turbine Power,CT3-4A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.4,
199,1000132,2016,.298,2283.1,Astoria Gas Turbine Power,CT3-4A,Electricity Generator,Kerosene,,,.175,
200,1000132,2016,.596,15692.7,Astoria Gas Turbine Power,CT3-4B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.4,
201,1000132,2016,.298,2283.1,Astoria Gas Turbine Power,CT3-4B,Electricity Generator,Kerosene,,,.175,
202,1000132,2016,.894,31950.7,Astoria Gas Turbine Power,CT4-1A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.8,
203,1000132,2016,.298,984.9,Astoria Gas Turbine Power,CT4-1A,Electricity Generator,Kerosene,,,.075,
204,1000132,2016,.894,31950.7,Astoria Gas Turbine Power,CT4-1B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.8,
205,1000132,2016,.298,984.9,Astoria Gas Turbine Power,CT4-1B,Electricity Generator,Kerosene,,,.075,
206,1000132,2016,.894,33352.5,Astoria Gas Turbine Power,CT4-2A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.825,
207,1000132,2016,.298,1233.8,Astoria Gas Turbine Power,CT4-2A,Electricity Generator,Kerosene,,,.1,
208,1000132,2016,.894,33352.5,Astoria Gas Turbine Power,CT4-2B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.825,
209,1000132,2016,.298,1233.8,Astoria Gas Turbine Power,CT4-2B,Electricity Generator,Kerosene,,,.1,
210,1000132,2016,1.192,38297.5,Astoria Gas Turbine Power,CT4-3A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.95,
211,1000132,2016,.298,987.0,Astoria Gas Turbine Power,CT4-3A,Electricity Generator,Kerosene,,,.075,
212,1000132,2016,1.192,38297.5,Astoria Gas Turbine Power,CT4-3B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.95,
213,1000132,2016,.298,987.0,Astoria Gas Turbine Power,CT4-3B,Electricity Generator,Kerosene,,,.075,
214,1000132,2016,.894,28480.6,Astoria Gas Turbine Power,CT4-4A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.7,
215,1000132,2016,0,306.5,Astoria Gas Turbine Power,CT4-4A,Electricity Generator,Kerosene,,,.025,
216,1000132,2016,.894,28480.6,Astoria Gas Turbine Power,CT4-4B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.7,
