,boiler_heat_uom,boiler_ratio_b,facility_id,facility_name,fuel_type,mass_of_steam,mass_of_steam_uom,month,reporting_year,unit_name
32,mmBtu/pounds steam,0.001608,1001646,"COVANTA MARION, INC",Municipal Solid Waste,46398167,pounds steam,April,2015,MWC-2
33,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,42636960,pounds steam,April,2015,GP-Facility Stack
34,mmBtu/pounds steam,0.00179,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,125502287.65,pounds steam,April,2015,GP-Boilers 1 and 2
35,mmBtu/pounds steam,0.00148,1004968,WHEELABRATOR HUDSON FALLS LLC,Municipal Solid Waste,41921000,pounds steam,April,2015,Unit 1
36,mmBtu/pounds steam,0.00148,1004968,WHEELABRATOR HUDSON FALLS LLC,Municipal Solid Waste,40265417,pounds steam,April,2015,Unit 2
37,mmBtu/pounds steam,0.00172,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,94413200,pounds steam,April,2015,GP-1
38,mmBtu/pounds steam,0.00156,1006369,WHEELABRATOR CONCORD COMPANY LP,Municipal Solid Waste,47234833.333,pounds steam,April,2015,Unit #2
39,mmBtu/pounds steam,0.00156,1006369,WHEELABRATOR CONCORD COMPANY LP,Municipal Solid Waste,46730500,pounds steam,April,2015,Unit 1
40,mmBtu/pounds steam,0.0016,1004053,City of Spokane Waste-to-Energy,Municipal Solid Waste,65742230,pounds steam,April,2015,Unit 2
41,mmBtu/pounds steam,0.0016,1004053,City of Spokane Waste-to-Energy,Municipal Solid Waste,66418900,pounds steam,April,2015,Unit 1
42,mmBtu/pounds steam,0.00167,1004572,MCKAY BAY FACILITY,Municipal Solid Waste,156096000,pounds steam,April,2015,GP-MWC
43,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21171113.1,pounds steam,April,2015,Unit 3
44,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10275513.4,pounds steam,April,2015,Unit 1
45,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10559612.3,pounds steam,April,2015,Unit 2
46,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,60701817,pounds steam,April,2015,1
47,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,69081996,pounds steam,April,2015,2
48,mmBtu/pounds steam,0.00132,1004969,Wheelabrator Portsmouth Inc.,Municipal Solid Waste,91057916.67,pounds steam,April,2015,Unit 1
49,mmBtu/pounds steam,0.00132,1004969,Wheelabrator Portsmouth Inc.,Municipal Solid Waste,93833083.33,pounds steam,April,2015,Unit 2
50,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,38494000,pounds steam,April,2015,MWC Unit No. 1
51,mmBtu/pounds steam,0.00132,1004969,Wheelabrator Portsmouth Inc.,Municipal Solid Waste,89678333.33,pounds steam,August,2015,Unit 4
52,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,44077200,pounds steam,August,2015,MWC Unit No. 1
53,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,42630500,pounds steam,August,2015,MWC Unit No. 2
54,mmBtu/pounds steam,0.001589,1004963,Covanta WBH,Municipal Solid Waste,60597500,pounds steam,August,2015,Unit 2
55,mmBtu/pounds steam,0.001589,1004963,Covanta WBH,Municipal Solid Waste,63001916,pounds steam,August,2015,Unit 1
56,mmBtu/pounds steam,0.001589,1004963,Covanta WBH,Municipal Solid Waste,64434333,pounds steam,August,2015,Unit 3
57,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),0,pounds steam,August,2015,EU 001
58,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,70302638,pounds steam,August,2015,EU 001
59,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),0,pounds steam,August,2015,EU 002
60,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,62162687,pounds steam,August,2015,EU 002
61,mmBtu/pounds steam,0.00164000,1000219,French Island,Wood and Wood Residuals (dry basis),20120466,pounds steam,August,2015,1
62,mmBtu/pounds steam,0.00164,1000219,French Island,Municipal Solid Waste,17592643,pounds steam,August,2015,1
63,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),18369431,pounds steam,August,2015,2
64,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,16057682,pounds steam,August,2015,2
65,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,38000,pounds steam,August,2015,EU 001 - Boiler No. 1
66,mmBtu/pounds steam,0.00211,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,0,pounds steam,August,2015,EU 014 - Boiler No. 7
67,mmBtu/pounds steam,0.00221,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,0,pounds steam,August,2015,EU 009 - Boiler No. 4
68,mmBtu/pounds steam,0.00187,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,243261000,pounds steam,August,2015,EU 028 - Boiler No. 8
69,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,0,pounds steam,August,2015,EU 002 - Boiler No. 2
70,mmBtu/pounds steam,0.00151,1004279,"WHEELABRATOR GLOUCESTER COMPANY, L.P.",Municipal Solid Waste,42320083,pounds steam,August,2015,Unit 2
71,mmBtu/pounds steam,0.00151,1004279,"WHEELABRATOR GLOUCESTER COMPANY, L.P.",Municipal Solid Waste,43918583,pounds steam,August,2015,Unit 1
72,mmBtu/pounds steam,0.001631,1005171,COVANTA RESOURCE RECOVERY FACILITY,Municipal Solid Waste,0,pounds steam,August,2015,GP-Combustors
73,mmBtu/pounds steam,0.00136,1000047,PENOBSCOT ENERGY RECOVERY CO.,Municipal Solid Waste,156334167,pounds steam,August,2015,GP-MWC
74,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,53608200,pounds steam,August,2015,A Boiler
75,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,48593200,pounds steam,August,2015,B Boiler
76,mmBtu/pounds steam,0.001558448,1005528,OLMSTED WASTE-TO-ENERGY FACILITY,Municipal Solid Waste,62653083,pounds steam,August,2015,GP-01
77,mmBtu/pounds steam,0.001465,1000362,CAMDEN CNTY RESOURCE RECOVERY ASSOC,Municipal Solid Waste,198182203.92,pounds steam,August,2015,GP-Facility Emissions
78,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,38272363,pounds steam,August,2015,GP-Facility Stack
79,mmBtu/pounds steam,0.00163,1004540,Wheelabrator Lisbon Inc.,Municipal Solid Waste,47769417,pounds steam,August,2015,Unit 2
80,mmBtu/pounds steam,0.00163,1004540,Wheelabrator Lisbon Inc.,Municipal Solid Waste,47768167,pounds steam,August,2015,Unit 1
81,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,125729581.8,pounds steam,August,2015,GP-Combustors
82,mmBtu/pounds steam,0.001608,1001646,"COVANTA MARION, INC",Municipal Solid Waste,47394083,pounds steam,August,2015,MWC-1
83,mmBtu/pounds steam,0.001608,1001646,"COVANTA MARION, INC",Municipal Solid Waste,46398167,pounds steam,August,2015,MWC-2
84,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,54318000,pounds steam,August,2015,GP-Facility Stack
85,mmBtu/pounds steam,0.00179,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,125502287.65,pounds steam,August,2015,GP-Boilers 1 and 2
86,mmBtu/pounds steam,0.00148,1004968,WHEELABRATOR HUDSON FALLS LLC,Municipal Solid Waste,41921000,pounds steam,August,2015,Unit 1
87,mmBtu/pounds steam,0.00148,1004968,WHEELABRATOR HUDSON FALLS LLC,Municipal Solid Waste,40265417,pounds steam,August,2015,Unit 2
88,mmBtu/pounds steam,0.00172,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,138422100,pounds steam,August,2015,GP-1
89,mmBtu/pounds steam,0.00156,1006369,WHEELABRATOR CONCORD COMPANY LP,Municipal Solid Waste,47234833.333,pounds steam,August,2015,Unit #2
90,mmBtu/pounds steam,0.00156,1006369,WHEELABRATOR CONCORD COMPANY LP,Municipal Solid Waste,46730500,pounds steam,August,2015,Unit 1
91,mmBtu/pounds steam,0.0016,1004053,City of Spokane Waste-to-Energy,Municipal Solid Waste,73711080,pounds steam,August,2015,Unit 2
92,mmBtu/pounds steam,0.0016,1004053,City of Spokane Waste-to-Energy,Municipal Solid Waste,73580570,pounds steam,August,2015,Unit 1
93,mmBtu/pounds steam,0.00167,1004572,MCKAY BAY FACILITY,Municipal Solid Waste,156096000,pounds steam,August,2015,GP-MWC
94,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21171113.1,pounds steam,August,2015,Unit 3
95,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10275513.4,pounds steam,August,2015,Unit 1
96,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10559612.3,pounds steam,August,2015,Unit 2
97,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,59054114,pounds steam,August,2015,1
98,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,60886377,pounds steam,August,2015,2
99,mmBtu/pounds steam,0.00132,1004969,Wheelabrator Portsmouth Inc.,Municipal Solid Waste,91057916.67,pounds steam,August,2015,Unit 1
100,mmBtu/pounds steam,0.00132,1004969,Wheelabrator Portsmouth Inc.,Municipal Solid Waste,93833083.33,pounds steam,August,2015,Unit 2
101,mmBtu/pounds steam,0.00132,1004969,Wheelabrator Portsmouth Inc.,Municipal Solid Waste,91093500,pounds steam,August,2015,Unit 3
102,mmBtu/pounds steam,0.00167,1004572,MCKAY BAY FACILITY,Municipal Solid Waste,156096000,pounds steam,December,2015,GP-MWC
103,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,102048000,pounds steam,December,2015,EU 002 - Boiler No. 2
104,mmBtu/pounds steam,0.00151,1004279,"WHEELABRATOR GLOUCESTER COMPANY, L.P.",Municipal Solid Waste,43918583,pounds steam,December,2015,Unit 1
105,mmBtu/pounds steam,0.001631,1005171,COVANTA RESOURCE RECOVERY FACILITY,Municipal Solid Waste,0,pounds steam,December,2015,GP-Combustors
106,mmBtu/pounds steam,0.00136,1000047,PENOBSCOT ENERGY RECOVERY CO.,Municipal Solid Waste,156334167,pounds steam,December,2015,GP-MWC
107,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,50542000,pounds steam,December,2015,A Boiler
108,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,52759300,pounds steam,December,2015,B Boiler
109,mmBtu/pounds steam,0.001558448,1005528,OLMSTED WASTE-TO-ENERGY FACILITY,Municipal Solid Waste,62653083,pounds steam,December,2015,GP-01
110,mmBtu/pounds steam,0.001465,1000362,CAMDEN CNTY RESOURCE RECOVERY ASSOC,Municipal Solid Waste,209690487.36,pounds steam,December,2015,GP-Facility Emissions
111,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,41835339,pounds steam,December,2015,GP-Facility Stack
112,mmBtu/pounds steam,0.00163,1004540,Wheelabrator Lisbon Inc.,Municipal Solid Waste,47769417,pounds steam,December,2015,Unit 2
113,mmBtu/pounds steam,0.00163,1004540,Wheelabrator Lisbon Inc.,Municipal Solid Waste,47768167,pounds steam,December,2015,Unit 1
114,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,125729581.8,pounds steam,December,2015,GP-Combustors
115,mmBtu/pounds steam,0.001608,1001646,"COVANTA MARION, INC",Municipal Solid Waste,47394083,pounds steam,December,2015,MWC-1
116,mmBtu/pounds steam,0.001608,1001646,"COVANTA MARION, INC",Municipal Solid Waste,46398167,pounds steam,December,2015,MWC-2
117,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,56129760,pounds steam,December,2015,GP-Facility Stack
118,mmBtu/pounds steam,0.00179,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,125502287.65,pounds steam,December,2015,GP-Boilers 1 and 2
119,mmBtu/pounds steam,0.00148,1004968,WHEELABRATOR HUDSON FALLS LLC,Municipal Solid Waste,41921000,pounds steam,December,2015,Unit 1
120,mmBtu/pounds steam,0.00148,1004968,WHEELABRATOR HUDSON FALLS LLC,Municipal Solid Waste,40265417,pounds steam,December,2015,Unit 2
121,mmBtu/pounds steam,0.00172,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,127883100,pounds steam,December,2015,GP-1
122,mmBtu/pounds steam,0.00156,1006369,WHEELABRATOR CONCORD COMPANY LP,Municipal Solid Waste,47234833.333,pounds steam,December,2015,Unit #2
123,mmBtu/pounds steam,0.00156,1006369,WHEELABRATOR CONCORD COMPANY LP,Municipal Solid Waste,46730500,pounds steam,December,2015,Unit 1
124,mmBtu/pounds steam,0.0016,1004053,City of Spokane Waste-to-Energy,Municipal Solid Waste,44911090,pounds steam,December,2015,Unit 2
125,mmBtu/pounds steam,0.0016,1004053,City of Spokane Waste-to-Energy,Municipal Solid Waste,68580140,pounds steam,December,2015,Unit 1
126,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21171113.1,pounds steam,December,2015,Unit 3
127,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10275513.4,pounds steam,December,2015,Unit 1
128,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10559612.3,pounds steam,December,2015,Unit 2
129,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,50180146,pounds steam,December,2015,1
130,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,57216132,pounds steam,December,2015,2
131,mmBtu/pounds steam,0.00132,1004969,Wheelabrator Portsmouth Inc.,Municipal Solid Waste,91057916.67,pounds steam,December,2015,Unit 1
132,mmBtu/pounds steam,0.00132,1004969,Wheelabrator Portsmouth Inc.,Municipal Solid Waste,93833083.33,pounds steam,December,2015,Unit 2
133,mmBtu/pounds steam,0.00132,1004969,Wheelabrator Portsmouth Inc.,Municipal Solid Waste,91093500,pounds steam,December,2015,Unit 3
134,mmBtu/pounds steam,0.00132,1004969,Wheelabrator Portsmouth Inc.,Municipal Solid Waste,89678333.33,pounds steam,December,2015,Unit 4
135,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,41695000,pounds steam,December,2015,MWC Unit No. 1
136,mmBtu/pounds steam,0.00141,1004618,BAY COUNTY WASTE - TO - ENERGY FACILITY,Municipal Solid Waste,29054200,pounds steam,December,2015,MWC Unit No. 2
137,mmBtu/pounds steam,0.001589,1004963,Covanta WBH,Municipal Solid Waste,60597500,pounds steam,December,2015,Unit 2
138,mmBtu/pounds steam,0.001589,1004963,Covanta WBH,Municipal Solid Waste,63001916,pounds steam,December,2015,Unit 1
139,mmBtu/pounds steam,0.001589,1004963,Covanta WBH,Municipal Solid Waste,64434333,pounds steam,December,2015,Unit 3
140,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),54494,pounds steam,December,2015,EU 001
141,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,63720247,pounds steam,December,2015,EU 001
142,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Wood and Wood Residuals (dry basis),54565,pounds steam,December,2015,EU 002
143,mmBtu/pounds steam,0.00160681,1006774,Red Wing Plant,Municipal Solid Waste,66040129,pounds steam,December,2015,EU 002
144,mmBtu/pounds steam,0.00164000,1000219,French Island,Wood and Wood Residuals (dry basis),22355527,pounds steam,December,2015,1
145,mmBtu/pounds steam,0.00164,1000219,French Island,Municipal Solid Waste,16434952,pounds steam,December,2015,1
146,mmBtu/pounds steam,0.00166333,1000219,French Island,Wood and Wood Residuals (dry basis),20753922,pounds steam,December,2015,2
147,mmBtu/pounds steam,0.00166333,1000219,French Island,Municipal Solid Waste,15258864,pounds steam,December,2015,2
148,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,96631000,pounds steam,December,2015,EU 001 - Boiler No. 1
149,mmBtu/pounds steam,0.00211,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,212663000,pounds steam,December,2015,EU 014 - Boiler No. 7
150,mmBtu/pounds steam,0.00221,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,160624000,pounds steam,December,2015,EU 009 - Boiler No. 4
151,mmBtu/pounds steam,0.00187,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,381499000,pounds steam,December,2015,EU 028 - Boiler No. 8
152,mmBtu/pounds steam,0.00151,1004279,"WHEELABRATOR GLOUCESTER COMPANY, L.P.",Municipal Solid Waste,42320083,pounds steam,December,2015,Unit 2
153,mmBtu/pounds steam,0.00151,1004279,"WHEELABRATOR GLOUCESTER COMPANY, L.P.",Municipal Solid Waste,42320083,pounds steam,February,2015,Unit 2
154,mmBtu/pounds steam,0.00215,1006008,CLEWISTON SUGAR HOUSE,Agricultural Byproducts,88185000,pounds steam,February,2015,EU 002 - Boiler No. 2
155,mmBtu/pounds steam,0.001631,1005171,COVANTA RESOURCE RECOVERY FACILITY,Municipal Solid Waste,31300000,pounds steam,February,2015,GP-Combustors
156,mmBtu/pounds steam,0.00136,1000047,PENOBSCOT ENERGY RECOVERY CO.,Municipal Solid Waste,156334167,pounds steam,February,2015,GP-MWC
157,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,36404600,pounds steam,February,2015,A Boiler
158,mmBtu/pounds steam,0.0013,1005673,REGIONAL WASTE SYSTEMS INCORPORATED,Municipal Solid Waste,32747500,pounds steam,February,2015,B Boiler
159,mmBtu/pounds steam,0.001558448,1005528,OLMSTED WASTE-TO-ENERGY FACILITY,Municipal Solid Waste,62653083,pounds steam,February,2015,GP-01
160,mmBtu/pounds steam,0.001465,1000362,CAMDEN CNTY RESOURCE RECOVERY ASSOC,Municipal Solid Waste,133571247.36,pounds steam,February,2015,GP-Facility Emissions
161,mmBtu/pounds steam,0.001470773,1004797,COVANTA PITTSFIELD LLC,Municipal Solid Waste,35986636,pounds steam,February,2015,GP-Facility Stack
162,mmBtu/pounds steam,0.00163,1004540,Wheelabrator Lisbon Inc.,Municipal Solid Waste,47769417,pounds steam,February,2015,Unit 2
163,mmBtu/pounds steam,0.00163,1004540,Wheelabrator Lisbon Inc.,Municipal Solid Waste,47768167,pounds steam,February,2015,Unit 1
164,mmBtu/pounds steam,0.001665,1005172,"COVANTA BRISTOL, INC",Municipal Solid Waste,125729581.8,pounds steam,February,2015,GP-Combustors
165,mmBtu/pounds steam,0.001608,1001646,"COVANTA MARION, INC",Municipal Solid Waste,47394083,pounds steam,February,2015,MWC-1
166,mmBtu/pounds steam,0.001608,1001646,"COVANTA MARION, INC",Municipal Solid Waste,46398167,pounds steam,February,2015,MWC-2
167,mmBtu/pounds steam,0.001607717,1004865,COVANTA SPRINGFIELD LLC,Municipal Solid Waste,51324360,pounds steam,February,2015,GP-Facility Stack
168,mmBtu/pounds steam,0.00179,1002744,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,Municipal Solid Waste,125502287.65,pounds steam,February,2015,GP-Boilers 1 and 2
169,mmBtu/pounds steam,0.00148,1004968,WHEELABRATOR HUDSON FALLS LLC,Municipal Solid Waste,41921000,pounds steam,February,2015,Unit 1
170,mmBtu/pounds steam,0.00148,1004968,WHEELABRATOR HUDSON FALLS LLC,Municipal Solid Waste,40265417,pounds steam,February,2015,Unit 2
171,mmBtu/pounds steam,0.00172,1003200,Covanta Stanislaus Inc.,Municipal Solid Waste,136898300,pounds steam,February,2015,GP-1
172,mmBtu/pounds steam,0.00156,1006369,WHEELABRATOR CONCORD COMPANY LP,Municipal Solid Waste,47234833.333,pounds steam,February,2015,Unit #2
173,mmBtu/pounds steam,0.00156,1006369,WHEELABRATOR CONCORD COMPANY LP,Municipal Solid Waste,46730500,pounds steam,February,2015,Unit 1
174,mmBtu/pounds steam,0.0016,1004053,City of Spokane Waste-to-Energy,Municipal Solid Waste,57297832,pounds steam,February,2015,Unit 2
175,mmBtu/pounds steam,0.0016,1004053,City of Spokane Waste-to-Energy,Municipal Solid Waste,57285870,pounds steam,February,2015,Unit 1
176,mmBtu/pounds steam,0.00167,1004572,MCKAY BAY FACILITY,Municipal Solid Waste,156096000,pounds steam,February,2015,GP-MWC
177,mmBtu/pounds steam,0.0012026,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,21171113.1,pounds steam,February,2015,Unit 3
178,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10275513.4,pounds steam,February,2015,Unit 1
179,mmBtu/pounds steam,0.001389,1004475,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Municipal Solid Waste,10559612.3,pounds steam,February,2015,Unit 2
180,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,38437305,pounds steam,February,2015,1
181,mmBtu/pounds steam,0.00159027,1003410,Key City/Wilmarth Plant,Municipal Solid Waste,60629609,pounds steam,February,2015,2
182,mmBtu/pounds steam,0.00132,1004969,Wheelabrator Portsmouth Inc.,Municipal Solid Waste,91057916.67,pounds steam,February,2015,Unit 1
183,mmBtu/pounds steam,0.00132,1004969,Wheelabrator Portsmouth Inc.,Municipal Solid Waste,93833083.33,pounds steam,February,2015,Unit 2
