,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,SPENT_LIQUOR_CO2_EMISSIONS,SPENT_LIQUOR_CH4_EMISSIONS,UNIT_NAME,UNIT_TYPE,SPENT_LIQUOR_N2O_EMISSIONS,BIOMASS_CH4_EMISSIONS_FACTOR,BIOMASS_N2O_EMISSIONS_FACTOR
43,1000377,2011,International Paper-Courtland Mill,,,Lime Kiln 1,Pulp Mill Lime Kiln,,,
44,1000377,2011,International Paper-Courtland Mill,,,Lime Kiln 2,Pulp Mill Lime Kiln,,,
45,1000426,2011,KapStone Charleston Kraft LLC,,,No. 5 Lime Kiln/CP002,Pulp Mill Lime Kiln,,,
46,1000426,2011,KapStone Charleston Kraft LLC,,,No. 4 Lime Kiln/CP001,Pulp Mill Lime Kiln,,,
47,1000426,2011,KapStone Charleston Kraft LLC,583106.6,186,No. 1 Recovery Boiler/REC004,Chemical Recovery Furnace,31,,
48,1000426,2011,KapStone Charleston Kraft LLC,410022.9,130.79,No. 9 Recovery Boiler/REC007,Chemical Recovery Furnace,21.8,,
49,1000434,2011,International Paper - Vicksburg Mill,489555.8,155.99,RB1 (AA005),Chemical Recovery Furnace,26,,
50,1000434,2011,International Paper - Vicksburg Mill,,,LK1 (AA003),Pulp Mill Lime Kiln,,,
51,1000593,2011,VERSO ANDROSCOGGIN LLC,,,B Lime Kiln,Pulp Mill Lime Kiln,,,
52,1000593,2011,VERSO ANDROSCOGGIN LLC,511226,166.7,Recovery Boiler 2,Chemical Recovery Furnace,27.8,,
53,1000593,2011,VERSO ANDROSCOGGIN LLC,363168,115.8,Recovery Boiler 1,Chemical Recovery Furnace,19.3,,
54,1000593,2011,VERSO ANDROSCOGGIN LLC,,,A Lime Kiln,Pulp Mill Lime Kiln,,,
55,1000602,2011,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",365080,116.02,No. 5 Recovery Boiler (L03007/L03008),Chemical Recovery Furnace,19.337,,
56,1000602,2011,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",431733.6,137.2,No. 4 Recovery Boiler (L03004/L03005),Chemical Recovery Furnace,22.867,,
57,1000602,2011,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",,,No. 1 Lime Kiln (L04002),Pulp Mill Lime Kiln,,,
58,1000602,2011,"GRAPHIC PACKAGING INTERNATIONAL LLC, West Monroe Mill Plant 31",,,No. 2 Lime Kiln (L04003),Pulp Mill Lime Kiln,,,
59,1000624,2011,WestRock Tacoma Mill,656120,209,Recovery Boiler #4,Chemical Recovery Furnace,35,,
60,1000624,2011,WestRock Tacoma Mill,,,Lime kilns,Pulp Mill Lime Kiln,,,
61,1000961,2011,DOMTAR PAPER CO LLC HAWESVILLE MILL,560743.4,179.53,No. 4 Recovery Furnace,Chemical Recovery Furnace,29.922,,
62,1000961,2011,DOMTAR PAPER CO LLC HAWESVILLE MILL,355904.4,113.95,No. 3 Recovery Furnace,Chemical Recovery Furnace,18.992,,
63,1000961,2011,DOMTAR PAPER CO LLC HAWESVILLE MILL,,,No. 3 Lime Kiln,Pulp Mill Lime Kiln,,,
64,1001237,2011,Verso Luke LLC,,,Lime Kiln,Pulp Mill Lime Kiln,,,
65,1001237,2011,Verso Luke LLC,722223,172.8,Recovery Boiler #3,Chemical Recovery Furnace,28.8,,
66,1001237,2011,Verso Luke LLC,12548.3,3,Recovery Boiler #2,Chemical Recovery Furnace,.5,,
67,1001733,2011,International Paper - Red River Mill,610692,194.1,RB3 (NA-41-41),Chemical Recovery Furnace,32.4,,
68,1001733,2011,International Paper - Red River Mill,,,LK (1224-06-06),Pulp Mill Lime Kiln,,,
69,1001807,2011,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",,,D Lime Kiln,Pulp Mill Lime Kiln,,,
70,1001807,2011,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",582194,186,No. 5 Recovery Furnace,Chemical Recovery Furnace,31,,
71,1001807,2011,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",1070342,335,No. 6 Recovery Furnace,Chemical Recovery Furnace,56,,
72,1001889,2011,WOODLAND PULP LLC,,,Unit 15,Pulp Mill Lime Kiln,,,
73,1001889,2011,WOODLAND PULP LLC,760817.3,243.59,Unit 02,Chemical Recovery Furnace,40.59,0.0019,0.00042
74,1001892,2011,"Verso Quinnesec, LLC",753591.5,241.28,Recovery Boiler,Chemical Recovery Furnace,40.21,,
75,1001892,2011,"Verso Quinnesec, LLC",,,Lime Kiln,Pulp Mill Lime Kiln,,,
76,1001906,2011,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,395528.9,130.62,Recovery Boiler,Chemical Recovery Combustion Unit,21.77,,
77,1001995,2011,SAPPI CLOQUET LLC,,,EU 033,Pulp Mill Lime Kiln,,,
78,1001995,2011,SAPPI CLOQUET LLC,850200,272,EU 005,Chemical Recovery Furnace,45.4,0.0019,0.00042
79,1002024,2011,KIMBERLY CLARK WORLD WIDE,243700,81,No 10 Recovery Boiler,Chemical Recovery Furnace,13,,
80,1002098,2011,GREEN BAY PACKAGING/ARK KRAFT,,,Unit 2 (#2 Lime Kiln  SN-08),Pulp Mill Lime Kiln,,,
81,1002098,2011,GREEN BAY PACKAGING/ARK KRAFT,413000,131,Unit 1 (Recover Boiler  SN-05A),Chemical Recovery Furnace,21.9,,
82,1002113,2011,International Paper - Pine Hill Mill,,,LK1,Pulp Mill Lime Kiln,,,
83,1002113,2011,International Paper - Pine Hill Mill,699179.8,222.72,RB1,Chemical Recovery Furnace,37.12,,
84,1002149,2011,International Paper - Springfield Mill,,,"Lime Kilns, Combined, EU 455",Pulp Mill Lime Kiln,,,
85,1002149,2011,International Paper - Springfield Mill,498539.7,158.4,#4 Kraft Recovery Furnace EU445C,Chemical Recovery Furnace,26.4,,
86,1002253,2011,LINCOLN PAPER AND TISSUE,,,LK,Pulp Mill Lime Kiln,,,
87,1002253,2011,LINCOLN PAPER AND TISSUE,317135.6,101.16,RB2,Chemical Recovery Furnace,16.86,,
88,1002272,2011,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",,,LK4,Lime Kiln,,,
89,1002272,2011,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",545096,173,RB5,Chemical Recovery Furnace,29,,
90,1002272,2011,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",533988,170,RB4,Chemical Recovery Furnace,28,,
91,1002305,2011,"WESTROCK TEXAS, L.P.",,,No. 7 Lime Kiln,Pulp Mill Lime Kiln,,,
92,1002305,2011,"WESTROCK TEXAS, L.P.",443762,141.57,No. 3 Recovery Boiler,Chemical Recovery Furnace,23.595,,
93,1002305,2011,"WESTROCK TEXAS, L.P.",818120.6,261,No. 4 Recovery Boiler,Chemical Recovery Furnace,43.499,,
94,1002305,2011,"WESTROCK TEXAS, L.P.",,,No. 1 Lime Kiln,Pulp Mill Lime Kiln,,,
95,1002339,2011,THILMANY MILL,113189.7,36.05,8 Kraft Recovery Furnace/B08,Chemical Recovery Furnace,6.009,,
96,1002339,2011,THILMANY MILL,167383.1,53.31,10 Kraft Recovery Furnace/B10,Chemical Recovery Furnace,8.885,,
97,1002339,2011,THILMANY MILL,,,Kraft Lime Kiln/P12,Pulp Mill Lime Kiln,,,
98,1002708,2011,CLEARWATER PAPER CORP-CYPRESS BEND MILL,552137,176.78,#1 Recovery Boiler,Chemical Recovery Furnace,29.463,,
99,1002708,2011,CLEARWATER PAPER CORP-CYPRESS BEND MILL,,,#1 Lime Kiln,Pulp Mill Lime Kiln,,,
100,1002733,2011,"Brunswick Cellulose, Inc.",722826,229.71,R401,Chemical Recovery Furnace,38.285,,
101,1002733,2011,"Brunswick Cellulose, Inc.",1126485,357.99,R407,Chemical Recovery Furnace,59.666,,
102,1002733,2011,"Brunswick Cellulose, Inc.",,,L537,Pulp Mill Lime Kiln,,,
103,1002823,2011,GEORGIA-PACIFIC CEDAR SPRINGS LLC,322515.4,102.63,No. 1 Recovery Furnace (R400),Chemical Recovery Furnace,17.105,,
104,1002823,2011,GEORGIA-PACIFIC CEDAR SPRINGS LLC,470884.7,149.85,No. 3 Recovery Furnace (R402),Chemical Recovery Furnace,24.974,,
105,1002823,2011,GEORGIA-PACIFIC CEDAR SPRINGS LLC,,,No. 1 Lime Kiln (L600),Pulp Mill Lime Kiln,,,
106,1002823,2011,GEORGIA-PACIFIC CEDAR SPRINGS LLC,381008.6,121.25,No. 2 Recovery Furnace (R401),Chemical Recovery Furnace,20.208,,
107,1002823,2011,GEORGIA-PACIFIC CEDAR SPRINGS LLC,,,No. 2 Lime Kiln (L601),Pulp Mill Lime Kiln,,,
108,1002846,2011,"Hood Container of Louisiana, LLC",,,Lime Kiln,Pulp Mill Lime Kiln,,,
109,1002846,2011,"Hood Container of Louisiana, LLC",389370,123.74,Recovery Furnace,Chemical Recovery Furnace,20.62,,
110,1002893,2011,BOISE PAPER,576066,183.3,No. 3 Recovery Furnace,Chemical Recovery Furnace,30.6,,
111,1002893,2011,BOISE PAPER,106096,34,No. 2 Recovery Furnace,Chemical Recovery Furnace,5.6,,
112,1002893,2011,BOISE PAPER,,,Lime Kiln,Pulp Mill Lime Kiln,,,
113,1002963,2011,BOISE WHITE PAPER MILL,,,Z003,Pulp Mill Lime Kiln,,,
114,1002963,2011,BOISE WHITE PAPER MILL,459267,146.39,Z011,Chemical Recovery Furnace,24.398,0.0019,0.00042
115,1003048,2011,SAPPI FINE PAPER (S.D. WARREN ) MILL,924866.9,295.77,Recovery Boiler,Chemical Recovery Furnace,49.295,,
116,1003048,2011,SAPPI FINE PAPER (S.D. WARREN ) MILL,,,Lime Kiln,Pulp Mill Lime Kiln,,,
117,1003280,2011,PACKAGING CORP. OF AMERICA,,,6063,Pulp Mill Lime Kiln,,,
118,1003280,2011,PACKAGING CORP. OF AMERICA,23789.8,7.56,7010,Chemical Recovery Furnace,1.26,0.0019,0.00042
119,1003280,2011,PACKAGING CORP. OF AMERICA,35319,11.22,7040,Chemical Recovery Furnace,1.87,0.0019,0.00042
120,1003280,2011,PACKAGING CORP. OF AMERICA,23407.2,7.44,7000,Chemical Recovery Furnace,1.24,0.0019,0.00042
121,1003280,2011,PACKAGING CORP. OF AMERICA,37002.6,11.76,7020,Chemical Recovery Furnace,1.96,0.0019,0.00042
122,1003320,2011,Verso Escanaba LLC,768485,244.2,EURF15,Chemical Recovery Furnace,40.7,,
123,1003320,2011,Verso Escanaba LLC,,,EULK29,Pulp Mill Lime Kiln,,,
124,1003419,2011,"WestRock CP, LLC",49164,13,N001,Chemical Recovery Combustion Unit,2,,
125,1003470,2011,GRAPHIC PACKAGING INTERNATIONAL,757609,240.9,D001,Chemical Recovery Furnace,40.15,,
126,1003470,2011,GRAPHIC PACKAGING INTERNATIONAL,,,L001,Pulp Mill Lime Kiln,,,
127,1003470,2011,GRAPHIC PACKAGING INTERNATIONAL,,,L002,Pulp Mill Lime Kiln,,,
128,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,,,Lime Kiln No. 2,Pulp Mill Lime Kiln,,,
129,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,,,Lime Kiln No. 1,Pulp Mill Lime Kiln,,,
130,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,731346,233.06,Recovery Boiler No. 4,Chemical Recovery Furnace,38.843,,
131,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,227341.1,72.45,Recovery Boiler No. 3,Chemical Recovery Furnace,12.074,,
132,1003501,2011,EVERGREEN PACKAGING-PINE BLUFF,201065.6,64.07,Recovery Boiler No. 2,Chemical Recovery Furnace,10.679,,
133,1003633,2011,"Mondi Bags USA, LLC",145269,46.17,Recovery Boiler,Chemical Recovery Furnace,7.694,,
134,1003884,2011,PACKAGING CORPORATION OF AMERICA-TOMAHAWK,75031.3,21.92,B25,Chemical Recovery Combustion Unit,3.654,,
135,1003943,2011,GREIF RIVERVILLE LLC,67037,20,Recovery Boiler,Chemical Recovery Combustion Unit,3,,
136,1004017,2011,CASCADE PACIFIC PULP HALSEY PULP MILL,,,LKEU,Pulp Mill Lime Kiln,,,
137,1004017,2011,CASCADE PACIFIC PULP HALSEY PULP MILL,497451,158.09,RFEU,Chemical Recovery Furnace,26.348,,
138,1004055,2011,GEORGIA-PACIFIC TOLEDO LLC,260362,82.74,EU14 Recovery Boiler #1,Chemical Recovery Furnace,13.79,,
139,1004055,2011,GEORGIA-PACIFIC TOLEDO LLC,250924,79.74,EU16 Recovery Boiler #2,Chemical Recovery Furnace,13.29,,
140,1004055,2011,GEORGIA-PACIFIC TOLEDO LLC,,,EU1 Lime Kiln #1,Pulp Mill Lime Kiln,,,
141,1004055,2011,GEORGIA-PACIFIC TOLEDO LLC,,,EU3 Lime Kiln #3,Pulp Mill Lime Kiln,,,
142,1004055,2011,GEORGIA-PACIFIC TOLEDO LLC,,,EU2 Lime Kiln #2,Pulp Mill Lime Kiln,,,
143,1004199,2011,P.H. Glatfelter Company,395492,126.18,Recovery Boiler #3,Chemical Recovery Furnace,21.029,,
144,1004199,2011,P.H. Glatfelter Company,,,Calciner,Pulp Mill Lime Kiln,,,
145,1004396,2011,DOMTAR A. W. LLC-NEKOOSA,,,P22,Pulp Mill Lime Kiln,,,
146,1004396,2011,DOMTAR A. W. LLC-NEKOOSA,292565,94,B14,Chemical Recovery Furnace,16,,
147,1004705,2011,CLEARWATER PAPER CORP,269070,85.5,Number 4 Recovery Furnace,Chemical Recovery Furnace,14.3,,
148,1004705,2011,CLEARWATER PAPER CORP,,,Number 4 Lime Kiln,Pulp Mill Lime Kiln,,,
149,1004705,2011,CLEARWATER PAPER CORP,,,Number 3 Lime Kiln,Pulp Mill Lime Kiln,,,
150,1004705,2011,CLEARWATER PAPER CORP,901932,286.6,Number 5 Recovery Furnace,Chemical Recovery Furnace,47.8,,
151,1004886,2011,INTERSTATE PAPER LLC,,,Lime Kiln,Pulp Mill Lime Kiln,,,
152,1004886,2011,INTERSTATE PAPER LLC,297791,95,Recovery Boiler,Chemical Recovery Furnace,16,0.0019,0.00042
153,1004901,2011,International Paper-Port Wentworth,726506.7,230.88,RE01,Chemical Recovery Furnace,38.48,,
154,1004901,2011,International Paper-Port Wentworth,,,LK01,Pulp Mill Lime Kiln,,,
155,1005012,2011,"WESTROCK CP, LLC - HODGE MILL",,,LK1,Pulp Mill Lime Kiln,,,
156,1005012,2011,"WESTROCK CP, LLC - HODGE MILL",,,LK2,Pulp Mill Lime Kiln,,,
157,1005012,2011,"WESTROCK CP, LLC - HODGE MILL",354864,112.94,RB3,Chemical Recovery Furnace,18.824,,
158,1005012,2011,"WESTROCK CP, LLC - HODGE MILL",622442,198.11,RB2,Chemical Recovery Furnace,33.018,,
159,1005579,2011,"WestRock CP, LLC - West Point Mill",418986,133,RF4,Chemical Recovery Furnace,22,,
160,1005579,2011,"WestRock CP, LLC - West Point Mill",,,LK1,Pulp Mill Lime Kiln,,,
161,1005579,2011,"WestRock CP, LLC - West Point Mill",,,LK2,Pulp Mill Lime Kiln,,,
162,1005579,2011,"WestRock CP, LLC - West Point Mill",394189,126,RF5,Chemical Recovery Furnace,21,,
163,1005653,2011,INTERNATIONAL PAPER - BOGALUSA MILL,411256.5,130.7,Recovery Furnace No. 20,Chemical Recovery Furnace,21.783,,
164,1005653,2011,INTERNATIONAL PAPER - BOGALUSA MILL,527052.7,167.5,Recovery Furnace No. 21,Chemical Recovery Furnace,27.916,,
165,1005653,2011,INTERNATIONAL PAPER - BOGALUSA MILL,,,Lime Kiln,Pulp Mill Lime Kiln,,,
166,1005669,2011,APPLETON ROARING SPRING PAPER MFG,151467.9,48.5,038 - No. 3 Recovery Boiler,Chemical Recovery Furnace,8.08,,
167,1005669,2011,APPLETON ROARING SPRING PAPER MFG,,,103A - Lime Kiln,Pulp Mill Lime Kiln,,,
168,1005706,2011,"Domtar Paper Company, LLC",,,Lime Kiln,Pulp Mill Lime Kiln,,,
169,1005706,2011,"Domtar Paper Company, LLC",496922.7,158.05,Chemical Recovery Furnace,Chemical Recovery Furnace,26.34,,
170,1005732,2011,PORT TOWNSEND PAPER CORP,330000,105,Recovery Furnace,Chemical Recovery Furnace,17.5,,
171,1005732,2011,PORT TOWNSEND PAPER CORP,,,Lime Kiln,Pulp Mill Lime Kiln,,,
172,1005738,2011,International Paper - Mansfield Mill,545627,173.77,No. 1 Recovery Boiler,Chemical Recovery Furnace,28.962,0.0019,0.00042
173,1005738,2011,International Paper - Mansfield Mill,,,Lime Kiln,Pulp Mill Lime Kiln,,,
174,1005738,2011,International Paper - Mansfield Mill,528597.5,168.35,No. 2 Recovery Boiler,Chemical Recovery Furnace,28.059,0.0019,0.00042
175,1005909,2011,International Paper - Orange Mill,,,LK,Pulp Mill Lime Kiln,,,
176,1005909,2011,International Paper - Orange Mill,190125,60.42,RF1,Chemical Recovery Furnace,10.07,,
177,1005909,2011,International Paper - Orange Mill,211259,67.14,RF2,Chemical Recovery Furnace,11.19,,
178,1005948,2011,GEORGIA-PACIFIC BREWTON LLC,266933,85.15,BR-REC3-M010,Chemical Recovery Furnace,14.191,,
179,1005948,2011,GEORGIA-PACIFIC BREWTON LLC,,,BR-CRP7-S015,Pulp Mill Lime Kiln,,,
180,1005948,2011,GEORGIA-PACIFIC BREWTON LLC,156631,49.96,BR-REC1-M003,Chemical Recovery Furnace,8.327,,
181,1005948,2011,GEORGIA-PACIFIC BREWTON LLC,,,BR-CRP5-S010,Pulp Mill Lime Kiln,,,
182,1005948,2011,GEORGIA-PACIFIC BREWTON LLC,173414,55.32,BR-REC2-M006,Chemical Recovery Furnace,9.219,,
183,1005959,2011,DOMTAR PAPER KINGSPORT MILL,523708.6,167.68,82-0022-34,Chemical Recovery Furnace,27.95,,
184,1005959,2011,DOMTAR PAPER KINGSPORT MILL,,,82-0022-36,Pulp Mill Lime Kiln,,,
185,1005994,2011,DOMTAR AW LLC ASHDOWN MILL,,,No. 2 Lime Kiln,Pulp Mill Lime Kiln,,,
186,1005994,2011,DOMTAR AW LLC ASHDOWN MILL,,,No. 3 Lime Kiln,Pulp Mill Lime Kiln,,,
187,1005994,2011,DOMTAR AW LLC ASHDOWN MILL,612494.1,195.54,No. 3 Recovery Boiler,Chemical Recovery Furnace,32.589,,
188,1005994,2011,DOMTAR AW LLC ASHDOWN MILL,450921.9,143.95,No. 2 Recovery Boiler,Chemical Recovery Furnace,23.992,,
189,1005998,2011,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,450138,143.05,4RF,Chemical Recovery Furnace,23.842,0.0019,0.00042
190,1005998,2011,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,,,4LK,Pulp Mill Lime Kiln,,,
191,1006095,2011,WISCONSIN RAPIDS FIBER AND ENERGY MILL,308594.4,98.1,Recovery Boiler #3 (P37),Chemical Recovery Furnace,16.3,,
192,1006095,2011,WISCONSIN RAPIDS FIBER AND ENERGY MILL,296028.5,94.08,Recovery Boiler #1 (P39),Chemical Recovery Furnace,15.68,,
193,1006095,2011,WISCONSIN RAPIDS FIBER AND ENERGY MILL,273641.9,87,Recovery Boiler #2 (P36),Chemical Recovery Furnace,14.5,,
194,1006095,2011,WISCONSIN RAPIDS FIBER AND ENERGY MILL,,,Lime Kiln (P30),Pulp Mill Lime Kiln,,,
195,1006209,2011,International Paper - Flint River Mill,942134,299,Recovery Furnace (U500),Chemical Recovery Furnace,50,,
196,1006209,2011,International Paper - Flint River Mill,,,Lime Kiln (U800),Pulp Mill Lime Kiln,,,
197,1006256,2011,BOISE PACKAGING & NEWSPRINT LLC - DERIDDER PAPER MILL,748587,237.9,Recovery Boiler 69-01,Chemical Recovery Furnace,39.65,0.0019,0.00042
198,1006256,2011,BOISE PACKAGING & NEWSPRINT LLC - DERIDDER PAPER MILL,,,Lime Kiln 69-04,Pulp Mill Lime Kiln,,,
199,1006262,2011,International Paper-Eastover Mill,,,No.1 Lime Kiln,Pulp Mill Lime Kiln,,,
200,1006262,2011,International Paper-Eastover Mill,956006.3,305.32,No.2 Recovery Furnace,Chemical Recovery Furnace,50.89,,
201,1006262,2011,International Paper-Eastover Mill,517442.2,165.24,No.1 Recovery Furnace,Chemical Recovery Furnace,27.54,,
202,1006262,2011,International Paper-Eastover Mill,,,No.2 Lime Kiln,Pulp Mill Lime Kiln,,,
203,1006360,2011,NIPPON DYNAWAVE PACKAGING,985053.6,313.05,GHG-01_RB10,Chemical Recovery Furnace,52.174,0.0019,0.00042
204,1006360,2011,NIPPON DYNAWAVE PACKAGING,,,GHG-02_LK,Pulp Mill Lime Kiln,,,
205,1006366,2011,Catalyst Paper Operations Inc. Rumford Division,,,Lime Kiln,Pulp Mill Lime Kiln,,,
206,1006366,2011,Catalyst Paper Operations Inc. Rumford Division,698459.2,221.97,Chemical Recovery Furnace,Chemical Recovery Furnace,36.995,,
207,1006367,2011,PACKAGING CORPORATION OF AMERICA,22257.1,7.13,EUCOPELAND,Chemical Recovery Combustion Unit,1.19,,
208,1006454,2011,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",,,No. 3 Lime Kiln / 1431-00,Pulp Mill Lime Kiln,,,
209,1006454,2011,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",,,No. 5 Lime Kiln / 1567-00,Pulp Mill Lime Kiln,,,
210,1006454,2011,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",652556,207.4,No. 22 Recovery Furnace / 8201-10,Chemical Recovery Furnace,34.6,,
211,1006454,2011,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",246846,78.4,No. 19 Recovery Furnace / 1261-10,Chemical Recovery Furnace,13.1,,
212,1006454,2011,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",209693,66.6,No. 18 Recovery Furnace / 1246-10,Chemical Recovery Furnace,11.1,,
213,1006454,2011,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",,,No. 4 Lime Kiln / 1450-00,Pulp Mill Lime Kiln,,,
214,1006608,2011,FINCH PAPER LLC,174529.1,55.46,"Boilers 6,7,8,10",Chemical Recovery Furnace,9.244,,
215,1006668,2011,International Paper - Texarkana Mill,433052.4,138.26,RB1,Chemical Recovery Furnace,23.04,,
216,1006668,2011,International Paper - Texarkana Mill,,,LK2,Pulp Mill Lime Kiln,,,
