,FACILITY_ID,REPORTING_YEAR,N2O_EMISSIONS_CO2E,TOTAL_ANNUAL_HEAT_INPUT,FACILITY_NAME,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,CH4_EMISSIONS_CO2E,OTHER_OR_BLEND_FUEL_TYPE
0,1000049,2010,1.8,58970,Lange,CT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.2,
1,1000050,2010,3876.4,7815306,Wygen I,001,Electricity Generator,Subbituminous,,,164.2,
2,1000052,2010,419.8,13541470,Mesquite Generating Station,6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,284.4,
3,1000052,2010,416.2,13426890,Mesquite Generating Station,5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,282,
4,1000052,2010,455.7,14698923,Mesquite Generating Station,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,308.7,
5,1000052,2010,449.4,14496860,Mesquite Generating Station,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,304.4,
6,1000055,2010,0,,CALPINE NEWARK,001001,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
7,1000055,2010,0,,CALPINE NEWARK,001001,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
8,1000057,2010,0,,Tri-Center Naniwa Energy,CT6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
9,1000057,2010,0,,Tri-Center Naniwa Energy,CT5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
10,1000057,2010,0,,Tri-Center Naniwa Energy,CT3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
11,1000057,2010,0,,Tri-Center Naniwa Energy,CT4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
12,1000058,2010,1.7,55330,CalPeak Power - Vaca Dixon LLC,GT-1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.2,
13,1000059,2010,186.1,6004516,Tenaska Kiamichi Generating Station,CTGDB2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,126.1,
14,1000059,2010,197.5,6369897,Tenaska Kiamichi Generating Station,CTGDB1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,133.8,
15,1000059,2010,173.9,5608725,Tenaska Kiamichi Generating Station,CTGDB3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,117.8,
16,1000059,2010,167.2,5393187,Tenaska Kiamichi Generating Station,CTGDB4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,113.3,
17,1000060,2010,2.4,76445,Limon Generating Station,L1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.6,
18,1000060,2010,1.2,37437,Limon Generating Station,L2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.8,
19,1000060,2010,4,21580,Limon Generating Station,L2,Electricity Generator,Distillate Fuel Oil No. 2,,,1.4,
20,1000060,2010,5.1,27323,Limon Generating Station,L1,Electricity Generator,Distillate Fuel Oil No. 2,,,1.7,
21,1000061,2010,7.9,253464,Frank Knutson Station,BR2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.3,
22,1000061,2010,2.8,14872,Frank Knutson Station,BR2,Electricity Generator,Distillate Fuel Oil No. 2,,,.9,
23,1000061,2010,7.4,237408,Frank Knutson Station,BR1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5,
24,1000061,2010,1.7,8991,Frank Knutson Station,BR1,Electricity Generator,Distillate Fuel Oil No. 2,,,.6,
25,1000065,2010,4.1,131285,CalPeak Power - Border LLC,GT-1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.8,
26,1000067,2010,4.8,153595,Cuyamaca Energy Facility,GT-1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,3.2,
27,1000068,2010,179.1,5776388,Apex Generating Station,CTG01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,121.3,
28,1000068,2010,215.8,6960998,Apex Generating Station,CTG02,Electricity Generator,Natural Gas (Weighted U.S. Average),,,146.2,
29,1000069,2010,15.8,510800.3,"Wallingford Energy, LLC",CT01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,10.7,
30,1000069,2010,12.7,409123.8,"Wallingford Energy, LLC",CT05,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.6,
31,1000069,2010,12,388303.3,"Wallingford Energy, LLC",CT03,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.2,
32,1000069,2010,14.3,461536.2,"Wallingford Energy, LLC",CT02,Electricity Generator,Natural Gas (Weighted U.S. Average),,,9.7,
33,1000069,2010,13.1,422263.7,"Wallingford Energy, LLC",CT04,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.9,
