,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,SPENT_LIQUOR_CO2_EMISSIONS,SPENT_LIQUOR_CH4_EMISSIONS,UNIT_NAME,UNIT_TYPE,SPENT_LIQUOR_N2O_EMISSIONS,BIOMASS_CH4_EMISSIONS_FACTOR,BIOMASS_N2O_EMISSIONS_FACTOR
66,1001237,2012,Verso Luke LLC,646400.8,206.6,Recovery Boiler #3,Chemical Recovery Furnace,34.4,,
67,1001237,2012,Verso Luke LLC,0,0,Recovery Boiler #2,Chemical Recovery Furnace,0,,
68,1001237,2012,Verso Luke LLC,,,Lime Kiln,Pulp Mill Lime Kiln,,,
69,1001733,2012,International Paper - Red River Mill,,,LK (1224-06-06),Pulp Mill Lime Kiln,,,
70,1001733,2012,International Paper - Red River Mill,709074,225.34,RB3 (NA-41-41),Chemical Recovery Furnace,37.56,,
71,1001807,2012,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",,,D Lime Kiln,Pulp Mill Lime Kiln,,,
72,1001807,2012,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",634509,202,No. 5 Recovery Furnace,Chemical Recovery Furnace,34,,
73,1001807,2012,"RAYONIER PERFORMANCE FIBERS LLC, JESUP MILL",1117795,353,No. 6 Recovery Furnace,Chemical Recovery Furnace,59,,
74,1001889,2012,WOODLAND PULP LLC,871703.4,279.09,Unit 02,Chemical Recovery Furnace,46.516,,
75,1001889,2012,WOODLAND PULP LLC,,,Unit 15,Pulp Mill Lime Kiln,,,
76,1001892,2012,"Verso Quinnesec, LLC",,,Lime Kiln,Pulp Mill Lime Kiln,,,
77,1001892,2012,"Verso Quinnesec, LLC",731885.3,234.33,Recovery Boiler,Chemical Recovery Furnace,39.05,,
78,1001906,2012,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,499608.4,140.17,Recovery Boiler,Chemical Recovery Combustion Unit,23.36,,
79,1001995,2012,SAPPI CLOQUET LLC,851078,272.5,EU 005,Chemical Recovery Furnace,45.4,0.0019,0.00042
80,1001995,2012,SAPPI CLOQUET LLC,,,EU 033,Pulp Mill Lime Kiln,,,
81,1002024,2012,KIMBERLY CLARK WORLD WIDE,0,0,No 10 Recovery Boiler,Chemical Recovery Furnace,0,,
82,1002098,2012,GREEN BAY PACKAGING/ARK KRAFT,406000,129,Unit 1 (Recover Boiler  SN-05A),Chemical Recovery Furnace,21.5,,
83,1002098,2012,GREEN BAY PACKAGING/ARK KRAFT,,,Unit 2 (#2 Lime Kiln  SN-08),Pulp Mill Lime Kiln,,,
84,1002113,2012,International Paper - Pine Hill Mill,,,LK1,Pulp Mill Lime Kiln,,,
85,1002113,2012,International Paper - Pine Hill Mill,709070.9,225.88,RB1,Chemical Recovery Furnace,37.65,,
86,1002149,2012,International Paper - Springfield Mill,517938.9,164.6,#4 Kraft Recovery Furnace EU445C,Chemical Recovery Furnace,27.44,,
87,1002149,2012,International Paper - Springfield Mill,,,"Lime Kilns, Combined, EU 455",Pulp Mill Lime Kiln,,,
88,1002253,2012,LINCOLN PAPER AND TISSUE,315140,100.54,RB2,Chemical Recovery Furnace,16.76,,
89,1002253,2012,LINCOLN PAPER AND TISSUE,,,LK,Pulp Mill Lime Kiln,,,
90,1002272,2012,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",480746,153,RB4,Chemical Recovery Furnace,25,0.0019,0.00042
91,1002272,2012,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",507937,161,RB5,Chemical Recovery Furnace,27,0.0019,0.00042
92,1002272,2012,"WestRock CP, LLC - Fernandina Beach Mill (Formerly Smurfit-Stone)",,,LK4,Pulp Mill Lime Kiln,,,
93,1002305,2012,"WESTROCK TEXAS, L.P.",,,No. 7 Lime Kiln,Pulp Mill Lime Kiln,,,
94,1002305,2012,"WESTROCK TEXAS, L.P.",866098.8,276.22,No. 4 Recovery Boiler,Chemical Recovery Furnace,46.037,,
95,1002305,2012,"WESTROCK TEXAS, L.P.",,,No. 1 Lime Kiln,Pulp Mill Lime Kiln,,,
96,1002305,2012,"WESTROCK TEXAS, L.P.",487070.8,155.34,No. 3 Recovery Boiler,Chemical Recovery Furnace,25.89,,
97,1002339,2012,THILMANY MILL,161981.6,51.6,10 Kraft Recovery Furnace/B10,Chemical Recovery Furnace,8.6,,
98,1002339,2012,THILMANY MILL,118157.4,37.64,8 Kraft Recovery Furnace/B08,Chemical Recovery Furnace,6.274,,
99,1002339,2012,THILMANY MILL,,,Kraft Lime Kiln/P12,Pulp Mill Lime Kiln,,,
100,1002708,2012,CLEARWATER PAPER CORP-CYPRESS BEND MILL,575633.7,184.3,#1 Recovery Boiler,Chemical Recovery Furnace,30.717,,
101,1002708,2012,CLEARWATER PAPER CORP-CYPRESS BEND MILL,,,#1 Lime Kiln,Pulp Mill Lime Kiln,,,
102,1002733,2012,"Brunswick Cellulose, Inc.",741499,235.65,R401,Chemical Recovery Furnace,39.27,0.0019,0.00042
103,1002733,2012,"Brunswick Cellulose, Inc.",,,L537,Pulp Mill Lime Kiln,,,
104,1002733,2012,"Brunswick Cellulose, Inc.",1117232,355.1,R407,Chemical Recovery Furnace,59.18,0.0019,0.00042
105,1002823,2012,GEORGIA-PACIFIC CEDAR SPRINGS LLC,330172.2,105.07,No. 2 Recovery Furnace (R401),Chemical Recovery Furnace,17.511,,
106,1002823,2012,GEORGIA-PACIFIC CEDAR SPRINGS LLC,351792.9,111.95,No. 1 Recovery Furnace (R400),Chemical Recovery Furnace,18.658,,
107,1002823,2012,GEORGIA-PACIFIC CEDAR SPRINGS LLC,,,No. 1 Lime Kiln (L600),Pulp Mill Lime Kiln,,,
108,1002823,2012,GEORGIA-PACIFIC CEDAR SPRINGS LLC,,,No. 2 Lime Kiln (L601),Pulp Mill Lime Kiln,,,
109,1002823,2012,GEORGIA-PACIFIC CEDAR SPRINGS LLC,426232.6,135.64,No. 3 Recovery Furnace (R402),Chemical Recovery Furnace,22.606,,
110,1002846,2012,"Hood Container of Louisiana, LLC",,,Lime Kiln,Pulp Mill Lime Kiln,,,
111,1002846,2012,"Hood Container of Louisiana, LLC",384708,122.26,Recovery Furnace,Chemical Recovery Furnace,20.38,,
112,1002893,2012,BOISE PAPER,85581,27,No. 2 Recovery Furnace,Chemical Recovery Furnace,4.5,,
113,1002893,2012,BOISE PAPER,,,Lime Kiln,Pulp Mill Lime Kiln,,,
114,1002893,2012,BOISE PAPER,568546,181,No. 3 Recovery Furnace,Chemical Recovery Furnace,30.2,,
115,1002963,2012,BOISE WHITE PAPER MILL,,,Z003,Pulp Mill Lime Kiln,,,
116,1002963,2012,BOISE WHITE PAPER MILL,455567,145.28,Z011,Chemical Recovery Furnace,24.213,0.0019,0.00042
117,1003048,2012,SAPPI FINE PAPER (S.D. WARREN ) MILL,934796.8,298.94,Recovery Boiler,Chemical Recovery Furnace,49.824,,
118,1003048,2012,SAPPI FINE PAPER (S.D. WARREN ) MILL,,,Lime Kiln,Pulp Mill Lime Kiln,,,
119,1003280,2012,PACKAGING CORP. OF AMERICA,0,0,7000,Chemical Recovery Furnace,0,0.0019,0.00042
120,1003280,2012,PACKAGING CORP. OF AMERICA,0,0,7010,Chemical Recovery Furnace,0,0.0019,0.00042
121,1003280,2012,PACKAGING CORP. OF AMERICA,704424.5,223.86,7040,Chemical Recovery Furnace,37.311,0.0019,0.00042
122,1003280,2012,PACKAGING CORP. OF AMERICA,,,6063,Pulp Mill Lime Kiln,,,
123,1003280,2012,PACKAGING CORP. OF AMERICA,0,0,7020,Chemical Recovery Furnace,0,0.0019,0.00042
124,1003320,2012,Verso Escanaba LLC,,,EULK29,Pulp Mill Lime Kiln,,,
125,1003320,2012,Verso Escanaba LLC,757916,240.9,EURF15,Chemical Recovery Furnace,40.1,,
126,1003419,2012,"WestRock CP, LLC",54055,12,N001,Chemical Recovery Combustion Unit,2,,
127,1003470,2012,GRAPHIC PACKAGING INTERNATIONAL,,,L001,Pulp Mill Lime Kiln,,,
128,1003470,2012,GRAPHIC PACKAGING INTERNATIONAL,696605,221.5,D001,Chemical Recovery Furnace,36.92,,
129,1003470,2012,GRAPHIC PACKAGING INTERNATIONAL,,,L002,Pulp Mill Lime Kiln,,,
130,1003501,2012,EVERGREEN PACKAGING-PINE BLUFF,,,Lime Kiln No. 1,Pulp Mill Lime Kiln,,,
131,1003501,2012,EVERGREEN PACKAGING-PINE BLUFF,225357.1,71.82,Recovery Boiler No. 3,Chemical Recovery Furnace,11.969,0.0019,0.00042
132,1003501,2012,EVERGREEN PACKAGING-PINE BLUFF,,,Lime Kiln No. 2,Pulp Mill Lime Kiln,,,
133,1003501,2012,EVERGREEN PACKAGING-PINE BLUFF,758471.7,241.71,Recovery Boiler No. 4,Chemical Recovery Furnace,40.285,0.0019,0.00042
134,1003501,2012,EVERGREEN PACKAGING-PINE BLUFF,211643,67.45,Recovery Boiler No. 2,Chemical Recovery Furnace,11.241,0.0019,0.00042
135,1003633,2012,Twin Rivers Pine Bluff LLC,129091.9,41.02,Recovery Boiler,Chemical Recovery Furnace,6.837,,
136,1003884,2012,PACKAGING CORPORATION OF AMERICA-TOMAHAWK,66410.1,19.33,B25,Chemical Recovery Combustion Unit,3.221,,
137,1003943,2012,GREIF RIVERVILLE LLC,73401,20.9,Recovery Boiler,Chemical Recovery Combustion Unit,3.5,,
138,1004017,2012,CASCADE PACIFIC PULP HALSEY PULP MILL,522439.8,166,Recovery Furnace,Chemical Recovery Furnace,27.7,,
139,1004017,2012,CASCADE PACIFIC PULP HALSEY PULP MILL,,,LIme Kiln,Pulp Mill Lime Kiln,,,
140,1004055,2012,GEORGIA-PACIFIC TOLEDO LLC,243273,77.37,EU16 Recovery Boiler #2,Chemical Recovery Furnace,12.895,0.0019,0.00042
141,1004055,2012,GEORGIA-PACIFIC TOLEDO LLC,,,EU3 Lime Kiln #3,Pulp Mill Lime Kiln,,,
142,1004055,2012,GEORGIA-PACIFIC TOLEDO LLC,,,EU1 Lime Kiln #1,Pulp Mill Lime Kiln,,,
143,1004055,2012,GEORGIA-PACIFIC TOLEDO LLC,224105,71.26,EU14 Recovery Boiler #1,Chemical Recovery Furnace,11.877,0.0019,0.00042
144,1004055,2012,GEORGIA-PACIFIC TOLEDO LLC,,,EU2 Lime Kiln #2,Pulp Mill Lime Kiln,,,
145,1004199,2012,Pixelle Specialty Solutions,402353,128.38,Recovery Boiler #3,Chemical Recovery Furnace,21.396,,
146,1004199,2012,Pixelle Specialty Solutions,,,Calciner,Pulp Mill Lime Kiln,,,
147,1004396,2012,DOMTAR A. W. LLC-NEKOOSA,280836,90,B14,Chemical Recovery Furnace,15,,
148,1004396,2012,DOMTAR A. W. LLC-NEKOOSA,,,P22,Pulp Mill Lime Kiln,,,
149,1004705,2012,CLEARWATER PAPER CORP,,,Number 4 Lime Kiln,Pulp Mill Lime Kiln,,,
150,1004705,2012,CLEARWATER PAPER CORP,,,Number 3 Lime Kiln,Pulp Mill Lime Kiln,,,
151,1004705,2012,CLEARWATER PAPER CORP,285306,90.7,Number 4 Recovery Furnace,Chemical Recovery Furnace,15.1,,
152,1004705,2012,CLEARWATER PAPER CORP,883882,280.9,Number 5 Recovery Furnace,Chemical Recovery Furnace,46.8,,
153,1004874,2012,WISCONSIN RAPIDS PAPER MILL,288460.4,91.67,Recovery Boiler #2 (P36),Chemical Recovery Furnace,15.28,0.0019,0.00042
154,1004874,2012,WISCONSIN RAPIDS PAPER MILL,,,Lime Kiln (P30),Pulp Mill Lime Kiln,,,
155,1004874,2012,WISCONSIN RAPIDS PAPER MILL,287731.3,91.44,Recovery Boiler #3 (P37),Chemical Recovery Furnace,15.24,0.0019,0.00042
156,1004874,2012,WISCONSIN RAPIDS PAPER MILL,289481.7,92,Recovery Boiler #1 (P39),Chemical Recovery Furnace,15.33,0.0019,0.00042
157,1004886,2012,INTERSTATE PAPER LLC,,,Lime Kiln,Pulp Mill Lime Kiln,,,
158,1004886,2012,INTERSTATE PAPER LLC,292761,93.04,Recovery Boiler,Chemical Recovery Furnace,15.51,0.0019,0.00042
159,1004901,2012,International Paper-Port Wentworth,,,LK01,Pulp Mill Lime Kiln,,,
160,1004901,2012,International Paper-Port Wentworth,746653.4,237.28,RE01,Chemical Recovery Furnace,39.547,,
161,1005012,2012,"WESTROCK CP, LLC - HODGE MILL",,,LK2,Pulp Mill Lime Kiln,,,
162,1005012,2012,"WESTROCK CP, LLC - HODGE MILL",359762,114,RB3,Chemical Recovery Furnace,19,,
163,1005012,2012,"WESTROCK CP, LLC - HODGE MILL",,,LK1,Pulp Mill Lime Kiln,,,
164,1005012,2012,"WESTROCK CP, LLC - HODGE MILL",649047,206,RB2,Chemical Recovery Furnace,34,,
165,1005579,2012,"WestRock CP, LLC - West Point Mill",401410,128,RF4,Chemical Recovery Furnace,21,0.0019,0.00042
166,1005579,2012,"WestRock CP, LLC - West Point Mill",366593,117,RF5,Chemical Recovery Furnace,20,0.0019,0.00042
167,1005579,2012,"WestRock CP, LLC - West Point Mill",,,LK2,Pulp Mill Lime Kiln,,,
168,1005579,2012,"WestRock CP, LLC - West Point Mill",,,LK1,Pulp Mill Lime Kiln,,,
169,1005653,2012,INTERNATIONAL PAPER - BOGALUSA MILL,481503.9,153.02,Recovery Furnace No. 20,Chemical Recovery Furnace,25.2,,
170,1005653,2012,INTERNATIONAL PAPER - BOGALUSA MILL,563166,178.97,Recovery Furnace No. 21,Chemical Recovery Furnace,29.83,,
171,1005653,2012,INTERNATIONAL PAPER - BOGALUSA MILL,,,Lime Kiln,Pulp Mill Lime Kiln,,,
172,1005669,2012,APPLETON ROARING SPRING PAPER MFG,,,103A - Lime Kiln,Pulp Mill Lime Kiln,,,
173,1005669,2012,APPLETON ROARING SPRING PAPER MFG,153978.3,49.3,038 - No. 3 Recovery Boiler,Chemical Recovery Furnace,8.22,,
174,1005706,2012,"Domtar Paper Company, LLC",507263.4,161.33,Chemical Recovery Furnace,Chemical Recovery Furnace,26.89,,
175,1005706,2012,"Domtar Paper Company, LLC",,,Lime Kiln,Pulp Mill Lime Kiln,,,
176,1005732,2012,PORT TOWNSEND PAPER CORP,343000,109,Recovery Furnace,Chemical Recovery Furnace,18.2,,
177,1005732,2012,PORT TOWNSEND PAPER CORP,,,Lime Kiln,Pulp Mill Lime Kiln,,,
178,1005738,2012,International Paper - Mansfield Mill,,,Lime Kiln,Pulp Mill Lime Kiln,,,
179,1005738,2012,International Paper - Mansfield Mill,577091.1,184.02,No. 2 Recovery Boiler,Chemical Recovery Furnace,30.66,0.0019,0.00042
180,1005738,2012,International Paper - Mansfield Mill,574947.2,183.42,No. 1 Recovery Boiler,Chemical Recovery Furnace,30.56,0.0019,0.00042
181,1005909,2012,International Paper - Orange Mill,206564,65.65,RF1,Chemical Recovery Furnace,10.941,,
182,1005909,2012,International Paper - Orange Mill,,,LK,Pulp Mill Lime Kiln,,,
183,1005909,2012,International Paper - Orange Mill,221646,70.44,RF2,Chemical Recovery Furnace,11.74,,
184,1005948,2012,GEORGIA-PACIFIC BREWTON LLC,,,BR-CRP5-S010,Pulp Mill Lime Kiln,,,
185,1005948,2012,GEORGIA-PACIFIC BREWTON LLC,,,BR-CRP7-S015,Pulp Mill Lime Kiln,,,
186,1005948,2012,GEORGIA-PACIFIC BREWTON LLC,196874,62.8,BR-REC2-M006,Chemical Recovery Furnace,10.466,,
187,1005948,2012,GEORGIA-PACIFIC BREWTON LLC,350778,111.89,BR-REC3-M010,Chemical Recovery Furnace,18.649,,
188,1005948,2012,GEORGIA-PACIFIC BREWTON LLC,206786,65.96,BR-REC1-M003,Chemical Recovery Furnace,10.993,,
189,1005959,2012,DOMTAR PAPER KINGSPORT MILL,,,82-0022-36,Pulp Mill Lime Kiln,,,
190,1005959,2012,DOMTAR PAPER KINGSPORT MILL,423250.2,135.51,82-0022-34,Chemical Recovery Furnace,22.585,,
191,1005994,2012,DOMTAR AW LLC ASHDOWN MILL,,,No. 3 Lime Kiln,Pulp Mill Lime Kiln,,,
192,1005994,2012,DOMTAR AW LLC ASHDOWN MILL,611028.9,194.18,No. 3 Recovery Boiler,Chemical Recovery Furnace,32.36,,
193,1005994,2012,DOMTAR AW LLC ASHDOWN MILL,462267.5,146.91,No. 2 Recovery Boiler,Chemical Recovery Furnace,24.48,,
194,1005994,2012,DOMTAR AW LLC ASHDOWN MILL,,,No. 2 Lime Kiln,Pulp Mill Lime Kiln,,,
195,1005998,2012,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,435968.9,138.55,4RF,Chemical Recovery Furnace,23.092,0.0019,0.00042
196,1005998,2012,GEORGIA-PACIFIC CONSUMER OPERATIONS LLC,,,4LK,Pulp Mill Lime Kiln,,,
197,1006209,2012,International Paper - Flint River Mill,,,Lime Kiln (U800),Pulp Mill Lime Kiln,,,
198,1006209,2012,International Paper - Flint River Mill,940733.2,298.96,Recovery Furnace (U500),Chemical Recovery Furnace,49.83,,
199,1006256,2012,PACKAGING CORPORATION OF AMERICA,752170,239.04,Recovery Boiler 69-01,Chemical Recovery Furnace,39.839,,
200,1006256,2012,PACKAGING CORPORATION OF AMERICA,,,Lime Kiln 69-04,Pulp Mill Lime Kiln,,,
201,1006262,2012,International Paper-Eastover Mill,,,No.1 Lime Kiln,Pulp Mill Lime Kiln,,,
202,1006262,2012,International Paper-Eastover Mill,,,No.2 Lime Kiln,Pulp Mill Lime Kiln,,,
203,1006262,2012,International Paper-Eastover Mill,1130400,361.02,No.2 Recovery Furnace,Chemical Recovery Furnace,60.17,,
204,1006262,2012,International Paper-Eastover Mill,466372.9,148.94,No.1 Recovery Furnace,Chemical Recovery Furnace,24.82,,
205,1006360,2012,NIPPON DYNAWAVE PACKAGING,973615.1,309.41,GHG-01_RB10,Chemical Recovery Furnace,51.569,0.0019,0.00042
206,1006360,2012,NIPPON DYNAWAVE PACKAGING,,,GHG-02_LK,Pulp Mill Lime Kiln,,,
207,1006366,2012,ND Paper Inc - Rumford Division,745876.7,237.04,Chemical Recovery Furnace,Chemical Recovery Furnace,39.506,,
208,1006366,2012,ND Paper Inc - Rumford Division,,,Lime Kiln,Pulp Mill Lime Kiln,,,
209,1006367,2012,PACKAGING CORPORATION OF AMERICA,49016.2,15.69,EUCOPELAND,Chemical Recovery Combustion Unit,2.616,,
210,1006454,2012,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",589173,187.24,No. 22 Recovery Furnace / 8201-10,Chemical Recovery Furnace,31.206,,
211,1006454,2012,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",,,No. 5 Lime Kiln / 1567-00,Pulp Mill Lime Kiln,,,
212,1006454,2012,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",,,No. 3 Lime Kiln / 1431-00,Pulp Mill Lime Kiln,,,
213,1006454,2012,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",,,No. 4 Lime Kiln / 1450-00,Pulp Mill Lime Kiln,,,
214,1006454,2012,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",101737.6,32.33,No. 18 Recovery Furnace / 1246-10,Chemical Recovery Furnace,5.389,,
215,1006454,2012,"LONGVIEW FIBRE PAPER AND PACKAGING, INC",399372,126.92,No. 19 Recovery Furnace / 1261-10,Chemical Recovery Furnace,21.153,,
