SIC,count,mean,std,min,25%,50%,75%,max
2210.0,1.0,8600.0,,8600.0,8600.0,8600.0,8600.0,8600.0
2211.0,14.0,7226.285714285715,2016.142677665273,2000.0,6000.0,8544.0,8600.0,8760.0
2221.0,6.0,6826.333333333333,2112.6333961827518,4238.0,5010.0,7284.0,8694.0,8736.0
2231.0,5.0,6360.0,1454.922678357857,4800.0,6000.0,6000.0,6240.0,8760.0
2241.0,5.0,5534.0,1456.0837887978837,4000.0,4080.0,6000.0,6240.0,7350.0
2251.0,2.0,7200.0,1697.0562748477141,6000.0,6600.0,7200.0,7800.0,8400.0
2252.0,8.0,6300.0,848.5281374238571,4800.0,6000.0,6000.0,7200.0,7200.0
2253.0,4.0,5434.25,2605.1818074752478,2397.0,4124.25,5350.0,6660.0,8640.0
2254.0,2.0,8484.0,118.79393923933998,8400.0,8442.0,8484.0,8526.0,8568.0
2258.0,2.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0
2259.0,2.0,6000.0,0.0,6000.0,6000.0,6000.0,6000.0,6000.0
2261.0,8.0,4921.25,2251.250049575632,1440.0,3187.5,5200.0,6560.0,8000.0
2262.0,1.0,7200.0,,7200.0,7200.0,7200.0,7200.0,7200.0
2269.0,4.0,6390.0,548.8169093604897,6000.0,6090.0,6180.0,6480.0,7200.0
2273.0,20.0,6011.1,1771.5857273848433,2222.0,4762.5,6000.0,7020.0,8760.0
2281.0,17.0,7090.64705882353,1555.755159929434,4000.0,6000.0,7200.0,8400.0,8760.0
2282.0,2.0,8080.0,961.6652224137047,7400.0,7740.0,8080.0,8420.0,8760.0
2284.0,3.0,8378.666666666666,505.7324720969906,7800.0,8200.0,8600.0,8668.0,8736.0
2295.0,16.0,6171.875,2321.185038581227,2000.0,5616.0,6240.0,7950.0,8720.0
2296.0,1.0,6000.0,,6000.0,6000.0,6000.0,6000.0,6000.0
2297.0,7.0,6993.142857142857,2008.0129007363996,4400.0,5200.0,8232.0,8580.0,8760.0
2298.0,3.0,6920.0,1593.486742963367,6000.0,6000.0,6000.0,7380.0,8760.0
2299.0,14.0,5863.714285714285,2298.7095854504455,2250.0,4308.0,6060.0,8100.0,8424.0
2311.0,2.0,4416.0,2579.5255377685253,2592.0,3504.0,4416.0,5328.0,6240.0
2321.0,1.0,2000.0,,2000.0,2000.0,2000.0,2000.0,2000.0
2326.0,6.0,4624.5,2096.5630684527478,2000.0,3317.25,4227.0,6150.0,7488.0
2329.0,2.0,2470.0,183.84776310850236,2340.0,2405.0,2470.0,2535.0,2600.0
2331.0,1.0,5800.0,,5800.0,5800.0,5800.0,5800.0,5800.0
2339.0,1.0,2210.0,,2210.0,2210.0,2210.0,2210.0,2210.0
2341.0,3.0,2776.6666666666665,40.414518843273804,2730.0,2765.0,2800.0,2800.0,2800.0
2353.0,1.0,2000.0,,2000.0,2000.0,2000.0,2000.0,2000.0
2369.0,1.0,2000.0,,2000.0,2000.0,2000.0,2000.0,2000.0
2378.0,1.0,8400.0,,8400.0,8400.0,8400.0,8400.0,8400.0
2385.0,1.0,2100.0,,2100.0,2100.0,2100.0,2100.0,2100.0
2387.0,1.0,2080.0,,2080.0,2080.0,2080.0,2080.0,2080.0
2389.0,3.0,3175.3333333333335,1119.689838005746,2250.0,2553.0,2856.0,3638.0,4420.0
2391.0,1.0,5824.0,,5824.0,5824.0,5824.0,5824.0,5824.0
2392.0,4.0,5392.5,2591.4137068403415,2250.0,4072.5,5460.0,6780.0,8400.0
2393.0,3.0,4717.333333333333,2656.196779859002,2080.0,3380.0,4680.0,6036.0,7392.0
2394.0,1.0,2871.0,,2871.0,2871.0,2871.0,2871.0,2871.0
2395.0,4.0,4325.5,1490.861384122168,2340.0,3772.5,4530.0,5083.0,5902.0
2396.0,7.0,5466.285714285715,882.7437745057008,4160.0,4992.0,5880.0,6000.0,6240.0
2399.0,7.0,4090.0,2423.8399287081643,2125.0,2205.0,2295.0,6000.0,7800.0
2412.0,1.0,2375.0,,2375.0,2375.0,2375.0,2375.0,2375.0
2421.0,119.0,4299.983193277311,2342.6233953831534,1872.0,2405.5,3120.0,6000.0,8760.0
2425.0,1.0,4000.0,,4000.0,4000.0,4000.0,4000.0,4000.0
2426.0,21.0,4843.857142857143,1972.696030454623,2000.0,3500.0,4900.0,6240.0,8400.0
2429.0,1.0,5512.0,,5512.0,5512.0,5512.0,5512.0,5512.0
2431.0,61.0,3964.1147540983607,1784.8678578386007,1550.0,2250.0,4030.0,4600.0,8736.0
2434.0,19.0,4098.684210526316,1858.0574698871692,1992.0,2564.0,4290.0,5172.5,8760.0
2435.0,22.0,6155.954545454545,2023.6730744172125,2159.0,5044.0,6552.0,7478.0,8760.0
2436.0,20.0,6992.45,1445.6599467298481,4335.0,6084.0,7290.0,8340.0,8760.0
2439.0,14.0,3941.785714285714,1890.7480887640309,2080.0,2600.0,3524.0,4455.0,8760.0
2448.0,5.0,5404.0,2523.346983670696,2600.0,3180.0,6240.0,6240.0,8760.0
2449.0,2.0,3214.5,1668.0648968190656,2035.0,2624.75,3214.5,3804.25,4394.0
2451.0,14.0,2277.1428571428573,557.5106562821305,2000.0,2050.0,2125.0,2197.5,4160.0
2452.0,7.0,2536.285714285714,716.0376420006876,2000.0,2052.0,2400.0,2600.0,4050.0
2469.0,1.0,3600.0,,3600.0,3600.0,3600.0,3600.0,3600.0
2479.0,1.0,3120.0,,3120.0,3120.0,3120.0,3120.0,3120.0
2490.0,1.0,8400.0,,8400.0,8400.0,8400.0,8400.0,8400.0
2491.0,24.0,6206.375,2567.452075036396,2000.0,3930.0,6708.0,8574.0,8760.0
2493.0,22.0,7796.909090909091,1610.0361104820838,2920.0,7491.0,8484.0,8754.0,8760.0
2499.0,27.0,4852.62962962963,2372.9807958662154,2040.0,2340.0,4267.0,6864.0,8760.0
2510.0,1.0,4160.0,,4160.0,4160.0,4160.0,4160.0,4160.0
2511.0,22.0,3135.181818181818,1659.6123654224812,1938.0,2104.25,2400.0,3922.5,8760.0
2512.0,27.0,3356.962962962963,1880.6749500661374,1960.0,2000.0,2375.0,4460.0,8400.0
2514.0,10.0,3565.3,1302.3230568658626,2125.0,2272.5,3885.0,4120.0,5840.0
2515.0,14.0,4400.642857142857,2033.8798696520462,2080.0,2428.75,4210.0,5875.0,8760.0
2521.0,17.0,3247.0,1488.0517464120662,2000.0,2080.0,2500.0,4214.0,6600.0
2522.0,9.0,4302.333333333333,2089.8903081262424,2000.0,2530.0,4335.0,4600.0,8500.0
2531.0,19.0,3736.6315789473683,1357.900962291364,2000.0,2511.0,3536.0,4600.0,6240.0
2541.0,13.0,4216.846153846154,2305.712501814925,2040.0,2703.0,3150.0,5500.0,8600.0
2542.0,13.0,3954.0,1238.9479407949311,2008.0,3392.0,4160.0,4800.0,5900.0
2590.0,1.0,3000.0,,3000.0,3000.0,3000.0,3000.0,3000.0
2591.0,5.0,5383.6,1975.4555930215186,3438.0,4160.0,4680.0,6240.0,8400.0
2599.0,7.0,4002.1428571428573,1716.3086774209576,2080.0,2537.5,4080.0,5270.0,6240.0
2611.0,6.0,7114.666666666667,2479.9986021501436,2210.0,7366.5,7824.0,8616.0,8736.0
2621.0,49.0,7784.081632653061,1214.7297853969878,4160.0,6240.0,8568.0,8736.0,8769.0
2631.0,22.0,7120.090909090909,2231.47668188986,8.0,6060.0,8400.0,8682.0,8760.0
2635.0,1.0,6240.0,,6240.0,6240.0,6240.0,6240.0,6240.0
2641.0,1.0,6000.0,,6000.0,6000.0,6000.0,6000.0,6000.0
2650.0,1.0,6000.0,,6000.0,6000.0,6000.0,6000.0,6000.0
2652.0,6.0,6268.833333333333,1480.4748449962487,3953.0,6030.0,6180.0,6609.0,8568.0
2653.0,85.0,5550.611764705883,1598.597324845379,1980.0,4242.0,6240.0,6292.0,8760.0
2655.0,8.0,6462.5,1992.562958317037,3990.0,4747.5,6100.0,8640.0,8760.0
2656.0,4.0,6840.25,1121.2850886371405,6240.0,6240.0,6300.5,6900.75,8520.0
2657.0,36.0,6272.611111111111,1924.5462734707519,2000.0,5868.0,6212.0,8400.0,8736.0
2670.0,2.0,4400.0,565.685424949238,4000.0,4200.0,4400.0,4600.0,4800.0
2671.0,29.0,6617.6551724137935,1759.2422125908577,2080.0,6000.0,6240.0,8400.0,8760.0
2672.0,22.0,6295.863636363636,1537.8533057620577,2340.0,6000.0,6240.0,7200.0,8760.0
2673.0,23.0,7930.434782608696,1251.4397463462547,4160.0,7494.0,8544.0,8760.0,8760.0
2674.0,6.0,7765.0,1429.4030922031754,5460.0,7002.0,8577.0,8698.5,8760.0
2675.0,5.0,6195.6,2440.19195966219,2250.0,6240.0,6240.0,7488.0,8760.0
2676.0,8.0,7788.625,2414.7377815347627,1820.0,8526.0,8632.5,8742.0,8760.0
2677.0,12.0,7538.0,1259.7540885571134,6000.0,6240.0,7872.0,8742.0,8760.0
2678.0,1.0,4160.0,,4160.0,4160.0,4160.0,4160.0,4160.0
2679.0,28.0,5797.5,1702.2575533031945,2210.0,4647.5,6000.0,6600.0,8760.0
2711.0,20.0,6299.2,2259.7487890191874,2028.0,4618.5,7290.0,8034.0,8760.0
2721.0,1.0,5300.0,,5300.0,5300.0,5300.0,5300.0,5300.0
2731.0,1.0,4160.0,,4160.0,4160.0,4160.0,4160.0,4160.0
2732.0,15.0,7092.933333333333,1202.9399383336208,4992.0,6240.0,7488.0,7904.0,8760.0
2741.0,1.0,2210.0,,2210.0,2210.0,2210.0,2210.0,2210.0
2752.0,74.0,6093.878378378378,1917.8892646815916,2080.0,4420.0,6240.0,7488.0,8760.0
2754.0,10.0,5954.0,2482.0072522053597,2080.0,4195.0,5520.0,8400.0,8760.0
2759.0,57.0,6321.456140350877,2081.6063000050112,2000.0,4498.0,6240.0,8568.0,8760.0
2761.0,6.0,6403.333333333333,1259.9947089836,4940.0,6060.0,6240.0,6240.0,8760.0
2771.0,2.0,6240.0,0.0,6240.0,6240.0,6240.0,6240.0,6240.0
2782.0,1.0,6240.0,,6240.0,6240.0,6240.0,6240.0,6240.0
2789.0,2.0,3167.5,1354.1094859722384,2210.0,2688.75,3167.5,3646.25,4125.0
2791.0,1.0,4290.0,,4290.0,4290.0,4290.0,4290.0,4290.0
2796.0,2.0,4000.0,2828.42712474619,2000.0,3000.0,4000.0,5000.0,6000.0
2812.0,5.0,8323.2,645.6401474505749,7200.0,8400.0,8520.0,8736.0,8760.0
2813.0,6.0,6550.666666666667,2430.04877865994,2600.0,5304.0,7236.0,8508.0,8640.0
2816.0,7.0,5950.571428571428,1980.3779821995984,4080.0,4507.0,4992.0,7404.0,8760.0
2819.0,37.0,6671.216216216216,2339.43306445452,2069.0,4160.0,8000.0,8736.0,8760.0
2821.0,72.0,7437.305555555556,1549.4650838808486,2600.0,6180.0,8400.0,8742.0,8760.0
2822.0,5.0,8174.4,1216.9917008755647,6000.0,8616.0,8736.0,8760.0,8760.0
2823.0,3.0,4306.666666666667,3856.6997981867003,2080.0,2080.0,2080.0,5420.0,8760.0
2824.0,9.0,8188.444444444444,1515.5730855942836,4160.0,8600.0,8760.0,8760.0,8760.0
2833.0,10.0,5788.5,1963.8578388241626,2500.0,4602.0,5590.0,7176.0,8600.0
2834.0,72.0,6362.125,2361.1854980043217,2080.0,4302.5,6240.0,8736.0,8760.0
2835.0,6.0,3593.8333333333335,1740.3239257869973,2000.0,2340.0,3170.0,4248.25,6552.0
2836.0,13.0,5598.846153846154,2831.2002709732446,2080.0,2600.0,6240.0,8400.0,8766.0
2840.0,1.0,8760.0,,8760.0,8760.0,8760.0,8760.0,8760.0
2841.0,8.0,5969.5,3262.7125874908793,2080.0,2275.0,7488.0,8760.0,8760.0
2842.0,7.0,4116.714285714285,2001.0642763527705,2069.0,2730.0,3640.0,5080.0,7488.0
2843.0,5.0,8572.8,174.22743756366273,8400.0,8400.0,8568.0,8736.0,8760.0
2844.0,22.0,5549.681818181818,2459.7847638392236,2040.0,3139.0,5710.0,7488.0,8760.0
2851.0,40.0,5416.55,1920.6611034638506,2210.0,4120.0,6000.0,6240.0,8760.0
2861.0,3.0,8752.0,13.856406460551018,8736.0,8748.0,8760.0,8760.0,8760.0
2864.0,1.0,8760.0,,8760.0,8760.0,8760.0,8760.0,8760.0
2865.0,7.0,7378.285714285715,1699.2529450992783,4608.0,6180.0,8400.0,8760.0,8760.0
2869.0,53.0,7644.207547169812,1786.0128279159726,2000.0,7140.0,8640.0,8760.0,8760.0
2873.0,2.0,5485.0,4631.549416771886,2210.0,3847.5,5485.0,7122.5,8760.0
2874.0,1.0,8760.0,,8760.0,8760.0,8760.0,8760.0,8760.0
2875.0,4.0,6084.0,2299.787816299582,3120.0,5460.0,6240.0,6864.0,8736.0
2879.0,9.0,6620.0,2581.5171895612084,2210.0,6240.0,7488.0,8640.0,8760.0
2890.0,1.0,8736.0,,8736.0,8736.0,8736.0,8736.0,8736.0
2891.0,29.0,4997.3448275862065,1878.2619107618402,2116.0,3390.0,4800.0,6240.0,8760.0
2892.0,2.0,8640.0,169.7056274847714,8520.0,8580.0,8640.0,8700.0,8760.0
2893.0,4.0,6314.75,2676.2343413834296,3380.0,4384.25,6559.5,8490.0,8760.0
2895.0,3.0,8744.0,13.856406460551018,8736.0,8736.0,8736.0,8748.0,8760.0
2899.0,35.0,5903.2,2263.5620523206076,2080.0,4417.5,6000.0,8484.0,8760.0
2911.0,8.0,6607.0,2662.3218652683063,2500.0,5395.0,7488.0,8760.0,8760.0
2950.0,1.0,2550.0,,2550.0,2550.0,2550.0,2550.0,2550.0
2951.0,24.0,3735.3333333333335,2156.2602623154235,1680.0,2321.75,2964.0,4212.0,8760.0
2952.0,36.0,6842.194444444444,1979.6278989380726,2340.0,6180.0,7320.0,8549.25,8760.0
2992.0,15.0,5861.066666666667,1932.251812437154,4080.0,4290.0,4810.0,7488.0,8760.0
2999.0,2.0,8760.0,0.0,8760.0,8760.0,8760.0,8760.0,8760.0
3010.0,1.0,8000.0,,8000.0,8000.0,8000.0,8000.0,8000.0
3011.0,18.0,6860.888888888889,2049.180980980074,2860.0,5775.0,7416.0,8568.0,8760.0
3052.0,25.0,6315.36,1807.6388577367993,2080.0,5900.0,6240.0,7200.0,8760.0
3053.0,33.0,6195.545454545455,1600.8471407919678,2125.0,6000.0,6240.0,7344.0,8760.0
3059.0,1.0,8760.0,,8760.0,8760.0,8760.0,8760.0,8760.0
3061.0,30.0,5909.533333333334,1432.7607961033048,2040.0,5478.0,6000.0,6708.0,8760.0
3064.0,1.0,2500.0,,2500.0,2500.0,2500.0,2500.0,2500.0
3069.0,58.0,5801.827586206897,2056.958768002105,2040.0,4164.75,6120.0,6988.0,8760.0
3079.0,2.0,7380.0,1442.497833620557,6360.0,6870.0,7380.0,7890.0,8400.0
3080.0,2.0,7200.0,1697.0562748477141,6000.0,6600.0,7200.0,7800.0,8400.0
3081.0,50.0,7749.54,1501.841851643154,2340.0,6402.5,8568.0,8760.0,8760.0
3082.0,10.0,7122.0,1372.6357451592498,4680.0,6240.0,6890.0,8400.0,8760.0
3083.0,15.0,5601.466666666666,2193.9948517541716,2210.0,4065.0,6000.0,6448.0,8760.0
3084.0,26.0,7489.384615384615,1820.7785384702463,2080.0,6531.0,8400.0,8736.0,8760.0
3085.0,49.0,7544.285714285715,1441.2883125870408,2184.0,6240.0,8400.0,8760.0,8760.0
3086.0,46.0,6209.130434782609,2284.1525402330594,2080.0,4281.5,6240.0,8676.0,8760.0
3087.0,20.0,6581.9,1561.1344694096492,2470.0,6000.0,6240.0,7542.0,8760.0
3088.0,13.0,3886.0,1923.8099351720446,2080.0,2184.0,3188.0,6024.0,6732.0
3089.0,374.0,6726.216577540107,4425.8949896795875,1800.0,6000.0,6240.0,8400.0,84000.0
3096.0,1.0,6468.0,,6468.0,6468.0,6468.0,6468.0,6468.0
3111.0,2.0,2438.0,155.56349186104046,2328.0,2383.0,2438.0,2493.0,2548.0
3131.0,1.0,4914.0,,4914.0,4914.0,4914.0,4914.0,4914.0
3149.0,1.0,2375.0,,2375.0,2375.0,2375.0,2375.0,2375.0
3171.0,1.0,2388.0,,2388.0,2388.0,2388.0,2388.0,2388.0
3172.0,2.0,5752.5,4185.365037843175,2793.0,4272.75,5752.5,7232.25,8712.0
3199.0,1.0,4160.0,,4160.0,4160.0,4160.0,4160.0,4160.0
3211.0,12.0,6137.916666666667,2209.8466610042237,2500.0,5095.0,6240.0,8108.25,8760.0
3221.0,7.0,7782.857142857143,2515.4304753243478,2080.0,8680.0,8760.0,8760.0,8760.0
3229.0,16.0,7566.8125,1809.3576472973311,2080.0,6474.0,8400.0,8700.0,8760.0
3231.0,43.0,5595.186046511628,2011.9685131472372,1600.0,4740.0,6000.0,6396.0,8760.0
3241.0,14.0,7414.285714285715,2135.073100120261,2168.0,6546.0,8718.0,8760.0,8760.0
3246.0,1.0,7416.0,,7416.0,7416.0,7416.0,7416.0,7416.0
3251.0,13.0,7162.923076923077,2330.2178174846827,1986.0,6240.0,8400.0,8736.0,8760.0
3253.0,6.0,7872.0,1259.028196665984,6000.0,7038.0,8592.0,8724.0,8760.0
3255.0,3.0,7080.0,1454.922678357857,6240.0,6240.0,6240.0,7500.0,8760.0
3258.0,1.0,2250.0,,2250.0,2250.0,2250.0,2250.0,2250.0
3259.0,2.0,5094.0,1547.149637236166,4000.0,4547.0,5094.0,5641.0,6188.0
3260.0,1.0,2210.0,,2210.0,2210.0,2210.0,2210.0,2210.0
3261.0,3.0,5140.0,2576.58688966625,3000.0,3710.0,4420.0,6210.0,8000.0
3262.0,8.0,7039.875,2437.5580542537123,2295.0,5700.0,8484.0,8742.0,8760.0
3264.0,5.0,6567.2,2124.9421639188204,4160.0,4940.0,6240.0,8736.0,8760.0
3269.0,5.0,4942.0,2363.0683443353896,2080.0,4428.0,4600.0,4950.0,8652.0
3271.0,5.0,3224.0,1175.618985896366,2080.0,2720.0,3000.0,3120.0,5200.0
3272.0,30.0,4389.533333333334,2176.137763979131,1820.0,2641.5,3885.0,5859.0,8760.0
3273.0,13.0,2908.769230769231,468.10792093386505,2376.0,2600.0,2860.0,3120.0,3744.0
3274.0,4.0,8040.0,1211.9405926034494,6240.0,7860.0,8580.0,8760.0,8760.0
3275.0,11.0,6622.909090909091,1734.1500197240987,3120.0,5997.0,7176.0,7488.0,8760.0
3281.0,8.0,5504.375,1773.5518790994367,3393.0,4123.5,5512.0,6216.0,8760.0
3291.0,14.0,4749.357142857143,2348.912272230992,2040.0,2477.5,4205.0,6180.0,8760.0
3295.0,10.0,7055.6,2009.3890282040127,3900.0,5160.0,8062.0,8736.0,8760.0
3296.0,10.0,6398.3,2400.832913340239,2080.0,5595.0,6534.0,8526.0,8760.0
3297.0,16.0,7083.0,1842.37035726624,4080.0,5790.0,7944.0,8760.0,8760.0
3299.0,9.0,6920.222222222223,2061.6353810614632,3250.0,6000.0,7728.0,8600.0,8760.0
3312.0,36.0,5704.5,2318.9904268883906,2080.0,3760.5,5720.0,8442.0,8760.0
3315.0,30.0,6669.966666666666,1995.8157693177675,1680.0,6030.0,7032.0,8400.0,8760.0
3316.0,12.0,5511.25,1979.0676007104503,2288.0,4683.75,5501.0,6330.0,8760.0
3317.0,31.0,5995.806451612903,1865.6262115682023,2080.0,4680.0,6000.0,7236.0,8760.0
3321.0,56.0,5997.785714285715,7675.061555487323,1632.0,3048.0,4690.0,6750.0,60000.0
3322.0,5.0,4791.2,1652.412539289145,2080.0,4420.0,5600.0,5616.0,6240.0
3324.0,18.0,5021.666666666667,2317.0498991808777,1600.0,2910.0,5781.0,6180.0,8760.0
3325.0,26.0,4800.115384615385,2235.6121367880087,2210.0,2643.0,4265.0,6744.0,8568.0
3328.0,1.0,6000.0,,6000.0,6000.0,6000.0,6000.0,6000.0
3331.0,2.0,7320.0,2036.467529817257,5880.0,6600.0,7320.0,8040.0,8760.0
3334.0,9.0,5985.777777777777,2398.62198865191,2210.0,4250.0,5760.0,8064.0,8760.0
3339.0,7.0,7712.857142857143,1517.2518389697682,4800.0,7099.0,8736.0,8748.0,8760.0
3341.0,20.0,6197.7,2457.1687836978044,2210.0,4120.0,7038.0,8400.0,8760.0
3343.0,1.0,6864.0,,6864.0,6864.0,6864.0,6864.0,6864.0
3351.0,13.0,6885.538461538462,2004.2285554706834,2000.0,6240.0,6864.0,8400.0,8736.0
3353.0,5.0,6060.0,2368.290522718866,2340.0,6000.0,6000.0,7200.0,8760.0
3354.0,31.0,6945.870967741936,1422.687122828616,4160.0,6156.0,7072.0,8460.0,8760.0
3355.0,6.0,7651.666666666667,1317.9902376977861,5200.0,7488.0,7959.0,8533.5,8736.0
3356.0,5.0,7230.4,2184.8818732370864,3560.0,6864.0,8400.0,8592.0,8736.0
3357.0,34.0,7009.294117647059,1585.3482846367585,3000.0,6030.0,6864.0,8568.0,8760.0
3363.0,46.0,5520.891304347826,1706.2875910813689,2125.0,4160.0,5988.0,6240.0,8760.0
3364.0,10.0,5022.5,1201.3545364388576,3060.0,4245.0,4844.5,5904.0,7200.0
3365.0,34.0,5576.205882352941,1909.4208193635302,2000.0,4312.5,6000.0,6729.0,8736.0
3366.0,10.0,4210.0,2338.083735787826,1664.0,2210.0,3650.0,5928.0,8568.0
3369.0,9.0,5386.111111111111,2193.0555421856307,2450.0,3920.0,5460.0,6240.0,8760.0
3398.0,33.0,6767.424242424242,1421.1448076793365,3146.0,6120.0,6648.0,7488.0,8760.0
3399.0,29.0,5997.862068965517,1880.7019913573674,2184.0,4200.0,6240.0,7200.0,8760.0
3400.0,1.0,8760.0,,8760.0,8760.0,8760.0,8760.0,8760.0
3411.0,33.0,6694.575757575758,2139.2400962477163,2080.0,6000.0,7200.0,8568.0,8760.0
3412.0,10.0,4470.7,2293.588263447087,2000.0,2605.0,4000.0,6181.75,8544.0
3417.0,1.0,6422.0,,6422.0,6422.0,6422.0,6422.0,6422.0
3421.0,6.0,4577.0,1761.8334768076124,2000.0,3782.0,4379.0,5787.5,6864.0
3422.0,1.0,2675.0,,2675.0,2675.0,2675.0,2675.0,2675.0
3423.0,15.0,5727.733333333334,1735.9950405897998,2000.0,4368.0,6000.0,6190.0,8712.0
