naics,enduse_cat,enduse_total,end_use,total,net_electricity,fuel_oil,diesel,natural_gas,NGL_HGL,coal,other
311.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,20,0,0,0,0,0,0.0
311.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,1,0,5,0.01,1,0,0.0
311.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,6,0.01,0.01,16,0.01,0.01,0.0
311.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,1,0,3,1,0.01,0,0.0
311.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,48,0.03,10,50,2,1,0
311.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,1,0,0,0,0,0,0.0
311.0,Direct Uses-Total Process,False,  Machine Drive,0.0,112,0.01,0.01,4,0.01,0.01,0.0
311.0,Direct Uses-Total Process,False,  Other Process Use,0.0,1,0.01,Q,7,0.01,1,0.0
311.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,72,0,Q,2,0.01,0,0.0
311.0,Direct Uses-Total Process,False,  Process Heating,0.0,12,1,Q,175,1,17,0.0
311.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,198,1,7,189,2,18,0
311.0,End Use Not Reported,True,End Use Not Reported,116,5,1,2,7,0.01,1.0,101
311.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,4,2,170,1,137,0.0
311.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,7,5,1,164,0.01,25,0.0
311.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,7,10,3,334,2,162,0
311.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,1158,257,12,22,579,6,182,101
312.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0,0,0.01,0.0
312.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,3,0.01,0.01,3,0.01,0.01,0.0
312.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,2,0,0,0,0,0,0.0
312.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0.01,0.01,1,0,0.0
312.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,1,0,0.01,0.01,0.01,0.01,0.0
312.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.01,0.01,0.01,0.01,0.0
312.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,6,0.01,0.05,4,1,1,0
312.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
312.0,Direct Uses-Total Process,False,  Machine Drive,0.0,10,0,0.01,0.01,0.01,0.01,0.0
312.0,Direct Uses-Total Process,False,  Other Process Use,0.0,0.01,0,0.01,0.01,0,0.01,0.0
312.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,8,0,0,0.01,0.01,0,0.0
312.0,Direct Uses-Total Process,False,  Process Heating,0.0,2,0.01,0.01,9,0.01,4,0.0
312.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,20,0.01,1,9,0.03,4,0
312.0,End Use Not Reported,True,End Use Not Reported,10,3,0,0.01,0.01,0.01,0.0,7
312.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0.01,0.01,15,0.01,4,0.0
312.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,1,0.01,0.01,9,0.01,1,0.0
312.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,0.02,0.02,24,0.02,5,0
312.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,86,29,1,1,38,1,10,7
313.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0,0.01,0,0.0
313.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,6,0.01,0.01,2,0.01,0.01,0.0
313.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,4,0,0,0,0,0,0.0
313.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0.01,0.01,0.01,0,0.0
313.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,1,0,0.01,0.01,0.01,0,0.0
313.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0,0,0.01,0.01,0.01,0,0.0
313.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,10,0.01,0.05,3,0.05,0.01,0
313.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
313.0,Direct Uses-Total Process,False,  Machine Drive,0.0,24,0.01,1.9000000000000001,0.01,0.01,0.01,0.0
313.0,Direct Uses-Total Process,False,  Other Process Use,0.0,2.9899999999999984,0.01,0.01,0.01,0.01,0,0.0
313.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,4,0,0.01,0,0,0,0.0
313.0,Direct Uses-Total Process,False,  Process Heating,0.0,3,0.9700000000000002,0.01,10,0.01,0.9800000000000002,0.0
313.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,34,0.9900000000000002,1.9300000000000002,11,0.03,0.9900000000000002,0
313.0,End Use Not Reported,True,End Use Not Reported,8,1,0,0,1,0.01,0.0,6
313.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,1,0.01,9,0.01,2,0.0
313.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,1,0.01,0.01,8,0.01,5,0.0
313.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,1,0.02,17,0.02,7,0
313.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,95,45,2,2,31,1,8,6
314.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0,0,0,0,0.0
314.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,1,0,0.01,1,0.01,0.01,0.0
314.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,1,0,0,0,0,0,0.0
314.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0.01,0,0.01,0,0.0
314.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,0.01,0,0,0.01,0,0,0.0
314.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0,0,0.01,0,0.0
314.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,3,0,0.02,1,0.03,0.01,0
314.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
314.0,Direct Uses-Total Process,False,  Machine Drive,0.0,4,0,0,0.01,0,0,0.0
314.0,Direct Uses-Total Process,False,  Other Process Use,0.0,0.01,0,0,0.01,0,0,0.0
314.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,0.01,0,0,0,0,0,0.0
314.0,Direct Uses-Total Process,False,  Process Heating,0.0,1,0,0.01,3,0.01,Q,0.0
314.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,5,0,0.01,3,0.01,Q,0
314.0,End Use Not Reported,True,End Use Not Reported,*,0.01,0,0,0.01,0.01,0.0,0.01
314.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0,0,2,0.01,0,0.0
314.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,0.01,0.01,0.01,2,0.01,0,0.0
314.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,0.01,0.01,0.01,4,0.02,0,0
314.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,20,8,0.01,0.04,9,0.07,Q,0.01
315.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0,0.01,0,0,0.0
315.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,1,0,0.01,1,0.01,0,0.0
315.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,1,0,0,0,0,0,0.0
315.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0.01,0,0.01,0,0.0
315.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,0.01,0,0.01,0.01,0,0,0.0
315.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0,0,0,0,0.0
315.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,2,0,0.03,1,0.02,0,0
315.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
315.0,Direct Uses-Total Process,False,  Machine Drive,0.0,1,0,0,0.01,0.01,0,0.0
315.0,Direct Uses-Total Process,False,  Other Process Use,0.0,0.01,0,0,0,0,0,0.0
315.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,0.01,0,0,0,0,0,0.0
315.0,Direct Uses-Total Process,False,  Process Heating,0.0,0.01,0,0,1,0.01,0,0.0
315.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,2,0,0,1,0.02,0,0
315.0,End Use Not Reported,True,End Use Not Reported,*,0.01,0,0,0.01,0.01,0.0,0.01
315.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0,0.01,0.01,0.01,0,0.0
315.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,0.01,0,0,0.01,0,0,0.0
315.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,0.01,0,0.01,1,0.01,0,0
315.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,6,4,0,0.04,2,0.060000000000000005,0,0.01
316.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0,0,0,0,0.0
316.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,0.01,0,0.01,0.01,0.01,0,0.0
316.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,0.01,0,0,0,0,0,0.0
316.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0,0,0.01,0,0.0
316.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,0.01,0,0.01,0.01,0,0,0.0
316.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0,0,0,0,0,0,0.0
316.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,0.04,0,0.02,0.02,0.02,0,0
316.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
316.0,Direct Uses-Total Process,False,  Machine Drive,0.0,0.01,0,0,0.01,0.01,0,0.0
316.0,Direct Uses-Total Process,False,  Other Process Use,0.0,0.01,0,0,0.01,0.01,0,0.0
316.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,0.01,0,0,0.01,0,0,0.0
316.0,Direct Uses-Total Process,False,  Process Heating,0.0,0.01,0,0,0.01,0.01,0,0.0
316.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,1,0,0,0.04,0.03,0,0
316.0,End Use Not Reported,True,End Use Not Reported,*,0.01,0.01,0,0.01,0.01,0.0,0.01
316.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0,0.01,0.01,0.01,0,0.0
316.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,0.01,0,0.01,0.01,0.01,0,0.0
316.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,0.01,0,0.02,0.02,0.02,0,0
316.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,2,1,0.01,0.04,1,0.08,0,0.01
321.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0,0.01,0,0.0
321.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,3,0.01,0.01,4,0.01,0.01,0.0
321.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,4,0,0,0,0,0,0.0
321.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,7,0.01,1,0,0.0
321.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,1,0.01,0.01,0.01,0.01,0,0.0
321.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.01,0.01,0.01,0,0.0
321.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,9,0.02,7,4,2,0.01,0
321.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
321.0,Direct Uses-Total Process,False,  Machine Drive,0.0,38,0,Q,1,0.01,0,0.0
321.0,Direct Uses-Total Process,False,  Other Process Use,0.0,0.01,0.01,Q,0.01,0.01,0,0.0
321.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,1,0,0,0.01,0.01,0,0.0
321.0,Direct Uses-Total Process,False,  Process Heating,0.0,3,0.01,0.01,21,0.01,0.01,0.0
321.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,42,0.02,Q,22,1,0.01,0
321.0,End Use Not Reported,True,End Use Not Reported,360,1,0.01,Q,0.01,0.01,0.0,357
321.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0.01,Q,6,0.01,0.01,0.0
321.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,1,0.01,0.01,2,0.01,0.01,0.0
321.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,0.02,Q,8,0.02,1,0
321.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,470,52,0.07,22,34,3,1,357
322.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,1,0.01,2,0,0.01,0.0
322.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,9,0.01,0.01,14,0.01,0.01,0.0
322.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,9,0,0,0,0,0,0.0
322.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,2,0.01,2,0,0.0
322.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,2,0,0.01,1,0.01,0,0.0
322.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0.01,0.01,0.01,0.01,0,0.0
322.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,20,1,2,17,3,0.02,0
322.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,1,0,0,0,0,0,0.0
322.0,Direct Uses-Total Process,False,  Machine Drive,0.0,155,0.01,0.01,10,0.01,0.01,0.0
322.0,Direct Uses-Total Process,False,  Other Process Use,0.0,9,0,0.01,2,0.01,1,0.0
322.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,3,0,0,0.01,0,0,0.0
322.0,Direct Uses-Total Process,False,  Process Heating,0.0,6,10,1,120,0.01,4,0.0
322.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,174,11,1,132,1,6,0
322.0,End Use Not Reported,True,End Use Not Reported,1271,9,0.01,0.01,9,0.01,0.0,1253
322.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,17,2,190,0.01,194,0.0
322.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,4,7,0.01,50,0.01,7,0.0
322.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,4,23,3,240,0.02,201,0
322.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,2110,206,35,6,399,4,207,1253
323.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0.01,0,0,0.0
323.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,11,Q,0.01,9,0.01,0,0.0
323.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,4,0,0,0,0,0,0.0
323.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0.01,0,0.01,0,0.0
323.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,2,0,0.01,0.01,0.01,0,0.0
323.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.01,0,0.01,0,0.0
323.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,18,Q,0.05,9,0.04,0,0
323.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
323.0,Direct Uses-Total Process,False,  Machine Drive,0.0,22,0,0,1,0.01,0,0.0
323.0,Direct Uses-Total Process,False,  Other Process Use,0.0,1,0,0,0.01,0.01,0,0.0
323.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,2,0,0,2.99,0,0,0.0
323.0,Direct Uses-Total Process,False,  Process Heating,0.0,2,0,0.01,12,0.01,0,0.0
323.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,27,0,0.01,16,0.03,0,0
323.0,End Use Not Reported,True,End Use Not Reported,3,2,0,0.01,2,0.01,0.0,0.01
323.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0,0.01,5,0.01,0,0.0
323.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,1,0,0,3,0.01,0,0.0
323.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,0,0.01,7,0.02,0,0
323.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,83,47,Q,0.08,34,1,0,0.01
324.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,15,0.01,0,0.0
324.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,6,0.01,1,3,0.01,0.01,0.0
324.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,4,0,0,0,0,0,0.0
324.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,5,0.01,0.01,0,0.0
324.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,2,0,0.01,1,0.01,0,0.0
324.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,1,0.01,0.01,0.01,0.01,0,0.0
324.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,13,0.02,6,19,1,0.01,0
324.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
324.0,Direct Uses-Total Process,False,  Machine Drive,0.0,136,0,2,16,0.01,0,0.0
324.0,Direct Uses-Total Process,False,  Other Process Use,0.0,4,0,2,28,0.01,5,0.0
324.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,8,0,0.01,6,0.01,0,0.0
324.0,Direct Uses-Total Process,False,  Process Heating,0.0,-4,10,7,516,18,4,0.0
324.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,144,10,11,567,18,9,0
324.0,End Use Not Reported,True,End Use Not Reported,2202,3,2,1,34,1.0,0.0,2162
324.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,1,7,196,5,2,0.0
324.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,1,4,0.01,102,2,1,0.0
324.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,4,7,298,7,3,0
324.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,3319,160,17,24,918,26,11,2162
325.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,1,0.01,0,0.0
325.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,28,0,0.01,24,0.01,1,0.0
325.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,18,0,0,0,0,0,0.0
325.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,3,0.01,1,0,0.0
325.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,6,0,0.01,4,2.9699999999999998,0,0.0
325.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,1,0.01,0.01,2,0.01,0,0.0
325.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,53,0.01,4,32,4,1,0
325.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,67,0,0,0,0,0,0.0
325.0,Direct Uses-Total Process,False,  Machine Drive,0.0,266,0.01,1,68,0.01,0,0.0
325.0,Direct Uses-Total Process,False,  Other Process Use,0.0,4,0,0.01,49,0.01,0,0.0
325.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,34,0,0.01,9,0.01,0,0.0
325.0,Direct Uses-Total Process,False,  Process Heating,0.0,18,2,1,624,0.01,13,0.0
325.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,390,2,2,750,1,13,0
325.0,End Use Not Reported,True,End Use Not Reported,773,3,0.01,0.01,3,1.0,0.0,765
325.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,3,1,697,0.01,158,0.0
325.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,5,2,1,302,1,29,0.0
325.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,5,4,2,1000,1,187,0
325.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,3222,450,7,8,1784,7,200,765
326.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0.01,0,0,0.0
326.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,16,0,0.01,21,0.01,0,0.0
326.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,13,0,0,0,0,0,0.0
326.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0.01,0.01,1,0,0.0
326.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,3,0,0.01,1,0.01,0,0.0
326.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.01,0.9799999999999969,0.01,0,0.0
326.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,33,0,0.05,23,1,0,0
326.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,1,0,0,0,0,0,0.0
326.0,Direct Uses-Total Process,False,  Machine Drive,0.0,68,0,0.01,Q,0.01,0,0.0
326.0,Direct Uses-Total Process,False,  Other Process Use,0.0,5,0,0,Q,0.01,0,0.0
326.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,18,0,0,1,0.01,0,0.0
326.0,Direct Uses-Total Process,False,  Process Heating,0.0,29,0,0,34,0.01,0,0.0
326.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,119,0,0.01,37,0.04,0,0
326.0,End Use Not Reported,True,End Use Not Reported,272,3,0,0.01,0,0.01,0.0,Q
326.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0,1,24,0.01,Q,0.0
326.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,1,0.01,1,20,0.01,0,0.0
326.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,0.01,2,44,0.02,Q,0
326.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,272,156,0.01,2,103,2,Q,Q
327.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0.01,0.01,0.01,0.01,0,0.0
327.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,7,0.01,0.01,16,0.01,0.01,0.0
327.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,6,0,0,0,0,0,0.0
327.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,9,0.01,1,0,0.0
327.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,1,0.01,0.01,1,0.01,0,0.0
327.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.9700000000000006,0.01,0.01,0.01,0.0
327.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,14,0.03,10,17,1,0.02,0
327.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,1,0,0,0,0,0,0.0
327.0,Direct Uses-Total Process,False,  Machine Drive,0.0,60,0.01,10,2,-0.010000000000000009,0,0.0
327.0,Direct Uses-Total Process,False,  Other Process Use,0.0,2,0,0.01,1,0.01,0.01,0.0
327.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,3,0,0.01,1,0,0,0.0
327.0,Direct Uses-Total Process,False,  Process Heating,0.0,29,0.01,2,235,1,216,0.0
327.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,95,1,12,239,1,216,0
327.0,End Use Not Reported,True,End Use Not Reported,91,1,0,0.01,6,0.01,0.0,83
327.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0.01,0.01,7,0.01,0.01,0.0
