naics,enduse_cat,enduse_total,end_use,total,net_electricity,fuel_oil,diesel,natural_gas,NGL_HGL,coal,other
327.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,0.01,0,0.01,3,0.01,0,0.0
327.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,0.01,0.01,0.02,11,0.02,0.01,0
327.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,711,111,1,23,273,2,217,83
331.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0.01,0.01,0,0.0
331.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,15,0.01,0.01,33,0.01,0,0.0
331.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,14,0,0,0,0,0,0.0
331.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,6,0.01,1,0,0.0
331.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,4,0,0.01,3,0.01,0,0.0
331.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,2,0,0.01,1,0.01,1,0.0
331.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,35,0.01,6,38,1,1,0
331.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,106,0,0,0,0,0,0.0
331.0,Direct Uses-Total Process,False,  Machine Drive,0.0,111,0.01,1,12,0.01,0,0.0
331.0,Direct Uses-Total Process,False,  Other Process Use,0.0,13,0,1,16,0.01,1,0.0
331.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,5,0,0.01,3,0.01,0,0.0
331.0,Direct Uses-Total Process,False,  Process Heating,0.0,128,0.01,0.01,403,1,21,0.0
331.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,363,0.02,3,434,1,21,0
331.0,End Use Not Reported,True,End Use Not Reported,686,2,0,0.01,2,0.01,0.0,682
331.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0.01,0.01,42,0.01,0,0.0
331.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,1,0.01,0.01,22,0.01,0,0.0
331.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,1,0.02,63,0.02,0,0
331.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,1655,400,1,9,537,3,23,682
332.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0.01,0.01,0,0.0
332.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,12,0,0.97,29,1,Q,0.0
332.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,14,0,0,0,0,0,0.0
332.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,1,0.01,3,0,0.0
332.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,3,0,0.01,2,0.01,0,0.0
332.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.01,0,0.01,0,0.0
332.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,29,0,2,30,4,Q,0
332.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,3,0,0,0,0,0,0.0
332.0,Direct Uses-Total Process,False,  Machine Drive,0.0,52,0,0.01,1,0.01,0,0.0
332.0,Direct Uses-Total Process,False,  Other Process Use,0.0,3,0,0.01,1,0.01,0,0.0
332.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,4,0,0,0.01,0.01,0,0.0
332.0,Direct Uses-Total Process,False,  Process Heating,0.0,27,0,0.01,92,1,0,0.0
332.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,89,0,0.03,94,1,0,0
332.0,End Use Not Reported,True,End Use Not Reported,301,8,0.01,0.01,18,0.01,0.0,Q
332.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0,0.01,10,0.01,0,0.0
332.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,0.01,0,0,11,0,0,0.0
332.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,0.01,0,0.01,21,0.01,0,0
332.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,301,127,0.01,3,163,5,Q,Q
333.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0.01,0,0,0.0
333.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,14,0,0.01,33,0.01,0,0.0
333.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,10,0,0,0,0,0,0.0
333.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0.01,0.01,1,0,0.0
333.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,3,0,0.01,1,0.01,0,0.0
333.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.9899999999999984,0,0.01,0.01,0.01,0,0.0
333.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,28,0,1,35,1,0,0
333.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
333.0,Direct Uses-Total Process,False,  Machine Drive,0.0,28,0,0.9900000000000002,1,0.01,0,0.0
333.0,Direct Uses-Total Process,False,  Other Process Use,0.0,2,0,2,0.9899999999999984,0.01,0,0.0
333.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,2,0,0,0.01,0,0,0.0
333.0,Direct Uses-Total Process,False,  Process Heating,0.0,8,0,0.01,28,0.01,0,0.0
333.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,40,0,3,30,1,0,0
333.0,End Use Not Reported,True,End Use Not Reported,3,1,0,0,0,0.01,0.0,1
333.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0.01,0.01,3,0,0,0.0
333.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,1,0,0,3,0.01,0,0.0
333.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,0.01,0.01,6,0.01,0,0
333.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,148,70,0.01,3,71,2,0,1
334.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0.01,0,0,0.0
334.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,30,0.01,0.01,18,0.01,0,0.0
334.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,12,0,0,0,0,0,0.0
334.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0.01,0.01,0.01,0,0.0
334.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,5,0,0.01,1,0.01,0,0.0
334.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,1,0,0.01,0.01,0.01,0,0.0
334.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,48,0.01,0.05,19,0.04,0,0
334.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,2,0,0,0,0,0,0.0
334.0,Direct Uses-Total Process,False,  Machine Drive,0.0,23,0,0.01,0.01,0.01,0,0.0
334.0,Direct Uses-Total Process,False,  Other Process Use,0.0,5,0,0.01,1,0,0,0.0
334.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,9,0,0,0,0,0,0.0
334.0,Direct Uses-Total Process,False,  Process Heating,0.0,10,0,0.01,5,0.01,0,0.0
334.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,48,0,0.03,6,0.02,0,0
334.0,End Use Not Reported,True,End Use Not Reported,6,4,0,0,3,0.01,0.0,0.01
334.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0.01,0.01,3,0,0,0.0
334.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,1,0,0.01,12,0,0,0.0
334.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,0.01,0.02,14,0,0,0
334.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,144,101,0.02,0.1,42,0.06999999999999999,0,0.01
335.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0,0,0,0.0
335.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,6,0,0.01,8,0.01,0,0.0
335.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,4,0,0,0,0,0,0.0
335.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0.01,0,1,0,0.0
335.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,2,0,0.01,1,0.01,0,0.0
335.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.01,0.01,0.01,0,0.0
335.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,12,0,1,8,1,0,0
335.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,2,0,0,0,0,0,0.0
335.0,Direct Uses-Total Process,False,  Machine Drive,0.0,14,0.01,0.01,0.01,0.01,0,0.0
335.0,Direct Uses-Total Process,False,  Other Process Use,0.0,1,0,0.01,0.01,0.01,0,0.0
335.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,2,0,0,0.01,0,0,0.0
335.0,Direct Uses-Total Process,False,  Process Heating,0.0,5,0,0.01,19,0.01,0,0.0
335.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,24,0.01,0.03,20,0.03,0,0
335.0,End Use Not Reported,True,End Use Not Reported,1,0.01,0,0,1,0.01,0.0,0.01
335.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0,0,3,0.01,0,0.0
335.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,0.01,0.01,0.01,4,0.01,0,0.0
335.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,0.01,0.01,0.01,6,0.02,0,0
335.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,74,36,0.02,1,36,1,0,0.01
336.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,1,0,0,0.0
336.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,25,0.01,0.01,41,0.01,0,0.0
336.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,19,0,0,0,0,0,0.0
336.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,1,0,1,0.01,1,0,0.0
336.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,5,0.01,0.01,3,0.01,0,0.0
336.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,1,0,0.01,0.01,0.01,0,0.0
336.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,51,0.02,1,44,2,0,0
336.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,3,0,0,0,0,0,0.0
336.0,Direct Uses-Total Process,False,  Machine Drive,0.0,48,0,0.97,0.01,0.98,0,0.0
336.0,Direct Uses-Total Process,False,  Other Process Use,0.0,5,0,0.01,8,0.01,0,0.0
336.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,6,0.01,0.01,0.01,0,0,0.0
336.0,Direct Uses-Total Process,False,  Process Heating,0.0,14,0.01,0.01,43,0.01,0,0.0
336.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,76,0.02,1,52,1,0,0
336.0,End Use Not Reported,True,End Use Not Reported,12,5,1,0.01,1,0.01,0.0,5
336.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0,0.01,16,0.01,0,0.0
336.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,1,2,0.01,13,0.01,3,0.0
336.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,2,0.02,30,0.02,3,0
336.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,275,132,2,3,127,3,3,5
337.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0,0,0,0.0
337.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,3,0,0.01,6,0.01,0.01,0.0
337.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,3,0,0,0,0,0,0.0
337.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0.01,0.01,0.01,0,0.0
337.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,1,0,0,0.01,0.01,0,0.0
337.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.01,0,0.01,0,0.0
337.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,7,0,0.04,6,1,0.01,0
337.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
337.0,Direct Uses-Total Process,False,  Machine Drive,0.0,8,0,0.01,0.01,0.01,0,0.0
337.0,Direct Uses-Total Process,False,  Other Process Use,0.0,0.01,0,0,0.01,0,0,0.0
337.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,0.01,0,0,0,0,0,0.0
337.0,Direct Uses-Total Process,False,  Process Heating,0.0,1,0,0.01,5,0.01,0,0.0
337.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,9,0,0.02,5,0.02,0,0
337.0,End Use Not Reported,True,End Use Not Reported,5,1,0,0.01,0.01,0.01,0.0,4
337.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0,0,1,0,0,0.0
337.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,0.01,0,0,0.01,0,0.01,0.0
337.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,0.01,0,0,1,0,0.01,0
337.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,36,17,0,0.06999999999999999,13,1,0.02,4
339.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0,0,0,0.0
339.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,7,0.01,0.01,6,0.01,0.01,0.0
339.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,4,0,0,0,0,0,0.0
339.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0.01,0,0.01,0,0.0
339.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,1,0,0.01,0.01,0.01,0,0.0
339.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.01,0.01,0.01,0,0.0
339.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,12,0.01,0.05,6,0.04,0.01,0
339.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,1,0,0,0,0,0,0.0
339.0,Direct Uses-Total Process,False,  Machine Drive,0.0,8,0,0.01,0.01,0.01,0,0.0
339.0,Direct Uses-Total Process,False,  Other Process Use,0.0,1,0,0.01,0.01,0.01,0,0.0
339.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,1,0,0,0.01,0,0,0.0
339.0,Direct Uses-Total Process,False,  Process Heating,0.0,3,0,0.01,4,0.01,0,0.0
339.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,14,0,0.03,5,0.03,0,0
339.0,End Use Not Reported,True,End Use Not Reported,*,0.01,0,0,0.01,0.01,0.0,0.01
339.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0,0.01,3,0.01,0,0.0
339.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,0.01,0,0.01,3,0,0,0.0
339.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,0.01,0,0.02,5,0.01,0,0
339.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,43,26,0.01,1,16,0.09,0.01,0.01
3112.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0.01,0.01,1,0.0
3112.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,2,0.01,0.01,3,0.01,0.01,0.0
3112.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,3,0,0,0,0,0,0.0
3112.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0.01,0,0.01,0,0.0
3112.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,1,0,0.01,1,0.01,0.01,0.0
3112.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.01,0.01,0.01,0,0.0
3112.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,6,0.01,0.05,3,0.05,1,0
3112.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
3112.0,Direct Uses-Total Process,False,  Machine Drive,0.0,40,0.01,0.01,1,0.01,0.01,0.0
3112.0,Direct Uses-Total Process,False,  Other Process Use,0.0,0.01,0,0.01,1,0,1,0.0
3112.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,6,0,0,0.01,0,0,0.0
3112.0,Direct Uses-Total Process,False,  Process Heating,0.0,1,0.01,0,44,0.01,8,0.0
3112.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,47,0.02,0.02,47,0.02,9,0
3112.0,End Use Not Reported,True,End Use Not Reported,48,1,0,0.01,1,0.01,1.0,45
3112.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0.01,0.01,32,0,99,0.0
3112.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,2,0.01,0.01,38,0.01,17,0.0
3112.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,2,0.02,0.02,70,0.01,115,0
3112.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,350,56,0.05,1,121,0.09,126,45
3114.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0,0,0,0.0
3114.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,2,0.01,0.01,8,0.01,0,0.0
3114.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,3,0,0,0,0,0,0.0
3114.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,1,0.01,1,0,0.0
3114.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,1,0,0.01,1,0.01,0,0.0
3114.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.01,0.01,0.01,0,0.0
3114.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,6,0.01,1,9,1,0,0
3114.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
3114.0,Direct Uses-Total Process,False,  Machine Drive,0.0,11,0,0.01,0.01,0.01,0,0.0
3114.0,Direct Uses-Total Process,False,  Other Process Use,0.0,0.01,0,0.01,1,0.01,0,0.0
3114.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,12,0,0.01,0.01,0.01,0,0.0
3114.0,Direct Uses-Total Process,False,  Process Heating,0.0,1,0.01,2.94,22,0.01,0,0.0
3114.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,24,0.01,2.9699999999999998,23,0.04,0,0
3114.0,End Use Not Reported,True,End Use Not Reported,6,0.01,0,0.01,1,0.01,0.0,4
3114.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0.01,0.01,32,0.01,1,0.0
3114.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,1,1,0.01,34,0.01,1,0.0
3114.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,1,0.02,66,0.02,2,0
3114.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,143,31,1,4,100,1,2,4
3115.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0.01,0,0,0.0
3115.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,2,0.01,0.01,3,0.01,0,0.0
3115.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,2,0,0,0,0,0,0.0
3115.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,1,0.01,0.01,0,0.0
3115.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,1,0,0.01,1,0.01,0,0.0
3115.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.01,0.01,0.01,0,0.0
3115.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,6,0.01,1,5,0.04,0,0
3115.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
3115.0,Direct Uses-Total Process,False,  Machine Drive,0.0,12,0,0.01,1,0.01,0,0.0
3115.0,Direct Uses-Total Process,False,  Other Process Use,0.0,0.01,0.01,0.01,1,0.01,0,0.0
3115.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,12,0,0.01,0.01,0,0,0.0
3115.0,Direct Uses-Total Process,False,  Process Heating,0.0,1,0.01,0.01,16,0.01,0,0.0
3115.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,25,0.02,0.04,19,0.03,0,0
3115.0,End Use Not Reported,True,End Use Not Reported,5,1,0.9699999999999998,0.01,2,0.01,0.0,2
3115.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0.01,1,24,0.01,0,0.0
3115.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,1,1,0.01,17,0.01,0.01,0.0
3115.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,1,1,41,0.02,0.01,0
3115.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,105,33,2,2,66,1,0.01,2
3116.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0.01,0.01,0.01,0,0,0.0
3116.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,5,0.01,0.01,9,0.01,0,0.0
3116.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,6,0,0,0,0,0,0.0
3116.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,1,0.01,0.01,0,0.0
3116.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,2,0.01,0.01,6,0.01,0,0.0
3116.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.01,0.01,0.01,0,0.0
3116.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,13,0.03,2,15,0.04,0,0
3116.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
3116.0,Direct Uses-Total Process,False,  Machine Drive,0.0,20,0,0.01,1,0.01,0,0.0
3116.0,Direct Uses-Total Process,False,  Other Process Use,0.0,1,0,0.01,1,0.01,0,0.0
3116.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,29,0,0.01,1,0.01,0,0.0
3116.0,Direct Uses-Total Process,False,  Process Heating,0.0,3,0.01,0.01,25,1,0.0,0.0
3116.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,53,0.01,0.04,29,1,0.0,0
3116.0,End Use Not Reported,True,End Use Not Reported,11,1,0.01,0.01,1,0.01,0.0,8
3116.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,2,1,35,0.9400000000000002,0,0.0
3116.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,2,2,0.01,45,0.01,0,0.0
3116.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,2,4,1,80,0.9500000000000002,0,0
3116.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,212,69,5,3,125,2,0,8
3121.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0,0,0.01,0.0
3121.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,2,0.01,0.01,3,0.01,0.01,0.0
3121.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,2,0,0,0,0,0,0.0
3121.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0.01,0.01,1,0,0.0
3121.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,0.01,0,0.01,0.01,0.01,0.01,0.0
3121.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.01,0.01,0.01,0.01,0.0
3121.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,5,0.01,0.05,4,1,1,0
3121.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0.01,0,0,0,0,0,0.0
3121.0,Direct Uses-Total Process,False,  Machine Drive,0.0,9,0,0.01,0.01,0.01,0.01,0.0
3121.0,Direct Uses-Total Process,False,  Other Process Use,0.0,0.01,0,0.01,0.01,0,0.01,0.0
3121.0,Direct Uses-Total Process,False,  Process Cooling and Refrigeration,0.0,7,0,0,0.01,0.01,0,0.0
3121.0,Direct Uses-Total Process,False,  Process Heating,0.0,1,0.01,0.01,8,0.01,4,0.0
3121.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,17,0.01,1,9,0.03,4,0
3121.0,End Use Not Reported,True,End Use Not Reported,10,3,0,0.01,0.01,0.01,0.0,7
3121.0,Indirect Uses-Boiler Fuel,False,  CHP and/or Cogeneration Process,0.0,0,0.01,0.01,13,0.01,3,0.0
3121.0,Indirect Uses-Boiler Fuel,False,  Conventional Boiler Use,0.0,0.01,0.01,0.01,8,0.01,0.01,0.0
3121.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,0.01,0.02,0.02,21,0.02,3,0
3121.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,77,25,0.04,1,34,1,8,7
3122.0,Direct Uses-Total Nonprocess,False,  Conventional Electricity Generation,0.0,0,0,0.01,0,0,0,0.0
3122.0,Direct Uses-Total Nonprocess,False,  Facility HVAC (g),0.0,1,0.01,0.01,0.01,0.01,0,0.0
3122.0,Direct Uses-Total Nonprocess,False,  Facility Lighting,0.0,0.01,0,0,0,0,0,0.0
3122.0,Direct Uses-Total Nonprocess,False,  Onsite Transportation,0.0,0.01,0,0.01,0,0.01,0,0.0
3122.0,Direct Uses-Total Nonprocess,False,  Other Facility Support,0.0,0.01,0,0,0.01,0,0,0.0
3122.0,Direct Uses-Total Nonprocess,False,  Other Nonprocess Use,0.0,0.01,0,0.01,0.01,0.01,0,0.0
3122.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,1,0.01,0.04,0.03,0.03,0,0
3122.0,Direct Uses-Total Process,False,  Electro-Chemical Processes,0.0,0,0,0,0,0,0,0.0
3122.0,Direct Uses-Total Process,False,  Machine Drive,0.0,1,0,0,0.01,0.01,0,0.0
3122.0,Direct Uses-Total Process,False,  Other Process Use,0.0,0.01,0,0,0.01,0,0,0.0
