naics,enduse_cat,enduse_total,end_use,total,net_electricity,fuel_oil,diesel,natural_gas,NGL_HGL,coal,other
327.0,End Use Not Reported,True,End Use Not Reported,136,6,0.0,0.01,21,1.0,0.01,109
327.0,Indirect Uses-Boiler Fuel,False,CHP and/or Cogeneration Process,0.0,0,0.01,0.01,11,0.01,1,0.0
327.0,Indirect Uses-Boiler Fuel,False,Conventional Boiler Use,0.0,1,0.0,0.01,2,0.01,0,0.0
327.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,0.01,0.02,13,0.02,1,0
327.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,827,128,0.03,19,333,3,235,109
331.0,Direct Uses-Total Nonprocess,False,Conventional Electricity Generation,0.0,0,0.0,0.01,0.01,0.01,0,0.0
331.0,Direct Uses-Total Nonprocess,False,Facility HVAC (g),0.0,15,0.01,0.01,39,0.01,0,0.0
331.0,Direct Uses-Total Nonprocess,False,Facility Lighting,0.0,14,0.0,0,0,0,0,0.0
331.0,Direct Uses-Total Nonprocess,False,Onsite Transportation,0.0,1,0.0,5,1,1,0,0.0
331.0,Direct Uses-Total Nonprocess,False,Other Facility Support,0.0,4,0.0,0.01,7,0.01,0,0.0
331.0,Direct Uses-Total Nonprocess,False,Other Nonprocess Use,0.0,1,0.0,0.01,1,0.01,0,0.0
331.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,35,0.01,5,47,1,0,0
331.0,Direct Uses-Total Process,False,Electro-Chemical Processes,0.0,99,0.0,0,0,0,0,0.0
331.0,Direct Uses-Total Process,False,Machine Drive,0.0,115,0.01,0.01,12,0.01,0,0.0
331.0,Direct Uses-Total Process,False,Other Process Use,0.0,7,0.0,0.01,36,0.01,7,0.0
331.0,Direct Uses-Total Process,False,Process Cooling and Refrigeration,0.0,6,0.0,0.01,5,0.01,0,0.0
331.0,Direct Uses-Total Process,False,Process Heating,0.0,160,0.01,1,452,1,11,0.0
331.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,388,0.02,1,504,1,18,0
331.0,End Use Not Reported,True,End Use Not Reported,595,9,0.01,0.01,6,0.01,0.0,580
331.0,Indirect Uses-Boiler Fuel,False,CHP and/or Cogeneration Process,0.0,0,0.01,0.01,62,0.01,0,0.0
331.0,Indirect Uses-Boiler Fuel,False,Conventional Boiler Use,0.0,2,0.01,0.01,23,0.01,0,0.0
331.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,2,0.02,0.02,85,0.02,0,0
331.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,1684,433,1,6,643,3,18,580
332.0,Direct Uses-Total Nonprocess,False,Conventional Electricity Generation,0.0,0,0.0,0.01,0.01,0,0,0.0
332.0,Direct Uses-Total Nonprocess,False,Facility HVAC (g),0.0,22,0.0,0.97,45,1.9800000000000004,0,0.0
332.0,Direct Uses-Total Nonprocess,False,Facility Lighting,0.0,13,0.0,0,0,0,0,0.0
332.0,Direct Uses-Total Nonprocess,False,Onsite Transportation,0.0,1,0.0,1,0.01,4,0,0.0
332.0,Direct Uses-Total Nonprocess,False,Other Facility Support,0.0,5,0.0,0.01,2,0.01,0,0.0
332.0,Direct Uses-Total Nonprocess,False,Other Nonprocess Use,0.0,0.01,0.0,0.01,0.01,0.01,0,0.0
332.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,41,0,2,47,6,0,0
332.0,Direct Uses-Total Process,False,Electro-Chemical Processes,0.0,5,0.0,0,0,0,0,0.0
332.0,Direct Uses-Total Process,False,Machine Drive,0.0,61,0.0,0.01,Q,0.01,0,0.0
332.0,Direct Uses-Total Process,False,Other Process Use,0.0,5,0.0,0.01,Q,0.01,0,0.0
332.0,Direct Uses-Total Process,False,Process Cooling and Refrigeration,0.0,5,0.0,0,0.01,0,0,0.0
332.0,Direct Uses-Total Process,False,Process Heating,0.0,22,0.0,0.01,111,0.98,0,0.0
332.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,97,0,0.03,118,1,0,0
332.0,End Use Not Reported,True,End Use Not Reported,10,Q,0.0,0,6,0.01,0.0,1
332.0,Indirect Uses-Boiler Fuel,False,CHP and/or Cogeneration Process,0.0,0,0.0,0,16,0.01,0,0.0
332.0,Indirect Uses-Boiler Fuel,False,Conventional Boiler Use,0.0,Q,0.0,0,4,0.01,0,0.0
332.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,Q,0,0,20,0.02,0,0
332.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,344,143,0,2,191,7,0,1
333.0,Direct Uses-Total Nonprocess,False,Conventional Electricity Generation,0.0,0,0.0,0.01,0.01,0.01,0,0.0
333.0,Direct Uses-Total Nonprocess,False,Facility HVAC (g),0.0,16,0.01,0.01,31,0.97,0,0.0
333.0,Direct Uses-Total Nonprocess,False,Facility Lighting,0.0,11,0.0,0,0,0,0,0.0
333.0,Direct Uses-Total Nonprocess,False,Onsite Transportation,0.0,1,0.0,0.01,0.01,1,0,0.0
333.0,Direct Uses-Total Nonprocess,False,Other Facility Support,0.0,3,0.0,1.9300000000000006,1,0.01,0,0.0
333.0,Direct Uses-Total Nonprocess,False,Other Nonprocess Use,0.0,0.01,0.01,0.01,0.01,0.01,0,0.0
333.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,31,0.02,1.9700000000000006,32,2,0,0
333.0,Direct Uses-Total Process,False,Electro-Chemical Processes,0.0,1,0.0,0,0,0,0,0.0
333.0,Direct Uses-Total Process,False,Machine Drive,0.0,33,0.0,0.01,2,0.01,0,0.0
333.0,Direct Uses-Total Process,False,Other Process Use,0.0,2,0.0,3,4.990000000000002,Q,0,0.0
333.0,Direct Uses-Total Process,False,Process Cooling and Refrigeration,0.0,3,0.0,0.01,0.01,0.01,0,0.0
333.0,Direct Uses-Total Process,False,Process Heating,0.0,8,0.0,0,18,Q,0,0.0
333.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,47,0,3,25,1,0,0
333.0,End Use Not Reported,True,End Use Not Reported,4,1,0.0,0.01,1,0.01,0.0,2
333.0,Indirect Uses-Boiler Fuel,False,CHP and/or Cogeneration Process,0.0,0,0.0,0.01,10,0.01,Q,0.0
333.0,Indirect Uses-Boiler Fuel,False,Conventional Boiler Use,0.0,1,0.0,0.01,4,0,0,0.0
333.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,0,0.02,14,0.01,Q,0
333.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,164,80,0.02,5,72,3,Q,2
334.0,Direct Uses-Total Nonprocess,False,Conventional Electricity Generation,0.0,0,0.0,0.01,0.01,0,0,0.0
334.0,Direct Uses-Total Nonprocess,False,Facility HVAC (g),0.0,27,0.01,0.01,15,0.01,0,0.0
334.0,Direct Uses-Total Nonprocess,False,Facility Lighting,0.0,10,0.0,0,0,0,0,0.0
334.0,Direct Uses-Total Nonprocess,False,Onsite Transportation,0.0,0.01,0.0,0.01,0.01,0.01,0,0.0
334.0,Direct Uses-Total Nonprocess,False,Other Facility Support,0.0,6,0.0,0.01,1,0.01,0,0.0
334.0,Direct Uses-Total Nonprocess,False,Other Nonprocess Use,0.0,2,0.0,0.01,1,0.01,0,0.0
334.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,46,0.01,0.05,17,0.04,0,0
334.0,Direct Uses-Total Process,False,Electro-Chemical Processes,0.0,3,0.0,0,0,0,0,0.0
334.0,Direct Uses-Total Process,False,Machine Drive,0.0,26,0.0,0.01,0.01,0.01,0,0.0
334.0,Direct Uses-Total Process,False,Other Process Use,0.0,8,0.0,0.01,4,0.01,0,0.0
334.0,Direct Uses-Total Process,False,Process Cooling and Refrigeration,0.0,13,0.0,0,0.01,0,0,0.0
334.0,Direct Uses-Total Process,False,Process Heating,0.0,13,0.0,0.01,10,0.01,0,0.0
334.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,63,0,0.03,14,0.03,0,0
334.0,End Use Not Reported,True,End Use Not Reported,5,2,0.0,0,0.01,0.01,0.0,Q
334.0,Indirect Uses-Boiler Fuel,False,CHP and/or Cogeneration Process,0.0,0,0.0,0,5,0.01,0,0.0
334.0,Indirect Uses-Boiler Fuel,False,Conventional Boiler Use,0.0,1,0.0,0.01,11,0.01,0,0.0
334.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,0,0.01,16,0.02,0,0
334.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,162,112,0.01,1,47,0.1,0,Q
335.0,Direct Uses-Total Nonprocess,False,Conventional Electricity Generation,0.0,0,0.0,0.01,0,0.01,0,0.0
335.0,Direct Uses-Total Nonprocess,False,Facility HVAC (g),0.0,7,0.0,0.01,6,0.01,0,0.0
335.0,Direct Uses-Total Nonprocess,False,Facility Lighting,0.0,4,0.0,0,0,0,0,0.0
335.0,Direct Uses-Total Nonprocess,False,Onsite Transportation,0.0,0.01,0.0,0.01,0,0.01,0,0.0
335.0,Direct Uses-Total Nonprocess,False,Other Facility Support,0.0,1,0.0,0.01,0.01,0.01,0,0.0
335.0,Direct Uses-Total Nonprocess,False,Other Nonprocess Use,0.0,0.01,0.0,0.01,0.01,0.01,0,0.0
335.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,12,0,0.05,7,1,0,0
335.0,Direct Uses-Total Process,False,Electro-Chemical Processes,0.0,3,0.0,0,0,0,0,0.0
335.0,Direct Uses-Total Process,False,Machine Drive,0.0,11,0.0,0.01,0.01,-0.01,0,0.0
335.0,Direct Uses-Total Process,False,Other Process Use,0.0,1,0.0,0,0.01,0,0,0.0
335.0,Direct Uses-Total Process,False,Process Cooling and Refrigeration,0.0,3,0.0,0,0.01,0,0,0.0
335.0,Direct Uses-Total Process,False,Process Heating,0.0,9,0.0,0.01,16,0.01,0,0.0
335.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,28,0,0.02,17,0,0,0
335.0,End Use Not Reported,True,End Use Not Reported,2,0.01,0.0,0.01,0,0.01,0.0,2
335.0,Indirect Uses-Boiler Fuel,False,CHP and/or Cogeneration Process,0.0,0,0.0,0,1,0,0,0.0
335.0,Indirect Uses-Boiler Fuel,False,Conventional Boiler Use,0.0,0.01,0.0,0,2,0.01,0,0.0
335.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,0.01,0,0,3,0.01,0,0
335.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,71,40,0,0.08,27,1,0,2
336.0,Direct Uses-Total Nonprocess,False,Conventional Electricity Generation,0.0,0,0.0,0.01,Q,0.01,0,0.0
336.0,Direct Uses-Total Nonprocess,False,Facility HVAC (g),0.0,29,0.0,0.01,49,0.01,0,0.0
336.0,Direct Uses-Total Nonprocess,False,Facility Lighting,0.0,19,0.0,0,0,0,0,0.0
336.0,Direct Uses-Total Nonprocess,False,Onsite Transportation,0.0,2,0.0,1,0.01,2,0,0.0
336.0,Direct Uses-Total Nonprocess,False,Other Facility Support,0.0,6,0.0,0.01,2,0.01,0,0.0
336.0,Direct Uses-Total Nonprocess,False,Other Nonprocess Use,0.0,2,0.0,0.97,Q,0.01,0,0.0
336.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,58,0,2,55,3,0,0
336.0,Direct Uses-Total Process,False,Electro-Chemical Processes,0.0,1,0.0,0,0,0,0,0.0
336.0,Direct Uses-Total Process,False,Machine Drive,0.0,59,0.0,1.9500000000000006,2.990000000000002,0.01,0,0.0
336.0,Direct Uses-Total Process,False,Other Process Use,0.0,7,0.0,0.01,5,0.01,0,0.0
336.0,Direct Uses-Total Process,False,Process Cooling and Refrigeration,0.0,8,0.0,0,0.01,0.01,0,0.0
336.0,Direct Uses-Total Process,False,Process Heating,0.0,17,0.0,0.01,56,0.01,0,0.0
336.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,92,0,1.9700000000000006,64,1,0,0
336.0,End Use Not Reported,True,End Use Not Reported,14,2,0.0,0.01,2,0.01,0.0,9
336.0,Indirect Uses-Boiler Fuel,False,CHP and/or Cogeneration Process,0.0,0,0.0,0.01,7,0,0.01,0.0
336.0,Indirect Uses-Boiler Fuel,False,Conventional Boiler Use,0.0,1,1.0,0.01,17,0.01,1,0.0
336.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,1,0.02,24,0.01,1,0
336.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,318,154,1,4,145,4,1,9
337.0,Direct Uses-Total Nonprocess,False,Conventional Electricity Generation,0.0,0,0.0,0.01,0.01,0.01,0,0.0
337.0,Direct Uses-Total Nonprocess,False,Facility HVAC (g),0.0,3,0.0,0.01,7,0.01,0.01,0.0
337.0,Direct Uses-Total Nonprocess,False,Facility Lighting,0.0,3,0.0,0,0,0,0,0.0
337.0,Direct Uses-Total Nonprocess,False,Onsite Transportation,0.0,0.01,0.0,0.01,0.01,0.01,0,0.0
337.0,Direct Uses-Total Nonprocess,False,Other Facility Support,0.0,1,0.0,0.01,0.01,0.01,0,0.0
337.0,Direct Uses-Total Nonprocess,False,Other Nonprocess Use,0.0,0.01,0.0,0.01,0.01,0.01,0,0.0
337.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,7,0,0.05,8,1,0.01,0
337.0,Direct Uses-Total Process,False,Electro-Chemical Processes,0.0,0.01,0.0,0,0,0,0,0.0
337.0,Direct Uses-Total Process,False,Machine Drive,0.0,8,0.0,0,0.01,0.01,0,0.0
337.0,Direct Uses-Total Process,False,Other Process Use,0.0,0.01,0.0,0,0,0.01,0,0.0
337.0,Direct Uses-Total Process,False,Process Cooling and Refrigeration,0.0,0.01,0.0,0,0.01,0.01,0,0.0
337.0,Direct Uses-Total Process,False,Process Heating,0.0,1,0.0,0.01,6,0.01,0.01,0.0
337.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,10,0,0.01,6,0.04,0.01,0
337.0,End Use Not Reported,True,End Use Not Reported,4,0.01,0.0,0,0.01,0.01,0.0,4
337.0,Indirect Uses-Boiler Fuel,False,CHP and/or Cogeneration Process,0.0,0,0.0,0.01,0.980000000000002,0.01,0,0.0
337.0,Indirect Uses-Boiler Fuel,False,Conventional Boiler Use,0.0,0.01,0.0,0,0.01,0.01,0.01,0.0
337.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,0.01,0,0.01,0.990000000000002,0.02,0.01,0
337.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,37,17,0,0.07,15,1,0.03,4
339.0,Direct Uses-Total Nonprocess,False,Conventional Electricity Generation,0.0,0,0.0,0.01,1.9800000000000004,0.01,0,0.0
339.0,Direct Uses-Total Nonprocess,False,Facility HVAC (g),0.0,7,0.01,0.01,6,0.01,0,0.0
339.0,Direct Uses-Total Nonprocess,False,Facility Lighting,0.0,4,0.0,0,0,0,0,0.0
339.0,Direct Uses-Total Nonprocess,False,Onsite Transportation,0.0,0.01,0.0,0.01,0.01,0.01,0,0.0
339.0,Direct Uses-Total Nonprocess,False,Other Facility Support,0.0,1,0.01,0,1,0.01,0,0.0
339.0,Direct Uses-Total Nonprocess,False,Other Nonprocess Use,0.0,0.01,0.0,0.01,0.01,0.01,0,0.0
339.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,13,0.02,0.04,9,0.05,0,0
339.0,Direct Uses-Total Process,False,Electro-Chemical Processes,0.0,0.01,0.0,0,0,0,0,0.0
339.0,Direct Uses-Total Process,False,Machine Drive,0.0,9,0.0,0.01,0.01,0.01,0,0.0
339.0,Direct Uses-Total Process,False,Other Process Use,0.0,1,0.0,0.01,0.9800000000000004,0.01,0,0.0
339.0,Direct Uses-Total Process,False,Process Cooling and Refrigeration,0.0,2,0.0,0,0.01,0.01,0,0.0
339.0,Direct Uses-Total Process,False,Process Heating,0.0,3,0.0,0.01,4,0.01,0,0.0
339.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,15,0,0.03,5,0.04,0,0
339.0,End Use Not Reported,True,End Use Not Reported,57,0.01,0.0,0,0.01,0.01,0.0,Q
339.0,Indirect Uses-Boiler Fuel,False,CHP and/or Cogeneration Process,0.0,0,0.0,Q,10.990000000000002,0,0,0.0
339.0,Indirect Uses-Boiler Fuel,False,Conventional Boiler Use,0.0,0.01,0.0,0.01,1,0,0,0.0
339.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,0.01,0,Q,11.990000000000002,0,0,0
339.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,57,29,0.02,Q,26,1,0,Q
3112.0,Direct Uses-Total Nonprocess,False,Conventional Electricity Generation,0.0,0,0.0,0.01,0.01,0.01,0,0.0
3112.0,Direct Uses-Total Nonprocess,False,Facility HVAC (g),0.0,2,0.01,0.01,3,0.01,0.01,0.0
3112.0,Direct Uses-Total Nonprocess,False,Facility Lighting,0.0,2,0.0,0,0,0,0,0.0
3112.0,Direct Uses-Total Nonprocess,False,Onsite Transportation,0.0,0.01,0.0,1,0.01,0.01,0,0.0
3112.0,Direct Uses-Total Nonprocess,False,Other Facility Support,0.0,0.01,0.0,0.01,1,0.01,0.01,0.0
3112.0,Direct Uses-Total Nonprocess,False,Other Nonprocess Use,0.0,0.01,0.0,0.01,0.01,0.01,0,0.0
3112.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,5,0.01,1,4,0.05,0.02,0
3112.0,Direct Uses-Total Process,False,Electro-Chemical Processes,0.0,0.01,0.0,0,0,0,0,0.0
3112.0,Direct Uses-Total Process,False,Machine Drive,0.0,36,0.0,0.01,1,0.01,0,0.0
3112.0,Direct Uses-Total Process,False,Other Process Use,0.0,0.01,0.0,0.01,5,0.01,0,0.0
3112.0,Direct Uses-Total Process,False,Process Cooling and Refrigeration,0.0,5,0.0,0.01,2,0,0,0.0
3112.0,Direct Uses-Total Process,False,Process Heating,0.0,1,0.01,0.01,35,0.01,1,0.0
3112.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,43,0.01,0.04,42,0.03,1,0
3112.0,End Use Not Reported,True,End Use Not Reported,52,0.01,0.0,0.01,0.01,0.01,22.0,29
3112.0,Indirect Uses-Boiler Fuel,False,CHP and/or Cogeneration Process,0.0,0,0.01,0.01,36,0.01,30,0.0
3112.0,Indirect Uses-Boiler Fuel,False,Conventional Boiler Use,0.0,2,0.0,0.01,50,0.01,12,0.0
3112.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,2,0.01,0.02,86,0.02,42,0
3112.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,278,50,0.03,1,133,0.11,65,29
3114.0,Direct Uses-Total Nonprocess,False,Conventional Electricity Generation,0.0,0,0.0,0.01,0.01,0,0,0.0
3114.0,Direct Uses-Total Nonprocess,False,Facility HVAC (g),0.0,3,0.01,0.01,7,0.01,0,0.0
3114.0,Direct Uses-Total Nonprocess,False,Facility Lighting,0.0,2,0.0,0,0,0,0,0.0
3114.0,Direct Uses-Total Nonprocess,False,Onsite Transportation,0.0,1,0.0,0.01,0.01,0.01,0,0.0
3114.0,Direct Uses-Total Nonprocess,False,Other Facility Support,0.0,1,0.01,0,1,0.01,0,0.0
3114.0,Direct Uses-Total Nonprocess,False,Other Nonprocess Use,0.0,0.01,0.0,0.01,0,0.01,0,0.0
3114.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,7,0.02,0.04,9,1,0,0
3114.0,Direct Uses-Total Process,False,Electro-Chemical Processes,0.0,0.01,0.0,0,0,0,0,0.0
3114.0,Direct Uses-Total Process,False,Machine Drive,0.0,9,0.0,0.01,0.01,0.01,0,0.0
3114.0,Direct Uses-Total Process,False,Other Process Use,0.0,0.01,0.0,0.01,0.01,0.01,0,0.0
3114.0,Direct Uses-Total Process,False,Process Cooling and Refrigeration,0.0,13,0.0,0.01,0.01,0,0,0.0
3114.0,Direct Uses-Total Process,False,Process Heating,0.0,2,0.01,0.01,20,0.01,0,0.0
3114.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,24,0.01,0.04,21,0.03,0,0
3114.0,End Use Not Reported,True,End Use Not Reported,12,0.01,0.0,0.01,6,0.01,0.0,5
3114.0,Indirect Uses-Boiler Fuel,False,CHP and/or Cogeneration Process,0.0,0,0.01,0.01,46,0.01,0.01,0.0
3114.0,Indirect Uses-Boiler Fuel,False,Conventional Boiler Use,0.0,1,0.01,0.01,23,0.01,0,0.0
3114.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,0.02,0.02,69,0.02,0.01,0
3114.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,146,33,0.05,1,105,1,0.01,5
3115.0,Direct Uses-Total Nonprocess,False,Conventional Electricity Generation,0.0,0,0.0,0.01,0,0,0,0.0
3115.0,Direct Uses-Total Nonprocess,False,Facility HVAC (g),0.0,3,0.01,0.01,4,0.01,0.01,0.0
3115.0,Direct Uses-Total Nonprocess,False,Facility Lighting,0.0,2,0.0,0,0,0,0,0.0
3115.0,Direct Uses-Total Nonprocess,False,Onsite Transportation,0.0,0.01,0.0,0.01,0.01,0.01,0,0.0
3115.0,Direct Uses-Total Nonprocess,False,Other Facility Support,0.0,1,0.0,0,1,0.01,0,0.0
3115.0,Direct Uses-Total Nonprocess,False,Other Nonprocess Use,0.0,0.01,0.0,1,0.01,0.01,0,0.0
3115.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,6,0.01,1,4,0.04,0.01,0
3115.0,Direct Uses-Total Process,False,Electro-Chemical Processes,0.0,0.01,0.0,0,0,0,0,0.0
3115.0,Direct Uses-Total Process,False,Machine Drive,0.0,12,0.01,0.01,1,0.01,0,0.0
3115.0,Direct Uses-Total Process,False,Other Process Use,0.0,1,0.0,0.01,1,0.01,0,0.0
3115.0,Direct Uses-Total Process,False,Process Cooling and Refrigeration,0.0,12,0.01,0.01,0.01,0,0,0.0
3115.0,Direct Uses-Total Process,False,Process Heating,0.0,1,0.01,0.01,15,0.01,0.01,0.0
3115.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,25,0.03,0.9900000000000002,18,0.03,0.01,0
3115.0,End Use Not Reported,True,End Use Not Reported,6,2,0.0,0.01,2,0.01,0.0,2
3115.0,Indirect Uses-Boiler Fuel,False,CHP and/or Cogeneration Process,0.0,0,0.01,0.01,23,0.01,0,0.0
3115.0,Indirect Uses-Boiler Fuel,False,Conventional Boiler Use,0.0,1,1.0,0.01,21,0.01,0,0.0
3115.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,1,1,1,44,0.02,0,0
3115.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,109,35,1,3,68,1,0.02,2
3116.0,Direct Uses-Total Nonprocess,False,Conventional Electricity Generation,0.0,0,0.0,0.01,0.01,0,0,0.0
3116.0,Direct Uses-Total Nonprocess,False,Facility HVAC (g),0.0,4,0.0,0.01,8,0.01,0,0.0
3116.0,Direct Uses-Total Nonprocess,False,Facility Lighting,0.0,5,0.0,0,0,0,0,0.0
3116.0,Direct Uses-Total Nonprocess,False,Onsite Transportation,0.0,0.01,0.0,1,0.01,0.01,0,0.0
3116.0,Direct Uses-Total Nonprocess,False,Other Facility Support,0.0,1,0.01,0.01,11,0.01,0,0.0
3116.0,Direct Uses-Total Nonprocess,False,Other Nonprocess Use,0.0,0.01,0.0,2,0.01,0.01,0,0.0
3116.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,11,0.01,4,19,0.04,0,0
3116.0,Direct Uses-Total Process,False,Electro-Chemical Processes,0.0,0.01,0.0,0,0,0,0,0.0
3116.0,Direct Uses-Total Process,False,Machine Drive,0.0,18,0.0,0.01,1,0.01,0,0.0
3116.0,Direct Uses-Total Process,False,Other Process Use,0.0,2,0.0,0.01,4,0.01,0,0.0
3116.0,Direct Uses-Total Process,False,Process Cooling and Refrigeration,0.0,26,0.0,0.01,0.01,0.01,0,0.0
3116.0,Direct Uses-Total Process,False,Process Heating,0.0,3,0.0,0.01,22,0.01,0,0.0
3116.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,48,0,0.04,27,0.04,0,0
3116.0,End Use Not Reported,True,End Use Not Reported,8,1,0.0,0.01,1,0.01,0.0,5
3116.0,Indirect Uses-Boiler Fuel,False,CHP and/or Cogeneration Process,0.0,0,1.0,1,49,0.01,0.01,0.0
3116.0,Indirect Uses-Boiler Fuel,False,Conventional Boiler Use,0.0,2,0.01,0.01,30,1,0,0.0
3116.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,2,1,1,79,1,0.01,0
3116.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,201,62,1,5,126,2,0.01,5
3121.0,Direct Uses-Total Nonprocess,False,Conventional Electricity Generation,0.0,0,0.0,0.01,0.01,0,0,0.0
3121.0,Direct Uses-Total Nonprocess,False,Facility HVAC (g),0.0,3,0.0,0.01,4,0.01,0,0.0
3121.0,Direct Uses-Total Nonprocess,False,Facility Lighting,0.0,3,0.0,0,0,0,0,0.0
3121.0,Direct Uses-Total Nonprocess,False,Onsite Transportation,0.0,1,0.0,0.01,0.01,1,0,0.0
3121.0,Direct Uses-Total Nonprocess,False,Other Facility Support,0.0,1,0.0,0,0.01,0.01,0,0.0
3121.0,Direct Uses-Total Nonprocess,False,Other Nonprocess Use,0.0,0.01,0.0,0.01,0.01,0.01,0,0.0
3121.0,Direct Uses-Total Nonprocess,True,Direct Uses-Total Nonprocess,0,8,0,1,5,1,0,0
3121.0,Direct Uses-Total Process,False,Electro-Chemical Processes,0.0,0.01,0.0,0,0,0,0,0.0
3121.0,Direct Uses-Total Process,False,Machine Drive,0.0,11,0.0,0.01,0.01,0.01,0,0.0
3121.0,Direct Uses-Total Process,False,Other Process Use,0.0,1,0.0,0.01,0.01,0.01,0,0.0
3121.0,Direct Uses-Total Process,False,Process Cooling and Refrigeration,0.0,6,0.0,0,0.01,0,0,0.0
3121.0,Direct Uses-Total Process,False,Process Heating,0.0,1,0.0,0.01,5,0.01,0,0.0
3121.0,Direct Uses-Total Process,True,Direct Uses-Total Process,0,19,0,0.03,5,0.03,0,0
3121.0,End Use Not Reported,True,End Use Not Reported,9,3,0.0,0.01,2,0.01,0.0,4
3121.0,Indirect Uses-Boiler Fuel,False,CHP and/or Cogeneration Process,0.0,0,0.0,0.01,13,0.01,4,0.0
3121.0,Indirect Uses-Boiler Fuel,False,Conventional Boiler Use,0.0,0.01,0.0,0.01,18,0.01,2,0.0
3121.0,Indirect Uses-Boiler Fuel,True,Indirect Uses-Boiler Fuel,0,0.01,0,0.02,31,0.02,6,0
3121.0,TOTAL FUEL CONSUMPTION,True,TOTAL FUEL CONSUMPTION,86,30,0,1,43,1,6,4
3122.0,Direct Uses-Total Nonprocess,False,Conventional Electricity Generation,0.0,0,0.0,0.01,0,0,0,0.0
3122.0,Direct Uses-Total Nonprocess,False,Facility HVAC (g),0.0,1,0.0,0.01,0.01,0.01,0.01,0.0
3122.0,Direct Uses-Total Nonprocess,False,Facility Lighting,0.0,0.01,0.0,0,0,0,0,0.0
3122.0,Direct Uses-Total Nonprocess,False,Onsite Transportation,0.0,0.01,0.0,0.01,0.01,0.01,0,0.0
3122.0,Direct Uses-Total Nonprocess,False,Other Facility Support,0.0,0.01,0.0,0.01,0.01,0,0,0.0
