C_T3EQC3C8MONTHLYINPUTS.FACILITY_ID,C_T3EQC3C8MONTHLYINPUTS.REPORTING_YEAR,C_T3EQC3C8MONTHLYINPUTS.FACILITY_NAME,C_T3EQC3C8MONTHLYINPUTS.UNIT_NAME,C_T3EQC3C8MONTHLYINPUTS.FUEL_TYPE,C_T3EQC3C8MONTHLYINPUTS.CARBON_CONTENT,C_T3EQC3C8MONTHLYINPUTS.CARBON_CONTENT_UOM,C_T3EQC3C8MONTHLYINPUTS.FUEL_COMBUSTED,C_T3EQC3C8MONTHLYINPUTS.FUEL_COMBUSTED_UOM,C_T3EQC3C8MONTHLYINPUTS.HIGH_HEAT_VALUE,C_T3EQC3C8MONTHLYINPUTS.HIGH_HEAT_VALUE_UOM,C_T3EQC3C8MONTHLYINPUTS.MONTH
1002172,2016,RAIN CII CARBON LLC,AA-001,Petroleum Coke,0.882,percent by weight  expressed as a decimal fraction,617.6,short tons/month,,,February
1001921,2016,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.7378,percent by weight  expressed as a decimal fraction,5319.845,short tons/month,,,February
1001921,2016,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.7352,percent by weight  expressed as a decimal fraction,3424.523,short tons/month,,,June
1001921,2016,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.7221,percent by weight  expressed as a decimal fraction,3269.577,short tons/month,,,August
1001921,2016,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.7221,percent by weight  expressed as a decimal fraction,3495.672,short tons/month,,,September
1001921,2016,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.7119,percent by weight  expressed as a decimal fraction,3676.029,short tons/month,,,December
1006024,2016,Duluth Steam One,GP-1,Subbituminous,0.3593,percent by weight  expressed as a decimal fraction,3545,short tons/month,,,April
1006024,2016,Duluth Steam One,GP-1,Subbituminous,0.3593,percent by weight  expressed as a decimal fraction,3545,short tons/month,,,July
1006024,2016,Duluth Steam One,GP-1,Subbituminous,0.3593,percent by weight  expressed as a decimal fraction,3545,short tons/month,,,October
1005132,2016,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.895,percent by weight  expressed as a decimal fraction,593.0,short tons/month,,,July
1005132,2017,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.887,percent by weight  expressed as a decimal fraction,87.1,short tons/month,,,October
1005132,2017,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.879,percent by weight  expressed as a decimal fraction,137.6,short tons/month,,,November
1004512,2015,OAK GROVE MINE,Unit 1 Thermal Dryer,Bituminous,0.781,percent by weight  expressed as a decimal fraction,1326.25,short tons/month,,,January
1006878,2015,American Crystal Sugar Company - Drayton,BL1,Subbituminous,0.550,percent by weight  expressed as a decimal fraction,12617,short tons/month,,,March
1003048,2016,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.1,Tires,0.683,percent by weight  expressed as a decimal fraction,1254.08,short tons/month,,,February
1003048,2016,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.1,Tires,0.694,percent by weight  expressed as a decimal fraction,1191.86,short tons/month,,,June
1003048,2016,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.1,Tires,0.662,percent by weight  expressed as a decimal fraction,1021.72,short tons/month,,,July
1003048,2016,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.2,Tires,0.662,percent by weight  expressed as a decimal fraction,3.08,short tons/month,,,July
1004965,2016,UNITED STATES PIPE & FOUNDRY CO LLC,GP-Combustion and Annealing,Coal Coke,0.9172,percent by weight  expressed as a decimal fraction,779.5,short tons/month,,,July
1004965,2016,UNITED STATES PIPE & FOUNDRY CO LLC,GP-Combustion and Annealing,Coal Coke,0.9177,percent by weight  expressed as a decimal fraction,746.55,short tons/month,,,August
1006878,2016,American Crystal Sugar Company - Drayton,BL1,Subbituminous,0.61,percent by weight  expressed as a decimal fraction,13826,short tons/month,,,March
1006878,2016,American Crystal Sugar Company - Drayton,BL1,Subbituminous,0,percent by weight  expressed as a decimal fraction,0,short tons/month,,,June
1006738,2016,ILLINOIS CEMENT CO,423,Bituminous,0.4198,percent by weight  expressed as a decimal fraction,3189,short tons/month,,,October
1005848,2017,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0002 Kiln 1 Kiln Stack,Petroleum Coke,0.90,percent by weight  expressed as a decimal fraction,3853.4,short tons/month,,,September
1006852,2017,Lake Road,EU-0050,Subbituminous,0.4975,percent by weight  expressed as a decimal fraction,10237,short tons/month,,,March
1006852,2017,Lake Road,EU-0050,Subbituminous,0.5137,percent by weight  expressed as a decimal fraction,9507,short tons/month,,,May
1000348,2015,Resolute FP US Inc. - Catawba Operations,08-2605,Tires,0.8301,percent by weight  expressed as a decimal fraction,281.16,short tons/month,,,January
1000348,2015,Resolute FP US Inc. - Catawba Operations,08-2605,Tires,0.8180,percent by weight  expressed as a decimal fraction,261.05,short tons/month,,,October
1006738,2015,ILLINOIS CEMENT CO,423,Bituminous,0.45,percent by weight  expressed as a decimal fraction,2645,short tons/month,,,February
1006738,2015,ILLINOIS CEMENT CO,423,Bituminous,0.45,percent by weight  expressed as a decimal fraction,2645,short tons/month,,,November
1006738,2015,ILLINOIS CEMENT CO,423,Coal Coke,0.85,percent by weight  expressed as a decimal fraction,5838,short tons/month,,,September
1006738,2015,ILLINOIS CEMENT CO,423,Coal Coke,0.85,percent by weight  expressed as a decimal fraction,6889,short tons/month,,,October
1005991,2017,Expera Specialty Solutions  LLC,B26,,0.734,percent by weight  expressed as a decimal fraction,5921,short tons/month,,,March
1005991,2017,Expera Specialty Solutions  LLC,B26,,0.741,percent by weight  expressed as a decimal fraction,6639,short tons/month,,,May
1005991,2017,Expera Specialty Solutions  LLC,B26,,0.759,percent by weight  expressed as a decimal fraction,7275,short tons/month,,,November
1005939,2017,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.906,percent by weight  expressed as a decimal fraction,3627.8,short tons/month,,,January
1005939,2017,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.89,percent by weight  expressed as a decimal fraction,4039.9,short tons/month,,,May
1005939,2017,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.913,percent by weight  expressed as a decimal fraction,680.3,short tons/month,,,August
1005939,2017,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 2 Kiln 2,Petroleum Coke,0.896,percent by weight  expressed as a decimal fraction,4205.5,short tons/month,,,April
1000183,2017,P H Glatfelter Company - Chillicothe Fac,B013,Tires,0.656,percent by weight  expressed as a decimal fraction,946,short tons/month,,,April
1000183,2017,P H Glatfelter Company - Chillicothe Fac,B013,Tires,0.677,percent by weight  expressed as a decimal fraction,1278,short tons/month,,,May
1005939,2016,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0,percent by weight  expressed as a decimal fraction,0,short tons/month,,,April
1005939,2016,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 2 Kiln 2,Petroleum Coke,0.901,percent by weight  expressed as a decimal fraction,2977.9,short tons/month,,,April
1005939,2016,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 2 Kiln 2,Petroleum Coke,0.878,percent by weight  expressed as a decimal fraction,3714.4,short tons/month,,,November
1005848,2015,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0003 Kiln 2 Kiln Stack,Petroleum Coke,0.8797,percent by weight  expressed as a decimal fraction,359.9,short tons/month,,,June
1005848,2015,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0003 Kiln 2 Kiln Stack,Petroleum Coke,0.8827,percent by weight  expressed as a decimal fraction,261.6,short tons/month,,,August
1005848,2016,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0002 Kiln 1 Kiln Stack,Petroleum Coke,0.898,percent by weight  expressed as a decimal fraction,1776.5,short tons/month,,,November
1002877,2016,Barrick Goldstrike Mines  Inc.,Roaster 1,,0.0091,percent by weight  expressed as a decimal fraction,250677,short tons/month,,,April
1002877,2016,Barrick Goldstrike Mines  Inc.,Roaster 1,,0.0082,percent by weight  expressed as a decimal fraction,541015.3,short tons/month,,,October
1005991,2015,Expera Specialty Solutions  LLC,B26,,0.666,percent by weight  expressed as a decimal fraction,5677,short tons/month,,,June
1005991,2015,Expera Specialty Solutions  LLC,B26,,0.629,percent by weight  expressed as a decimal fraction,6388,short tons/month,,,August
1006852,2016,Lake Road,EU-0050,Subbituminous,0.5248,percent by weight  expressed as a decimal fraction,8878,short tons/month,,,November
1001906,2016,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,Wood and Wood Residuals (dry basis),0.5130,percent by weight  expressed as a decimal fraction,20146,short tons/month,,,May
1001906,2016,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,Wood and Wood Residuals (dry basis),0.5391,percent by weight  expressed as a decimal fraction,20351,short tons/month,,,July
1005707,2017,AMALGAMATED SUGAR CO LLC,S-B3,Bituminous,0,percent by weight  expressed as a decimal fraction,0,short tons/month,,,February
1005707,2017,AMALGAMATED SUGAR CO LLC,S-B3,Bituminous,0,percent by weight  expressed as a decimal fraction,0,short tons/month,,,November
1006878,2017,American Crystal Sugar Company - Drayton,BL1,Subbituminous,0.60,percent by weight  expressed as a decimal fraction,9662,short tons/month,,,September
1006878,2017,American Crystal Sugar Company - Drayton,BL1,Subbituminous,0.59,percent by weight  expressed as a decimal fraction,9204,short tons/month,,,November
1004965,2017,UNITED STATES PIPE & FOUNDRY CO LLC,GP-Combustion and Annealing,Coal Coke,0.9176,percent by weight  expressed as a decimal fraction,625.8,short tons/month,,,August
1004719,2017,CHENA POWER PLANT,Chena 1,Subbituminous,0.4265,percent by weight  expressed as a decimal fraction,2383,short tons/month,,,August
1005040,2017,Tata Chemicals (Soda Ash) Partners,C Boiler (GR-2-L),Bituminous,0.5621,percent by weight  expressed as a decimal fraction,13856.347,short tons/month,,,January
1005040,2017,Tata Chemicals (Soda Ash) Partners,C Boiler (GR-2-L),Bituminous,0.5487,percent by weight  expressed as a decimal fraction,16796.258,short tons/month,,,March
1005040,2017,Tata Chemicals (Soda Ash) Partners,D Boiler (GR-3-W),Bituminous,0.5487,percent by weight  expressed as a decimal fraction,26189.742,short tons/month,,,March
1007033,2017,CEMEX de Puerto Rico  Inc.,Kiln 1 (Lime Plant),Bituminous,0.641,percent by weight  expressed as a decimal fraction,215,short tons/month,,,April
1012516,2016,Ingredion Incorporated,Keeler Boiler/ES-62C,Bituminous,0.536300,percent by weight  expressed as a decimal fraction,1418.40,short tons/month,,,January
1012516,2016,Ingredion Incorporated,Keeler Boiler/ES-62C,Wood and Wood Residuals (dry basis),0.089225,percent by weight  expressed as a decimal fraction,10841.10,short tons/month,,,July
1012516,2016,Ingredion Incorporated,Keeler Boiler/ES-62C,Agricultural Byproducts,0.128200,percent by weight  expressed as a decimal fraction,77.18,short tons/month,,,February
1006412,2014,AMALGAMATED SUGAR CO LLC,SB-1,Bituminous,0.6556,percent by weight  expressed as a decimal fraction,1464,short tons/month,,,October
1006412,2014,AMALGAMATED SUGAR CO LLC,SB-1,Subbituminous,0.5537,percent by weight  expressed as a decimal fraction,7363,short tons/month,,,March
1006412,2014,AMALGAMATED SUGAR CO LLC,SB-1,Subbituminous,0.5537,percent by weight  expressed as a decimal fraction,0,short tons/month,,,June
1006412,2014,AMALGAMATED SUGAR CO LLC,GP-01,Subbituminous,0.5537,percent by weight  expressed as a decimal fraction,0,short tons/month,,,June
1006412,2014,AMALGAMATED SUGAR CO LLC,GP-01,Subbituminous,0.5537,percent by weight  expressed as a decimal fraction,2851,short tons/month,,,September
1006412,2014,AMALGAMATED SUGAR CO LLC,GP-01,Subbituminous,0.5537,percent by weight  expressed as a decimal fraction,5348,short tons/month,,,November
1003048,2017,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.1,Tires,0.636,percent by weight  expressed as a decimal fraction,902.91,short tons/month,,,May
1003048,2017,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.2,Tires,0.636,percent by weight  expressed as a decimal fraction,1063.79,short tons/month,,,May
1003703,2017,UNIVERSITY OF MISSOURI MU POWER PLANT,GP-Boilers 789 (EP07  EP08  EP09),Bituminous,0.6289,percent by weight  expressed as a decimal fraction,918,short tons/month,,,April
1003703,2017,UNIVERSITY OF MISSOURI MU POWER PLANT,GP-Boilers 789 (EP07  EP08  EP09),Bituminous,0.6351,percent by weight  expressed as a decimal fraction,0,short tons/month,,,May
1003703,2017,UNIVERSITY OF MISSOURI MU POWER PLANT,GP-Boilers 789 (EP07  EP08  EP09),Bituminous,0.6296,percent by weight  expressed as a decimal fraction,0,short tons/month,,,November
1003703,2017,UNIVERSITY OF MISSOURI MU POWER PLANT,Boiler 10 (EP10),Bituminous,0.6351,percent by weight  expressed as a decimal fraction,4091,short tons/month,,,February
1003703,2017,UNIVERSITY OF MISSOURI MU POWER PLANT,Boiler 10 (EP10),Bituminous,0.6345,percent by weight  expressed as a decimal fraction,377,short tons/month,,,June
1003703,2017,UNIVERSITY OF MISSOURI MU POWER PLANT,Boiler BFB-1 (EP19),Wood and Wood Residuals (dry basis),0.3153,percent by weight  expressed as a decimal fraction,9591,short tons/month,,,April
1002877,2017,Barrick Goldstrike Mines  Inc.,Roaster 2,Subbituminous,0.5254,percent by weight  expressed as a decimal fraction,20.55,short tons/month,,,April
1002877,2017,Barrick Goldstrike Mines  Inc.,Roaster 2,Subbituminous,0.6810,percent by weight  expressed as a decimal fraction,41.08,short tons/month,,,November
1002877,2017,Barrick Goldstrike Mines  Inc.,Roaster 2,,0.0081,percent by weight  expressed as a decimal fraction,537909.5,short tons/month,,,March
1002877,2017,Barrick Goldstrike Mines  Inc.,Roaster 2,,0.0066,percent by weight  expressed as a decimal fraction,417311.4,short tons/month,,,April
1002877,2017,Barrick Goldstrike Mines  Inc.,Roaster 1,Subbituminous,,,,,,,February
1002877,2017,Barrick Goldstrike Mines  Inc.,Roaster 1,,0.0082,percent by weight  expressed as a decimal fraction,530913.8,short tons/month,,,January
1012516,2017,Ingredion Incorporated,Keeler Boiler/ES-62C,Bituminous,0.530633,percent by weight  expressed as a decimal fraction,161.0,short tons/month,,,July
1012516,2017,Ingredion Incorporated,Keeler Boiler/ES-62C,Bituminous,0.536650,percent by weight  expressed as a decimal fraction,746.0,short tons/month,,,October
1005939,2015,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.882,percent by weight  expressed as a decimal fraction,4687,short tons/month,,,March
1005939,2015,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.892,percent by weight  expressed as a decimal fraction,3972,short tons/month,,,June
1005939,2015,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.908,percent by weight  expressed as a decimal fraction,3577,short tons/month,,,September
1005939,2015,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 2 Kiln 2,Petroleum Coke,0,percent by weight  expressed as a decimal fraction,0,short tons/month,,,February
1002172,2015,RAIN CII CARBON LLC,AA-001,Petroleum Coke,0.898,percent by weight  expressed as a decimal fraction,1111,short tons/month,,,August
1005645,2015,Rain CII CARBON LLC - GRAMERCY COKE PLANT,GRP 001  Kiln,Petroleum Coke,0.908,percent by weight  expressed as a decimal fraction,215.35,short tons/month,,,January
1001644,2015,METTIKI COAL  LLC,Thermal Dryer,Bituminous,0.7790,percent by weight  expressed as a decimal fraction,1180,short tons/month,,,July
1001644,2015,METTIKI COAL  LLC,Thermal Dryer,Bituminous,0.7821,percent by weight  expressed as a decimal fraction,1608,short tons/month,,,September
1005132,2015,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.881,percent by weight  expressed as a decimal fraction,126.49,short tons/month,,,March
1002172,2017,RAIN CII CARBON LLC,AA-001,Petroleum Coke,0.894,percent by weight  expressed as a decimal fraction,238.8,short tons/month,,,January
1002172,2017,RAIN CII CARBON LLC,AA-001,Petroleum Coke,0.8796,percent by weight  expressed as a decimal fraction,489.6,short tons/month,,,May
1002172,2017,RAIN CII CARBON LLC,AA-001,Petroleum Coke,0.872,percent by weight  expressed as a decimal fraction,498.7,short tons/month,,,August
1005645,2017,Rain CII CARBON LLC - GRAMERCY COKE PLANT,GRP 001  Kiln,Petroleum Coke,0.895,percent by weight  expressed as a decimal fraction,5271.4,short tons/month,,,January
1005645,2017,Rain CII CARBON LLC - GRAMERCY COKE PLANT,GRP 001  Kiln,Petroleum Coke,0.891,percent by weight  expressed as a decimal fraction,6419.7,short tons/month,,,October
1005645,2017,Rain CII CARBON LLC - GRAMERCY COKE PLANT,GRP 001  Kiln,Petroleum Coke,0.887,percent by weight  expressed as a decimal fraction,6319.1,short tons/month,,,November
1005645,2016,Rain CII CARBON LLC - GRAMERCY COKE PLANT,GRP 001  Kiln,Petroleum Coke,0.904,percent by weight  expressed as a decimal fraction,7.4,short tons/month,,,April
1005716,2016,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.902,percent by weight  expressed as a decimal fraction,0,short tons/month,,,September
1001644,2016,METTIKI COAL  LLC,Thermal Dryer,Bituminous,0.8119,percent by weight  expressed as a decimal fraction,1467,short tons/month,,,November
1001921,2014,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.75,percent by weight  expressed as a decimal fraction,3159.537,short tons/month,,,June
1001921,2014,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.746,percent by weight  expressed as a decimal fraction,4246.714,short tons/month,,,October
1005716,2015,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.899,percent by weight  expressed as a decimal fraction,42.84,short tons/month,,,September
1002172,2016,RAIN CII CARBON LLC,AA-001,Petroleum Coke,0.878,percent by weight  expressed as a decimal fraction,935.9,short tons/month,,,November
1001921,2016,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.742,percent by weight  expressed as a decimal fraction,4366.701,short tons/month,,,May
1006024,2016,Duluth Steam One,GP-1,Subbituminous,0.3593,percent by weight  expressed as a decimal fraction,3545,short tons/month,,,June
1001921,2015,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.73,percent by weight  expressed as a decimal fraction,62.946,short tons/month,,,June
1001921,2015,MEDICAL CENTER COMPANY,GP-Coal_Boilers,Bituminous,0.7432,percent by weight  expressed as a decimal fraction,4668.105,short tons/month,,,October
1005132,2016,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.897,percent by weight  expressed as a decimal fraction,663.9,short tons/month,,,June
1006015,2017,United States Pipe and Foundry Company  LLC,Cupola,Coal Coke,0.918,percent by weight  expressed as a decimal fraction,2667.333,short tons/month,,,March
1006015,2017,United States Pipe and Foundry Company  LLC,Cupola,Coal Coke,0.918,percent by weight  expressed as a decimal fraction,2667.333,short tons/month,,,July
1006015,2017,United States Pipe and Foundry Company  LLC,Cupola,Coal Coke,0.92,percent by weight  expressed as a decimal fraction,2667.333,short tons/month,,,October
1005716,2017,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.870,percent by weight  expressed as a decimal fraction,28.6,short tons/month,,,August
1005716,2017,Rain CII CARBON LLC - NORCO COKE PLANT,Kiln 1,Petroleum Coke,0.876,percent by weight  expressed as a decimal fraction,127.5,short tons/month,,,September
1005132,2017,RAIN CII CARBON LLC/CHALMETTE COKE PLANT,UNF0001/Kiln 1,Petroleum Coke,0.894,percent by weight  expressed as a decimal fraction,69.4,short tons/month,,,September
1012516,2016,Ingredion Incorporated,Keeler Boiler/ES-62C,Agricultural Byproducts,0.101700,percent by weight  expressed as a decimal fraction,307.70,short tons/month,,,August
1012516,2016,Ingredion Incorporated,Keeler Boiler/ES-62C,Agricultural Byproducts,0.099800,percent by weight  expressed as a decimal fraction,75.30,short tons/month,,,October
1001906,2015,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,Wood and Wood Residuals (dry basis),0.499,percent by weight  expressed as a decimal fraction,15775,short tons/month,,,March
1001906,2015,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,Wood and Wood Residuals (dry basis),0.515,percent by weight  expressed as a decimal fraction,19743,short tons/month,,,July
1001906,2015,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,Wood and Wood Residuals (dry basis),0.537,percent by weight  expressed as a decimal fraction,27882,short tons/month,,,December
1004512,2015,OAK GROVE MINE,Unit 1 Thermal Dryer,Bituminous,0.781,percent by weight  expressed as a decimal fraction,1326.25,short tons/month,,,December
1006878,2015,American Crystal Sugar Company - Drayton,BL1,Subbituminous,0.550,percent by weight  expressed as a decimal fraction,11653,short tons/month,,,February
1007033,2017,CEMEX de Puerto Rico  Inc.,Kiln 1 (Lime Plant),Bituminous,0.708,percent by weight  expressed as a decimal fraction,131,short tons/month,,,May
1007033,2017,CEMEX de Puerto Rico  Inc.,Kiln 1 (Lime Plant),Bituminous,0.656,percent by weight  expressed as a decimal fraction,0,short tons/month,,,July
1007033,2017,CEMEX de Puerto Rico  Inc.,Kiln 1 (Lime Plant),Bituminous,0,percent by weight  expressed as a decimal fraction,0,short tons/month,,,September
1003048,2016,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.1,Tires,0.765,percent by weight  expressed as a decimal fraction,1680.9,short tons/month,,,August
1003048,2016,SAPPI FINE PAPER (S.D. WARREN ) MILL,Hogged Fuel Boiler No.1,Tires,0.726,percent by weight  expressed as a decimal fraction,1053.27,short tons/month,,,November
1004965,2016,UNITED STATES PIPE & FOUNDRY CO LLC,GP-Combustion and Annealing,Coal Coke,0.9169,percent by weight  expressed as a decimal fraction,767.3,short tons/month,,,March
1004965,2016,UNITED STATES PIPE & FOUNDRY CO LLC,GP-Combustion and Annealing,Coal Coke,0.9150,percent by weight  expressed as a decimal fraction,510.15,short tons/month,,,December
1006878,2016,American Crystal Sugar Company - Drayton,BL1,Subbituminous,0.59,percent by weight  expressed as a decimal fraction,4556,short tons/month,,,August
1006878,2016,American Crystal Sugar Company - Drayton,BL1,Subbituminous,0.59,percent by weight  expressed as a decimal fraction,8820,short tons/month,,,September
1006878,2016,American Crystal Sugar Company - Drayton,BL1,Subbituminous,0.62,percent by weight  expressed as a decimal fraction,9264,short tons/month,,,December
1006738,2016,ILLINOIS CEMENT CO,423,Coal Coke,0.8540,percent by weight  expressed as a decimal fraction,9274,short tons/month,,,November
1005848,2017,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0003 Kiln 2 Kiln Stack,Petroleum Coke,0.876,percent by weight  expressed as a decimal fraction,0,short tons/month,,,December
1005848,2017,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0002 Kiln 1 Kiln Stack,Petroleum Coke,0.889,percent by weight  expressed as a decimal fraction,0,short tons/month,,,April
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-2605,Tires,0.7946,percent by weight  expressed as a decimal fraction,4.3,short tons/month,,,January
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-2605,Tires,0.8576,percent by weight  expressed as a decimal fraction,270,short tons/month,,,May
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-3705,Tires,0.8371,percent by weight  expressed as a decimal fraction,143,short tons/month,,,July
1006852,2017,Lake Road,EU-0050,Subbituminous,0.5286,percent by weight  expressed as a decimal fraction,8551,short tons/month,,,November
1000348,2015,Resolute FP US Inc. - Catawba Operations,08-2605,Tires,0.8146,percent by weight  expressed as a decimal fraction,363.83,short tons/month,,,April
1000348,2015,Resolute FP US Inc. - Catawba Operations,08-2605,Tires,0.8183,percent by weight  expressed as a decimal fraction,307.84,short tons/month,,,September
1000348,2015,Resolute FP US Inc. - Catawba Operations,08-3705,Tires,0.8301,percent by weight  expressed as a decimal fraction,352.73,short tons/month,,,January
1000348,2015,Resolute FP US Inc. - Catawba Operations,08-3705,Tires,0.818,percent by weight  expressed as a decimal fraction,493.23,short tons/month,,,October
1006852,2015,Lake Road,EU-0050,Subbituminous,0.5034,percent by weight  expressed as a decimal fraction,8030,short tons/month,,,April
1006852,2015,Lake Road,EU-0050,Subbituminous,0.49820,percent by weight  expressed as a decimal fraction,0,short tons/month,,,July
1006852,2015,Lake Road,EU-0050,Subbituminous,0.5161,percent by weight  expressed as a decimal fraction,9653,short tons/month,,,December
1006738,2015,ILLINOIS CEMENT CO,423,Bituminous,0.45,percent by weight  expressed as a decimal fraction,2645,short tons/month,,,March
1006738,2015,ILLINOIS CEMENT CO,423,Bituminous,0.45,percent by weight  expressed as a decimal fraction,2645,short tons/month,,,October
1006738,2015,ILLINOIS CEMENT CO,423,Bituminous,0.45,percent by weight  expressed as a decimal fraction,2645,short tons/month,,,December
1006738,2015,ILLINOIS CEMENT CO,423,Coal Coke,0.85,percent by weight  expressed as a decimal fraction,6784,short tons/month,,,July
1007985,2015,NATIONAL CEMENT COMPANY INC.,Kiln #1,Bituminous,0.5465,percent by weight  expressed as a decimal fraction,6242,short tons/month,,,August
1005991,2017,Expera Specialty Solutions  LLC,B26,,0.738,percent by weight  expressed as a decimal fraction,9387,short tons/month,,,January
1005939,2017,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.901,percent by weight  expressed as a decimal fraction,8484.6,short tons/month,,,December
1000183,2017,P H Glatfelter Company - Chillicothe Fac,B013,Tires,0.656,percent by weight  expressed as a decimal fraction,1468,short tons/month,,,October
1000183,2017,P H Glatfelter Company - Chillicothe Fac,B013,Tires,0.901,percent by weight  expressed as a decimal fraction,1287,short tons/month,,,November
1005939,2016,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 02 Kiln 1,Petroleum Coke,0.888,percent by weight  expressed as a decimal fraction,2363.9,short tons/month,,,June
1005939,2016,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 2 Kiln 2,Petroleum Coke,0.898,percent by weight  expressed as a decimal fraction,3789.8,short tons/month,,,May
1005939,2016,RAIN CII CARBON LLC - ROBINSON CALCINING PLANT,Unit 2 Kiln 2,Petroleum Coke,0.893,percent by weight  expressed as a decimal fraction,952.5,short tons/month,,,June
1005848,2015,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0002 Kiln 1 Kiln Stack,Petroleum Coke,0.8778,percent by weight  expressed as a decimal fraction,466.6,short tons/month,,,October
1005848,2016,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0003 Kiln 2 Kiln Stack,Petroleum Coke,0,percent by weight  expressed as a decimal fraction,0,short tons/month,,,January
1005848,2016,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0003 Kiln 2 Kiln Stack,Petroleum Coke,0,percent by weight  expressed as a decimal fraction,0,short tons/month,,,April
1005848,2016,Rain CII CARBON LLC - LAKE CHARLES CALCINING PLANT,EQT 0003 Kiln 2 Kiln Stack,Petroleum Coke,0.888,percent by weight  expressed as a decimal fraction,703.2,short tons/month,,,August
