,FACILITY_ID,REPORTING_YEAR,N2O_EMISSIONS_CO2E,TOTAL_ANNUAL_HEAT_INPUT,FACILITY_NAME,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,CH4_EMISSIONS_CO2E,OTHER_OR_BLEND_FUEL_TYPE
19,1000060,2017,.9,4993,Limon Generating Station,L1,Electricity Generator,Distillate Fuel Oil No. 2,,,.4,
20,1000068,2017,329.7,11063275,Apex Generating Station,CTG02,Electricity Generator,Natural Gas (Weighted U.S. Average),,,276.6,
21,1000068,2017,325.5,10922232,Apex Generating Station,CTG01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,273.1,
22,1000069,2017,8.046,272433.2,"Wallingford Energy, LLC",CT01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.8,
23,1000069,2017,8.344,282276.7,"Wallingford Energy, LLC",CT02,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.05,
24,1000069,2017,8.344,276538.3,"Wallingford Energy, LLC",CT03,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.925,
25,1000069,2017,8.94,299273.3,"Wallingford Energy, LLC",CT04,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.475,
26,1000069,2017,9.238,307711.8,"Wallingford Energy, LLC",CT05,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.7,
27,1000070,2017,173.4,5818416,High Desert Power Project,CTG2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,145.5,
28,1000070,2017,149.9,5030559,High Desert Power Project,CTG3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,125.8,
29,1000070,2017,169.7,5694367,High Desert Power Project,CTG1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,142.4,
30,1000071,2017,122,4094174.8,York Energy Center,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,102.4,
31,1000071,2017,1.7,9279.2,York Energy Center,3,Electricity Generator,Distillate Fuel Oil No. 2,,,.7,
32,1000071,2017,1.5,8523.7,York Energy Center,2,Electricity Generator,Distillate Fuel Oil No. 2,,,.6,
33,1000071,2017,126.4,4242664.3,York Energy Center,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,106.1,
34,1000071,2017,129.8,4356033,York Energy Center,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,108.9,
35,1000074,2017,14,470071,"Escondido Energy Center, LLC",CTG1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,11.8,
36,1000084,2017,14.2,79553.4,Seminole (136),1,Electricity Generator,Distillate Fuel Oil No. 2,,,6,
37,1000084,2017,16583,34779695.6,Seminole (136),1,Electricity Generator,Bituminous,,,9564.4,
38,1000084,2017,20101,42158240.8,Seminole (136),2,Electricity Generator,Bituminous,,,11593.5,
39,1000084,2017,14.3,79741.2,Seminole (136),2,Electricity Generator,Distillate Fuel Oil No. 2,,,6,
40,1000085,2017,.2,1392.5,Hartwell Energy Facility,MAG2,Electricity Generator,Distillate Fuel Oil No. 2,,,.1,
41,1000085,2017,27.4,920430.0,Hartwell Energy Facility,MAG1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,23,
42,1000085,2017,6.3,212298.4,Hartwell Energy Facility,MAG2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.3,
43,1000085,2017,.6,3293.6,Hartwell Energy Facility,MAG1,Electricity Generator,Distillate Fuel Oil No. 2,,,.2,
44,1000087,2017,1.49,7810.8,NRG Energy Center Dover,3,Electricity Generator,Distillate Fuel Oil No. 2,,,.575,
45,1000087,2017,3.278,112601.7,NRG Energy Center Dover,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.825,
46,1000087,2017,0,0.0,NRG Energy Center Dover,2,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
47,1000087,2017,15.198,513728.4,NRG Energy Center Dover,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,12.85,
48,1000095,2017,361.3,12122942,Red Oak Power LLC,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,303.1,
49,1000095,2017,401.6,13475261,Red Oak Power LLC,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,336.9,
50,1000095,2017,372.5,12499426,Red Oak Power LLC,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,312.5,
51,1000096,2017,3,99968,Southeast Chicago Energy Project,CTG7,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.5,
52,1000096,2017,2.1,72118,Southeast Chicago Energy Project,CTG9,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.8,
53,1000096,2017,2.3,77534,Southeast Chicago Energy Project,CTG11,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.9,
54,1000096,2017,2.2,74518,Southeast Chicago Energy Project,CTG12,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.9,
55,1000096,2017,2.9,96585,Southeast Chicago Energy Project,CTG6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.4,
56,1000096,2017,2.9,98146,Southeast Chicago Energy Project,CTG5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.5,
57,1000096,2017,2.9,96665,Southeast Chicago Energy Project,CTG8,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.4,
58,1000096,2017,2.4,78915,Southeast Chicago Energy Project,CTG10,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2,
59,1000097,2017,3.3,105114,Gila River Power Station,2CTGB,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.8,
60,1000097,2017,276.8,9292867,Gila River Power Station,3CTGA,Electricity Generator,Natural Gas (Weighted U.S. Average),,,232.2,
61,1000097,2017,228.3,7659922,Gila River Power Station,3CTGB,Electricity Generator,Natural Gas (Weighted U.S. Average),,,191.5,
62,1000097,2017,146.3,4913249,Gila River Power Station,4CTGA,Electricity Generator,Natural Gas (Weighted U.S. Average),,,122.8,
63,1000097,2017,3,95450,Gila River Power Station,2CTGA,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.5,
64,1000097,2017,123.4,4137155,Gila River Power Station,4CTGB,Electricity Generator,Natural Gas (Weighted U.S. Average),,,103.5,
65,1000097,2017,.9,28337,Gila River Power Station,1CTGA,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.8,
66,1000097,2017,0,363,Gila River Power Station,1CTGB,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
67,1000098,2017,103.4,3468939,"Wise County Power Company, LLC",GT-1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,86.7,
68,1000098,2017,88.8,2981489,"Wise County Power Company, LLC",GT-2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,74.5,
69,1000100,2017,112.5,3773620,"New Harquahala Generating Company, LLC",CTG1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,94.3,
70,1000100,2017,179,6005958,"New Harquahala Generating Company, LLC",CTG2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,150.1,
71,1000100,2017,106.4,3570950,"New Harquahala Generating Company, LLC",CTG3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,89.3,
72,1000101,2017,356.2,11954552,Athens Generating Company,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,298.9,
73,1000101,2017,244.2,8194867,Athens Generating Company,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,204.9,
74,1000101,2017,220.8,7408046,Athens Generating Company,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,185.2,
75,1000102,2017,319.1,10708397,Sunrise Power Company,CTG1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,267.7,
76,1000102,2017,287.4,9643546,Sunrise Power Company,CTG2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,241.1,
77,1000106,2017,420.1,14096883,Waterford Plant,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,352.4,
78,1000106,2017,420.1,14097592,Waterford Plant,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,352.4,
79,1000106,2017,416.8,13984973,Waterford Plant,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,349.6,
80,1000107,2017,211.1,7083370,Osprey Energy Center,CT2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,177.1,
81,1000107,2017,184.7,6198458,Osprey Energy Center,CT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,155,
82,1000108,2017,12.4,415752,North 1st,NO1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,10.4,
83,1000109,2017,1.8,9862,West Lorain,2,Electricity Generator,Distillate Fuel Oil No. 2,,,.7,
84,1000109,2017,1.1,6013,West Lorain,3,Electricity Generator,Distillate Fuel Oil No. 2,,,.5,
85,1000109,2017,2.1,11857,West Lorain,4,Electricity Generator,Distillate Fuel Oil No. 2,,,.9,
86,1000109,2017,2,10916,West Lorain,6,Electricity Generator,Distillate Fuel Oil No. 2,,,.8,
87,1000109,2017,2.3,12731,West Lorain,5,Electricity Generator,Distillate Fuel Oil No. 2,,,1,
88,1000110,2017,5.9,199031.5,Midulla Generating Station,4A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5,
89,1000110,2017,0,3.36,Midulla Generating Station,7B,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
90,1000110,2017,8.2,275805.9,Midulla Generating Station,4B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.9,
91,1000110,2017,0,0,Midulla Generating Station,4B,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
92,1000110,2017,9.2,307124,Midulla Generating Station,5A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.7,
93,1000110,2017,0,8.47,Midulla Generating Station,5A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
94,1000110,2017,9.7,324090,Midulla Generating Station,8A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.1,
95,1000110,2017,0,4.37,Midulla Generating Station,8A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
96,1000110,2017,9.6,322711,Midulla Generating Station,8B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.1,
97,1000110,2017,0,4.64,Midulla Generating Station,8B,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
98,1000110,2017,354.9,11908403,Midulla Generating Station,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,297.7,
99,1000110,2017,.1,605,Midulla Generating Station,1,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
100,1000110,2017,328.2,11013892.1,Midulla Generating Station,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,275.3,
101,1000110,2017,0,29,Midulla Generating Station,2,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
102,1000110,2017,8.6,288843,Midulla Generating Station,5B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.2,
103,1000110,2017,0,8.29,Midulla Generating Station,5B,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
104,1000110,2017,8.3,278474,Midulla Generating Station,6A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7,
105,1000110,2017,0,13.04,Midulla Generating Station,6A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
106,1000110,2017,8.4,282382,Midulla Generating Station,6B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.1,
107,1000110,2017,0,13.14,Midulla Generating Station,6B,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
108,1000110,2017,3.7,123804,Midulla Generating Station,7A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,3.1,
109,1000110,2017,0,8.41,Midulla Generating Station,7A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
110,1000110,2017,5.2,173731,Midulla Generating Station,7B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,4.3,
111,1000110,2017,0,34.04,Midulla Generating Station,4A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
112,1000111,2017,6.5,217642,Vernon Boulevard,VB01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.4,
113,1000111,2017,9,301548,Vernon Boulevard,VB02,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.5,
114,1000112,2017,12.2,410824,23rd and 3rd,2302,Electricity Generator,Natural Gas (Weighted U.S. Average),,,10.3,
115,1000112,2017,16.8,564499,23rd and 3rd,2301,Electricity Generator,Natural Gas (Weighted U.S. Average),,,14.1,
116,1000113,2017,14.4,483160,Pouch Terminal,PT01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,12.1,
117,1000114,2017,14.8,495225,Brentwood,BW01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,12.4,
118,1000115,2017,0,0,Osceola,OSC1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
119,1000115,2017,0,0,Osceola,OSC3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
120,1000115,2017,0,0,Osceola,OSC2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,0,
121,1000116,2017,4.2,140277,Harlem River Yard,HR01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,3.5,
122,1000116,2017,3.4,115522,Harlem River Yard,HR02,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.9,
123,1000117,2017,6.7,224009,"West Valley Power, LLC",U1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.6,
124,1000117,2017,9.1,306365,"West Valley Power, LLC",U2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.7,
125,1000117,2017,7.6,256363,"West Valley Power, LLC",U5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.4,
126,1000117,2017,9.2,309639,"West Valley Power, LLC",U4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.7,
127,1000117,2017,9.1,306525,"West Valley Power, LLC",U3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.7,
128,1000118,2017,0,0,Solway Plant,1,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
129,1000119,2017,1.8,59235,Hoosier Energy Lawrence Co Station,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.5,
130,1000119,2017,2.7,91720,Hoosier Energy Lawrence Co Station,5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.3,
131,1000119,2017,1.9,63577,Hoosier Energy Lawrence Co Station,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.6,
132,1000119,2017,1.8,59414,Hoosier Energy Lawrence Co Station,4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.5,
133,1000119,2017,1.7,56304,Hoosier Energy Lawrence Co Station,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.4,
134,1000119,2017,3.1,105155,Hoosier Energy Lawrence Co Station,6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.6,
135,1000120,2017,.9,30221,Evander Andrews Power Complex,CT2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.8,
136,1000120,2017,1.1,36877,Evander Andrews Power Complex,CT3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.9,
137,1000120,2017,19.7,661111,Evander Andrews Power Complex,CT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,16.5,
138,1000121,2017,2.8,95397.3,Warren F. Sam Beasley Pwr Station,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.4,
139,1000121,2017,2.3,12590.1,Warren F. Sam Beasley Pwr Station,2,Electricity Generator,Distillate Fuel Oil No. 2,,,.9,
140,1000121,2017,2.6,86677.2,Warren F. Sam Beasley Pwr Station,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.2,
141,1000121,2017,2.8,15431.5,Warren F. Sam Beasley Pwr Station,1,Electricity Generator,Distillate Fuel Oil No. 2,,,1.2,
142,1000122,2017,2.7,91813,"Gilroy Energy Center, LLC for King City",2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.3,
143,1000123,2017,13.6,455003,Yuba City Energy Center,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,11.4,
144,1000125,2017,356.11,11952626.1,Ackerman Combined Cycle,AA-002,Electricity Generator,Natural Gas (Weighted U.S. Average),,,298.825,
145,1000125,2017,348.958,11712176.3,Ackerman Combined Cycle,AA-001,Electricity Generator,Natural Gas (Weighted U.S. Average),,,292.8,
146,1000127,2017,209.2,7021453,Bethlehem Power Plant,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,175.5,
147,1000127,2017,2.4,13298,Bethlehem Power Plant,1,Electricity Generator,Distillate Fuel Oil No. 2,,,1,
148,1000127,2017,204,6845670.8,Bethlehem Power Plant,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,171.1,
149,1000127,2017,6.6,36974.2,Bethlehem Power Plant,2,Electricity Generator,Distillate Fuel Oil No. 2,,,2.8,
150,1000127,2017,210.8,7072328.1,Bethlehem Power Plant,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,176.8,
151,1000127,2017,7.4,41310,Bethlehem Power Plant,7,Electricity Generator,Distillate Fuel Oil No. 2,,,3.1,
152,1000127,2017,186,6240285.3,Bethlehem Power Plant,5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,156,
153,1000127,2017,6.5,36312.7,Bethlehem Power Plant,5,Electricity Generator,Distillate Fuel Oil No. 2,,,2.7,
154,1000127,2017,156.4,5246723,Bethlehem Power Plant,6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,131.2,
155,1000127,2017,15.4,85852,Bethlehem Power Plant,6,Electricity Generator,Distillate Fuel Oil No. 2,,,6.4,
156,1000127,2017,182.6,6128415.9,Bethlehem Power Plant,7,Electricity Generator,Natural Gas (Weighted U.S. Average),,,153.2,
157,1000127,2017,7,39116.8,Bethlehem Power Plant,3,Electricity Generator,Distillate Fuel Oil No. 2,,,2.9,
158,1000128,2017,7.6,256262,Indigo Generation Facility,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.4,
159,1000128,2017,7.6,253889,Indigo Generation Facility,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,6.3,
160,1000128,2017,7,233299,Indigo Generation Facility,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.8,
161,1000130,2017,3.2,105753,Hanford Energy Park Peaker,HEP1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.6,
162,1000130,2017,3.5,117901,Hanford Energy Park Peaker,HEP2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.9,
163,1000131,2017,33.7,1132221,Bayswater Peaking Facility,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,28.3,
164,1000131,2017,13.7,76809,Bayswater Peaking Facility,2,Electricity Generator,Distillate Fuel Oil No. 2,,,5.8,
165,1000132,2017,.596,23694.6,Astoria Gas Turbine Power,CT2-1A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.6,
166,1000132,2017,0,182.9,Astoria Gas Turbine Power,CT4-4B,Electricity Generator,Distillate Fuel Oil No. 2,,,.025,
167,1000132,2017,.596,23694.6,Astoria Gas Turbine Power,CT2-1B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.6,
168,1000132,2017,0,629.0,Astoria Gas Turbine Power,CT2-1B,Electricity Generator,Distillate Fuel Oil No. 2,,,.05,
169,1000132,2017,.298,13844.2,Astoria Gas Turbine Power,CT2-2A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.35,
170,1000132,2017,0,188.7,Astoria Gas Turbine Power,CT2-2A,Electricity Generator,Distillate Fuel Oil No. 2,,,.025,
171,1000132,2017,.298,13844.2,Astoria Gas Turbine Power,CT2-2B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.35,
172,1000132,2017,0,188.7,Astoria Gas Turbine Power,CT2-2B,Electricity Generator,Distillate Fuel Oil No. 2,,,.025,
173,1000132,2017,.596,19367.8,Astoria Gas Turbine Power,CT2-3A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.475,
174,1000132,2017,0,251.6,Astoria Gas Turbine Power,CT2-3A,Electricity Generator,Distillate Fuel Oil No. 2,,,.025,
175,1000132,2017,.596,19367.8,Astoria Gas Turbine Power,CT2-3B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.475,
176,1000132,2017,0,251.6,Astoria Gas Turbine Power,CT2-3B,Electricity Generator,Distillate Fuel Oil No. 2,,,.025,
177,1000132,2017,.596,17763.4,Astoria Gas Turbine Power,CT2-4A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.45,
178,1000132,2017,0,686.9,Astoria Gas Turbine Power,CT2-4A,Electricity Generator,Distillate Fuel Oil No. 2,,,.05,
179,1000132,2017,.596,17763.4,Astoria Gas Turbine Power,CT2-4B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.45,
180,1000132,2017,0,686.9,Astoria Gas Turbine Power,CT2-4B,Electricity Generator,Distillate Fuel Oil No. 2,,,.05,
181,1000132,2017,.298,14746.9,Astoria Gas Turbine Power,CT3-1A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.375,
182,1000132,2017,0,174.6,Astoria Gas Turbine Power,CT3-1A,Electricity Generator,Distillate Fuel Oil No. 2,,,.025,
183,1000132,2017,.298,14746.9,Astoria Gas Turbine Power,CT3-1B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.375,
184,1000132,2017,0,174.6,Astoria Gas Turbine Power,CT3-1B,Electricity Generator,Distillate Fuel Oil No. 2,,,.025,
185,1000132,2017,.596,20377.0,Astoria Gas Turbine Power,CT3-2A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.5,
186,1000132,2017,0,283.5,Astoria Gas Turbine Power,CT3-2A,Electricity Generator,Distillate Fuel Oil No. 2,,,.025,
187,1000132,2017,.596,20377.0,Astoria Gas Turbine Power,CT3-2B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.5,
188,1000132,2017,0,283.5,Astoria Gas Turbine Power,CT3-2B,Electricity Generator,Distillate Fuel Oil No. 2,,,.025,
189,1000132,2017,.596,16722.8,Astoria Gas Turbine Power,CT3-3A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.425,
190,1000132,2017,0,465.8,Astoria Gas Turbine Power,CT3-3A,Electricity Generator,Distillate Fuel Oil No. 2,,,.025,
191,1000132,2017,.596,16722.8,Astoria Gas Turbine Power,CT3-3B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.425,
192,1000132,2017,0,465.8,Astoria Gas Turbine Power,CT3-3B,Electricity Generator,Distillate Fuel Oil No. 2,,,.025,
193,1000132,2017,.596,22396.0,Astoria Gas Turbine Power,CT3-4A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.55,
194,1000132,2017,0,582.2,Astoria Gas Turbine Power,CT3-4A,Electricity Generator,Distillate Fuel Oil No. 2,,,.05,
195,1000132,2017,.596,22396.0,Astoria Gas Turbine Power,CT3-4B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.55,
196,1000132,2017,0,582.2,Astoria Gas Turbine Power,CT3-4B,Electricity Generator,Distillate Fuel Oil No. 2,,,.05,
197,1000132,2017,.298,12668.2,Astoria Gas Turbine Power,CT4-1A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.325,
198,1000132,2017,0,431.0,Astoria Gas Turbine Power,CT4-1A,Electricity Generator,Distillate Fuel Oil No. 2,,,.025,
199,1000132,2017,.298,12472.6,Astoria Gas Turbine Power,CT4-1B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.3,
200,1000132,2017,0,626.6,Astoria Gas Turbine Power,CT4-1B,Electricity Generator,Distillate Fuel Oil No. 2,,,.05,
201,1000132,2017,.298,13736.8,Astoria Gas Turbine Power,CT4-2A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.35,
202,1000132,2017,0,618.1,Astoria Gas Turbine Power,CT4-2A,Electricity Generator,Distillate Fuel Oil No. 2,,,.05,
203,1000132,2017,.298,13736.8,Astoria Gas Turbine Power,CT4-2B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.35,
204,1000132,2017,0,618.1,Astoria Gas Turbine Power,CT4-2B,Electricity Generator,Distillate Fuel Oil No. 2,,,.05,
205,1000132,2017,.596,24278.0,Astoria Gas Turbine Power,CT4-3A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.6,
206,1000132,2017,0,609.6,Astoria Gas Turbine Power,CT4-3A,Electricity Generator,Distillate Fuel Oil No. 2,,,.05,
207,1000132,2017,.596,24278.0,Astoria Gas Turbine Power,CT4-3B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.6,
208,1000132,2017,0,609.6,Astoria Gas Turbine Power,CT4-3B,Electricity Generator,Distillate Fuel Oil No. 2,,,.05,
209,1000132,2017,.298,13479.6,Astoria Gas Turbine Power,CT4-4A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.325,
210,1000132,2017,0,182.9,Astoria Gas Turbine Power,CT4-4A,Electricity Generator,Distillate Fuel Oil No. 2,,,.025,
211,1000132,2017,.298,13479.6,Astoria Gas Turbine Power,CT4-4B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.325,
212,1000132,2017,0,629.0,Astoria Gas Turbine Power,CT2-1A,Electricity Generator,Distillate Fuel Oil No. 2,,,.05,
