,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,MONTH,MASS_OF_STEAM,MASS_OF_STEAM_UOM,BOILER_RATIO_B,BOILER_HEAT_UOM
0,1003410,2014,Key City/Wilmarth Plant,2,Municipal Solid Waste,June,53457833.0,pounds steam,0.00159027,mmBtu/pounds steam
1,1007282,2014,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler A,Municipal Solid Waste,January,33848410.0,pounds steam,0.00122,mmBtu/pounds steam
2,1007282,2014,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler A,Municipal Solid Waste,March,35667790.0,pounds steam,0.00122,mmBtu/pounds steam
3,1007282,2014,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,Municipal Solid Waste,April,28057590.0,pounds steam,0.00122,mmBtu/pounds steam
4,1007282,2014,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,Municipal Solid Waste,October,24510760.0,pounds steam,0.00122,mmBtu/pounds steam
5,1007282,2014,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,Municipal Solid Waste,November,30415010.0,pounds steam,0.00122,mmBtu/pounds steam
6,1006774,2014,Red Wing Plant,EU 001,Municipal Solid Waste,March,0.0,pounds steam,0.00160681,mmBtu/pounds steam
7,1006774,2014,Red Wing Plant,EU 001,Municipal Solid Waste,October,70186107.0,pounds steam,0.00160681,mmBtu/pounds steam
8,1006774,2014,Red Wing Plant,EU 002,Municipal Solid Waste,August,41857277.0,pounds steam,0.00160681,mmBtu/pounds steam
9,1006774,2014,Red Wing Plant,EU 002,Municipal Solid Waste,December,46050273.0,pounds steam,0.00160681,mmBtu/pounds steam
10,1003410,2014,Key City/Wilmarth Plant,1,Municipal Solid Waste,June,48826718.0,pounds steam,0.00159027,mmBtu/pounds steam
11,1003410,2014,Key City/Wilmarth Plant,1,Municipal Solid Waste,December,48070709.0,pounds steam,0.00159027,mmBtu/pounds steam
12,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 3,Municipal Solid Waste,February,20763608.6,pounds steam,0.0012029999999999999,mmBtu/pounds steam
13,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 3,Municipal Solid Waste,October,20763608.6,pounds steam,0.0012029999999999999,mmBtu/pounds steam
14,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 3,Municipal Solid Waste,November,20763608.6,pounds steam,0.0012029999999999999,mmBtu/pounds steam
15,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 1,Municipal Solid Waste,June,9636685.5,pounds steam,0.001389,mmBtu/pounds steam
16,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 1,Municipal Solid Waste,September,9636685.5,pounds steam,0.001389,mmBtu/pounds steam
17,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,March,10163782.0,pounds steam,0.001389,mmBtu/pounds steam
18,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,June,10163782.0,pounds steam,0.001389,mmBtu/pounds steam
19,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,July,10163782.0,pounds steam,0.001389,mmBtu/pounds steam
20,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,December,10163782.0,pounds steam,0.001389,mmBtu/pounds steam
21,1005172,2014,COVANTA BRISTOL  INC,GP-Combustors,Municipal Solid Waste,November,103739500.0,pounds steam,0.0016649999999999998,mmBtu/pounds steam
22,1000362,2014,CAMDEN CNTY RESOURCE RECOVERY ASSOC,GP-Facility Emissions,Municipal Solid Waste,May,145292200.0,pounds steam,0.00146,mmBtu/pounds steam
23,1000362,2014,CAMDEN CNTY RESOURCE RECOVERY ASSOC,GP-Facility Emissions,Municipal Solid Waste,July,178637700.0,pounds steam,0.00146,mmBtu/pounds steam
24,1005673,2014,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,Municipal Solid Waste,April,24803400.0,pounds steam,0.0013,mmBtu/pounds steam
25,1000219,2014,French Island,1,Wood and Wood Residuals (dry basis),April,13981228.0,pounds steam,0.00164,mmBtu/pounds steam
26,1000219,2014,French Island,1,Municipal Solid Waste,December,14957307.0,pounds steam,0.00164,mmBtu/pounds steam
27,1000219,2014,French Island,2,Wood and Wood Residuals (dry basis),March,15794887.0,pounds steam,0.00166333,mmBtu/pounds steam
28,1000219,2014,French Island,2,Wood and Wood Residuals (dry basis),April,18181824.0,pounds steam,0.00166333,mmBtu/pounds steam
29,1000219,2014,French Island,2,Wood and Wood Residuals (dry basis),May,16824294.0,pounds steam,0.00166333,mmBtu/pounds steam
30,1000219,2014,French Island,2,Municipal Solid Waste,February,14133817.0,pounds steam,0.00166333,mmBtu/pounds steam
31,1000219,2014,French Island,2,Municipal Solid Waste,April,19031514.0,pounds steam,0.00166333,mmBtu/pounds steam
32,1003200,2014,Covanta Stanislaus Inc.,GP-1,Municipal Solid Waste,July,152543300.0,pounds steam,0.00172,mmBtu/pounds steam
33,1006792,2014,SIERRA POWER CORPORATION,Biomass Cogeneration,Wood and Wood Residuals (dry basis),May,0.0,pounds steam,0.0017120000000000002,mmBtu/pounds steam
34,1006792,2014,SIERRA POWER CORPORATION,Biomass Cogeneration,Wood and Wood Residuals (dry basis),July,0.0,pounds steam,0.0017120000000000002,mmBtu/pounds steam
35,1006792,2014,SIERRA POWER CORPORATION,Biomass Cogeneration,Wood and Wood Residuals (dry basis),September,0.0,pounds steam,0.0017120000000000002,mmBtu/pounds steam
36,1006792,2014,SIERRA POWER CORPORATION,Biomass Cogeneration,Agricultural Byproducts,December,0.0,pounds steam,0.0017120000000000002,mmBtu/pounds steam
37,1004618,2014,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 2,Municipal Solid Waste,February,27121000.7,pounds steam,0.00141,mmBtu/pounds steam
38,1004618,2014,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 2,Municipal Solid Waste,May,33018000.9,pounds steam,0.00141,mmBtu/pounds steam
39,1003410,2014,Key City/Wilmarth Plant,2,Municipal Solid Waste,September,46675425.0,pounds steam,0.00159027,mmBtu/pounds steam
40,1007282,2014,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler A,Municipal Solid Waste,February,27059410.0,pounds steam,0.00122,mmBtu/pounds steam
41,1007282,2014,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,Municipal Solid Waste,January,32682670.0,pounds steam,0.00122,mmBtu/pounds steam
42,1007282,2014,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,Municipal Solid Waste,May,16703550.0,pounds steam,0.00122,mmBtu/pounds steam
43,1007282,2014,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,Municipal Solid Waste,August,5876000.0,pounds steam,0.00122,mmBtu/pounds steam
44,1006774,2014,Red Wing Plant,EU 001,Municipal Solid Waste,December,65660199.0,pounds steam,0.00160681,mmBtu/pounds steam
45,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 3,Municipal Solid Waste,March,20763608.6,pounds steam,0.0012029999999999999,mmBtu/pounds steam
46,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 3,Municipal Solid Waste,June,20763608.6,pounds steam,0.0012029999999999999,mmBtu/pounds steam
47,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 3,Municipal Solid Waste,July,20763608.6,pounds steam,0.0012029999999999999,mmBtu/pounds steam
48,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 1,Municipal Solid Waste,February,9636685.5,pounds steam,0.001389,mmBtu/pounds steam
49,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 1,Municipal Solid Waste,December,9636685.5,pounds steam,0.001389,mmBtu/pounds steam
50,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,January,10163782.0,pounds steam,0.001389,mmBtu/pounds steam
51,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,April,10163782.0,pounds steam,0.001389,mmBtu/pounds steam
52,1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,October,10163782.0,pounds steam,0.001389,mmBtu/pounds steam
