C_T3EQC5C8MONTHLYINPUTS.FACILITY_ID,C_T3EQC5C8MONTHLYINPUTS.REPORTING_YEAR,C_T3EQC5C8MONTHLYINPUTS.FACILITY_NAME,C_T3EQC5C8MONTHLYINPUTS.UNIT_NAME,C_T3EQC5C8MONTHLYINPUTS.FUEL_TYPE,C_T3EQC5C8MONTHLYINPUTS.MONTH,C_T3EQC5C8MONTHLYINPUTS.CARBON_CONTENT,C_T3EQC5C8MONTHLYINPUTS.CARBON_CONTENT_UOM,C_T3EQC5C8MONTHLYINPUTS.FUEL_COMBUSTED,C_T3EQC5C8MONTHLYINPUTS.FUEL_COMBUSTED_UOM,C_T3EQC5C8MONTHLYINPUTS.HIGH_HEAT_VALUE,C_T3EQC5C8MONTHLYINPUTS.HIGH_HEAT_VALUE_UOM,C_T3EQC5C8MONTHLYINPUTS.MOLECULAR_WEIGHT,C_T3EQC5C8MONTHLYINPUTS.MOLECULAR_WEIGHT_UOM
1007844,2016,Paulsboro Refining Company LLC,FURF-2 B101 Heater,Fuel Gas,May,0.716,kg C per kg,28180580,scf/month,,,22.56,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,FURF-2 B101 Heater,Fuel Gas,December,0.693,kg C per kg,28228439,scf/month,,,19.501,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,PDA BB-1 Heater,Fuel Gas,August,0.716,kg C per kg,0,scf/month,,,22.72,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,CHD-2 Heater,Fuel Gas,February,0.728,kg C per kg,7439475,scf/month,,,25.79,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,CHD-2 Heater,Fuel Gas,August,0.694,kg C per kg,8424621,scf/month,,,19.46,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,CHD-2 Heater,Fuel Gas,September,0.692,kg C per kg,7970393,scf/month,,,20.67,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,MLDW Heater,Fuel Gas,July,0.701,kg C per kg,12521744,scf/month,,,21.78,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,MLDW Heater,Fuel Gas,December,0.714,kg C per kg,14551756,scf/month,,,22.737,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,NHT Heater,Fuel Gas,February,0.691,kg C per kg,10552240,scf/month,,,9.98,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,NHT Heater,Fuel Gas,March,0.631,kg C per kg,8618077,scf/month,,,9.55,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,NHT Heater,Fuel Gas,October,0.661,kg C per kg,9001314,scf/month,,,8.53,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,NHT Heater,Fuel Gas,December,0.621,kg C per kg,10553247,scf/month,,,7.602,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,Coker B-Heater,Fuel Gas,April,0.745,kg C per kg,37937471,scf/month,,,20.93,kg/kg-mole
1007322,2016,Delaware City Refinery,CP-Power Plant,Fuel Gas,April,0.72,kg C per kg,599600290,scf/month,,,19.68,kg/kg-mole
1007322,2016,Delaware City Refinery,CP-Power Plant,Fuel Gas,November,0.73,kg C per kg,590454410,scf/month,,,18.58,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,HTHC,Fuel Gas,January,0.75361,kg C per kg,6836860,scf/month,,,20.4236,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,HTHC,Fuel Gas,April,0.75361,kg C per kg,5729928.04,scf/month,,,20.4236,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,HTHC,Fuel Gas,June,0.75361,kg C per kg,8579822.94,scf/month,,,20.4236,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,HTHC,Fuel Gas,August,0.75361,kg C per kg,7851592.31,scf/month,,,20.4236,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,2004-10,Fuel Gas,August,0.72834,kg C per kg,14630680.8,scf/month,,,18.07381,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,94-43,Fuel Gas,April,0.72821,kg C per kg,74432205.6,scf/month,,,17.96457,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,94-43,Fuel Gas,November,0.72821,kg C per kg,91107895.2,scf/month,,,17.96457,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,2005-2,Fuel Gas,December,0.72484,kg C per kg,121917600,scf/month,,,18.08781,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,94-29,Fuel Gas,August,0.72681,kg C per kg,8081659.23,scf/month,,,18.11104,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,94-28,Fuel Gas,February,0.72513,kg C per kg,4678420.91,scf/month,,,18.06241,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,94-28,Fuel Gas,May,0.72513,kg C per kg,4679217.53,scf/month,,,18.06241,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,DHT Feed Heaters,Fuel Gas,January,0.72415,kg C per kg,48003133.56,scf/month,,,18.0122,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,DHT Feed Heaters,Fuel Gas,February,0.72415,kg C per kg,47946224.49,scf/month,,,18.0122,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,DHT Feed Heaters,Fuel Gas,July,0.72415,kg C per kg,52832218.68,scf/month,,,18.0122,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,94-CCR,Fuel Gas,January,0.718296754,kg C per kg,68656060.80,scf/month,,,19.18304874,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,HCU Heaters,Fuel Gas,December,0.717601359,kg C per kg,71763435.37,scf/month,,,19.14264335,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,2005-1,Fuel Gas,January,0.725203026,kg C per kg,290354508,scf/month,,,18.07141384,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,Coker Heaters,Fuel Gas,February,0.72548,kg C per kg,168003063.12,scf/month,,,18.0859,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,Coker Heaters,Fuel Gas,October,0.72548,kg C per kg,207036050.647,scf/month,,,18.0859,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,94-30,Fuel Gas,March,0.72577,kg C per kg,12141929.25,scf/month,,,18.07591,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,94-30,Fuel Gas,May,0.72577,kg C per kg,12410678.23,scf/month,,,18.07591,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,94-30,Fuel Gas,July,0.72577,kg C per kg,12591826.85,scf/month,,,18.07591,kg/kg-mole
1009080,2016,Valero Refining - New Orleans  L.L.C.,94-30,Fuel Gas,November,0.72577,kg C per kg,13305733.08,scf/month,,,18.07591,kg/kg-mole
1002286,2016,LUNDAY-THAGARD COMPANY,GP-1,Fuel Gas,February,0.689,kg C per kg,906166,scf/month,,,36.48,kg/kg-mole
1002286,2016,LUNDAY-THAGARD COMPANY,GP-1,Fuel Gas,March,0.695,kg C per kg,351816,scf/month,,,37.81,kg/kg-mole
1002461,2016,ULTRAMAR INC WILMINGTON REFINERY,CP-88FQI945,Fuel Gas,March,0.689864525,kg C per kg,574253862.83,scf/month,,,22.45689355,kg/kg-mole
1002461,2016,ULTRAMAR INC WILMINGTON REFINERY,CP-88FQI945,Fuel Gas,April,0.685982615,kg C per kg,559892322.59,scf/month,,,22.30495333,kg/kg-mole
1002461,2016,ULTRAMAR INC WILMINGTON REFINERY,CP-88FQI945,Fuel Gas,August,0.7058948,kg C per kg,543966111.37,scf/month,,,22.15165161,kg/kg-mole
1002461,2016,ULTRAMAR INC WILMINGTON REFINERY,56-H-1,Fuel Gas,May,0.689342562,kg C per kg,12986185.96,scf/month,,,21.91441613,kg/kg-mole
1002461,2016,ULTRAMAR INC WILMINGTON REFINERY,56-H-2,Fuel Gas,January,0.650022244,kg C per kg,114909523.54,scf/month,,,21.81561935,kg/kg-mole
1002461,2016,ULTRAMAR INC WILMINGTON REFINERY,56-H-2,Fuel Gas,June,0.694949894,kg C per kg,101805105.59,scf/month,,,22.70327333,kg/kg-mole
1002461,2016,ULTRAMAR INC WILMINGTON REFINERY,56-H-2,Fuel Gas,July,0.684011545,kg C per kg,100028904.50,scf/month,,,23.11627742,kg/kg-mole
1002461,2016,ULTRAMAR INC WILMINGTON REFINERY,56-H-2,Fuel Gas,October,0.687948821,kg C per kg,120606881.86,scf/month,,,21.92084516,kg/kg-mole
1002565,2016,SAN JOAQUIN REFINING CO INC,H-1 Heater OFG,,April,0.5419,kg C per kg,5270000,scf/month,,,22.08,kg/kg-mole
1002565,2016,SAN JOAQUIN REFINING CO INC,GP-Refinery Fuel Gas,Fuel Gas,April,0.6846,kg C per kg,12539700,scf/month,,,12.38,kg/kg-mole
1002565,2016,SAN JOAQUIN REFINING CO INC,GP-Refinery Fuel Gas,Fuel Gas,December,0.6914,kg C per kg,13155771,scf/month,,,12.23,kg/kg-mole
1002565,2016,SAN JOAQUIN REFINING CO INC,Wicks Oilfield Gas,,March,0.5449,kg C per kg,4475000,scf/month,,,22.44,kg/kg-mole
1002565,2016,SAN JOAQUIN REFINING CO INC,Wicks Oilfield Gas,,May,0.5382,kg C per kg,4456000,scf/month,,,22.38,kg/kg-mole
1006565,2016,Cos-Mar Company  Styrene Monomer Plant,CP-2,,April,0.2532,kg C per kg,166285330,scf/month,,,5.9342,kg/kg-mole
1006565,2016,Cos-Mar Company  Styrene Monomer Plant,CP-2,,September,0.2823,kg C per kg,288989970,scf/month,,,6.045,kg/kg-mole
1002884,2017,TPC GROUP,Boiler 9,,February,0.603600,kg C per kg,47467860.534936,scf/month,,,19.440000,kg/kg-mole
1002884,2017,TPC GROUP,Boiler 9,,December,0.618750,kg C per kg,89949849.647721,scf/month,,,19.375000,kg/kg-mole
1002884,2017,TPC GROUP,Boiler 8,,January,0.660000,kg C per kg,73486275.637180,scf/month,,,18.500000,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,CU6 Heater,Fuel Gas,December,0.693,kg C per kg,88550287,scf/month,,,19.501,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,Coker A-Heater,Fuel Gas,September,0.762,kg C per kg,29087242,scf/month,,,22.17,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,FURF-1 BB-1 Heater,Fuel Gas,June,0.722,kg C per kg,30079884,scf/month,,,22.56,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,FURF-1 BB-1 Heater,Fuel Gas,September,0.708,kg C per kg,28185853,scf/month,,,20.88,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,FURF-1 BB-2 Heater,Fuel Gas,February,0.714,kg C per kg,4417956,scf/month,,,21.43,kg/kg-mole
1000099,2016,Robinson Refinery,60F-1,Fuel Gas,October,0.673,kg C per kg,33371531,scf/month,,,16.948,kg/kg-mole
1000099,2016,Robinson Refinery,3F-1,Fuel Gas,August,0.701,kg C per kg,152221134,scf/month,,,13.315,kg/kg-mole
1000099,2016,Robinson Refinery,3F-1,Fuel Gas,November,0.701,kg C per kg,109095272,scf/month,,,14.550,kg/kg-mole
1000099,2016,Robinson Refinery,3F-1,Fuel Gas,December,0.702,kg C per kg,10503993,scf/month,,,16.668,kg/kg-mole
1000099,2016,Robinson Refinery,1F-1,Fuel Gas,January,0.726,kg C per kg,370754963.757,scf/month,,,16.810,kg/kg-mole
1000099,2016,Robinson Refinery,1F-1,Fuel Gas,September,0.547,kg C per kg,370290525.086,scf/month,,,15.153,kg/kg-mole
1000099,2016,Robinson Refinery,CP-69,Fuel Gas,March,0.657,kg C per kg,142539275.233,scf/month,,,16.018,kg/kg-mole
1000099,2016,Robinson Refinery,CP-69,Fuel Gas,December,0.673,kg C per kg,143553346.454,scf/month,,,18.118,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,CCR Feed Heater,Fuel Gas,February,0.647,kg C per kg,166363398,scf/month,,,12.65,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,CCR Feed Heater,Fuel Gas,July,0.706,kg C per kg,146651246,scf/month,,,17.31,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,CCR F-5 Heater,Fuel Gas,January,0.659,kg C per kg,14999964,scf/month,,,14.67,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,CCR F-101 Heater,Fuel Gas,April,0.649,kg C per kg,19087086,scf/month,,,13.33,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,CCR F-101 Heater,Fuel Gas,September,0.689,kg C per kg,14540891,scf/month,,,14.70,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,B-Boiler,Fuel Gas,April,0.732,kg C per kg,232232195,scf/month,,,17.13,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,B-Boiler,Fuel Gas,May,0.713,kg C per kg,177342439,scf/month,,,18.62,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,C-Boiler,Fuel Gas,May,0.713,kg C per kg,231050218,scf/month,,,18.62,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,C-Boiler,Fuel Gas,August,0.743,kg C per kg,199426618,scf/month,,,18.65,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,C-Boiler,Fuel Gas,November,0.745,kg C per kg,223524438,scf/month,,,18.29,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,CU7 F-1A Heater,Fuel Gas,June,0.722,kg C per kg,70688662,scf/month,,,22.56,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,CU7 F-1 Heater,Fuel Gas,October,0.717,kg C per kg,76433096,scf/month,,,18.48,kg/kg-mole
1007844,2016,Paulsboro Refining Company LLC,CU6 Heater,Fuel Gas,April,0.691,kg C per kg,95810311,scf/month,,,19.97,kg/kg-mole
1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 6,Fuel Gas,August,0.637365637,kg C per kg,54850199.93,scf/month,,,7.456167114,kg/kg-mole
1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 1,Fuel Gas,November,0.639492359,kg C per kg,141716081.98,scf/month,,,8.013717038,kg/kg-mole
1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 9,Fuel Gas,March,0.68,kg C per kg,260735334.41,scf/month,,,7.79,kg/kg-mole
1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 9,Fuel Gas,July,0.67,kg C per kg,167670527.06,scf/month,,,8.02,kg/kg-mole
1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 3,Fuel Gas,April,0.702964911,kg C per kg,279045041.85,scf/month,,,8.096023617,kg/kg-mole
1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 3,Fuel Gas,November,0.639492359,kg C per kg,264263485.68,scf/month,,,8.013717038,kg/kg-mole
1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 4,Fuel Gas,March,0.68029574,kg C per kg,281676208.64,scf/month,,,7.793203832,kg/kg-mole
1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 4,Fuel Gas,July,0.669006193,kg C per kg,265176558.11,scf/month,,,8.016427947,kg/kg-mole
