,FACILITY_ID,FACILITY_NAME,ADDRESS1,ADDRESS2,CITY,STATE,STATE_NAME,ZIP,COUNTY_FIPS,COUNTY,LATITUDE,LONGITUDE,YEAR,CEMS_USED,PARENT_COMPANY,ADDITIONAL_NAICS_CODES,COGENERATION_UNIT_EMISS_IND,PLANT_CODE_INDICATOR,PRIMARY_NAICS_CODE,SECONDARY_NAICS_CODE,EPA_VERIFIED
0,1000001,PSE Ferndale Generating Station,5105 LAKE TERRELL ROAD,,FERNDALE,WA,WASHINGTON,98248,53073,WHATCOM COUNTY,48.828707,-122.685533,2013,Y,PUGET SOUND ENERGY (100%);,,N,Y,221112,,Y
1,1000002,Ardagh Glass Inc.,524 E. CENTER STREET,,DUNKIRK,IN,INDIANA,47336,18075,JAY,40.371053,-85.198134,2013,,SAINT-GOBAIN CONTAINERS INC (100%);,,N,N,327213,,Y
2,1000003,Ardagh Glass Inc.,620 Facet Road,,Henderson,NC,NORTH CAROLINA,27537,37181,VANCE,36.291066,-78.391883,2013,,SAINT-GOBAIN CONTAINERS INC (100%);,,N,N,327213,,Y
3,1000004,Ardagh Glass Inc.,1200 NORTH LOGAN STREET,,LINCOLN,IL,ILLINOIS,62656,17107,LOGAN COUNTY,40.15764,-89.3538,2013,,SAINT-GOBAIN CONTAINERS INC (100%);,,N,N,327213,,Y
4,1000005,Ardagh Glass Inc.,24441 AVENUE 12 & ROAD 24 1/2,,MADERA,CA,CALIFORNIA,93637,06039,MADERA COUNTY,36.92636,-120.10413,2013,,SAINT-GOBAIN CONTAINERS INC (100%);,,N,N,327213,,Y
5,1000006,Ardagh Glass Inc.,1 NATIONAL STREET,,MILFORD,MA,MASSACHUSETTS,01757,25027,WORCESTER,42.127451,-71.513599,2013,,SAINT-GOBAIN CONTAINERS INC (100%);,,N,N,327213,,Y
6,1000007,AMERICAN GYPSUM - BERNALILLO (WALLBOARD) PLANT,1000 N HILL RD,,BERNALILLO,NM,NEW MEXICO,87004,35043,SANDOVAL,35.329352,-106.525777,2013,,EAGLE MATERIALS INC (100%);,,N,Y,327420,,Y
7,1000010,SANTA ROSA CENTRAL LANDFILL,6337 DELISA RD.,,MILTON,FL,FLORIDA,32583,12113,SANTA ROSA,30.5804,-87.0621,2013,,SANTA ROSA BOARD OF COUNTY COMMISSIONERS (100%);,,N,N,562212,,Y
8,1000011,Central Hudson Gas and Electric Corporation,284 South Avenue,,Poughkeepsie,NY,NEW YORK,12601,36027,DUTCHESS,41.690648,-73.931605,2013,,CH ENERGY GROUP INC (100%);,221210,N,N,221122,221121,Y
9,1000015,TYSON FOODS INCORPORATED,704 FACTORY STREET,,WILKESBORO,NC,NORTH CAROLINA,28697,37193,WILKES COUNTY,36.143889,-81.163333,2013,,"TYSON FOODS, INC (100%);",,NA,Y,311615,,Y
10,1000016,TYSON FARMS INCORPORATED HARMONY,501 SHEFFIELD ROAD,,HARMONY,NC,NORTH CAROLINA,28634,37097,IREDELL COUNTY,35.95458,-80.72108,2013,,"TYSON FOODS, INC (100%);",,N,Y,311613,,Y
11,1000017,BASF CORPORATION,3150 HWY JJ,,PALMYRA,MO,MISSOURI,63461,29127,MARION,39.834118,-91.436791,2013,,BASF CORPORATION (100%);,,N,N,325320,,Y
12,1000019,WESTERN SUGAR COMPANY,2100 E. OVERLAND DR.,,SCOTTSBLUFF,NE,NEBRASKA,69361,31157,SCOTTS BLUFF COUNTY,41.859603,-103.637032,2013,,WESTERN SUGAR COOPERATIVE (100%);,,N,Y,311313,,Y
13,1000020,Ardagh Glass Inc.,ONE GLASS PLACE,,PORT ALLEGANY,PA,PENNSYLVANIA,16743,42083,MCKEAN COUNTY,41.81112,-78.28314,2013,,SAINT-GOBAIN CONTAINERS INC (100%);,,N,N,327213,,Y
14,1000021,Ardagh Glass Inc.,4241 HIGHWAY 563,,SIMSBORO,LA,LOUISIANA,71275,22061,LINCOLN PARISH,32.543572,-92.766871,2013,,SAINT-GOBAIN CONTAINERS INC (100%);,,N,N,327213,,Y
15,1000022,ISP TECHNOLOGIES TEXAS CITY PLANT,4501 ATTWATER AVENUE,,TEXAS CITY,TX,TEXAS,77590,48167,GALVESTON COUNTY,29.42807,-94.995369,2013,,ASHLAND INC (100%);,,N,N,325199,,Y
16,1000023,Ardagh Glass Inc.,1000 NORTH MISSION STREET,,SAPULPA,OK,OKLAHOMA,74066,40037,CREEK COUNTY,36.009924,-96.099233,2013,,SAINT-GOBAIN CONTAINERS INC (100%);,,N,N,327213,,Y
17,1000024,Ardagh Glass Inc.,5801 EAST MARGINAL WAY SOUTH,,SEATTLE,WA,WASHINGTON,98134,53033,KING COUNTY,47.55242,-122.33739,2013,,SAINT-GOBAIN CONTAINERS INC (100%);,,N,N,327213,,Y
18,1000025,PLACID REFINING CO LLC - PORT ALLEN REFINERY,"1940 LA HWY 1, NORTH",,PORT ALLEN,LA,LOUISIANA,70767,22121,WEST BATON ROUGE,30.475803,-91.208107,2013,,PLACID REFINING CO LLC (100%);,,Y,N,324110,,Y
19,1000026,Ardagh Glass Inc.,2201 FIRESTONE PARKWAY,,WILSON,NC,NORTH CAROLINA,27893,37195,WILSON,35.75387,-77.88017,2013,,SAINT-GOBAIN CONTAINERS INC (100%);,,N,N,327213,,Y
20,1000027,The Children\s Hospital of Philadelphia,34th Street and Civic Center Boulevard,,Philadelphia,PA,PENNSYLVANIA,19104,42101,PHILADELPHIA,39.94776,-75.19391,2013,,THE CHILDREN'S HOSPITAL OF PHILADELPHIA (100%);,,N,N,622110,,Y
