,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,CARBON_CONTENT,CARBON_CONTENT_UOM,FUEL_COMBUSTED,FUEL_COMBUSTED_UOM,HIGH_HEAT_VALUE,HIGH_HEAT_VALUE_UOM,MONTH
0,1004611,2014,Tanguisson Power Plant,1,Residual Fuel Oil No. 6,3.2689999999999997,kg C per gallon,131218.0,gallons/month,,,March
1,1004611,2014,Tanguisson Power Plant,1,Residual Fuel Oil No. 6,3.2680000000000002,kg C per gallon,980181.0,gallons/month,,,July
2,1004611,2014,Tanguisson Power Plant,2,Residual Fuel Oil No. 6,3.3110000000000004,kg C per gallon,338083.0,gallons/month,,,April
3,1004611,2014,Tanguisson Power Plant,2,Residual Fuel Oil No. 6,3.24,kg C per gallon,0.0,gallons/month,,,November
4,1004611,2014,Tanguisson Power Plant,1,Residual Fuel Oil No. 6,3.2680000000000002,kg C per gallon,517876.0,gallons/month,,,August
5,1004611,2014,Tanguisson Power Plant,1,Residual Fuel Oil No. 6,3.2680000000000002,kg C per gallon,570596.0,gallons/month,,,September
6,1004611,2014,Tanguisson Power Plant,2,Residual Fuel Oil No. 6,3.2489999999999997,kg C per gallon,0.0,gallons/month,,,October
7,1004611,2014,Tanguisson Power Plant,1,Residual Fuel Oil No. 6,3.2689999999999997,kg C per gallon,0.0,gallons/month,,,February
8,1004611,2014,Tanguisson Power Plant,1,Residual Fuel Oil No. 6,3.24,kg C per gallon,32124.0,gallons/month,,,November
9,1004611,2014,Tanguisson Power Plant,1,Residual Fuel Oil No. 6,3.24,kg C per gallon,595725.0,gallons/month,,,December
10,1004611,2014,Tanguisson Power Plant,2,Residual Fuel Oil No. 6,3.2680000000000002,kg C per gallon,0.0,gallons/month,,,August
11,1004611,2014,Tanguisson Power Plant,1,Residual Fuel Oil No. 6,3.3110000000000004,kg C per gallon,470984.0,gallons/month,,,April
12,1004611,2014,Tanguisson Power Plant,2,Residual Fuel Oil No. 6,3.318,kg C per gallon,0.0,gallons/month,,,June
13,1004611,2014,Tanguisson Power Plant,2,Residual Fuel Oil No. 6,3.2680000000000002,kg C per gallon,0.0,gallons/month,,,July
14,1004611,2014,Tanguisson Power Plant,2,Residual Fuel Oil No. 6,3.2680000000000002,kg C per gallon,39767.0,gallons/month,,,September
15,1004611,2014,Tanguisson Power Plant,1,Residual Fuel Oil No. 6,3.266,kg C per gallon,309326.0,gallons/month,,,January
16,1004611,2014,Tanguisson Power Plant,2,Residual Fuel Oil No. 6,3.24,kg C per gallon,0.0,gallons/month,,,December
17,1004611,2014,Tanguisson Power Plant,1,Residual Fuel Oil No. 6,3.318,kg C per gallon,941580.0,gallons/month,,,June
18,1004611,2014,Tanguisson Power Plant,2,Residual Fuel Oil No. 6,3.2689999999999997,kg C per gallon,0.0,gallons/month,,,March
19,1004611,2014,Tanguisson Power Plant,2,Residual Fuel Oil No. 6,3.3139999999999996,kg C per gallon,0.0,gallons/month,,,May
20,1004611,2014,Tanguisson Power Plant,2,Residual Fuel Oil No. 6,3.2689999999999997,kg C per gallon,0.0,gallons/month,,,February
21,1004611,2014,Tanguisson Power Plant,1,Residual Fuel Oil No. 6,3.315,kg C per gallon,688472.0,gallons/month,,,May
22,1004611,2014,Tanguisson Power Plant,1,Residual Fuel Oil No. 6,3.2489999999999997,kg C per gallon,394430.0,gallons/month,,,October
23,1004611,2014,Tanguisson Power Plant,2,Residual Fuel Oil No. 6,3.266,kg C per gallon,0.0,gallons/month,,,January
