,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,MONTH,CARBON_CONTENT,CARBON_CONTENT_UOM,FUEL_COMBUSTED,FUEL_COMBUSTED_UOM,HIGH_HEAT_VALUE,HIGH_HEAT_VALUE_UOM,MOLECULAR_WEIGHT,MOLECULAR_WEIGHT_UOM
0,1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 6,Fuel Gas,August,0.637365637,kg C per kg,54850199.93,scf/month,,,7.456167113999999,kg/kg-mole
1,1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 1,Fuel Gas,November,0.639492359,kg C per kg,141716081.98,scf/month,,,8.013717038,kg/kg-mole
2,1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 9,Fuel Gas,March,0.68,kg C per kg,260735334.41,scf/month,,,7.79,kg/kg-mole
3,1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 9,Fuel Gas,July,0.67,kg C per kg,167670527.06,scf/month,,,8.02,kg/kg-mole
4,1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 3,Fuel Gas,April,0.7029649109999999,kg C per kg,279045041.85,scf/month,,,8.096023617,kg/kg-mole
5,1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 3,Fuel Gas,November,0.639492359,kg C per kg,264263485.68,scf/month,,,8.013717038,kg/kg-mole
6,1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 4,Fuel Gas,March,0.68029574,kg C per kg,281676208.64,scf/month,,,7.7932038320000006,kg/kg-mole
7,1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 4,Fuel Gas,July,0.669006193,kg C per kg,265176558.11,scf/month,,,8.016427947,kg/kg-mole
8,1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 4,Fuel Gas,August,0.637365637,kg C per kg,255372915.94,scf/month,,,7.456167113999999,kg/kg-mole
9,1002758,2015,EQUISTAR CHEMICALS LAPORTE COMPLEX,Furnace 4,Fuel Gas,November,0.639492359,kg C per kg,258511942.14,scf/month,,,8.013717038,kg/kg-mole
10,1005911,2015,Norco Manufacturing Complex,CP-FGBD,Fuel Gas,May,0.68698,kg C per kg,1777694254.0,scf/month,,,15.907960000000001,kg/kg-mole
11,1005911,2015,Norco Manufacturing Complex,CP-FGBD,Fuel Gas,June,0.68698,kg C per kg,1777694254.0,scf/month,,,15.907960000000001,kg/kg-mole
12,1006307,2015,CALCASIEU REFINING COMPANY,H-701 VG,Fuel Gas,March,0.82,kg C per kg,1635456.25,scf/month,,,44.55,kg/kg-mole
13,1006307,2015,CALCASIEU REFINING COMPANY,H-701 VG,Fuel Gas,December,0.81,kg C per kg,1368583.24,scf/month,,,41.05,kg/kg-mole
14,1006307,2015,CALCASIEU REFINING COMPANY,H-701,Fuel Gas,January,0.73,kg C per kg,53041330.48,scf/month,,,22.37,kg/kg-mole
15,1006307,2015,CALCASIEU REFINING COMPANY,H-701,Fuel Gas,December,0.77,kg C per kg,65983835.0,scf/month,,,23.15,kg/kg-mole
16,1006307,2015,CALCASIEU REFINING COMPANY,H-204,Fuel Gas,February,0.74,kg C per kg,48978338.76,scf/month,,,22.77,kg/kg-mole
17,1006307,2015,CALCASIEU REFINING COMPANY,H-204,Fuel Gas,May,0.78,kg C per kg,51645550.12,scf/month,,,22.74,kg/kg-mole
18,1006307,2015,CALCASIEU REFINING COMPANY,H-204,Fuel Gas,July,0.78,kg C per kg,46678578.69,scf/month,,,23.93,kg/kg-mole
19,1008014,2015,ERGON REFINING INC,GP-RFG,Fuel Gas,July,0.731210287627225,kg C per kg,5532195.20788736,scf/month,,,16.40073050075,kg/kg-mole
20,1002440,2015,Great Plains Synfuels Plant,Ammonia Plant Start Up Heater,,August,0.7256,kg C per kg,2616493.0,scf/month,,,16.0068,kg/kg-mole
21,1002440,2015,Great Plains Synfuels Plant,A Riley,,April,0.2757,kg C per kg,915142088.0,scf/month,,,42.3733,kg/kg-mole
22,1002440,2015,Great Plains Synfuels Plant,A Riley,,May,0.2758,kg C per kg,1340589819.0,scf/month,,,42.5625,kg/kg-mole
