C_T3EQC4C8MONTHLYINPUTS.FACILITY_ID,C_T3EQC4C8MONTHLYINPUTS.REPORTING_YEAR,C_T3EQC4C8MONTHLYINPUTS.FACILITY_NAME,C_T3EQC4C8MONTHLYINPUTS.UNIT_NAME,C_T3EQC4C8MONTHLYINPUTS.FUEL_TYPE,C_T3EQC4C8MONTHLYINPUTS.CARBON_CONTENT,C_T3EQC4C8MONTHLYINPUTS.CARBON_CONTENT_UOM,C_T3EQC4C8MONTHLYINPUTS.FUEL_COMBUSTED,C_T3EQC4C8MONTHLYINPUTS.FUEL_COMBUSTED_UOM,C_T3EQC4C8MONTHLYINPUTS.HIGH_HEAT_VALUE,C_T3EQC4C8MONTHLYINPUTS.HIGH_HEAT_VALUE_UOM,C_T3EQC4C8MONTHLYINPUTS.MONTH
1007740,2016,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K2,Residual Fuel Oil No. 6,3.10,kg C per gallon,1758001.3,gallons/month,,,October
1007740,2016,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K4,Residual Fuel Oil No. 6,3.15,kg C per gallon,2488476.90,gallons/month,,,September
1007740,2016,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K4,Residual Fuel Oil No. 6,3.13,kg C per gallon,1224561.00,gallons/month,,,December
1007740,2016,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K6,Residual Fuel Oil No. 6,3.13,kg C per gallon,4743026.1,gallons/month,,,August
1001906,2016,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,Residual Fuel Oil No. 6,3.332,kg C per gallon,18312,gallons/month,,,January
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W3,Residual Fuel Oil No. 6,3.15,kg C per gallon,538075,gallons/month,,,March
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W5,Residual Fuel Oil No. 6,3.16,kg C per gallon,480438.2,gallons/month,,,January
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W5,Residual Fuel Oil No. 6,3.15,kg C per gallon,0,gallons/month,,,February
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W6,Residual Fuel Oil No. 6,3.12,kg C per gallon,1171666.5,gallons/month,,,July
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W6,Residual Fuel Oil No. 6,3.17,kg C per gallon,1073499.9,gallons/month,,,September
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W6,Residual Fuel Oil No. 6,3.08,kg C per gallon,752676.6,gallons/month,,,December
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W7,Residual Fuel Oil No. 6,3.17,kg C per gallon,2687848.4,gallons/month,,,August
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W8,Residual Fuel Oil No. 6,3.15,kg C per gallon,0,gallons/month,,,March
1007740,2017,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K1,Residual Fuel Oil No. 6,3.1,kg C per gallon,2560030.2,gallons/month,,,March
1007740,2017,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K1,Residual Fuel Oil No. 6,3.14,kg C per gallon,1971456.9,gallons/month,,,October
1007740,2017,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K1,Residual Fuel Oil No. 6,3.15,kg C per gallon,342395.5,gallons/month,,,December
1007740,2017,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K2,Residual Fuel Oil No. 6,3.13,kg C per gallon,2220193.2,gallons/month,,,August
1007740,2017,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K6,Residual Fuel Oil No. 6,3.21,kg C per gallon,1581085.7,gallons/month,,,May
1007740,2017,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K6,Residual Fuel Oil No. 6,3.07,kg C per gallon,5153351.4,gallons/month,,,July
1007740,2017,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K6,Residual Fuel Oil No. 6,3.16,kg C per gallon,3018850.7,gallons/month,,,September
1007033,2017,CEMEX de Puerto Rico  Inc.,Kiln 1 (Lime Plant),Residual Fuel Oil No. 6,1.92,kg C per gallon,5642,gallons/month,,,April
1007033,2017,CEMEX de Puerto Rico  Inc.,Kiln 1 (Lime Plant),Residual Fuel Oil No. 6,0,kg C per gallon,0,gallons/month,,,December
1003649,2016,PREPA San Juan Steam Power Plant,SJ8,Residual Fuel Oil No. 6,3.23,kg C per gallon,3289231.68,gallons/month,,,October
1003649,2016,PREPA San Juan Steam Power Plant,SJ10,Residual Fuel Oil No. 6,3.23,kg C per gallon,263654.16,gallons/month,,,March
1003649,2016,PREPA San Juan Steam Power Plant,SJ10,Residual Fuel Oil No. 6,0,kg C per gallon,0,gallons/month,,,June
1003649,2016,PREPA San Juan Steam Power Plant,SJ10,Residual Fuel Oil No. 6,0,kg C per gallon,0,gallons/month,,,August
1003649,2016,PREPA San Juan Steam Power Plant,SJ10,Residual Fuel Oil No. 6,0,kg C per gallon,0,gallons/month,,,October
1003649,2016,PREPA San Juan Steam Power Plant,SJ9,Residual Fuel Oil No. 6,3.12,kg C per gallon,3090363.78,gallons/month,,,September
1004611,2014,Tanguisson Power Plant,1,Residual Fuel Oil No. 6,3.269,kg C per gallon,131218,gallons/month,,,March
1004611,2014,Tanguisson Power Plant,1,Residual Fuel Oil No. 6,3.268,kg C per gallon,980181,gallons/month,,,July
1004611,2014,Tanguisson Power Plant,2,Residual Fuel Oil No. 6,3.311,kg C per gallon,338083,gallons/month,,,April
1004611,2014,Tanguisson Power Plant,2,Residual Fuel Oil No. 6,3.240,kg C per gallon,0,gallons/month,,,November
1000348,2015,Resolute FP US Inc. - Catawba Operations,08-2605,Residual Fuel Oil No. 6,3.38,kg C per gallon,378,gallons/month,,,July
1000348,2015,Resolute FP US Inc. - Catawba Operations,08-2605,Residual Fuel Oil No. 6,3.36,kg C per gallon,11227,gallons/month,,,October
1003650,2016,PREPA Palo Seco Steam Power Plant,PS3,Residual Fuel Oil No. 6,3.10,kg C per gallon,6194148.66,gallons/month,,,December
1003650,2016,PREPA Palo Seco Steam Power Plant,PS2,Residual Fuel Oil No. 6,3.16,kg C per gallon,2940621.18,gallons/month,,,July
1003650,2016,PREPA Palo Seco Steam Power Plant,PS2,Residual Fuel Oil No. 6,3.25,kg C per gallon,2354442.72,gallons/month,,,September
1007985,2016,NATIONAL CEMENT COMPANY INC.,Kiln #1,Other Oil (>401 deg F),0.5990,kg C per gallon,788,gallons/month,,,November
1005504,2016,PREPA AGUIRRE POWER GENERATION COMPLEX,AG2,Residual Fuel Oil No. 6,3.24,kg C per gallon,0.0,gallons/month,,,September
1005504,2016,PREPA AGUIRRE POWER GENERATION COMPLEX,AG1,Residual Fuel Oil No. 6,3.20,kg C per gallon,14781052.86,gallons/month,,,March
1005504,2016,PREPA AGUIRRE POWER GENERATION COMPLEX,AG1,Residual Fuel Oil No. 6,3.20,kg C per gallon,12804296.82,gallons/month,,,May
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-2605,Residual Fuel Oil No. 6,3.28,kg C per gallon,2910,gallons/month,,,April
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-2605,Residual Fuel Oil No. 6,,,,,,,June
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-2605,Residual Fuel Oil No. 6,,,,,,,July
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-2605,Residual Fuel Oil No. 6,3.20,kg C per gallon,1537,gallons/month,,,December
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-3705,Residual Fuel Oil No. 6,,,,,,,February
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-3705,Residual Fuel Oil No. 6,,,,,,,July
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-2550,Residual Fuel Oil No. 6,3.20,kg C per gallon,20014,gallons/month,,,June
1000348,2017,Resolute FP US Inc. - Catawba Operations,08-2550,Residual Fuel Oil No. 6,,,,,,,September
1007452,2016,PR ELEC POWER AUTH SOUTH COAST STATION,SC3,Residual Fuel Oil No. 6,3.15,kg C per gallon,0,gallons/month,,,October
1007845,2016,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W3,Residual Fuel Oil No. 6,3.14,kg C per gallon,228575.60,gallons/month,,,July
1007845,2016,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W4,Residual Fuel Oil No. 6,3.17,kg C per gallon,228734.30,gallons/month,,,October
1007845,2016,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W5,Residual Fuel Oil No. 6,3.180,kg C per gallon,712093.20,gallons/month,,,February
1007845,2016,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W5,Residual Fuel Oil No. 6,3.200,kg C per gallon,693636.80,gallons/month,,,September
1007845,2016,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W5,Residual Fuel Oil No. 6,3.170,kg C per gallon,429771.70,gallons/month,,,October
1007845,2016,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W6,Residual Fuel Oil No. 6,3.12,kg C per gallon,670140.3,gallons/month,,,May
1007845,2016,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W7,Residual Fuel Oil No. 6,3.11,kg C per gallon,955.90,gallons/month,,,June
1007845,2016,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W8,Residual Fuel Oil No. 6,3.12,kg C per gallon,2492093.70,gallons/month,,,May
1007845,2016,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W8,Residual Fuel Oil No. 6,3.16,kg C per gallon,2371237.40,gallons/month,,,November
1001906,2015,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,Residual Fuel Oil No. 6,3.381,kg C per gallon,31458,gallons/month,,,January
1001906,2015,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,Residual Fuel Oil No. 6,3.39,kg C per gallon,23100,gallons/month,,,March
1007845,2015,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W4,Residual Fuel Oil No. 6,3.17,kg C per gallon,344193.80,gallons/month,,,March
1007845,2015,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W4,Residual Fuel Oil No. 6,3.16,kg C per gallon,149489.60,gallons/month,,,May
1007845,2015,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W4,Residual Fuel Oil No. 6,3.16,kg C per gallon,806864.00,gallons/month,,,August
1007845,2015,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W4,Residual Fuel Oil No. 6,3.15,kg C per gallon,314590.00,gallons/month,,,December
1007845,2015,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W5,Residual Fuel Oil No. 6,3.14,kg C per gallon,648806.10,gallons/month,,,June
1007845,2015,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W7,Residual Fuel Oil No. 6,3.17,kg C per gallon,2828178.90,gallons/month,,,January
1007845,2015,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W7,Residual Fuel Oil No. 6,3.16,kg C per gallon,2507431.20,gallons/month,,,April
1007845,2015,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W7,Residual Fuel Oil No. 6,3.14,kg C per gallon,2436917.00,gallons/month,,,June
1005504,2015,PREPA AGUIRRE POWER GENERATION COMPLEX,AG2,Residual Fuel Oil No. 6,3.26,kg C per gallon,9520636.86,gallons/month,,,February
1005504,2015,PREPA AGUIRRE POWER GENERATION COMPLEX,AG2,Residual Fuel Oil No. 6,3.18,kg C per gallon,13548191.58,gallons/month,,,November
1005504,2015,PREPA AGUIRRE POWER GENERATION COMPLEX,AG2,Residual Fuel Oil No. 6,3.17,kg C per gallon,0,gallons/month,,,December
1005504,2015,PREPA AGUIRRE POWER GENERATION COMPLEX,AG1,Residual Fuel Oil No. 6,3.19,kg C per gallon,15682063.32,gallons/month,,,January
1005504,2015,PREPA AGUIRRE POWER GENERATION COMPLEX,AG1,Residual Fuel Oil No. 6,3.20,kg C per gallon,812088.06,gallons/month,,,September
1005504,2015,PREPA AGUIRRE POWER GENERATION COMPLEX,AG1,Residual Fuel Oil No. 6,3.20,kg C per gallon,0,gallons/month,,,October
1007452,2015,PR ELEC POWER AUTH SOUTH COAST STATION,SC3,Residual Fuel Oil No. 6,3.15,kg C per gallon,0,gallons/month,,,July
1007452,2015,PR ELEC POWER AUTH SOUTH COAST STATION,SC3,Residual Fuel Oil No. 6,3.18,kg C per gallon,3222744,gallons/month,,,November
1007452,2015,PR ELEC POWER AUTH SOUTH COAST STATION,SC4,Residual Fuel Oil No. 6,3.23,kg C per gallon,0,gallons/month,,,June
1003650,2015,PREPA Palo Seco Steam Power Plant,PS2,Residual Fuel Oil No. 6,3.19,kg C per gallon,3464934.48,gallons/month,,,October
1003650,2015,PREPA Palo Seco Steam Power Plant,PS4,Residual Fuel Oil No. 6,3.25,kg C per gallon,5093342.1,gallons/month,,,January
1003650,2015,PREPA Palo Seco Steam Power Plant,PS4,Residual Fuel Oil No. 6,3.11,kg C per gallon,0,gallons/month,,,May
1003650,2015,PREPA Palo Seco Steam Power Plant,PS4,Residual Fuel Oil No. 6,3.17,kg C per gallon,0,gallons/month,,,September
1003650,2015,PREPA Palo Seco Steam Power Plant,PS3,Residual Fuel Oil No. 6,3.11,kg C per gallon,0,gallons/month,,,June
1003650,2015,PREPA Palo Seco Steam Power Plant,PS3,Residual Fuel Oil No. 6,3.17,kg C per gallon,29864.1,gallons/month,,,September
1003650,2015,PREPA Palo Seco Steam Power Plant,PS1,Residual Fuel Oil No. 6,3.25,kg C per gallon,2551040.52,gallons/month,,,January
1000348,2015,Resolute FP US Inc. - Catawba Operations,08-3705,Residual Fuel Oil No. 6,3.340,kg C per gallon,0,gallons/month,,,September
1000348,2015,Resolute FP US Inc. - Catawba Operations,08-2550,Residual Fuel Oil No. 6,3.38,kg C per gallon,0,gallons/month,,,August
1000348,2015,Resolute FP US Inc. - Catawba Operations,08-2550,Residual Fuel Oil No. 6,3.36,kg C per gallon,101898,gallons/month,,,November
1003649,2015,PREPA San Juan Steam Power Plant,SJ8,Residual Fuel Oil No. 6,3.25,kg C per gallon,3868285.68,gallons/month,,,February
1003649,2015,PREPA San Juan Steam Power Plant,SJ8,Residual Fuel Oil No. 6,3.16,kg C per gallon,482299.86,gallons/month,,,August
1003649,2015,PREPA San Juan Steam Power Plant,SJ8,Residual Fuel Oil No. 6,3.22,kg C per gallon,4038243.3,gallons/month,,,November
1003649,2015,PREPA San Juan Steam Power Plant,SJ10,Residual Fuel Oil No. 6,3.21,kg C per gallon,0,gallons/month,,,March
1003649,2015,PREPA San Juan Steam Power Plant,SJ9,Residual Fuel Oil No. 6,3.14,kg C per gallon,2100382.62,gallons/month,,,April
1003649,2015,PREPA San Juan Steam Power Plant,SJ9,Residual Fuel Oil No. 6,3.23,kg C per gallon,4050823.14,gallons/month,,,June
1003649,2015,PREPA San Juan Steam Power Plant,SJ7,Residual Fuel Oil No. 6,3.21,kg C per gallon,3992977.38,gallons/month,,,March
1003649,2015,PREPA San Juan Steam Power Plant,SJ7,Residual Fuel Oil No. 6,3.22,kg C per gallon,4119318,gallons/month,,,November
1007740,2015,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K1,Residual Fuel Oil No. 6,3.2,kg C per gallon,1726110.00,gallons/month,,,September
1007740,2015,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K3,Residual Fuel Oil No. 6,3.14,kg C per gallon,2032782.10,gallons/month,,,June
1007740,2015,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K4,Residual Fuel Oil No. 6,3.2,kg C per gallon,544718.10,gallons/month,,,January
1007740,2015,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K4,Residual Fuel Oil No. 6,3.21,kg C per gallon,2770736.40,gallons/month,,,March
1007740,2015,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K4,Residual Fuel Oil No. 6,3.19,kg C per gallon,2746310.80,gallons/month,,,April
1007740,2015,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K4,Residual Fuel Oil No. 6,3.14,kg C per gallon,2491723.00,gallons/month,,,June
1007740,2015,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K5,Residual Fuel Oil No. 6,3.21,kg C per gallon,4197491.90,gallons/month,,,March
1007740,2015,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K5,Residual Fuel Oil No. 6,3.19,kg C per gallon,4208645.70,gallons/month,,,April
1007740,2015,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K6,Residual Fuel Oil No. 6,3.2,kg C per gallon,0,gallons/month,,,February
1006366,2016,Catalyst Paper Operations Inc. Rumford Division,Power Boiler No. 3,Residual Fuel Oil No. 6,2.92,kg C per gallon,0,gallons/month,,,January
1006366,2016,Catalyst Paper Operations Inc. Rumford Division,Power Boiler No. 3,Residual Fuel Oil No. 6,2.84,kg C per gallon,0,gallons/month,,,September
1007740,2016,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K1,Residual Fuel Oil No. 6,3.17,kg C per gallon,2217419.2,gallons/month,,,July
1007740,2016,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K1,Residual Fuel Oil No. 6,3.15,kg C per gallon,2262567.6,gallons/month,,,September
1007740,2016,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K2,Residual Fuel Oil No. 6,3.12,kg C per gallon,2139898.2,gallons/month,,,November
1007740,2016,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K2,Residual Fuel Oil No. 6,3.13,kg C per gallon,2206659.0,gallons/month,,,December
1007740,2016,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K5,Residual Fuel Oil No. 6,3.16,kg C per gallon,2585231.5,gallons/month,,,June
1007740,2016,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K5,Residual Fuel Oil No. 6,3.17,kg C per gallon,4557677.3,gallons/month,,,July
1007740,2016,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K5,Residual Fuel Oil No. 6,3.15,kg C per gallon,1470406.1,gallons/month,,,September
1007740,2016,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K5,Residual Fuel Oil No. 6,3.12,kg C per gallon,4444692.6,gallons/month,,,November
1007740,2016,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K6,Residual Fuel Oil No. 6,3.10,kg C per gallon,637550.0,gallons/month,,,May
1007740,2016,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K6,Residual Fuel Oil No. 6,3.15,kg C per gallon,4117635.4,gallons/month,,,September
1001906,2016,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,Residual Fuel Oil No. 6,3.234,kg C per gallon,12264,gallons/month,,,June
1001906,2016,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,Residual Fuel Oil No. 6,3.352,kg C per gallon,3738,gallons/month,,,November
1001906,2016,RAYONIER PERFORMANCE FIBERS LLC Fernandina Mill,No 6 Power Boiler,Residual Fuel Oil No. 6,3.355,kg C per gallon,6552,gallons/month,,,December
1006366,2017,Catalyst Paper Operations Inc. Rumford Division,Power Boiler No. 3,Residual Fuel Oil No. 6,3.04,kg C per gallon,0,gallons/month,,,February
1006366,2017,Catalyst Paper Operations Inc. Rumford Division,Power Boiler No. 3,Residual Fuel Oil No. 6,2.87,kg C per gallon,0,gallons/month,,,March
1006366,2017,Catalyst Paper Operations Inc. Rumford Division,Power Boiler No. 3,Residual Fuel Oil No. 6,2.96,kg C per gallon,0,gallons/month,,,April
1006366,2017,Catalyst Paper Operations Inc. Rumford Division,Power Boiler No. 3,Residual Fuel Oil No. 6,2.64,kg C per gallon,0,gallons/month,,,June
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W3,Residual Fuel Oil No. 6,3.15,kg C per gallon,234954.4,gallons/month,,,February
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W4,Residual Fuel Oil No. 6,3.17,kg C per gallon,204328.4,gallons/month,,,September
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W4,Residual Fuel Oil No. 6,3.08,kg C per gallon,101746.9,gallons/month,,,December
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W5,Residual Fuel Oil No. 6,3.15,kg C per gallon,965049.5,gallons/month,,,March
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W5,Residual Fuel Oil No. 6,3.17,kg C per gallon,959194.4,gallons/month,,,August
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W5,Residual Fuel Oil No. 6,3.17,kg C per gallon,493117,gallons/month,,,September
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W6,Residual Fuel Oil No. 6,3.15,kg C per gallon,785362.6,gallons/month,,,May
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W6,Residual Fuel Oil No. 6,3.17,kg C per gallon,1141860.3,gallons/month,,,August
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W6,Residual Fuel Oil No. 6,3.13,kg C per gallon,377372.6,gallons/month,,,October
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W7,Residual Fuel Oil No. 6,3.15,kg C per gallon,865865.6,gallons/month,,,February
1007845,2017,HAWAIIAN ELECTRIC COMPANY (HECO) - WAIAU GENERATING STATION,W8,Residual Fuel Oil No. 6,3.13,kg C per gallon,2385878.4,gallons/month,,,October
1007740,2017,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K1,Residual Fuel Oil No. 6,3.15,kg C per gallon,2185098.3,gallons/month,,,November
1007740,2017,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K3,Residual Fuel Oil No. 6,3.13,kg C per gallon,1672977.8,gallons/month,,,February
1007740,2017,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K3,Residual Fuel Oil No. 6,3.21,kg C per gallon,1194055.2,gallons/month,,,May
1007740,2017,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K3,Residual Fuel Oil No. 6,3.07,kg C per gallon,2385040.9,gallons/month,,,July
1007740,2017,HAWAIIAN ELECTRIC COMPANY (HECO) KAHE GENERATING STATION,K4,Residual Fuel Oil No. 6,3.09,kg C per gallon,2178933.6,gallons/month,,,January
