,FACILITY_ID,REPORTING_YEAR,FACILITY_NAME,UNIT_NAME,FUEL_TYPE,MONTH,MASS_OF_STEAM,MASS_OF_STEAM_UOM,BOILER_RATIO_B,BOILER_HEAT_UOM
0,1004475,2017,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 1,Municipal Solid Waste,June,10003521.2,pounds steam,0.001389,mmBtu/pounds steam
1,1004475,2017,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,January,10368175.7,pounds steam,0.001389,mmBtu/pounds steam
2,1004475,2017,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,February,10368175.7,pounds steam,0.001389,mmBtu/pounds steam
3,1000219,2017,French Island,1,Wood and Wood Residuals (dry basis),January,23241946.0,pounds steam,0.00164,mmBtu/pounds steam
4,1000219,2017,French Island,1,Wood and Wood Residuals (dry basis),February,24940777.0,pounds steam,0.00164,mmBtu/pounds steam
5,1000219,2017,French Island,1,Wood and Wood Residuals (dry basis),October,22178561.0,pounds steam,0.00164,mmBtu/pounds steam
6,1000219,2017,French Island,1,Municipal Solid Waste,February,13539285.0,pounds steam,0.00164,mmBtu/pounds steam
7,1000219,2017,French Island,1,Municipal Solid Waste,July,16782985.0,pounds steam,0.00164,mmBtu/pounds steam
8,1000219,2017,French Island,2,Wood and Wood Residuals (dry basis),September,20899580.0,pounds steam,0.00166333,mmBtu/pounds steam
9,1000219,2017,French Island,2,Municipal Solid Waste,February,12012700.0,pounds steam,0.00166333,mmBtu/pounds steam
10,1006774,2017,Red Wing Plant,EU 001,Municipal Solid Waste,August,74943281.0,pounds steam,0.00160681,mmBtu/pounds steam
11,1006774,2017,Red Wing Plant,EU 001,Municipal Solid Waste,September,75772308.0,pounds steam,0.00160681,mmBtu/pounds steam
12,1006774,2017,Red Wing Plant,EU 002,Municipal Solid Waste,January,63678733.0,pounds steam,0.00160681,mmBtu/pounds steam
13,1006774,2017,Red Wing Plant,EU 002,Municipal Solid Waste,June,66418615.0,pounds steam,0.00160681,mmBtu/pounds steam
14,1007282,2017,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler A,Municipal Solid Waste,January,35324000.0,pounds steam,0.00122,mmBtu/pounds steam
15,1007282,2017,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,Municipal Solid Waste,May,27953000.0,pounds steam,0.00122,mmBtu/pounds steam
16,1007282,2017,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,Municipal Solid Waste,June,,,0.00122,mmBtu/pounds steam
17,1004618,2017,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 1,Municipal Solid Waste,November,35742400.0,pounds steam,0.00141,mmBtu/pounds steam
18,1004618,2017,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 2,Municipal Solid Waste,November,43462700.0,pounds steam,0.00141,mmBtu/pounds steam
19,1006008,2017,CLEWISTON SUGAR HOUSE,EU 001 - Boiler No. 1,Agricultural Byproducts,March,111033290.0,pounds steam,0.00215,mmBtu/pounds steam
20,1006008,2017,CLEWISTON SUGAR HOUSE,EU 001 - Boiler No. 1,Agricultural Byproducts,October,48302300.0,pounds steam,0.00215,mmBtu/pounds steam
21,1006008,2017,CLEWISTON SUGAR HOUSE,EU 028 - Boiler No. 8,Agricultural Byproducts,June,0.0,pounds steam,0.00187,mmBtu/pounds steam
22,1006008,2017,CLEWISTON SUGAR HOUSE,EU 002 - Boiler No. 2,Agricultural Byproducts,March,103770500.0,pounds steam,0.00215,mmBtu/pounds steam
23,1002561,2017,SUSQUEHANNA RESOURCE MGMT COMPLEX,MWC Unit 1,Municipal Solid Waste,October,48941083.0,pounds steam,0.001685,mmBtu/pounds steam
24,1002561,2017,SUSQUEHANNA RESOURCE MGMT COMPLEX,MWC Unit 1,Municipal Solid Waste,December,48941083.0,pounds steam,0.001685,mmBtu/pounds steam
25,1002561,2017,SUSQUEHANNA RESOURCE MGMT COMPLEX,MWC Unit 2,Municipal Solid Waste,March,45667666.0,pounds steam,0.001685,mmBtu/pounds steam
