,facility_id,facility_name,fuel_combusted,fuel_combusted_uom,fuel_type,high_heat_value,high_heat_value_uom,month,reporting_year,unit_name
0,1003241,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,0,scf/month,Natural Gas (Weighted U.S. Average),0.001067,mmBtu/scf,July,2017,CP-1
1,1003241,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,0,scf/month,Natural Gas (Weighted U.S. Average),0.001073,mmBtu/scf,August,2017,CP-1
2,1003241,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,0,scf/month,Natural Gas (Weighted U.S. Average),0.001069,mmBtu/scf,September,2017,CP-1
3,1003241,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,0,scf/month,Natural Gas (Weighted U.S. Average),0.001073,mmBtu/scf,October,2017,CP-1
4,1003241,BRIDGESTONE AMERICAS TIRE OPERATIONS LLC,0,scf/month,Natural Gas (Weighted U.S. Average),0.001072,mmBtu/scf,November,2017,CP-1
5,1007825,Michigan Power Limited Partnership,0,scf/month,Natural Gas (Weighted U.S. Average),0.00104,mmBtu/scf,July,2017,EUBOILERB
6,1007825,Michigan Power Limited Partnership,0,scf/month,Natural Gas (Weighted U.S. Average),0.00104,mmBtu/scf,August,2017,EUBOILERB
7,1007825,Michigan Power Limited Partnership,0,scf/month,Natural Gas (Weighted U.S. Average),0.00104,mmBtu/scf,October,2017,EUBOILERB
8,1007825,Michigan Power Limited Partnership,0,scf/month,Natural Gas (Weighted U.S. Average),0.00103,mmBtu/scf,December,2017,EUBOILERB
9,1001586,Garden City,0,scf/month,Natural Gas (Weighted U.S. Average),0.001101,mmBtu/scf,February,2017,S-4 Combustion Turbine
10,1001586,Garden City,0,scf/month,Natural Gas (Weighted U.S. Average),0.001115,mmBtu/scf,August,2017,S-4 Combustion Turbine
11,1001586,Garden City,0,scf/month,Natural Gas (Weighted U.S. Average),0.00112,mmBtu/scf,September,2017,S-4 Combustion Turbine
12,1001586,Garden City,0,scf/month,Natural Gas (Weighted U.S. Average),0.001125,mmBtu/scf,October,2017,S-4 Combustion Turbine
13,1001586,Garden City,0,scf/month,Natural Gas (Weighted U.S. Average),0.001114,mmBtu/scf,December,2017,S-4 Combustion Turbine
14,1000811,"Effingham County Power, LLC",0,scf/month,Natural Gas (Weighted U.S. Average),0.001032,mmBtu/scf,May,2017,AB1
15,1000811,"Effingham County Power, LLC",0,scf/month,Natural Gas (Weighted U.S. Average),0.001033,mmBtu/scf,June,2017,AB1
16,1000811,"Effingham County Power, LLC",0,scf/month,Natural Gas (Weighted U.S. Average),0.001031,mmBtu/scf,July,2017,AB1
17,1000811,"Effingham County Power, LLC",0,scf/month,Natural Gas (Weighted U.S. Average),0.00103,mmBtu/scf,August,2017,AB1
18,1001224,Brush Power Projects,0,scf/month,Natural Gas (Weighted U.S. Average),0.00108245,mmBtu/scf,January,2017,Brush 2 - Secondary Duct
