,FACILITY_ID,REPORTING_YEAR,N2O_EMISSIONS_CO2E,TOTAL_ANNUAL_HEAT_INPUT,FACILITY_NAME,UNIT_NAME,UNIT_TYPE,FUEL_TYPE,FUEL_TYPE_OTHER,FUEL_TYPE_BLEND,CH4_EMISSIONS_CO2E,OTHER_OR_BLEND_FUEL_TYPE
45,1000071,2012,271.2,8747971,York Energy Center,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,183.7,
46,1000071,2012,270.5,8726517,York Energy Center,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,183.3,
47,1000074,2012,.4,13293,"Escondido Energy Center, LLC",CT1A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.3,
48,1000074,2012,.4,13261,"Escondido Energy Center, LLC",CT1B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.3,
49,1000075,2012,.8,25764,Chula Vista Energy Center,1B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.5,
50,1000075,2012,.8,26648,Chula Vista Energy Center,1A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.6,
51,1000076,2012,1.6,45015,Klamath Energy LLC,GT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
52,1000076,2012,1.6,45229,Klamath Energy LLC,GT4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
53,1000076,2012,1.6,48023,Klamath Energy LLC,GT3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
54,1000076,2012,1.2,41612,Klamath Energy LLC,GT2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.8,
55,1000078,2012,2.8,89344.6,"Combined Locks Energy Center, LLC",B06,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.9,
56,1000080,2012,3.8,122835,Creed Energy Center,UNIT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.6,
57,1000081,2012,3.6,115772,Lambie Energy Center,UNIT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.4,
58,1000082,2012,3.8,121335,Goose Haven Energy Center,UNIT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.5,
59,1000084,2012,17711.3,35708350.7,Seminole (136),1,Electricity Generator,Mixed (Electric Power sector),,,8248.6,
60,1000084,2012,20.8,111758.36,Seminole (136),2,Electricity Generator,Distillate Fuel Oil No. 2,,,7,
61,1000084,2012,18595.8,37491579.22,Seminole (136),2,Electricity Generator,Mixed (Electric Power sector),,,8660.6,
62,1000084,2012,19.3,103751.1,Seminole (136),1,Electricity Generator,Distillate Fuel Oil No. 2,,,6.5,
63,1000085,2012,8.5,274069,Hartwell Energy Facility,MAG1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.8,
64,1000085,2012,0,0,Hartwell Energy Facility,MAG2,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
65,1000085,2012,20.1,649373,Hartwell Energy Facility,MAG2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,13.6,
66,1000085,2012,.3,1470,Hartwell Energy Facility,MAG1,Electricity Generator,Distillate Fuel Oil No. 2,,,.1,
67,1000087,2012,5.675,183051.1,NRG Energy Center Dover,2,"SCCT (CT (Turbine, simple cycle combustion))",Natural Gas (Weighted U.S. Average),,,3.844,
68,1000087,2012,.343,1844.1,NRG Energy Center Dover,3,"SCCT (CT (Turbine, simple cycle combustion))",Distillate Fuel Oil No. 2,,,.116,
69,1000087,2012,5.217,168298.0,NRG Energy Center Dover,3,"SCCT (CT (Turbine, simple cycle combustion))",Natural Gas (Weighted U.S. Average),,,3.534,
70,1000087,2012,.028,149.4,NRG Energy Center Dover,2,"SCCT (CT (Turbine, simple cycle combustion))",Distillate Fuel Oil No. 2,,,.009,
71,1000095,2012,382.4,12336890,Red Oak Power LLC,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,259.1,
72,1000095,2012,329.7,10634446,Red Oak Power LLC,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,223.3,
73,1000095,2012,420.5,13565853,Red Oak Power LLC,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,284.9,
74,1000096,2012,1.5,48549,Southeast Chicago Energy Project,CTG7,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
75,1000096,2012,1.5,48995,Southeast Chicago Energy Project,CTG6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
76,1000096,2012,1.4,46643,Southeast Chicago Energy Project,CTG5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
77,1000096,2012,1.7,55401,Southeast Chicago Energy Project,CTG10,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.2,
78,1000096,2012,1.4,43817,Southeast Chicago Energy Project,CTG8,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.9,
79,1000096,2012,1.5,48873,Southeast Chicago Energy Project,CTG9,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
80,1000096,2012,1.5,48381,Southeast Chicago Energy Project,CTG11,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
81,1000096,2012,1.4,45690,Southeast Chicago Energy Project,CTG12,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
82,1000097,2012,282.4,9111862,Gila River Power Station,4CTGB,Electricity Generator,Natural Gas (Weighted U.S. Average),,,191.3,
83,1000097,2012,265,8549318,Gila River Power Station,4CTGA,Electricity Generator,Natural Gas (Weighted U.S. Average),,,179.6,
84,1000097,2012,187.6,6049904,Gila River Power Station,3CTGB,Electricity Generator,Natural Gas (Weighted U.S. Average),,,127,
85,1000097,2012,186,6004215,Gila River Power Station,3CTGA,Electricity Generator,Natural Gas (Weighted U.S. Average),,,126,
86,1000097,2012,86.5,2792120,Gila River Power Station,2CTGB,Electricity Generator,Natural Gas (Weighted U.S. Average),,,58.6,
87,1000097,2012,57.7,1864925,Gila River Power Station,2CTGA,Electricity Generator,Natural Gas (Weighted U.S. Average),,,39.1,
88,1000097,2012,62.9,2027484,Gila River Power Station,1CTGA,Electricity Generator,Natural Gas (Weighted U.S. Average),,,42.6,
89,1000097,2012,78.1,2524344,Gila River Power Station,1CTGB,Electricity Generator,Natural Gas (Weighted U.S. Average),,,52.9,
90,1000098,2012,454.8,14671142,"Wise County Power Company, LLC",GT-2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,308.1,
91,1000098,2012,464.4,14981279,"Wise County Power Company, LLC",GT-1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,314.6,
92,1000100,2012,124.3,4008789,"New Harquahala Generating Company, LLC",CTG1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,84.2,
93,1000100,2012,118.2,3814399,"New Harquahala Generating Company, LLC",CTG2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,80.1,
94,1000100,2012,80.4,2593370,"New Harquahala Generating Company, LLC",CTG3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,54.5,
95,1000101,2012,330.8,10672138,Athens Generating Company,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,224.1,
96,1000101,2012,418.4,13496086,Athens Generating Company,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,283.4,
97,1000101,2012,476.6,15373172,Athens Generating Company,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,322.8,
98,1000102,2012,248.5,8016460,Sunrise Power Company,CTG1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,168.3,
99,1000102,2012,227.6,7341985,Sunrise Power Company,CTG2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,154.2,
100,1000106,2012,383,12354813.878,Waterford Plant,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,259.5,
101,1000106,2012,370.7,11956916.239,Waterford Plant,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,251.1,
102,1000106,2012,372.9,12027451.937,Waterford Plant,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,252.6,
103,1000107,2012,338.5,10920345,Osprey Energy Center,CT2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,229.3,
104,1000107,2012,376.6,12148554,Osprey Energy Center,CT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,255.1,
105,1000108,2012,15.4,495296,North 1st,NO1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,10.4,
106,1000109,2012,16.1,520065,West Lorain,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,10.9,
107,1000109,2012,0,0,West Lorain,2,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
108,1000109,2012,0,0,West Lorain,3,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
109,1000109,2012,15.5,495595,West Lorain,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,10.5,
110,1000109,2012,16.4,529095,West Lorain,6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,11.1,
111,1000109,2012,16.1,524331,West Lorain,4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,10.9,
112,1000109,2012,0,0,West Lorain,5,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
113,1000109,2012,16.1,517419,West Lorain,5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,10.9,
114,1000109,2012,0,0,West Lorain,6,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
115,1000109,2012,0,0,West Lorain,4,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
116,1000110,2012,8.6,277619,Midulla Generating Station,4A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.8,
117,1000110,2012,0,0.4,Midulla Generating Station,7B,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
118,1000110,2012,8,256758,Midulla Generating Station,4B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.4,
119,1000110,2012,0,36,Midulla Generating Station,4B,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
120,1000110,2012,12,388074.2,Midulla Generating Station,5A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.1,
121,1000110,2012,0,1.1,Midulla Generating Station,5A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
122,1000110,2012,10.5,338940,Midulla Generating Station,8A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.1,
123,1000110,2012,0,0.6,Midulla Generating Station,8A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
124,1000110,2012,11.2,362813,Midulla Generating Station,8B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.6,
125,1000110,2012,0,0.5,Midulla Generating Station,8B,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
126,1000110,2012,261.9,8447486.7,Midulla Generating Station,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,177.4,
127,1000110,2012,2.5,13613,Midulla Generating Station,1,Electricity Generator,Distillate Fuel Oil No. 2,,,.9,
128,1000110,2012,324.4,10466078.7,Midulla Generating Station,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,219.8,
129,1000110,2012,3,16269.7,Midulla Generating Station,2,Electricity Generator,Distillate Fuel Oil No. 2,,,1,
130,1000110,2012,10.7,346429,Midulla Generating Station,5B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.3,
131,1000110,2012,0,0,Midulla Generating Station,5B,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
132,1000110,2012,12.2,394669,Midulla Generating Station,6A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.3,
133,1000110,2012,0,1.0,Midulla Generating Station,6A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
134,1000110,2012,11.6,373099.6,Midulla Generating Station,6B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.8,
135,1000110,2012,0,1,Midulla Generating Station,6B,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
136,1000110,2012,12.7,410662,Midulla Generating Station,7A,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.6,
137,1000110,2012,0,0,Midulla Generating Station,7A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
138,1000110,2012,12,385911.3,Midulla Generating Station,7B,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.1,
139,1000110,2012,0,47.71,Midulla Generating Station,4A,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
140,1000111,2012,10.5,338907,Vernon Boulevard,VB01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.1,
141,1000111,2012,11.4,369123,Vernon Boulevard,VB02,Electricity Generator,Natural Gas (Weighted U.S. Average),,,7.8,
142,1000112,2012,21,676373,23rd and 3rd,2302,Electricity Generator,Natural Gas (Weighted U.S. Average),,,14.2,
143,1000112,2012,18.6,598522,23rd and 3rd,2301,Electricity Generator,Natural Gas (Weighted U.S. Average),,,12.6,
144,1000113,2012,30,968416,Pouch Terminal,PT01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,20.3,
145,1000114,2012,21.6,696150,Brentwood,BW01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,14.6,
146,1000115,2012,36.8,1187820,Osceola,OSC1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,24.9,
147,1000115,2012,.1,767,Osceola,OSC1,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
148,1000115,2012,.1,367,Osceola,OSC3,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
149,1000115,2012,.1,544,Osceola,OSC2,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
150,1000115,2012,45.9,1481478,Osceola,OSC3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,31.1,
151,1000115,2012,46.4,1496504,Osceola,OSC2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,31.4,
152,1000116,2012,7.5,243047,Harlem River Yard,HR01,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.1,
153,1000116,2012,8.6,278006,Harlem River Yard,HR02,Electricity Generator,Natural Gas (Weighted U.S. Average),,,5.8,
154,1000117,2012,26.5,853744,"West Valley Power, LLC",U1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,17.9,
155,1000117,2012,22.1,714112,"West Valley Power, LLC",U2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,15,
156,1000117,2012,24.6,791947,"West Valley Power, LLC",U5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,16.6,
157,1000117,2012,23.8,768042,"West Valley Power, LLC",U4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,16.1,
158,1000117,2012,23.5,758292,"West Valley Power, LLC",U3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,15.9,
159,1000118,2012,0,0,Solway Plant,1,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
160,1000118,2012,19.1,616474,Solway Plant,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,12.9,
161,1000119,2012,4,127850,Hoosier Energy Lawrence Co Station,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.7,
162,1000119,2012,4.3,136124,Hoosier Energy Lawrence Co Station,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.9,
163,1000119,2012,4,132363,Hoosier Energy Lawrence Co Station,6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.7,
164,1000119,2012,3.7,119024,Hoosier Energy Lawrence Co Station,4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.5,
165,1000119,2012,4,127436,Hoosier Energy Lawrence Co Station,5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.7,
166,1000119,2012,4,131323,Hoosier Energy Lawrence Co Station,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2.7,
167,1000120,2012,1.5,48170,Evander Andrews Power Complex,CT2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
168,1000120,2012,1.5,48173,Evander Andrews Power Complex,CT3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
169,1000120,2012,21.3,688331,Evander Andrews Power Complex,CT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,14.5,
170,1000121,2012,2.9,94016,Warren F. Sam Beasley Pwr Station,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,2,
171,1000121,2012,1.8,9897,Warren F. Sam Beasley Pwr Station,2,Electricity Generator,Distillate Fuel Oil No. 2,,,.6,
172,1000121,2012,.4,13065,Warren F. Sam Beasley Pwr Station,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.3,
173,1000121,2012,1.7,9272,Warren F. Sam Beasley Pwr Station,1,Electricity Generator,Distillate Fuel Oil No. 2,,,.6,
174,1000122,2012,4.4,143217,"Gilroy Energy Center, LLC for King City",2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,3,
175,1000123,2012,16.8,541314,Yuba City Energy Center,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,11.4,
176,1000125,2012,313.8,10122308,Ackerman Combined Cycle,AA-002,Electricity Generator,Natural Gas (Weighted U.S. Average),,,212.6,
177,1000125,2012,311.4,10045917,Ackerman Combined Cycle,AA-001,Electricity Generator,Natural Gas (Weighted U.S. Average),,,211,
178,1000127,2012,237.9,7675473,Bethlehem Power Plant,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,161.2,
179,1000127,2012,.2,1114,Bethlehem Power Plant,1,Electricity Generator,Distillate Fuel Oil No. 2,,,.1,
180,1000127,2012,198.6,6407740.5,Bethlehem Power Plant,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,134.6,
181,1000127,2012,.2,931.5,Bethlehem Power Plant,2,Electricity Generator,Distillate Fuel Oil No. 2,,,.1,
182,1000127,2012,243,7838661.5,Bethlehem Power Plant,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,164.6,
183,1000127,2012,.2,1138,Bethlehem Power Plant,7,Electricity Generator,Distillate Fuel Oil No. 2,,,.1,
184,1000127,2012,241.2,7780139,Bethlehem Power Plant,5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,163.4,
185,1000127,2012,0,0,Bethlehem Power Plant,5,Electricity Generator,Distillate Fuel Oil No. 2,,,0,
186,1000127,2012,247.2,7974139,Bethlehem Power Plant,6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,167.5,
187,1000127,2012,2.3,12380,Bethlehem Power Plant,6,Electricity Generator,Distillate Fuel Oil No. 2,,,.8,
188,1000127,2012,247.7,7988757.7,Bethlehem Power Plant,7,Electricity Generator,Natural Gas (Weighted U.S. Average),,,167.8,
189,1000127,2012,.2,1128.5,Bethlehem Power Plant,3,Electricity Generator,Distillate Fuel Oil No. 2,,,.1,
190,1000128,2012,7.3,234780,Indigo Generation Facility,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,4.9,
191,1000128,2012,6.5,210184,Indigo Generation Facility,3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,4.4,
192,1000128,2012,6.5,210917,Indigo Generation Facility,2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,4.4,
193,1000129,2012,1.5,49653,AL Sandersville,CT3,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1,
194,1000129,2012,1.6,50393,AL Sandersville,CT4,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.1,
195,1000129,2012,1,31924,AL Sandersville,CT7,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.7,
196,1000129,2012,1.8,57618,AL Sandersville,CT2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.2,
197,1000129,2012,1.6,53125,AL Sandersville,CT1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.1,
198,1000129,2012,1.8,57379,AL Sandersville,CT5,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.2,
199,1000129,2012,1.6,53001,AL Sandersville,CT6,Electricity Generator,Natural Gas (Weighted U.S. Average),,,1.1,
200,1000129,2012,1,32309,AL Sandersville,CT8,Electricity Generator,Natural Gas (Weighted U.S. Average),,,.7,
201,1000130,2012,12.5,402695,Hanford Energy Park Peaker,HEP2,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.5,
202,1000130,2012,12.6,406887,Hanford Energy Park Peaker,HEP1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,8.5,
203,1000131,2012,13.8,73989,Bayswater Peaking Facility,2,Electricity Generator,Distillate Fuel Oil No. 2,,,4.7,
204,1000131,2012,47,1516282,Bayswater Peaking Facility,1,Electricity Generator,Natural Gas (Weighted U.S. Average),,,31.8,
205,1000132,2012,1.945,62730.2,Astoria Gas Turbine Power,CT2-4B,"SCCT (CT (Turbine, simple cycle combustion))",Natural Gas (Weighted U.S. Average),,,1.317,
206,1000132,2012,0,0.0,Astoria Gas Turbine Power,CT2-4A,"SCCT (CT (Turbine, simple cycle combustion))",Distillate Fuel Oil No. 2,,,0,
207,1000132,2012,1.587,51191.4,Astoria Gas Turbine Power,CT3-1A,"SCCT (CT (Turbine, simple cycle combustion))",Natural Gas (Weighted U.S. Average),,,1.075,
208,1000132,2012,0,0.0,Astoria Gas Turbine Power,CT3-1A,"SCCT (CT (Turbine, simple cycle combustion))",Distillate Fuel Oil No. 2,,,0,
209,1000132,2012,1.587,51191.4,Astoria Gas Turbine Power,CT3-1B,"SCCT (CT (Turbine, simple cycle combustion))",Natural Gas (Weighted U.S. Average),,,1.075,
210,1000132,2012,0,0.0,Astoria Gas Turbine Power,CT3-1B,"SCCT (CT (Turbine, simple cycle combustion))",Distillate Fuel Oil No. 2,,,0,
211,1000132,2012,1.939,62539.0,Astoria Gas Turbine Power,CT3-2A,"SCCT (CT (Turbine, simple cycle combustion))",Natural Gas (Weighted U.S. Average),,,1.313,
212,1000132,2012,0,0.0,Astoria Gas Turbine Power,CT3-2A,"SCCT (CT (Turbine, simple cycle combustion))",Distillate Fuel Oil No. 2,,,0,
213,1000132,2012,1.939,62539.0,Astoria Gas Turbine Power,CT3-2B,"SCCT (CT (Turbine, simple cycle combustion))",Natural Gas (Weighted U.S. Average),,,1.313,
