C_T2EQC2CMONTHLYINPUTS.FACILITY_ID,C_T2EQC2CMONTHLYINPUTS.REPORTING_YEAR,C_T2EQC2CMONTHLYINPUTS.FACILITY_NAME,C_T2EQC2CMONTHLYINPUTS.UNIT_NAME,C_T2EQC2CMONTHLYINPUTS.FUEL_TYPE,C_T2EQC2CMONTHLYINPUTS.MONTH,C_T2EQC2CMONTHLYINPUTS.MASS_OF_STEAM,C_T2EQC2CMONTHLYINPUTS.MASS_OF_STEAM_UOM,C_T2EQC2CMONTHLYINPUTS.BOILER_RATIO_B,C_T2EQC2CMONTHLYINPUTS.BOILER_HEAT_UOM
1007282,2016,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler A,Municipal Solid Waste,December,33568,pounds steam,0.00122,mmBtu/pounds steam
1007282,2016,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,Municipal Solid Waste,May,38090000,pounds steam,0.00122,mmBtu/pounds steam
1004963,2015,Covanta WBH,Unit 2,Municipal Solid Waste,March,60597500,pounds steam,0.001589,mmBtu/pounds steam
1004963,2015,Covanta WBH,Unit 2,Municipal Solid Waste,November,60597500,pounds steam,0.001589,mmBtu/pounds steam
1004963,2015,Covanta WBH,Unit 3,Municipal Solid Waste,January,64434333,pounds steam,0.001589,mmBtu/pounds steam
1004963,2015,Covanta WBH,Unit 3,Municipal Solid Waste,December,64434333,pounds steam,0.001589,mmBtu/pounds steam
1003410,2015,Key City/Wilmarth Plant,1,Municipal Solid Waste,September,43004124,pounds steam,0.00159027,mmBtu/pounds steam
1003410,2015,Key City/Wilmarth Plant,2,Municipal Solid Waste,September,53804078,pounds steam,0.00159027,mmBtu/pounds steam
1004969,2015,Wheelabrator Portsmouth Inc.,Unit 1,Municipal Solid Waste,August,91057916.67,pounds steam,0.00132,mmBtu/pounds steam
1004969,2015,Wheelabrator Portsmouth Inc.,Unit 1,Municipal Solid Waste,November,91057916.67,pounds steam,0.00132,mmBtu/pounds steam
1004969,2015,Wheelabrator Portsmouth Inc.,Unit 2,Municipal Solid Waste,August,93833083.33,pounds steam,0.00132,mmBtu/pounds steam
1004969,2015,Wheelabrator Portsmouth Inc.,Unit 2,Municipal Solid Waste,September,93833083.33,pounds steam,0.00132,mmBtu/pounds steam
1004969,2015,Wheelabrator Portsmouth Inc.,Unit 3,Municipal Solid Waste,February,91093500,pounds steam,0.00132,mmBtu/pounds steam
1004969,2015,Wheelabrator Portsmouth Inc.,Unit 3,Municipal Solid Waste,October,91093500,pounds steam,0.00132,mmBtu/pounds steam
1000219,2014,French Island,1,Wood and Wood Residuals (dry basis),April,13981228,pounds steam,0.00164,mmBtu/pounds steam
1000219,2014,French Island,1,Municipal Solid Waste,December,14957307,pounds steam,0.00164,mmBtu/pounds steam
1000219,2014,French Island,2,Wood and Wood Residuals (dry basis),March,15794887,pounds steam,0.00166333,mmBtu/pounds steam
1000219,2014,French Island,2,Wood and Wood Residuals (dry basis),April,18181824,pounds steam,0.00166333,mmBtu/pounds steam
1000219,2014,French Island,2,Wood and Wood Residuals (dry basis),May,16824294,pounds steam,0.00166333,mmBtu/pounds steam
1000219,2014,French Island,2,Municipal Solid Waste,February,14133817,pounds steam,0.00166333,mmBtu/pounds steam
1000219,2014,French Island,2,Municipal Solid Waste,April,19031514,pounds steam,0.00166333,mmBtu/pounds steam
1003244,2017,HUNTSVILLE SOLID WASTE DISPOSAL AUTHORIT,GP-MWC 1 & 2  PB 1  2  3  & 4,Municipal Solid Waste,December,118958250,pounds steam,0.001449,mmBtu/pounds steam
1001869,2017,COVANTA WARREN ENERGY RESOURCE CO,GP-Stack,Municipal Solid Waste,March,81907000,pounds steam,0.00176,mmBtu/pounds steam
1001869,2017,COVANTA WARREN ENERGY RESOURCE CO,GP-Stack,Municipal Solid Waste,June,81907000,pounds steam,0.00176,mmBtu/pounds steam
1001869,2017,COVANTA WARREN ENERGY RESOURCE CO,GP-Stack,Municipal Solid Waste,July,81907000,pounds steam,0.00176,mmBtu/pounds steam
1006340,2017,PERHAM RESOURCE RECOVERY FACILITY,North Unit,Municipal Solid Waste,June,15596800,pounds steam,0.001324,mmBtu/pounds steam
1006340,2017,PERHAM RESOURCE RECOVERY FACILITY,North Unit,Municipal Solid Waste,July,15596800,pounds steam,0.001324,mmBtu/pounds steam
1006340,2017,PERHAM RESOURCE RECOVERY FACILITY,North Unit,Municipal Solid Waste,November,15596800,pounds steam,0.001324,mmBtu/pounds steam
1006340,2017,PERHAM RESOURCE RECOVERY FACILITY,South Unit,Municipal Solid Waste,August,12226875,pounds steam,0.001309,mmBtu/pounds steam
1006340,2017,PERHAM RESOURCE RECOVERY FACILITY,South Unit,Municipal Solid Waste,September,12226875,pounds steam,0.001309,mmBtu/pounds steam
1006340,2017,PERHAM RESOURCE RECOVERY FACILITY,South Unit,Municipal Solid Waste,December,12226875,pounds steam,0.001309,mmBtu/pounds steam
1005172,2017,COVANTA BRISTOL  INC,GP-Combustors,Municipal Solid Waste,January,103424000,pounds steam,0.001665,mmBtu/pounds steam
1005673,2017,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,Municipal Solid Waste,May,50182000,pounds steam,0.0013,mmBtu/pounds steam
1005673,2017,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,Municipal Solid Waste,August,53390400,pounds steam,0.0013,mmBtu/pounds steam
1005673,2017,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,Municipal Solid Waste,September,49538000,pounds steam,0.0013,mmBtu/pounds steam
1005673,2017,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,Municipal Solid Waste,October,47510400,pounds steam,0.0013,mmBtu/pounds steam
1005673,2017,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,Municipal Solid Waste,February,41234400,pounds steam,0.0013,mmBtu/pounds steam
1005673,2017,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,Municipal Solid Waste,December,45772000,pounds steam,0.0013,mmBtu/pounds steam
1002744,2015,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,GP-Boilers 1 and 2,Municipal Solid Waste,October,125502287.65,pounds steam,0.00179,mmBtu/pounds steam
1002744,2015,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,GP-Boilers 1 and 2,Municipal Solid Waste,December,125502287.65,pounds steam,0.00179,mmBtu/pounds steam
1004279,2015,WHEELABRATOR GLOUCESTER COMPANY  L.P.,Unit 2,Municipal Solid Waste,February,42320083,pounds steam,0.00151,mmBtu/pounds steam
1004279,2015,WHEELABRATOR GLOUCESTER COMPANY  L.P.,Unit 2,Municipal Solid Waste,March,42320083,pounds steam,0.00151,mmBtu/pounds steam
1004279,2015,WHEELABRATOR GLOUCESTER COMPANY  L.P.,Unit 1,Municipal Solid Waste,January,43918583,pounds steam,0.00151,mmBtu/pounds steam
1004279,2015,WHEELABRATOR GLOUCESTER COMPANY  L.P.,Unit 1,Municipal Solid Waste,December,43918583,pounds steam,0.00151,mmBtu/pounds steam
1005528,2015,OLMSTED WASTE-TO-ENERGY FACILITY,GP-01,Municipal Solid Waste,September,62653083,pounds steam,0.001558448,mmBtu/pounds steam
1005528,2015,OLMSTED WASTE-TO-ENERGY FACILITY,GP-01,Municipal Solid Waste,October,62653083,pounds steam,0.001558448,mmBtu/pounds steam
1004865,2015,COVANTA SPRINGFIELD LLC,GP-Facility Stack,Municipal Solid Waste,May,61416840,pounds steam,0.001607717,mmBtu/pounds steam
1006369,2015,WHEELABRATOR CONCORD COMPANY LP,Unit 1,Municipal Solid Waste,September,46730500,pounds steam,0.00156,mmBtu/pounds steam
1006369,2015,WHEELABRATOR CONCORD COMPANY LP,Unit 1,Municipal Solid Waste,October,46730500,pounds steam,0.00156,mmBtu/pounds steam
1001869,2016,COVANTA WARREN ENERGY RESOURCE CO,GP-Stack,Municipal Solid Waste,March,82806250,pounds steam,0.00176,mmBtu/pounds steam
1001869,2016,COVANTA WARREN ENERGY RESOURCE CO,GP-Stack,Municipal Solid Waste,October,82806250,pounds steam,0.00176,mmBtu/pounds steam
1001869,2016,COVANTA WARREN ENERGY RESOURCE CO,GP-Stack,Municipal Solid Waste,November,82806250,pounds steam,0.00176,mmBtu/pounds steam
1004968,2015,WHEELABRATOR HUDSON FALLS LLC,Unit 1,Municipal Solid Waste,September,41921000,pounds steam,0.00148,mmBtu/pounds steam
1004968,2015,WHEELABRATOR HUDSON FALLS LLC,Unit 1,Municipal Solid Waste,November,41921000,pounds steam,0.00148,mmBtu/pounds steam
1004968,2015,WHEELABRATOR HUDSON FALLS LLC,Unit 2,Municipal Solid Waste,October,40265417,pounds steam,0.00148,mmBtu/pounds steam
1004968,2015,WHEELABRATOR HUDSON FALLS LLC,Unit 2,Municipal Solid Waste,December,40265417,pounds steam,0.00148,mmBtu/pounds steam
1002744,2017,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,GP-Boilers 1 and 2,Municipal Solid Waste,March,127967416.67,pounds steam,0.001729,mmBtu/pounds steam
1002744,2017,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,GP-Boilers 1 and 2,Municipal Solid Waste,July,127967416.67,pounds steam,0.001729,mmBtu/pounds steam
1003200,2014,Covanta Stanislaus Inc.,GP-1,Municipal Solid Waste,July,152543300,pounds steam,0.00172,mmBtu/pounds steam
1006792,2014,SIERRA POWER CORPORATION,Biomass Cogeneration,Wood and Wood Residuals (dry basis),May,0,pounds steam,0.001712,mmBtu/pounds steam
1006792,2014,SIERRA POWER CORPORATION,Biomass Cogeneration,Wood and Wood Residuals (dry basis),July,0,pounds steam,0.001712,mmBtu/pounds steam
