C_T2EQC2CMONTHLYINPUTS.FACILITY_ID,C_T2EQC2CMONTHLYINPUTS.REPORTING_YEAR,C_T2EQC2CMONTHLYINPUTS.FACILITY_NAME,C_T2EQC2CMONTHLYINPUTS.UNIT_NAME,C_T2EQC2CMONTHLYINPUTS.FUEL_TYPE,C_T2EQC2CMONTHLYINPUTS.MONTH,C_T2EQC2CMONTHLYINPUTS.MASS_OF_STEAM,C_T2EQC2CMONTHLYINPUTS.MASS_OF_STEAM_UOM,C_T2EQC2CMONTHLYINPUTS.BOILER_RATIO_B,C_T2EQC2CMONTHLYINPUTS.BOILER_HEAT_UOM
1004618,2015,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 2,Municipal Solid Waste,September,30156100,pounds steam,0.00141,mmBtu/pounds steam
1004618,2015,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 2,Municipal Solid Waste,December,29054200,pounds steam,0.00141,mmBtu/pounds steam
1000219,2014,French Island,1,Wood and Wood Residuals (dry basis),February,16105168,pounds steam,0.00164,mmBtu/pounds steam
1000219,2014,French Island,1,Wood and Wood Residuals (dry basis),December,21105885,pounds steam,0.00164,mmBtu/pounds steam
1000219,2014,French Island,2,Wood and Wood Residuals (dry basis),July,20074984,pounds steam,0.00166333,mmBtu/pounds steam
1000219,2014,French Island,2,Wood and Wood Residuals (dry basis),August,14876999,pounds steam,0.00166333,mmBtu/pounds steam
1000219,2014,French Island,2,Wood and Wood Residuals (dry basis),December,23053764,pounds steam,0.00166333,mmBtu/pounds steam
1000219,2014,French Island,2,Municipal Solid Waste,May,14333956,pounds steam,0.00166333,mmBtu/pounds steam
1000047,2016,PENOBSCOT ENERGY RECOVERY CO.,GP-MWC,Municipal Solid Waste,October,152849889,pounds steam,0.00136,mmBtu/pounds steam
1001869,2017,COVANTA WARREN ENERGY RESOURCE CO,GP-Stack,Municipal Solid Waste,January,81907000,pounds steam,0.00176,mmBtu/pounds steam
1006340,2017,PERHAM RESOURCE RECOVERY FACILITY,North Unit,Municipal Solid Waste,December,15596800,pounds steam,0.001324,mmBtu/pounds steam
1006340,2017,PERHAM RESOURCE RECOVERY FACILITY,South Unit,Municipal Solid Waste,July,12226875,pounds steam,0.001309,mmBtu/pounds steam
1005172,2017,COVANTA BRISTOL  INC,GP-Combustors,Municipal Solid Waste,March,103424000,pounds steam,0.001665,mmBtu/pounds steam
1005172,2017,COVANTA BRISTOL  INC,GP-Combustors,Municipal Solid Waste,April,103424000,pounds steam,0.001665,mmBtu/pounds steam
1005673,2017,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,Municipal Solid Waste,April,47488800,pounds steam,0.0013,mmBtu/pounds steam
1005673,2017,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,Municipal Solid Waste,October,36407000,pounds steam,0.0013,mmBtu/pounds steam
1002744,2015,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,GP-Boilers 1 and 2,Municipal Solid Waste,March,125502287.65,pounds steam,0.00179,mmBtu/pounds steam
1002744,2015,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,GP-Boilers 1 and 2,Municipal Solid Waste,July,125502287.65,pounds steam,0.00179,mmBtu/pounds steam
1004279,2015,WHEELABRATOR GLOUCESTER COMPANY  L.P.,Unit 1,Municipal Solid Waste,February,43918583,pounds steam,0.00151,mmBtu/pounds steam
1004865,2015,COVANTA SPRINGFIELD LLC,GP-Facility Stack,Municipal Solid Waste,January,63055080,pounds steam,0.001607717,mmBtu/pounds steam
1004865,2015,COVANTA SPRINGFIELD LLC,GP-Facility Stack,Municipal Solid Waste,August,54318000,pounds steam,0.001607717,mmBtu/pounds steam
1006369,2015,WHEELABRATOR CONCORD COMPANY LP,Unit #2,Municipal Solid Waste,May,47234833.333,pounds steam,0.00156,mmBtu/pounds steam
1006369,2015,WHEELABRATOR CONCORD COMPANY LP,Unit #2,Municipal Solid Waste,July,47234833.333,pounds steam,0.00156,mmBtu/pounds steam
1006369,2015,WHEELABRATOR CONCORD COMPANY LP,Unit #2,Municipal Solid Waste,August,47234833.333,pounds steam,0.00156,mmBtu/pounds steam
1006369,2015,WHEELABRATOR CONCORD COMPANY LP,Unit 1,Municipal Solid Waste,May,46730500,pounds steam,0.00156,mmBtu/pounds steam
1006369,2015,WHEELABRATOR CONCORD COMPANY LP,Unit 1,Municipal Solid Waste,July,46730500,pounds steam,0.00156,mmBtu/pounds steam
1000362,2015,CAMDEN CNTY RESOURCE RECOVERY ASSOC,GP-Facility Emissions,Municipal Solid Waste,August,198182203.92,pounds steam,0.001465,mmBtu/pounds steam
1001869,2016,COVANTA WARREN ENERGY RESOURCE CO,GP-Stack,Municipal Solid Waste,February,82806250,pounds steam,0.00176,mmBtu/pounds steam
1004968,2015,WHEELABRATOR HUDSON FALLS LLC,Unit 1,Municipal Solid Waste,February,41921000,pounds steam,0.00148,mmBtu/pounds steam
1004968,2015,WHEELABRATOR HUDSON FALLS LLC,Unit 2,Municipal Solid Waste,May,40265417,pounds steam,0.00148,mmBtu/pounds steam
1004968,2015,WHEELABRATOR HUDSON FALLS LLC,Unit 2,Municipal Solid Waste,June,40265417,pounds steam,0.00148,mmBtu/pounds steam
1004968,2015,WHEELABRATOR HUDSON FALLS LLC,Unit 2,Municipal Solid Waste,July,40265417,pounds steam,0.00148,mmBtu/pounds steam
1002744,2017,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,GP-Boilers 1 and 2,Municipal Solid Waste,February,127967416.67,pounds steam,0.001729,mmBtu/pounds steam
1002744,2017,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,GP-Boilers 1 and 2,Municipal Solid Waste,June,127967416.67,pounds steam,0.001729,mmBtu/pounds steam
1003200,2014,Covanta Stanislaus Inc.,GP-1,Municipal Solid Waste,June,133488900,pounds steam,0.00172,mmBtu/pounds steam
1006792,2014,SIERRA POWER CORPORATION,Biomass Cogeneration,Wood and Wood Residuals (dry basis),November,0,pounds steam,0.001712,mmBtu/pounds steam
1006792,2014,SIERRA POWER CORPORATION,Biomass Cogeneration,Agricultural Byproducts,September,0,pounds steam,0.001712,mmBtu/pounds steam
1005528,2014,OLMSTED WASTE-TO-ENERGY FACILITY,GP-01,Municipal Solid Waste,August,57910916,pounds steam,0.001558448,mmBtu/pounds steam
1004618,2014,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 1,Municipal Solid Waste,May,31212000.3,pounds steam,0.00141,mmBtu/pounds steam
1004618,2014,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 1,Municipal Solid Waste,June,25230000.1,pounds steam,0.00141,mmBtu/pounds steam
1004618,2014,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 1,Municipal Solid Waste,August,24433000.4,pounds steam,0.00141,mmBtu/pounds steam
1004618,2014,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 1,Municipal Solid Waste,November,1406000,pounds steam,0.00141,mmBtu/pounds steam
1004618,2014,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 1,Municipal Solid Waste,December,0,pounds steam,0.00141,mmBtu/pounds steam
1004618,2014,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 2,Municipal Solid Waste,March,30276000.8,pounds steam,0.00141,mmBtu/pounds steam
1004618,2014,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 2,Municipal Solid Waste,November,2953000.8,pounds steam,0.00141,mmBtu/pounds steam
1004797,2015,COVANTA PITTSFIELD LLC,GP-Facility Stack,Municipal Solid Waste,November,37423271,pounds steam,0.001470773,mmBtu/pounds steam
1004053,2015,City of Spokane Waste-to-Energy,Unit 2,Municipal Solid Waste,January,39700590,pounds steam,0.0016,mmBtu/pounds steam
1004053,2015,City of Spokane Waste-to-Energy,Unit 2,Municipal Solid Waste,August,73711080,pounds steam,0.0016,mmBtu/pounds steam
1004053,2015,City of Spokane Waste-to-Energy,Unit 2,Municipal Solid Waste,September,63854580,pounds steam,0.0016,mmBtu/pounds steam
1004053,2015,City of Spokane Waste-to-Energy,Unit 1,Municipal Solid Waste,February,57285870,pounds steam,0.0016,mmBtu/pounds steam
1004053,2015,City of Spokane Waste-to-Energy,Unit 1,Municipal Solid Waste,June,68833770,pounds steam,0.0016,mmBtu/pounds steam
1004053,2015,City of Spokane Waste-to-Energy,Unit 1,Municipal Solid Waste,November,57803210,pounds steam,0.0016,mmBtu/pounds steam
1004572,2015,MCKAY BAY FACILITY,GP-MWC,Municipal Solid Waste,June,156096000,pounds steam,0.00167,mmBtu/pounds steam
1004572,2015,MCKAY BAY FACILITY,GP-MWC,Municipal Solid Waste,July,156096000,pounds steam,0.00167,mmBtu/pounds steam
1003200,2016,Covanta Stanislaus Inc.,GP-1,Municipal Solid Waste,June,145420800,pounds steam,0.001724378,mmBtu/pounds steam
1003200,2016,Covanta Stanislaus Inc.,GP-1,Municipal Solid Waste,November,144470500,pounds steam,0.001724378,mmBtu/pounds steam
1003200,2016,Covanta Stanislaus Inc.,GP-1,Municipal Solid Waste,December,136787100,pounds steam,0.001724378,mmBtu/pounds steam
1000362,2017,CAMDEN CNTY RESOURCE RECOVERY ASSOC,GP-Facility Emissions,Municipal Solid Waste,February,179984603,pounds steam,0.00147,mmBtu/pounds steam
1000362,2017,CAMDEN CNTY RESOURCE RECOVERY ASSOC,GP-Facility Emissions,Municipal Solid Waste,December,204183710,pounds steam,0.00147,mmBtu/pounds steam
1004865,2017,COVANTA SPRINGFIELD LLC,GP-Facility Stack,Municipal Solid Waste,May,62207880,pounds steam,0.001607717,mmBtu/pounds steam
1004797,2017,COVANTA PITTSFIELD LLC,GP-Facility Stack,Municipal Solid Waste,February,36662848,pounds steam,0.001470773,mmBtu/pounds steam
1004797,2017,COVANTA PITTSFIELD LLC,GP-Facility Stack,Municipal Solid Waste,March,43614192,pounds steam,0.001470773,mmBtu/pounds steam
1002744,2016,SOUTHEASTERN CT RESOURCE RECOVERY FACILITY,GP-Boilers 1 and 2,Municipal Solid Waste,February,129999166,pounds steam,0.001729,mmBtu/pounds steam
1006340,2016,PERHAM RESOURCE RECOVERY FACILITY,South Unit,Municipal Solid Waste,January,12283350.7,pounds steam,0.001309,mmBtu/pounds steam
1006340,2016,PERHAM RESOURCE RECOVERY FACILITY,South Unit,Municipal Solid Waste,April,12283350.7,pounds steam,0.001309,mmBtu/pounds steam
1006340,2016,PERHAM RESOURCE RECOVERY FACILITY,South Unit,Municipal Solid Waste,August,12283350.7,pounds steam,0.001309,mmBtu/pounds steam
1006340,2016,PERHAM RESOURCE RECOVERY FACILITY,North Unit,Municipal Solid Waste,February,15375758.3,pounds steam,0.001324,mmBtu/pounds steam
1010897,2017,Sierra Pacific Industries - Centralia,Boiler - Nebraska,Wood and Wood Residuals (dry basis),November,23941000,pounds steam,0.00147,mmBtu/pounds steam
1010898,2017,Sierra Pacific Industries - Burlington,McBurney Boiler,Wood and Wood Residuals (dry basis),January,171340000,pounds steam,0.00172,mmBtu/pounds steam
1010898,2017,Sierra Pacific Industries - Burlington,McBurney Boiler,Wood and Wood Residuals (dry basis),February,156333000,pounds steam,0.00172,mmBtu/pounds steam
1010898,2017,Sierra Pacific Industries - Burlington,McBurney Boiler,Wood and Wood Residuals (dry basis),March,172513000,pounds steam,0.00172,mmBtu/pounds steam
1005172,2016,COVANTA BRISTOL  INC,GP-Combustors,Municipal Solid Waste,April,104675083.3,pounds steam,0.001665,mmBtu/pounds steam
1005172,2016,COVANTA BRISTOL  INC,GP-Combustors,Municipal Solid Waste,June,104675083.3,pounds steam,0.001665,mmBtu/pounds steam
1005673,2016,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,Municipal Solid Waste,August,53885600,pounds steam,0.00130456,mmBtu/pounds steam
1010895,2017,Sierra Pacific Industries - Aberdeen,McBurney Boiler,Wood and Wood Residuals (dry basis),January,107883654,pounds steam,0.001938,mmBtu/pounds steam
1010895,2017,Sierra Pacific Industries - Aberdeen,McBurney Boiler,Wood and Wood Residuals (dry basis),May,93065439,pounds steam,0.001938,mmBtu/pounds steam
1004797,2016,COVANTA PITTSFIELD LLC,GP-Facility Stack,Municipal Solid Waste,March,39554500,pounds steam,0.001470773,mmBtu/pounds steam
1004797,2016,COVANTA PITTSFIELD LLC,GP-Facility Stack,Municipal Solid Waste,August,43146100,pounds steam,0.001470773,mmBtu/pounds steam
1006774,2015,Red Wing Plant,EU 001,Municipal Solid Waste,October,64850281,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2015,Red Wing Plant,EU 002,Wood and Wood Residuals (dry basis),August,0,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2015,Red Wing Plant,EU 002,Municipal Solid Waste,January,55356784,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2015,Red Wing Plant,EU 002,Municipal Solid Waste,April,54690498,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2015,Red Wing Plant,EU 002,Municipal Solid Waste,June,71838021,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2015,Red Wing Plant,EU 002,Municipal Solid Waste,July,64362685,pounds steam,0.00160681,mmBtu/pounds steam
1006008,2015,CLEWISTON SUGAR HOUSE,EU 001 - Boiler No. 1,Agricultural Byproducts,January,104922000,pounds steam,0.00215,mmBtu/pounds steam
1006008,2015,CLEWISTON SUGAR HOUSE,EU 001 - Boiler No. 1,Agricultural Byproducts,February,84670000,pounds steam,0.00215,mmBtu/pounds steam
1006008,2015,CLEWISTON SUGAR HOUSE,EU 014 - Boiler No. 7,Agricultural Byproducts,January,205800000,pounds steam,0.00211,mmBtu/pounds steam
1006008,2015,CLEWISTON SUGAR HOUSE,EU 009 - Boiler No. 4,Agricultural Byproducts,June,0,pounds steam,0.00221,mmBtu/pounds steam
1003410,2014,Key City/Wilmarth Plant,2,Municipal Solid Waste,October,63482037,pounds steam,0.00159027,mmBtu/pounds steam
1003410,2014,Key City/Wilmarth Plant,2,Municipal Solid Waste,December,54691284,pounds steam,0.00159027,mmBtu/pounds steam
1007282,2014,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler A,Municipal Solid Waste,May,37221430,pounds steam,0.00122,mmBtu/pounds steam
1007282,2014,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler A,Municipal Solid Waste,June,32193010,pounds steam,0.00122,mmBtu/pounds steam
1000219,2016,French Island,1,Wood and Wood Residuals (dry basis),July,20236364,pounds steam,0.00164,mmBtu/pounds steam
1000219,2016,French Island,1,Municipal Solid Waste,April,15579248,pounds steam,0.00164,mmBtu/pounds steam
1000219,2016,French Island,1,Municipal Solid Waste,November,16813831.4,pounds steam,0.00164,mmBtu/pounds steam
1000219,2016,French Island,2,Wood and Wood Residuals (dry basis),January,22170674,pounds steam,0.00166333,mmBtu/pounds steam
1000219,2016,French Island,2,Wood and Wood Residuals (dry basis),November,22121560,pounds steam,0.00166333,mmBtu/pounds steam
1000219,2016,French Island,2,Municipal Solid Waste,June,16618450.2,pounds steam,0.00166333,mmBtu/pounds steam
1000219,2016,French Island,2,Municipal Solid Waste,September,11447302.94,pounds steam,0.00166333,mmBtu/pounds steam
1000219,2016,French Island,2,Municipal Solid Waste,October,14886136.69,pounds steam,0.00166333,mmBtu/pounds steam
1004618,2017,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 1,Municipal Solid Waste,February,38517000,pounds steam,0.00141,mmBtu/pounds steam
1006008,2015,CLEWISTON SUGAR HOUSE,EU 028 - Boiler No. 8,Agricultural Byproducts,August,243261000,pounds steam,0.00187,mmBtu/pounds steam
1006008,2015,CLEWISTON SUGAR HOUSE,EU 002 - Boiler No. 2,Agricultural Byproducts,August,0,pounds steam,0.00215,mmBtu/pounds steam
1000219,2017,French Island,1,Wood and Wood Residuals (dry basis),August,30382554,pounds steam,0.00164,mmBtu/pounds steam
1000219,2017,French Island,1,Wood and Wood Residuals (dry basis),December,26081641,pounds steam,0.00164,mmBtu/pounds steam
1000219,2017,French Island,2,Wood and Wood Residuals (dry basis),March,23382344,pounds steam,0.00166333,mmBtu/pounds steam
1000219,2017,French Island,2,Wood and Wood Residuals (dry basis),November,30420762,pounds steam,0.00166333,mmBtu/pounds steam
1004475,2015,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 3,Municipal Solid Waste,May,21171113.1,pounds steam,0.0012026,mmBtu/pounds steam
1000219,2015,French Island,1,Wood and Wood Residuals (dry basis),April,20321386,pounds steam,0.00164000,mmBtu/pounds steam
1000219,2015,French Island,1,Wood and Wood Residuals (dry basis),August,20120466,pounds steam,0.00164000,mmBtu/pounds steam
1000219,2015,French Island,1,Wood and Wood Residuals (dry basis),September,20550272,pounds steam,0.00164000,mmBtu/pounds steam
1004475,2015,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 3,Municipal Solid Waste,December,21171113.1,pounds steam,0.0012026,mmBtu/pounds steam
1000219,2015,French Island,1,Municipal Solid Waste,June,14408464,pounds steam,0.00164,mmBtu/pounds steam
1000219,2015,French Island,2,Wood and Wood Residuals (dry basis),February,19784579,pounds steam,0.00166333,mmBtu/pounds steam
1000219,2015,French Island,2,Wood and Wood Residuals (dry basis),July,19595714,pounds steam,0.00166333,mmBtu/pounds steam
1000219,2015,French Island,2,Municipal Solid Waste,December,15258864,pounds steam,0.00166333,mmBtu/pounds steam
1006774,2017,Red Wing Plant,EU 001,Wood and Wood Residuals (dry basis),April,41005,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2017,Red Wing Plant,EU 001,Wood and Wood Residuals (dry basis),August,60569,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2017,Red Wing Plant,EU 001,Wood and Wood Residuals (dry basis),September,73572,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2017,Red Wing Plant,EU 001,Municipal Solid Waste,April,52372638,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2017,Red Wing Plant,EU 001,Municipal Solid Waste,June,72418359,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2017,Red Wing Plant,EU 002,Wood and Wood Residuals (dry basis),October,,,0.00160681,mmBtu/pounds steam
1006774,2017,Red Wing Plant,EU 002,Wood and Wood Residuals (dry basis),November,,,0.00160681,mmBtu/pounds steam
1003410,2017,Key City/Wilmarth Plant,1,Municipal Solid Waste,July,61577212,pounds steam,0.00159027,mmBtu/pounds steam
1003410,2017,Key City/Wilmarth Plant,2,Municipal Solid Waste,February,34395937,pounds steam,0.00159027,mmBtu/pounds steam
1003410,2017,Key City/Wilmarth Plant,2,Municipal Solid Waste,July,68219130,pounds steam,0.00159027,mmBtu/pounds steam
1007282,2017,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler A,Municipal Solid Waste,February,29022000,pounds steam,0.00122,mmBtu/pounds steam
1007282,2017,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler A,Municipal Solid Waste,November,,,0.00122,mmBtu/pounds steam
1007282,2017,WASATCH INTEGRATED WASTE MANAGEMENT DISTRICT,Boiler B,Municipal Solid Waste,March,27272000,pounds steam,0.00122,mmBtu/pounds steam
1006774,2014,Red Wing Plant,EU 002,Municipal Solid Waste,February,42604178,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2014,Red Wing Plant,EU 002,Municipal Solid Waste,October,50651628,pounds steam,0.00160681,mmBtu/pounds steam
1003410,2014,Key City/Wilmarth Plant,1,Municipal Solid Waste,November,46139676,pounds steam,0.00159027,mmBtu/pounds steam
1003410,2014,Key City/Wilmarth Plant,2,Municipal Solid Waste,April,62477813,pounds steam,0.00159027,mmBtu/pounds steam
1004475,2014,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 3,Municipal Solid Waste,August,20763608.6,pounds steam,0.001203,mmBtu/pounds steam
1005172,2014,COVANTA BRISTOL  INC,GP-Combustors,Municipal Solid Waste,July,103739500,pounds steam,0.001665,mmBtu/pounds steam
1005172,2014,COVANTA BRISTOL  INC,GP-Combustors,Municipal Solid Waste,December,103739500,pounds steam,0.001665,mmBtu/pounds steam
1000362,2014,CAMDEN CNTY RESOURCE RECOVERY ASSOC,GP-Facility Emissions,Municipal Solid Waste,December,212128000,pounds steam,0.00146,mmBtu/pounds steam
1005673,2014,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,Municipal Solid Waste,June,47504900,pounds steam,0.0013,mmBtu/pounds steam
1005673,2014,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,Municipal Solid Waste,June,50044200,pounds steam,0.0013,mmBtu/pounds steam
1005673,2014,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,Municipal Solid Waste,July,48216200,pounds steam,0.0013,mmBtu/pounds steam
1005673,2014,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,Municipal Solid Waste,August,48636880,pounds steam,0.0013,mmBtu/pounds steam
1005673,2014,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,Municipal Solid Waste,November,49765000,pounds steam,0.0013,mmBtu/pounds steam
1001646,2015,COVANTA MARION  INC,MWC-2,Municipal Solid Waste,May,46398167,pounds steam,0.001608,mmBtu/pounds steam
1001646,2015,COVANTA MARION  INC,MWC-2,Municipal Solid Waste,July,46398167,pounds steam,0.001608,mmBtu/pounds steam
1004540,2015,Wheelabrator Lisbon Inc.,Unit 2,Municipal Solid Waste,January,47769417,pounds steam,0.00163,mmBtu/pounds steam
1004540,2015,Wheelabrator Lisbon Inc.,Unit 2,Municipal Solid Waste,August,47769417,pounds steam,0.00163,mmBtu/pounds steam
1004540,2015,Wheelabrator Lisbon Inc.,Unit 2,Municipal Solid Waste,September,47769417,pounds steam,0.00163,mmBtu/pounds steam
1004540,2015,Wheelabrator Lisbon Inc.,Unit 1,Municipal Solid Waste,March,47768167,pounds steam,0.00163,mmBtu/pounds steam
1005673,2015,REGIONAL WASTE SYSTEMS INCORPORATED,A Boiler,Municipal Solid Waste,July,50821100,pounds steam,0.0013,mmBtu/pounds steam
1005673,2015,REGIONAL WASTE SYSTEMS INCORPORATED,B Boiler,Municipal Solid Waste,June,51385600,pounds steam,0.0013,mmBtu/pounds steam
1005171,2015,COVANTA RESOURCE RECOVERY FACILITY,GP-Combustors,Municipal Solid Waste,May,0,pounds steam,0.001631,mmBtu/pounds steam
1000047,2015,PENOBSCOT ENERGY RECOVERY CO.,GP-MWC,Municipal Solid Waste,August,156334167,pounds steam,0.00136,mmBtu/pounds steam
1005528,2015,OLMSTED WASTE-TO-ENERGY FACILITY,GP-01,Municipal Solid Waste,February,62653083,pounds steam,0.001558448,mmBtu/pounds steam
1004618,2017,BAY COUNTY WASTE - TO - ENERGY FACILITY,MWC Unit No. 1,Municipal Solid Waste,August,36935800,pounds steam,0.00141,mmBtu/pounds steam
1006008,2017,CLEWISTON SUGAR HOUSE,EU 001 - Boiler No. 1,Agricultural Byproducts,May,84382450,pounds steam,0.00215,mmBtu/pounds steam
1006008,2017,CLEWISTON SUGAR HOUSE,EU 009 - Boiler No. 4,Agricultural Byproducts,May,52483960,pounds steam,0.00221,mmBtu/pounds steam
1006008,2017,CLEWISTON SUGAR HOUSE,EU 009 - Boiler No. 4,Agricultural Byproducts,October,101398490,pounds steam,0.00221,mmBtu/pounds steam
1006008,2017,CLEWISTON SUGAR HOUSE,EU 028 - Boiler No. 8,Agricultural Byproducts,January,371466112,pounds steam,0.00187,mmBtu/pounds steam
1006008,2017,CLEWISTON SUGAR HOUSE,EU 028 - Boiler No. 8,Agricultural Byproducts,February,338043322,pounds steam,0.00187,mmBtu/pounds steam
1006008,2017,CLEWISTON SUGAR HOUSE,EU 028 - Boiler No. 8,Agricultural Byproducts,March,385263924,pounds steam,0.00187,mmBtu/pounds steam
1006008,2017,CLEWISTON SUGAR HOUSE,EU 028 - Boiler No. 8,Agricultural Byproducts,July,153239299,pounds steam,0.00187,mmBtu/pounds steam
1006008,2017,CLEWISTON SUGAR HOUSE,EU 028 - Boiler No. 8,Agricultural Byproducts,November,353317367,pounds steam,0.00187,mmBtu/pounds steam
1006008,2017,CLEWISTON SUGAR HOUSE,EU 002 - Boiler No. 2,Agricultural Byproducts,May,92461880,pounds steam,0.00215,mmBtu/pounds steam
1006774,2016,Red Wing Plant,EU 001,Municipal Solid Waste,January,65736496,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2016,Red Wing Plant,EU 001,Municipal Solid Waste,March,64277851,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2016,Red Wing Plant,EU 002,Wood and Wood Residuals (dry basis),January,61765,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2016,Red Wing Plant,EU 002,Wood and Wood Residuals (dry basis),May,37085,pounds steam,0.00160681,mmBtu/pounds steam
1006774,2016,Red Wing Plant,EU 002,Wood and Wood Residuals (dry basis),October,111300,pounds steam,0.00160681,mmBtu/pounds steam
1003410,2016,Key City/Wilmarth Plant,1,Municipal Solid Waste,February,52976206,pounds steam,0.00159027,mmBtu/pounds steam
1003410,2016,Key City/Wilmarth Plant,2,Municipal Solid Waste,January,25873987,pounds steam,0.00159027,mmBtu/pounds steam
1003410,2016,Key City/Wilmarth Plant,2,Municipal Solid Waste,March,64257505,pounds steam,0.00159027,mmBtu/pounds steam
1003410,2016,Key City/Wilmarth Plant,2,Municipal Solid Waste,April,63639503,pounds steam,0.00159027,mmBtu/pounds steam
1003410,2016,Key City/Wilmarth Plant,2,Municipal Solid Waste,November,0.0000000001,pounds steam,0.00159027,mmBtu/pounds steam
1003410,2016,Key City/Wilmarth Plant,2,Municipal Solid Waste,December,0.0000000001,pounds steam,0.00159027,mmBtu/pounds steam
1004475,2016,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 3,Municipal Solid Waste,April,21468473.7,pounds steam,0.0012026,mmBtu/pounds steam
1004475,2016,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 3,Municipal Solid Waste,May,21468473.7,pounds steam,0.0012026,mmBtu/pounds steam
1004475,2016,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,March,10356301.4,pounds steam,0.001389,mmBtu/pounds steam
1004475,2016,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,April,10356301.4,pounds steam,0.001389,mmBtu/pounds steam
1004475,2016,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,September,10356301.4,pounds steam,0.001389,mmBtu/pounds steam
1004475,2016,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,October,10356301.4,pounds steam,0.001389,mmBtu/pounds steam
1004475,2016,POPE/DOUGLAS SOLID WASTE MANAGEMENT,Unit 2,Municipal Solid Waste,December,10356301.4,pounds steam,0.001389,mmBtu/pounds steam
1002561,2017,SUSQUEHANNA RESOURCE MGMT COMPLEX,MWC Unit 1,Municipal Solid Waste,February,48941083,pounds steam,0.001685,mmBtu/pounds steam
1002561,2017,SUSQUEHANNA RESOURCE MGMT COMPLEX,MWC Unit 1,Municipal Solid Waste,May,48941083,pounds steam,0.001685,mmBtu/pounds steam
1002561,2017,SUSQUEHANNA RESOURCE MGMT COMPLEX,MWC Unit 3,Municipal Solid Waste,February,44954166,pounds steam,0.001685,mmBtu/pounds steam
1002561,2017,SUSQUEHANNA RESOURCE MGMT COMPLEX,MWC Unit 3,Municipal Solid Waste,April,44954166,pounds steam,0.001685,mmBtu/pounds steam
1002561,2017,SUSQUEHANNA RESOURCE MGMT COMPLEX,MWC Unit 3,Municipal Solid Waste,October,44954166,pounds steam,0.001685,mmBtu/pounds steam
1002561,2017,SUSQUEHANNA RESOURCE MGMT COMPLEX,MWC Unit 3,Municipal Solid Waste,December,44954166,pounds steam,0.001685,mmBtu/pounds steam
