,naics_sub,PTC w/ TES
0,311,100860533.22289729
1,312,7283414.25281109
2,313,4190481.2062274124
3,314,1353669.6485841938
4,315,202812.09070786965
5,321,31805984.856372666
6,322,205038514.87178028
7,324,165468800.54777288
8,325,193045148.97582027
9,326,7505150.138538558
10,327,10169743.771740181
11,331,31810800.497184116
12,332,1633209.176607642
13,333,2291060.7982889786
14,336,9180273.332928991
15,337,1086373.851691715
