,naics_sub,LF w/ DSG
0,311,55954115.187399134
1,312,4367768.963488315
2,313,2042484.6707284728
3,314,595658.5244056804
4,315,133342.07818238254
5,321,20163722.779460303
6,322,126229477.2119249
7,324,52286330.64298538
8,325,95737217.11211143
9,326,3828799.779090013
10,327,171228.65993384633
11,331,16983681.140645362
12,332,1097091.8453620565
13,333,1238286.4529525328
14,336,3314144.4811300444
15,337,444537.6796576259
16,339,1139579.1346578742
